Unnamed_0,time_index,RNA_nuc,RNA_cyto,RNA_total,rep,conc
178,0,27,44,71,3,0
39,0,7,27,34,3,0
387,0,4,16,20,1,0
487,0,11,27,38,3,0
229,0,19,16,35,2,0
62,0,7,14,21,1,0
149,0,2,12,14,3,0
325,0,9,19,28,1,0
364,0,12,34,46,1,0
180,0,6,14,20,3,0
196,0,28,45,73,2,0
114,0,0,0,0,1,0
362,0,7,19,26,3,0
182,0,14,23,37,2,0
58,0,5,4,9,2,0
240,0,22,54,76,1,0
243,0,12,14,26,2,0
269,0,46,93,139,3,0
124,0,26,42,68,3,0
429,0,7,20,27,3,0
275,0,5,6,11,2,0
166,0,13,28,41,3,0
30,0,34,75,109,1,0
4134,90,103,154,257,3,100
4120,90,18,98,116,3,100
3379,90,82,161,243,2,100
3409,90,16,36,52,1,100
4152,90,117,205,322,3,100
3307,90,68,158,226,1,100
3418,90,97,274,371,1,100
3429,90,11,42,53,1,100
3435,90,12,49,61,1,100
3927,90,17,39,56,3,100
3198,90,32,51,83,2,100
3368,90,110,271,381,2,100
3142,90,32,71,103,2,100
4146,90,50,152,202,3,100
3295,90,124,277,401,1,100
4123,90,160,191,351,3,100
3457,90,44,77,121,2,100
3330,90,189,353,542,2,100
3343,90,42,112,154,2,100
3289,90,97,172,269,1,100
3197,90,72,67,139,2,100
4209,90,122,202,324,3,100
3559,90,97,218,315,1,100
3401,90,47,138,185,2,100
3996,90,33,59,92,3,100
3434,90,50,113,163,1,100
3320,90,27,21,48,1,100
3285,90,17,25,42,2,100
3515,90,48,93,141,1,100
3347,90,154,284,438,2,100
4082,90,85,146,231,3,100
3403,90,171,243,414,2,100
3143,90,78,151,229,2,100
4164,90,89,222,311,3,100
3282,90,79,183,262,2,100
3550,90,88,112,200,1,100
3394,90,5,15,20,1,100
3277,90,27,32,59,2,100
4051,90,77,120,197,3,100
3268,90,55,33,88,1,100
3392,90,193,303,496,2,100
3348,90,89,174,263,1,100
4037,90,46,118,164,3,100
3209,90,29,50,79,2,100
3570,90,129,282,411,1,100
3297,90,88,206,294,1,100
3616,90,65,124,189,1,100
4089,90,79,140,219,3,100
3929,90,15,62,77,3,100
3446,90,69,114,183,1,100
4040,90,72,120,192,3,100
3124,90,30,126,156,2,100
3595,90,47,74,121,1,100
3324,90,68,125,193,2,100
3328,90,63,151,214,2,100
3393,90,98,213,311,1,100
3543,90,39,52,91,1,100
3910,90,71,144,215,3,100
4341,90,80,165,245,3,100
3319,90,15,34,49,1,100
3290,90,24,76,100,1,100
3931,90,17,39,56,3,100
3395,90,88,160,248,1,100
3943,90,75,193,268,3,100
3415,90,101,164,265,2,100
3152,90,104,158,262,2,100
3263,90,128,143,271,2,100
3238,90,90,126,216,2,100
3275,90,58,68,126,1,100
4320,90,115,340,455,3,100
4055,90,24,50,74,3,100
3189,90,74,137,211,2,100
4087,90,65,123,188,3,100
3458,90,129,183,312,1,100
3620,90,9,14,23,1,100
4246,90,39,82,121,3,100
3590,90,110,176,286,1,100
3464,90,109,174,283,1,100
4062,90,149,93,242,3,100
3133,90,51,79,130,2,100
4131,90,153,252,405,3,100
3410,90,102,185,287,1,100
4314,90,72,174,246,3,100
3284,90,34,70,104,2,100
3613,90,51,59,110,1,100
3420,90,88,182,270,2,100
3895,90,101,264,365,3,100
3908,90,11,21,32,3,100
3255,90,301,681,982,1,100
3417,90,82,102,184,1,100
3531,90,72,48,120,1,100
3492,90,43,101,144,1,100
3376,90,22,121,143,2,100
4260,90,116,210,326,3,100
3311,90,111,219,330,1,100
3478,90,99,175,274,1,100
3400,90,117,155,272,1,100
4125,90,27,104,131,3,100
4059,90,193,314,507,3,100
3486,90,147,156,303,1,100
4612,180,67,93,160,2,100
5549,180,21,74,95,3,100
4870,180,47,80,127,1,100
5679,180,67,85,152,3,100
5396,180,79,104,183,3,100
4702,180,53,106,159,1,100
5573,180,72,163,235,3,100
5614,180,204,166,370,3,100
4536,180,83,133,216,2,100
4911,180,21,48,69,1,100
4646,180,38,30,68,2,100
4829,180,33,95,128,1,100
4697,180,99,56,155,1,100
5484,180,57,46,103,3,100
4706,180,105,254,359,1,100
5515,180,98,143,241,3,100
4423,180,98,253,351,2,100
4361,180,50,69,119,2,100
4847,180,55,95,150,1,100
5437,180,69,125,194,3,100
5789,180,58,140,198,3,100
4850,180,93,82,175,1,100
4635,180,83,156,239,2,100
4303,180,50,94,144,2,100
4731,180,50,91,141,1,100
4503,180,46,54,100,2,100
4661,180,42,88,130,1,100
4855,180,50,80,130,1,100
4719,180,68,116,184,1,100
4274,180,45,43,88,2,100
4679,180,96,108,204,1,100
5785,180,46,101,147,3,100
4799,180,48,139,187,1,100
5395,180,45,91,136,3,100
5602,180,91,96,187,3,100
4304,180,86,70,156,2,100
5722,180,112,134,246,3,100
4549,180,40,64,104,2,100
5617,180,61,128,189,3,100
4818,180,30,25,55,1,100
5522,180,28,44,72,3,100
4939,180,37,34,71,1,100
5486,180,82,114,196,3,100
4255,180,100,90,190,2,100
4732,180,29,46,75,1,100
5745,180,17,36,53,3,100
4495,180,59,100,159,2,100
5502,180,40,71,111,3,100
5422,180,104,215,319,3,100
5387,180,175,207,382,3,100
5632,180,144,176,320,3,100
4399,180,176,328,504,2,100
4608,180,56,101,157,1,100
5610,180,7,32,39,3,100
4476,180,25,21,46,2,100
4657,180,53,113,166,1,100
4581,180,46,132,178,1,100
4872,180,59,104,163,1,100
4578,180,61,106,167,2,100
5775,180,79,67,146,3,100
5655,180,35,80,115,3,100
5555,180,144,219,363,3,100
5472,180,62,118,180,3,100
4515,180,105,149,254,2,100
5571,180,44,64,108,3,100
4491,180,78,122,200,2,100
4371,180,0,9,9,2,100
4808,180,61,109,170,1,100
4531,180,172,235,407,2,100
4952,180,37,33,70,1,100
4519,180,112,127,239,2,100
4402,180,86,135,221,2,100
4944,180,105,239,344,1,100
5510,180,114,176,290,3,100
5368,180,122,275,397,3,100
4497,180,36,31,67,2,100
4563,180,92,163,255,2,100
4640,180,19,102,121,1,100
4614,180,70,142,212,1,100
5756,180,62,91,153,3,100
5596,180,57,105,162,3,100
4915,180,100,242,342,1,100
4597,180,110,172,282,2,100
4273,180,20,8,28,2,100
4264,180,243,240,483,2,100
5675,180,81,73,154,3,100
4279,180,81,196,277,2,100
4919,180,33,70,103,1,100
5759,180,17,39,56,3,100
4409,180,87,116,203,2,100
4633,180,123,212,335,1,100
4994,180,152,325,477,1,100
5543,180,46,60,106,3,100
5496,180,120,243,363,3,100
4513,180,167,187,354,2,100
5796,180,84,189,273,3,100
4955,180,22,25,47,1,100
4978,180,23,50,73,1,100
4644,180,26,61,87,2,100
5430,180,68,123,191,3,100
