unique_cell_id,num_spots,num_nuc_spots,num_cyto_spots,num_ts,num_foci,num_spots_ts,largest_ts,second_largest_ts,num_spots_foci,nuc_area,cyto_area,time,dex_conc,replica,fov,nas_location,h5_idx
200260,55,20,35,0,0,0,0,0,0,8553.0,18902.0,0,0.0,E,19,smFISH_images/Eric_smFISH_images/20220420/DUSP1_100nM_Dex_R3_20220419_0min/DUSP1_100nM_Dex_R3_20220419_0min.h5,0
200261,40,15,25,0,2,0,0,0,8,8003.0,11457.0,0,0.0,E,19,smFISH_images/Eric_smFISH_images/20220420/DUSP1_100nM_Dex_R3_20220419_0min/DUSP1_100nM_Dex_R3_20220419_0min.h5,0
200263,96,23,73,0,0,0,0,0,0,7701.0,25657.0,0,0.0,E,19,smFISH_images/Eric_smFISH_images/20220420/DUSP1_100nM_Dex_R3_20220419_0min/DUSP1_100nM_Dex_R3_20220419_0min.h5,0
200265,75,14,61,0,0,0,0,0,0,8051.0,27932.0,0,0.0,E,19,smFISH_images/Eric_smFISH_images/20220420/DUSP1_100nM_Dex_R3_20220419_0min/DUSP1_100nM_Dex_R3_20220419_0min.h5,0
200270,39,16,23,0,0,0,0,0,0,8773.0,12728.0,0,0.0,E,20,smFISH_images/Eric_smFISH_images/20220420/DUSP1_100nM_Dex_R3_20220419_0min/DUSP1_100nM_Dex_R3_20220419_0min.h5,0
200276,47,16,31,0,0,0,0,0,0,8031.0,14387.0,0,0.0,E,20,smFISH_images/Eric_smFISH_images/20220420/DUSP1_100nM_Dex_R3_20220419_0min/DUSP1_100nM_Dex_R3_20220419_0min.h5,0
200279,43,19,24,0,0,0,0,0,0,7764.0,10847.0,0,0.0,E,21,smFISH_images/Eric_smFISH_images/20220420/DUSP1_100nM_Dex_R3_20220419_0min/DUSP1_100nM_Dex_R3_20220419_0min.h5,0
200280,38,13,25,0,0,0,0,0,0,8129.0,15453.0,0,0.0,E,21,smFISH_images/Eric_smFISH_images/20220420/DUSP1_100nM_Dex_R3_20220419_0min/DUSP1_100nM_Dex_R3_20220419_0min.h5,0
200281,30,9,21,0,0,0,0,0,0,8108.0,13215.0,0,0.0,E,21,smFISH_images/Eric_smFISH_images/20220420/DUSP1_100nM_Dex_R3_20220419_0min/DUSP1_100nM_Dex_R3_20220419_0min.h5,0
200282,19,5,14,0,1,0,0,0,4,7718.0,14543.0,0,0.0,E,21,smFISH_images/Eric_smFISH_images/20220420/DUSP1_100nM_Dex_R3_20220419_0min/DUSP1_100nM_Dex_R3_20220419_0min.h5,0
200284,38,17,21,1,0,6,6,0,0,7761.0,7031.0,0,0.0,E,21,smFISH_images/Eric_smFISH_images/20220420/DUSP1_100nM_Dex_R3_20220419_0min/DUSP1_100nM_Dex_R3_20220419_0min.h5,0
200286,31,13,18,0,0,0,0,0,0,8271.0,12244.0,0,0.0,E,21,smFISH_images/Eric_smFISH_images/20220420/DUSP1_100nM_Dex_R3_20220419_0min/DUSP1_100nM_Dex_R3_20220419_0min.h5,0
200288,39,14,25,0,0,0,0,0,0,8410.0,11412.0,0,0.0,E,21,smFISH_images/Eric_smFISH_images/20220420/DUSP1_100nM_Dex_R3_20220419_0min/DUSP1_100nM_Dex_R3_20220419_0min.h5,0
200289,53,22,31,0,0,0,0,0,0,7713.0,11529.0,0,0.0,E,21,smFISH_images/Eric_smFISH_images/20220420/DUSP1_100nM_Dex_R3_20220419_0min/DUSP1_100nM_Dex_R3_20220419_0min.h5,0
200290,47,15,32,0,0,0,0,0,0,9125.0,12099.0,0,0.0,E,21,smFISH_images/Eric_smFISH_images/20220420/DUSP1_100nM_Dex_R3_20220419_0min/DUSP1_100nM_Dex_R3_20220419_0min.h5,0
