cell_id,nuc_area,nucGRint,cytoGRint,time,Dex_conc,replica,CalcCytoArea,normGRnuc,normGRcyt
0,8084,5442.916579,1504.375279,90,10,A,14063.91997,17,4
1,8027,6004.195356,1510.456026,90,10,A,13937.79709,20,4
2,8608,5340.432936,1555.654243,90,10,A,15266.43601,17,5
3,7861,6337.064347,1645.579836,90,10,A,13575.72889,20,6
4,9485,4811.439403,1555.906255,90,10,A,17452.86846,14,5
5,7817,5585.409621,1730.811601,90,10,A,13481.06622,18,6
6,8312,5979.244127,1563.090277,90,10,A,14577.60442,20,5
7,7436,4293.854943,1577.115937,90,10,A,12684.28151,11,5
8,7910,5146.572383,1490.773879,90,10,A,13681.79338,16,4
9,8314,5466.315039,1557.436609,90,10,A,14582.1755,18,5
10,9095,5107.141242,1495.852374,90,10,A,16453.69674,15,4
11,8515,4512.374429,1449.77713,90,10,A,15047.34171,12,4
12,8953,5176.437756,1536.878412,90,10,A,16100.58318,16,4
13,8399,5305.326386,1567.228549,90,10,A,14777.49266,17,5
14,7068,4927.746869,1573.591548,90,10,A,11953.67814,14,5
15,7933,6202.52203,1554.718365,90,10,A,13731.81303,20,5
16,7133,5878.568726,1678.42036,90,10,A,12079.93862,20,6
17,9064,6389.826938,1644.047264,90,10,A,16376.12176,20,6
18,7244,3859.478691,1362.253137,90,10,A,12298.31649,8,3
19,8944,5152.950531,1549.556384,90,10,A,16078.39501,16,5
20,7766,6039.297833,1650.251768,90,10,A,13372.02901,20,6
21,9039,4911.098455,1618.509776,90,10,A,16313.75936,14,5
22,7418,6642.766167,1745.756558,90,10,A,12647.6542,20,7
23,8644,4864.92397,1462.603993,90,10,A,15351.90371,14,4
24,7706,5004.180784,1472.83155,90,10,A,13244.69215,15,4
25,8176,4297.511098,1455.30116,90,10,A,14269.42605,11,4
26,7117,5320.724114,1953.820214,90,10,A,12048.7482,17,9
27,9235,4358.954461,1442.121988,90,10,A,16807.42222,11,4
28,8250,6917.335079,1766.161647,90,10,A,14436.46226,20,7
29,7453,3995.51,1559.052464,90,10,A,12718.95815,9,5
30,7535,5883.49561,1567.79996,90,10,A,12887.37041,20,5
31,8924,3638.894955,1444.707868,90,10,A,16029.17001,7,4
32,9165,4528.050149,1405.165794,90,10,A,16629.86626,12,3
33,7572,5457.467671,1520.145664,90,10,A,12963.98422,18,4
34,8878,5025.16235,1461.923184,90,10,A,15916.38202,15,4
35,8128,5341.018523,1460.71694,90,10,A,14161.9067,17,4
36,7572,4728.435775,1502.004247,90,10,A,12963.98422,13,4
37,8103,6270.636126,1635.275954,90,10,A,14106.16522,20,5
38,8071,6529.692018,1641.596419,90,10,A,14035.07418,20,6
39,8241,6452.401913,1668.789616,90,10,A,14416.06428,20,6
40,8733,4687.466209,1371.797895,90,10,A,15564.77274,13,3
41,7492,6137.535752,1656.46211,90,10,A,12798.81942,20,6
42,7717,4789.487057,1454.709364,90,10,A,13267.96098,14,4
43,8828,4205.580945,1354.682783,90,10,A,15794.46544,10,3
44,9056,4489.167785,1448.192704,90,10,A,16356.14655,12,4
45,8287,5720.466548,1516.235789,90,10,A,14520.5614,19,4
46,8765,5782.96143,1668.370778,90,10,A,15641.85771,19,6
47,7306,4162.03893,1451.358001,90,10,A,12421.81076,10,4
48,7875,3540.218872,1345.320708,90,10,A,13605.96371,6,3
49,7496,4397.508088,1471.706118,90,10,A,12807.03465,11,4
50,9083,5493.135562,1621.623835,90,10,A,16423.63546,18,5
51,8704,5698.427899,1588.431868,90,10,A,15495.16476,19,5
52,8012,6218.707776,1708.795935,90,10,A,13904.75965,20,6
53,7432,6079.217188,1644.866027,90,10,A,12676.13418,20,6
54,8228,5442.11085,1599.189617,90,10,A,14386.641,17,5
55,7516,4671.989363,1453.013919,90,10,A,12848.17872,13,4
56,8620,5936.142253,1506.148037,90,10,A,15294.8845,20,4
57,7860,5252.018324,1770.027294,90,10,A,13573.57138,16,7
58,8597,5549.781748,1645.524398,90,10,A,15240.39402,18,6
59,7990,4828.566867,1512.921863,90,10,A,13856.41989,14,4
60,8546,4675.286655,1548.851794,90,10,A,15120.10123,13,5
61,8580,4633.486274,1461.840425,90,10,A,15200.21466,13,4
62,7168,5625.72548,1919.125275,90,10,A,12148.42019,18,8
63,8390,4716.069124,1460.727716,90,10,A,14756.71525,13,4
64,7279,5166.14381,1947.315502,90,10,A,12367.8973,16,9
65,9279,5090.19757,1462.75622,90,10,A,16919.73844,15,4
66,7653,4772.731457,1428.340833,90,10,A,13133.05853,14,3
67,8694,4167.66371,1437.30676,90,10,A,15471.21718,10,3
68,8673,4576.196336,1446.049679,90,10,A,15421.01937,12,4
69,9377,5558.110315,1590.053267,90,10,A,17171.86605,18,5
70,7324,5460.952568,1560.943685,90,10,A,12457.86765,18,5
71,9173,5799.890828,1644.726018,90,10,A,16650.0882,19,6
72,8207,4854.909592,1495.549896,90,10,A,14339.21209,14,4
73,8522,4843.782817,1505.296395,90,10,A,15063.74751,14,4
74,7862,5280.696127,1529.034791,90,10,A,13577.88668,16,4
75,8547,4967.42975,1490.479119,90,10,A,15122.45284,15,4
76,7463,5532.952736,1720.389077,90,10,A,12739.39437,18,6
77,9302,5902.662907,1598.448968,90,10,A,16978.66721,20,5
78,7554,6238.31476,1823.40724,90,10,A,12926.66426,20,7
79,8549,4275.014828,1456.794916,90,10,A,15127.15691,11,4
80,9485,5391.170105,1590.813637,90,10,A,17452.86846,17,5
81,9229,6124.526275,1708.009585,90,10,A,16792.14881,20,6
82,8101,5526.997929,1657.21297,90,10,A,14101.71354,18,6
83,8002,5573.980884,1604.853322,90,10,A,13882.77005,18,5
84,8579,5487.596256,1584.468574,90,10,A,15197.85371,18,5
85,8688,4900.552937,1462.377262,90,10,A,15456.86222,14,4
86,8054,6297.169096,1571.908847,90,10,A,13997.42491,20,5
87,8247,6164.501711,1575.391646,90,10,A,14429.66039,20,5
88,9203,5532.251502,1534.313665,90,10,A,16726.08175,18,4
89,8350,5802.74113,1579.681098,90,10,A,14664.6485,20,5
90,7090,4036.79746,1434.492521,90,10,A,11996.27862,9,3
91,8684,5373.907951,1602.217345,90,10,A,15447.2979,17,5
92,8977,6391.278642,1627.483277,90,10,A,16159.8637,20,5
93,8235,5923.002487,1758.560079,90,10,A,14402.47836,20,7
94,8634,5372.362704,1556.885985,90,10,A,15328.1259,17,5
95,7344,4284.327047,1594.010108,90,10,A,12498.03839,11,5
96,9080,5182.299091,1526.015623,90,10,A,16416.12651,16,4
97,7275,4144.675823,1562.973213,90,10,A,12359.92767,10,5
98,8899,4346.820181,1504.866117,90,10,A,15967.79791,11,4
99,7868,4252.946499,1453.59156,90,10,A,13590.83937,11,4
100,8728,5154.604524,1475.619094,90,10,A,15552.75439,16,4
101,8952,5585.733406,1608.443077,90,10,A,16098.1167,18,5
102,7126,5814.32605,1622.842258,90,10,A,12066.2839,20,5
103,8917,4963.242512,1528.233002,90,10,A,16011.968,15,4
104,8807,6177.867519,1623.894104,90,10,A,15743.47142,20,5
105,8707,5369.983091,1569.960806,90,10,A,15502.35455,17,5
106,8910,5445.523581,1560.257718,90,10,A,15994.77985,17,5
107,8767,5844.859718,1626.368655,90,10,A,15646.68514,20,5
108,8912,5203.994844,1580.7905,90,10,A,15999.68933,16,5
109,8819,5757.130221,1590.720314,90,10,A,15772.59558,19,5
110,8416,4983.366325,1636.682769,90,10,A,14816.8014,15,6
111,8728,5363.323228,1586.613812,90,10,A,15552.75439,17,5
112,8845,5830.897184,1672.697928,90,10,A,15835.83771,20,6
113,9477,3617.467218,1376.006906,90,10,A,17431.94029,7,3
114,9196,5119.596976,1470.188774,90,10,A,16708.32714,16,4
115,8819,5278.248303,1509.325138,90,10,A,15772.59558,16,4
116,9249,5090.7511,1510.449938,90,10,A,16843.09978,15,4
117,9488,5626.068838,1802.230741,90,10,A,17460.72119,18,7
118,7904,4568.933565,1516.636794,90,10,A,13668.76939,12,4
119,8100,3962.864296,1455.845877,90,10,A,14099.48813,9,4
120,8364,4675.805357,1471.04724,90,10,A,14696.82037,13,4
121,9029,4804.214606,1503.896061,90,10,A,16288.86391,14,4
122,9333,5324.461262,1695.592189,90,10,A,17058.32976,17,6
123,8418,5749.863408,1615.634139,90,10,A,14821.43133,19,5
124,9065,4944.957,1463.623874,90,10,A,16378.61994,15,4
125,7925,4501.674445,1444.979463,90,10,A,13714.39791,12,4
126,7769,5907.613861,1613.137725,90,10,A,13378.42259,20,5
127,9381,5845.97033,1474.742708,90,10,A,17182.2147,20,4
128,7658,4913.134206,1510.103926,90,10,A,13143.55605,14,4
129,8612,5105.420039,1522.976181,90,10,A,15275.91432,15,4
130,8943,4732.224044,1448.311652,90,10,A,16075.93107,13,4
131,8446,4423.08615,1457.778677,90,10,A,14886.36925,12,4
132,9335,5138.647409,1493.610219,90,10,A,17063.47862,16,4
133,8735,5340.513321,1511.445796,90,10,A,15569.58207,17,4
134,8226,5874.825828,1528.401818,90,10,A,14382.11858,20,4
135,8218,4713.194123,1502.337068,90,10,A,14364.04024,13,4
136,8039,5213.263425,1594.897687,90,10,A,13964.27288,16,5
137,8638,5418.286576,1641.430762,90,10,A,15337.63363,17,6
138,7258,5586.352959,1564.405186,90,10,A,12326.10722,18,5
139,8261,6908.840077,1661.560462,90,10,A,14461.42424,20,6
140,9247,3898.123435,2343.295213,150,1,A,16837.99959,9,13
141,9017,4804.017583,2494.421857,150,1,A,16259.02672,14,14
142,8761,4419.567006,2734.053725,150,1,A,15632.20624,12,17
143,8759,4501.021205,2517.615661,150,1,A,15627.38221,12,15
144,8693,4045.516877,2498.576127,150,1,A,15468.82398,9,14
145,8660,4073.958402,2485.976714,150,1,A,15390.00706,10,14
146,7859,4946.423523,2627.930175,150,1,A,13571.41416,15,16
147,8877,3937.074448,2494.955768,150,1,A,15913.93675,9,14
148,8510,4587.952437,2406.560557,150,1,A,15035.63176,13,13
149,8146,4689.672457,2441.707592,150,1,A,14202.15006,13,14
150,9147,3765.579469,2123.674893,150,1,A,16584.43311,8,11
151,8479,4142.076058,2137.925591,150,1,A,14963.18801,10,11
152,8535,4618.694448,2607.205372,150,1,A,15094.25221,13,15
153,7680,3724.750572,2208.238622,150,1,A,13189.82917,8,11
154,9475,4176.399551,2414.140113,150,1,A,17426.71107,10,13
155,8236,4322.354791,2349.20338,150,1,A,14404.74198,11,13
156,8336,5038.331082,2713.316662,150,1,A,14632.5321,15,17
157,8754,3634.715701,2317.731858,150,1,A,15615.32707,7,13
158,8984,3979.994896,2604.80461,150,1,A,16177.18455,9,15
159,9146,4297.034482,2473.788726,150,1,A,16581.91173,11,14
160,8795,3441.632678,2140.627863,150,1,A,15714.388,6,11
161,8373,4545.999718,2396.829962,150,1,A,14717.53157,12,13
162,9072,3835.896657,2362.941441,150,1,A,16396.11508,8,13
163,8781,4110.508001,2593.279378,150,1,A,15680.50884,10,15
164,9369,3678.109232,2415.787024,150,1,A,17151.18235,7,14
165,8902,4709.626642,2789.15001,150,1,A,15975.15323,13,17
166,9423,4179.718093,2693.303018,150,1,A,17291.14878,10,16
167,7678,4317.057479,2684.827091,150,1,A,13185.61687,11,16
168,7962,3941.217871,2391.655529,150,1,A,13795.09463,9,13
169,8119,4761.956733,2831.581423,150,1,A,14141.81939,14,18
170,8586,4283.24465,2539.121767,150,1,A,15214.38627,11,15
171,8169,4059.876368,2523.688334,150,1,A,14253.70554,9,15
172,8972,3869.788976,2641.700307,150,1,A,16147.50015,8,16
173,7194,3960.793447,2629.96235,150,1,A,12199.51659,9,16
174,7760,3260.194469,2019.282752,150,1,A,13359.24948,5,9
175,9038,3829.306417,2427.945447,150,1,A,16311.26854,8,14
176,8138,4006.421308,2356.32032,150,1,A,14184.2528,9,13
177,8216,4657.239583,3271.331256,150,1,A,14359.52349,13,20
178,8001,4864.109417,2769.008303,150,1,A,13880.57265,14,17
179,7901,4642.379459,2687.901876,150,1,A,13662.26122,13,16
180,7738,5115.277506,3459.409116,150,1,A,13312.47838,16,20
181,7490,4162.63876,2428.988912,150,1,A,12794.7135,10,14
182,8405,4406.361378,2830.843112,150,1,A,14791.35699,11,18
183,8134,3054.12422,2227.182035,150,1,A,14175.31096,4,12
184,7903,3589.946447,2339.530806,150,1,A,13666.59972,7,13
185,7166,3242.420171,2391.738578,150,1,A,12144.49762,5,13
186,7715,4281.234449,2760.285817,150,1,A,13263.72774,11,17
187,7642,5731.634255,3034.233171,150,1,A,13109.98889,19,20
188,9203,4324.444405,2915.283476,150,1,A,16726.08175,11,19
189,7831,3398.84568,2213.59893,150,1,A,13511.12674,6,11
190,8951,3692.830752,2378.246786,150,1,A,16095.6505,7,13
191,7928,3491.645473,2399.644856,150,1,A,13720.92646,6,13
192,9020,5184.496597,2931.538513,150,1,A,16266.4822,16,19
193,8045,4679.847006,3152.042131,150,1,A,13977.52605,13,20
194,9019,4113.432587,2726.059435,150,1,A,16263.99676,10,17
195,8030,3570.412176,2411.070016,150,1,A,13944.41222,7,13
196,8970,5296.347764,2945.578508,150,1,A,16142.55671,17,19
197,7436,3852.760692,2736.196666,150,1,A,12684.28151,8,17
198,8226,3939.361027,2759.181724,150,1,A,14382.11858,9,17
199,8557,5393.93704,2882.640447,150,1,A,15145.98449,17,18
200,8292,3931.483235,2409.84423,150,1,A,14531.95585,9,13
201,8444,4058.352134,2515.512882,150,1,A,14881.72347,9,15
202,8099,4343.710517,2441.871067,150,1,A,14097.263,11,14
203,8323,3906.350075,2658.61839,150,1,A,14602.75937,9,16
204,8702,4254.436236,2504.516998,150,1,A,15490.37298,11,14
205,8386,3240.117767,2537.160407,150,1,A,14747.4882,5,15
206,9237,4588.906534,2830.170749,150,1,A,16812.51562,13,18
207,8223,4832.997208,3024.674596,150,1,A,14375.33708,14,20
208,7489,3359.528459,2601.761893,150,1,A,12792.66096,5,15
209,7096,4765.675147,3189.522526,150,1,A,12007.9207,14,20
210,8305,5144.451237,2947.634693,150,1,A,14561.61455,16,19
211,7876,3898.044668,2612.542399,150,1,A,13608.12546,9,16
212,7873,4030.297153,2633.093942,150,1,A,13601.64105,9,16
213,7834,3986.843809,2795.591961,150,1,A,13517.57549,9,17
214,7780,4446.174751,2092.104957,150,1,A,13401.88751,12,10
215,9285,4782.49304,2543.397013,150,1,A,16935.09674,14,15
216,8932,4676.991054,2510.358338,150,1,A,16048.84643,13,14
217,9119,4818.406637,2968.044523,150,1,A,16513.94153,14,19
218,7871,2794.079666,1776.731178,150,1,A,13597.31953,2,7
219,9233,5508.29854,2648.303013,150,1,A,16802.32995,18,16
220,8916,4881.968081,2815.270462,150,1,A,16009.5117,14,18
221,7720,5048.800087,2566.030187,150,1,A,13274.31297,15,15
222,8253,5123.59184,2357.118308,150,1,A,14443.26668,16,13
223,9026,4761.016031,2500.524517,150,1,A,16281.40079,13,14
224,9330,5091.595046,2535.479492,150,1,A,17050.6086,15,15
225,8666,4877.668443,2366.312948,150,1,A,15404.31449,14,13
226,7247,3846.372746,2536.118144,150,1,A,12304.26698,8,15
227,8396,3654.17384,2275.565935,150,1,A,14770.56431,7,12
228,8403,4126.715186,2465.135144,150,1,A,14786.73442,10,14
229,8691,4336.919298,2451.300993,150,1,A,15464.03843,11,14
230,7340,4169.11185,2909.67388,150,1,A,12489.99519,10,19
231,8220,3728.862553,2438.458276,150,1,A,14368.55813,8,14
232,8066,4505.036853,2737.875493,150,1,A,14023.99238,12,17
233,9142,4259.962588,2705.095345,150,1,A,16571.82906,11,16
234,8433,3763.377958,2291.324,150,1,A,14856.19192,8,12
235,8017,3433.888926,2354.682261,150,1,A,13915.76505,6,13
236,7836,3306.545876,2313.705943,150,1,A,13521.87608,5,12
237,9237,3873.332309,2334.223504,150,1,A,16812.51562,8,13
238,9208,4021.406348,2406.187449,150,1,A,16738.7721,9,13
239,9498,3939.933008,2273.969149,150,1,A,17486.91536,9,12
240,9268,3253.487751,1931.589228,150,1,A,16891.60803,5,9
241,9077,4490.827026,2510.762398,150,1,A,16408.6201,12,14
242,9459,7157.178,3614.461913,150,1,A,17384.91811,20,20
243,8248,5219.482513,2665.413896,150,1,A,14431.9274,16,16
244,9349,4750.244814,2819.539871,150,1,A,17099.55231,13,18
245,8801,3437.145392,2256.394053,150,1,A,15728.92462,6,12
246,7419,3794.560713,2663.031866,150,1,A,12649.68664,8,16
247,8571,5106.808453,2851.965653,150,1,A,15178.97633,15,18
248,8733,3786.352587,2655.432971,150,1,A,15564.77274,8,16
249,8056,5009.074642,2568.29417,150,1,A,14001.85,15,15
250,7479,3481.613821,2346.956725,150,1,A,12772.15118,6,13
251,7497,4356.795468,2763.83173,150,1,A,12809.08916,11,17
252,7708,3352.302129,2278.982739,150,1,A,13248.9203,5,12
253,9345,4420.710234,2511.035331,150,1,A,17089.23988,12,14
254,8218,3315.550757,2048.620843,150,1,A,14364.04024,5,10
255,7112,3785.566757,2973.309215,150,1,A,12039.01605,8,19
256,8163,3791.790564,2332.936519,150,1,A,14240.24185,8,13
257,9485,4170.113884,2456.525509,150,1,A,17452.86846,10,14
258,8767,4575.089983,2488.016425,150,1,A,15646.68514,12,14
259,8155,3859.12353,2328.200738,150,1,A,14222.30611,8,13
260,8158,5160.677421,2838.146357,150,1,A,14229.02989,16,18
261,7486,3605.613669,2240.140307,150,1,A,12786.50505,7,12
262,8406,3589.125495,2108.730056,150,1,A,14793.66871,7,10
263,8676,3446.029983,2160.144804,150,1,A,15428.18285,6,11
264,8609,3415.281116,2327.009329,150,1,A,15268.80516,6,13
265,8304,3930.535925,2415.454239,150,1,A,14559.33141,9,14
266,8331,5701.883252,3128.351021,150,1,A,14621.07539,19,20
267,7967,5011.136673,3075.108052,150,1,A,13806.0293,15,20
268,7630,4828.970757,2628.822204,150,1,A,13084.86105,14,16
269,8053,5623.173014,2983.602321,150,1,A,13995.2128,18,19
270,9106,5145.812368,2968.182761,150,1,A,16481.28871,16,19
271,7086,5259.621446,3197.656539,150,1,A,11988.5229,16,20
272,7693,4024.370169,2392.411116,150,1,A,13217.23675,9,13
273,7887,3684.849891,2626.611742,150,1,A,13631.92341,7,16
274,8505,4209.651522,2779.656477,150,1,A,15023.9289,10,17
275,7349,3810.139247,2014.031398,150,1,A,12508.09876,8,9
276,8114,3926.360728,2454.555315,150,1,A,14130.66968,9,14
277,7327,3769.053937,2123.817046,150,1,A,12463.88605,8,11
278,8406,6176.560192,2567.458644,150,1,A,14793.66871,20,15
279,8887,4848.704252,2256.317242,150,1,A,15938.40212,14,12
280,8228,4804.330037,2176.912432,150,1,A,14386.641,14,11
281,7778,5992.954309,2696.731133,150,1,A,13397.61861,20,16
282,7396,4508.270612,2081.804376,150,1,A,12603.01198,12,10
283,8506,4628.795746,2183.270481,150,1,A,15026.2689,13,11
284,8409,5905.002347,2595.265869,150,1,A,14800.60554,20,15
285,8852,5358.857642,2426.572929,150,1,A,15852.89712,17,14
286,7741,3900.671003,2494.181022,150,1,A,13318.84819,9,14
287,7633,4837.865946,3313.254147,150,1,A,13091.13919,14,20
288,9110,3803.13983,2110.770693,150,1,A,16491.33064,8,10
289,7420,3603.338991,2311.279951,150,1,A,12651.71937,7,12
290,7120,3939.115814,2649.365987,150,1,A,12054.59089,9,16
291,8215,3586.095827,2201.1446,150,1,A,14357.26553,7,11
292,8847,4088.892273,2522.068576,120,1,A,15840.71041,10,15
293,8872,3328.642519,2286.318351,120,1,A,15901.71468,5,12
294,7667,3565.211277,2434.642567,120,1,A,13162.46941,7,14
295,9346,4275.16027,2627.278765,120,1,A,17091.81756,11,16
296,7436,3622.096779,2559.990664,120,1,A,12684.28151,7,15
297,8452,4806.656183,2999.524439,120,1,A,14900.31338,14,20
298,8221,4425.589847,2649.65714,120,1,A,14370.8175,12,16
299,8897,4121.160595,2658.366335,120,1,A,15962.89578,10,16
300,9328,4057.94437,2618.451428,120,1,A,17045.46257,9,16
301,8974,4985.280072,3297.382755,120,1,A,16152.44472,15,20
302,8439,4842.172786,2901.240047,120,1,A,14870.11398,14,19
303,7766,3260.575711,2401.086149,120,1,A,13372.02901,5,13
304,8434,4287.994663,2678.794006,120,1,A,14858.51155,11,16
305,8809,4321.567586,2721.736361,120,1,A,15748.32262,11,17
306,9248,5363.047473,2919.167563,120,1,A,16840.54954,17,19
307,8393,4913.248975,2700.275638,120,1,A,14763.6385,14,16
308,7885,4409.053772,2418.603972,120,1,A,13627.59396,11,14
309,9323,4939.533577,2956.123468,120,1,A,17032.60246,15,19
310,9041,4432.794317,2542.188257,120,1,A,16318.74184,12,15
311,7222,3799.659851,2449.97792,120,1,A,12254.75739,8,14
312,9503,6922.603472,3020.454235,120,1,A,17500.02305,20,20
313,9483,4302.355392,2809.864994,120,1,A,17447.63472,11,18
314,8646,3839.239611,2760.512984,120,1,A,15356.66267,8,17
315,8296,3851.918331,2612.195559,120,1,A,14541.07651,8,16
316,7813,3866.902001,2493.269242,120,1,A,13472.48768,8,14
317,7085,3551.50839,2531.515603,120,1,A,11986.58467,7,15
318,8980,4247.553851,2547.75488,120,1,A,16167.28522,11,15
319,8228,3397.854802,2574.975769,120,1,A,14386.641,6,15
320,8103,3984.957944,2734.487244,120,1,A,14106.16522,9,17
321,7156,3689.208323,2853.294245,120,1,A,12124.90175,7,18
322,8718,4775.080597,2737.646853,120,1,A,15528.73891,14,17
323,7507,3476.754865,2660.787013,120,1,A,12829.64988,6,16
324,7373,3461.903217,2673.751686,120,1,A,12556.48699,6,16
325,9408,4431.643713,2853.348903,120,1,A,17252.18646,12,18
326,7574,3750.751366,2545.765818,120,1,A,12968.13654,8,15
327,7703,4248.447255,2705.481672,120,1,A,13238.35204,11,16
328,7889,3820.162393,2273.574432,120,1,A,13636.25398,8,12
329,8604,4572.935207,2984.489766,120,1,A,15256.96224,12,19
330,7882,4150.32951,2870.260327,120,1,A,13621.10191,10,18
331,8941,3849.383976,2673.439292,120,1,A,16071.00404,8,16
332,9305,4305.616806,2780.081662,120,1,A,16986.36461,11,17
333,8671,4537.385755,2970.06975,120,1,A,15416.24513,12,19
334,8461,4074.342299,2755.920626,120,1,A,14921.24867,10,17
335,9090,4582.437572,3259.744835,120,1,A,16441.16625,12,20
336,8727,3553.519526,2506.537061,120,1,A,15550.35157,7,14
337,9457,4558.85919,2783.223998,120,1,A,17379.69908,12,17
338,9420,3869.526861,2825.86916,120,1,A,17283.35122,8,18
339,9297,4129.273282,2470.210982,120,1,A,16965.84388,10,14
340,7282,3969.998127,2387.342772,120,1,A,12373.8775,9,13
341,8490,3231.986614,2353.703346,120,1,A,14988.86273,5,13
342,8364,3477.567541,2147.084858,120,1,A,14696.82037,6,11
343,8035,3771.323973,2165.893804,120,1,A,13955.44309,8,11
344,7986,4045.490002,2609.135243,120,1,A,13847.64556,9,16
345,9420,4114.300041,2680.608332,120,1,A,17283.35122,10,16
346,7940,4095.970076,2680.177448,120,1,A,13747.06611,10,16
347,7472,3636.598421,2259.812905,120,1,A,12757.81116,7,12
348,8795,4970.887154,3067.345557,120,1,A,15714.388,15,20
349,8381,3724.193189,2426.917671,120,1,A,14735.96076,8,14
350,9236,4704.192275,2784.121774,120,1,A,16809.96877,13,17
351,7734,4833.743832,2999.416706,120,1,A,13303.98925,14,20
352,8415,5534.340062,3525.345653,120,1,A,14814.48686,18,20
353,8687,4317.945363,3080.55857,120,1,A,15454.47071,11,20
354,7668,3724.057646,2981.119059,120,1,A,13164.57231,8,19
355,7583,4552.25626,2714.718146,120,1,A,12986.836,12,17
356,8579,3566.878988,2439.394086,120,1,A,15197.85371,7,14
357,9040,3451.794973,2339.993557,120,1,A,16316.25046,6,13
358,7603,3119.98389,2160.017654,120,1,A,13028.47239,4,11
359,9021,3840.318538,2421.994672,120,1,A,16268.96792,8,14
360,9146,4124.307912,2838.372055,120,1,A,16581.91173,10,18
361,7829,3987.944116,3279.407441,120,1,A,13506.82898,9,20
362,8437,4354.030541,2845.793836,120,1,A,14865.47216,11,18
363,8913,4146.676462,2374.594834,120,1,A,16002.1445,10,13
364,9304,4143.167912,2866.918563,120,1,A,16983.79852,10,18
365,8897,4429.410931,2580.733316,120,1,A,15962.89578,12,15
366,7772,4163.21553,3045.369311,120,1,A,13384.81872,10,20
367,9476,4070.038566,2886.388191,120,1,A,17429.32554,10,18
368,8543,3201.898934,2289.096294,120,1,A,15113.0481,5,12
369,7754,4574.301706,2687.643085,120,1,A,13346.48015,12,16
370,8119,4422.72336,2777.786711,120,1,A,14141.81939,12,17
371,9292,4851.136089,2738.623523,120,1,A,16953.02762,14,17
372,7751,4792.04916,2788.136834,120,1,A,13340.0993,14,17
373,8802,3406.184435,2379.885079,120,1,A,15731.34838,6,13
374,8752,4448.920162,2896.111417,120,1,A,15610.507,12,18
375,9396,3870.241677,2542.302363,120,1,A,17221.06243,8,15
376,8550,3854.118397,2540.605423,120,1,A,15129.50936,8,15
377,9111,4943.860113,2921.286129,120,1,A,16493.84183,15,19
378,9252,4850.375548,2819.893379,120,1,A,16850.75219,14,18
379,8729,4784.84416,2828.139475,120,1,A,15555.1575,14,18
380,7537,3812.166164,2338.548174,120,1,A,12891.5018,8,13
381,9055,3478.570089,2205.336962,120,1,A,16353.65092,6,11
382,8558,4135.076752,2568.832121,120,1,A,15148.33921,10,15
383,9219,5597.342679,2684.650463,120,1,A,16766.71576,18,16
384,9491,4473.839465,2506.940615,120,1,A,17468.57647,12,14
385,8686,3050.330053,2304.984952,120,1,A,15452.07949,4,12
386,9164,4387.533953,2259.365541,120,1,A,16627.33979,11,12
387,9327,4704.948785,2829.373771,120,1,A,17042.88998,13,18
388,8627,4763.168895,2605.500571,120,1,A,15311.49827,14,15
389,9100,3751.159876,2323.103865,120,1,A,16466.2343,8,13
390,8337,4776.599098,2621.485962,120,1,A,14634.82429,14,16
391,7549,3617.22907,2322.6612,120,1,A,12916.31387,7,13
392,9049,3949.392183,2355.354565,120,1,A,16338.6831,9,13
393,8080,3501.143034,2571.1755,120,1,A,14055.03925,6,15
394,9334,5052.990828,3217.449907,120,1,A,17060.90405,15,20
395,9400,4885.084318,2520.666507,120,1,A,17231.43258,14,15
396,8661,4506.128284,2317.919154,120,1,A,15392.39093,12,13
397,8530,3680.567387,2623.752504,120,1,A,15082.51397,7,16
398,7265,4347.512845,2473.67309,120,1,A,12340.02339,11,14
399,8434,3484.346115,2425.853676,120,1,A,14858.51155,6,14
400,8953,4612.919332,2678.587962,120,1,A,16100.58318,13,16
401,8982,3601.095958,2129.678054,120,1,A,16172.23432,7,11
402,8801,4513.856811,2700.724914,120,1,A,15728.92462,12,16
403,7328,2936.365274,2241.148116,120,1,A,12465.89274,3,12
404,8232,3784.877723,2473.655434,120,1,A,14395.68922,8,14
405,7727,4243.019798,2539.875144,120,1,A,13289.14418,11,15
406,9397,3980.412038,2337.50015,120,1,A,17223.65454,9,13
407,8078,4317.522755,2410.194159,120,1,A,14050.60059,11,13
408,8290,3182.367667,2049.897354,120,1,A,14527.39722,4,10
409,7729,3776.149242,2527.74532,120,1,A,13293.38422,8,15
410,8236,3967.156259,2309.774668,120,1,A,14404.74198,9,12
411,8574,3750.888454,2563.911528,120,1,A,15186.05322,8,15
412,8258,3100.370795,2315.175914,120,1,A,14454.61304,4,12
413,9008,3248.790466,2188.41741,120,1,A,16236.67557,5,11
414,7547,4229.470237,2612.461823,120,1,A,12912.17569,10,16
415,8812,1945.410884,1355.008157,120,1,A,15755.60154,0,3
416,7691,3657.801734,2617.821597,120,1,A,13213.01709,7,16
417,8503,4622.202474,2800.635357,120,1,A,15019.24973,13,17
418,9249,4024.184788,2827.435924,120,1,A,16843.09978,9,18
419,7807,3436.887818,2363.143092,120,1,A,13459.62837,6,13
420,8791,3791.277403,2666.032437,120,1,A,15704.70258,8,16
421,9118,3018.179416,1998.86625,120,1,A,16511.42808,3,9
