time,exp1_s1,exp1_s2,exp2_s1,exp2_s2,exp3_s1,exp3_s2,exp4_s1,exp4_s2,exp5_s1,exp5_s2,exp6_s1,exp6_s2,exp7_s1,exp7_s2,exp8_s1,exp8_s2,exp9_s1,exp9_s2,exp10_s1,exp10_s2
30,3,89,3,117,3,110,3,74,2,151,2,142,2,118,3,93,1,116,3,139
30,1,111,3,138,3,142,2,84,2,124,2,80,1,49,2,62,2,137,1,69
30,1,80,1,83,1,72,2,61,3,132,2,93,2,119,2,90,1,152,2,130
30,3,139,3,127,3,98,2,93,2,90,2,132,2,84,2,148,2,128,2,109
30,2,123,1,122,2,139,2,153,3,103,3,133,3,169,2,114,3,144,2,94
30,2,133,2,166,2,114,2,95,2,127,2,145,1,127,3,125,1,105,1,74
30,3,112,3,131,2,98,1,92,2,119,3,106,2,78,2,98,3,94,2,91
30,2,178,3,110,3,100,3,177,1,98,2,87,3,132,2,130,1,60,2,74
30,2,122,2,68,2,118,3,64,3,110,2,74,2,124,2,116,2,140,2,107
30,2,58,3,95,3,130,2,93,2,66,3,143,3,85,2,93,3,105,2,69
30,2,139,2,97,1,69,1,133,2,81,2,75,1,85,3,106,2,99,2,100
30,3,72,1,44,2,82,1,70,3,110,3,122,2,103,2,110,3,159,3,104
30,1,53,3,123,2,63,3,122,3,72,2,93,1,127,3,104,1,69,2,75
30,2,117,2,127,2,74,2,121,2,58,2,107,2,72,3,137,1,96,1,41
30,2,130,2,120,1,81,2,122,1,110,1,71,3,87,3,69,2,125,2,107
30,2,125,1,129,2,68,2,83,3,112,2,149,1,68,2,87,3,97,2,56
30,2,56,2,99,3,117,3,67,2,114,3,91,2,140,1,105,1,46,2,109
30,2,121,2,133,2,116,2,106,3,121,3,129,3,128,1,76,2,83,1,102
30,2,135,2,139,2,92,3,94,1,78,3,95,2,77,3,124,2,148,3,58
30,2,142,3,132,1,72,1,55,3,113,3,139,1,113,2,136,3,168,2,128
30,2,68,3,170,2,161,1,74,2,83,3,78,1,72,1,66,2,116,2,108
30,3,131,3,47,2,68,2,118,3,149,2,104,1,131,1,80,1,100,2,80
30,3,131,1,66,1,35,2,111,1,61,2,89,2,92,2,116,2,145,3,143
30,3,142,2,135,2,89,2,76,2,158,1,81,2,116,2,121,2,104,3,75
30,3,124,3,93,1,106,3,106,3,103,2,109,2,53,1,50,3,144,2,115
30,3,172,3,108,3,80,2,146,3,126,1,131,2,134,2,79,1,47,2,99
30,1,61,3,148,3,118,3,122,2,94,1,111,3,123,3,132,1,74,3,105
30,2,97,1,111,2,86,1,60,2,119,2,39,3,70,2,55,2,155,2,59
30,2,78,2,115,2,71,3,156,1,92,2,79,2,78,3,129,1,114,2,130
30,3,101,2,70,3,147,1,76,2,86,2,98,1,66,1,74,3,86,3,131
30,2,151,2,51,3,111,1,74,2,74,2,127,2,149,1,107,2,90,1,143
30,2,118,3,96,3,107,1,114,1,95,1,66,1,117,2,83,2,75,2,128
30,2,71,1,59,1,104,2,122,1,114,2,129,3,85,1,92,3,135,3,92
30,3,119,2,86,2,116,1,134,1,78,1,44,2,99,2,121,3,150,3,121
30,1,96,2,135,3,117,3,150,3,107,3,96,2,113,2,95,3,99,2,158
30,2,83,2,97,2,119,2,104,3,176,3,167,2,107,2,105,2,100,2,99
30,2,108,1,67,3,77,2,93,2,134,3,137,3,153,2,103,3,134,2,78
30,3,127,2,60,2,53,2,113,2,111,2,71,2,98,2,80,2,107,2,75
30,2,136,1,94,2,96,2,112,1,90,2,113,1,85,1,85,2,137,2,90
30,3,83,1,121,2,99,1,54,3,81,3,125,2,65,1,103,2,115,2,121
30,1,69,1,82,2,104,3,186,1,104,1,108,2,136,3,128,3,163,3,107
30,2,106,2,126,2,110,2,85,1,77,1,98,2,126,3,122,3,146,1,102
30,2,76,2,157,1,96,2,124,2,110,2,98,2,87,2,138,3,149,2,126
30,1,76,3,112,2,130,1,65,2,142,2,94,3,149,2,81,2,111,2,130
30,1,99,3,127,2,100,3,125,1,65,2,160,1,110,1,52,1,83,3,112
30,2,123,3,165,3,107,2,59,2,106,3,143,2,104,2,137,3,98,1,44
30,1,75,1,58,2,86,3,116,2,45,2,116,2,124,2,112,1,90,3,98
30,3,95,2,105,3,110,2,100,3,131,2,160,2,150,2,55,1,34,2,107
30,2,103,1,100,3,113,2,95,3,118,3,54,3,153,1,121,3,103,2,158
30,2,70,2,120,3,128,2,147,1,70,2,136,3,129,3,99,1,116,1,53
30,1,111,3,136,1,126,2,119,2,74,2,76,2,93,3,121,3,112,3,171
30,2,138,1,67,2,119,2,121,1,52,1,83,2,63,2,130,3,81,1,104
30,3,111,2,89,3,111,3,104,1,86,1,126,2,72,2,91,2,100,2,128
30,3,95,2,132,1,92,2,100,2,138,1,75,1,59,2,93,1,104,2,135
30,2,99,1,80,1,73,3,122,1,76,2,132,1,108,2,91,3,50,2,30
30,2,143,3,104,2,97,3,111,2,106,2,129,2,120,2,81,3,92,1,100
30,3,94,2,82,3,136,1,117,2,132,1,92,1,62,3,127,3,126,2,71
30,2,137,2,100,1,71,2,63,1,63,1,87,2,109,1,160,1,45,2,105
30,3,76,2,103,3,160,2,110,3,70,3,145,2,119,2,77,3,111,1,84
30,2,73,2,79,3,135,2,130,2,88,2,62,2,145,3,104,3,125,1,39
30,2,126,1,93,2,117,3,94,2,90,3,117,2,55,1,85,1,105,1,74
30,2,78,1,64,3,83,1,84,2,119,1,74,1,77,2,144,2,73,1,71
30,1,127,3,113,2,100,2,134,1,72,3,101,2,141,1,77,3,82,3,167
30,2,107,2,126,3,135,2,112,3,102,1,46,2,65,2,102,1,88,2,65
30,3,145,2,77,3,134,2,113,1,104,2,87,2,150,1,87,2,148,2,121
30,1,96,2,121,3,100,3,173,2,130,1,70,2,124,2,113,2,128,2,103
30,1,60,2,88,1,46,2,103,3,117,3,147,1,84,2,150,2,58,3,130
30,3,99,2,97,2,103,2,91,1,97,1,60,2,67,3,175,3,87,2,89
30,3,127,3,118,2,86,1,144,2,82,3,140,2,85,3,112,3,120,2,72
30,2,93,2,72,2,110,1,75,2,110,3,141,1,38,3,120,2,62,2,128
30,1,115,1,53,1,102,2,73,2,66,3,209,2,69,2,107,2,107,2,103
30,3,81,2,119,1,124,2,143,2,115,1,102,3,90,2,146,3,133,2,113
30,2,123,3,134,3,123,2,92,2,145,2,62,2,97,2,111,3,148,2,133
30,3,108,1,72,3,111,2,133,2,109,2,105,1,37,3,144,3,128,2,123
30,1,80,2,155,2,81,2,136,1,87,2,88,2,134,2,137,3,113,2,160
30,2,127,2,101,2,119,2,118,1,107,2,128,2,75,2,127,2,61,1,72
30,2,95,2,124,1,112,2,105,3,85,3,157,1,60,1,72,2,99,2,123
30,3,77,2,78,3,73,2,112,1,135,3,118,3,152,2,60,3,118,1,95
30,2,108,2,111,2,97,1,135,3,121,3,98,2,50,2,99,2,139,2,65
30,1,72,3,132,3,118,2,104,2,95,2,146,3,151,3,110,3,144,3,196
30,2,115,3,126,2,81,2,132,1,76,2,102,2,90,2,51,1,120,2,148
30,2,73,3,167,2,80,2,98,3,125,2,132,3,135,3,166,3,125,1,109
30,2,79,2,83,1,112,2,106,2,162,1,93,1,66,2,127,1,112,1,71
40,2,64,2,143,1,67,2,80,2,113,2,107,2,102,2,63,2,109,2,107
40,3,141,2,71,2,92,2,97,2,105,3,135,2,96,3,145,2,95,3,156
40,2,72,2,71,3,121,2,108,3,126,2,125,2,96,3,125,2,147,3,63
40,3,152,3,137,3,136,3,133,2,95,1,91,3,145,1,102,2,88,3,133
40,2,128,3,175,2,99,2,79,3,113,2,96,2,115,3,97,2,84,2,104
40,2,60,2,75,2,96,1,135,1,52,3,86,2,150,1,61,2,73,2,107
40,2,117,3,83,1,47,2,97,3,74,3,106,2,78,3,140,2,115,1,94
40,3,104,3,117,3,142,2,95,2,96,3,98,1,101,3,119,2,124,1,86
40,2,72,2,91,3,136,3,78,2,111,2,116,2,114,2,89,2,86,2,104
40,2,124,3,141,2,93,2,130,1,61,1,82,3,120,1,71,3,149,2,78
40,2,72,2,120,1,90,3,82,2,87,2,84,2,137,2,102,2,113,2,118
40,3,76,1,82,3,138,1,117,3,91,1,130,2,103,2,124,2,116,2,86
40,1,88,2,146,2,98,2,67,2,148,2,156,2,72,2,102,3,109,2,98
40,1,118,1,99,2,107,2,71,3,104,3,110,3,120,2,119,1,86,2,115
40,1,142,2,117,1,148,2,104,2,114,1,65,2,132,2,93,3,124,2,70
40,2,107,1,110,2,101,3,161,2,111,3,135,2,128,2,45,1,49,2,121
40,2,110,3,130,2,98,3,93,2,136,3,153,1,47,3,135,1,156,1,80
40,1,59,2,110,2,92,1,142,2,99,2,66,2,98,3,76,1,60,3,144
40,1,66,3,126,2,61,2,91,2,96,3,140,2,71,2,77,2,64,2,77
40,1,122,2,103,1,102,1,56,3,121,2,110,2,94,3,118,3,73,1,46
40,1,61,3,95,2,134,1,97,1,104,2,128,2,124,2,118,2,94,2,111
40,1,128,3,139,2,93,2,141,2,100,2,91,2,155,2,109,2,104,2,114
40,2,138,2,115,2,80,3,108,2,115,1,117,1,142,2,94,1,87,3,73
40,2,99,3,59,3,118,1,59,3,156,2,142,2,128,2,118,2,172,2,80
40,2,100,1,74,1,69,2,129,3,156,2,125,3,112,2,112,1,90,3,113
40,2,116,3,195,2,129,3,144,3,89,2,112,3,74,2,92,3,157,3,103
40,2,104,2,114,2,158,3,128,2,119,3,188,1,93,3,97,2,54,1,97
40,1,110,1,62,2,98,3,85,3,138,3,165,2,144,3,158,2,90,1,118
40,1,59,2,85,3,71,3,97,2,92,1,77,1,74,1,98,2,82,2,90
40,2,117,2,114,3,143,1,44,2,70,2,107,1,105,1,116,3,73,2,78
40,2,70,3,117,2,100,1,87,2,87,3,116,3,170,3,167,2,112,2,119
40,2,116,3,143,1,131,2,109,3,96,1,64,3,146,2,121,1,140,1,89
40,1,118,1,120,2,129,2,92,2,118,1,103,3,110,3,132,3,141,2,143
40,3,130,2,148,3,141,2,136,2,77,2,127,3,164,1,69,2,85,1,78
40,3,141,3,138,1,89,1,99,2,149,1,111,2,135,2,123,1,78,2,132
40,2,107,2,104,3,126,2,94,3,98,2,59,2,202,2,121,2,137,2,95
40,2,140,1,72,3,84,2,172,2,114,3,136,2,140,2,107,2,112,1,74
40,1,94,3,147,3,78,1,82,2,114,1,165,2,126,3,126,1,135,2,124
40,2,136,2,83,2,133,3,114,2,130,2,102,2,118,2,74,1,117,1,104
40,2,90,3,173,1,86,2,95,2,111,3,150,1,121,1,119,2,132,2,60
40,2,105,2,97,3,113,3,88,2,100,2,148,2,96,2,76,2,123,3,94
40,2,114,1,55,1,95,1,140,2,81,3,123,2,151,2,102,1,116,2,80
40,2,120,2,77,2,121,2,96,1,117,1,77,2,87,3,137,2,131,2,92
40,1,81,3,140,2,103,3,109,3,85,2,136,2,88,2,150,3,113,2,100
40,2,93,2,171,2,104,3,153,3,137,1,104,2,130,2,101,2,135,3,97
40,3,135,2,79,2,140,2,91,1,117,1,70,1,105,2,106,2,102,3,108
40,1,89,3,74,2,79,2,102,2,73,1,60,1,73,2,127,2,101,2,126
40,3,120,1,87,1,66,1,67,3,79,1,94,2,110,2,51,2,62,1,98
40,2,161,2,102,1,126,2,81,2,104,2,126,2,94,1,93,2,123,2,78
40,2,159,2,113,3,110,2,86,3,140,2,106,2,81,1,125,2,46,3,104
40,2,114,2,120,3,127,2,132,2,84,3,157,3,112,3,135,2,71,2,115
40,3,144,1,150,2,128,2,97,2,83,3,155,1,111,2,84,2,62,1,98
40,2,100,3,105,2,81,2,58,2,132,2,95,1,80,3,62,2,125,3,118
40,1,105,3,59,1,128,2,57,1,107,2,166,2,111,2,113,3,131,2,111
40,2,113,3,116,2,155,2,131,3,94,2,64,1,50,2,122,2,133,1,65
40,1,36,2,118,3,127,2,131,2,106,2,122,2,102,1,87,1,70,3,131
40,2,69,3,132,2,112,2,97,2,125,3,120,3,160,1,103,1,82,2,96
40,2,138,2,134,3,70,2,156,2,146,2,118,2,52,2,159,1,112,2,68
40,2,127,3,93,1,123,2,69,1,82,3,146,2,133,2,136,2,104,3,130
40,3,199,2,91,1,125,2,121,2,113,2,67,1,61,1,49,3,134,2,134
40,2,107,2,89,1,134,3,140,3,123,2,106,1,95,2,145,3,94,1,91
40,3,78,1,109,2,116,2,121,2,144,3,81,3,134,2,65,1,104,3,110
40,1,92,2,123,2,99,3,115,2,108,2,115,1,79,3,142,2,85,1,89
40,1,75,2,119,1,63,2,84,2,107,1,56,1,70,3,122,2,112,1,134
40,2,112,3,116,2,82,2,101,3,129,2,146,1,71,1,77,2,116,3,143
40,3,106,3,110,3,96,1,74,2,105,1,147,2,86,3,123,2,63,2,127
40,1,108,3,104,2,108,2,45,3,95,3,101,3,133,3,116,2,95,3,140
40,3,89,1,111,2,81,2,72,3,108,1,54,2,101,2,76,1,73,2,94
40,2,144,2,113,1,71,2,67,3,92,2,150,2,111,2,52,3,82,1,78
40,3,108,3,139,2,102,1,106,3,119,2,61,2,57,3,170,3,128,2,96
40,3,136,2,65,3,142,1,127,1,119,2,84,2,175,3,123,1,93,1,85
40,1,85,2,96,1,124,3,81,2,114,2,95,2,77,2,131,3,129,2,124
40,1,87,3,125,3,136,2,121,2,92,2,123,2,139,1,112,2,67,2,95
40,2,136,2,93,3,106,2,100,2,58,1,73,2,115,3,97,1,129,2,85
40,2,126,2,159,2,72,2,76,3,135,2,158,1,129,2,158,3,72,2,103
40,3,180,3,98,2,122,2,116,1,86,2,72,2,96,2,115,2,102,2,72
40,2,63,2,75,3,121,3,95,2,114,2,123,2,106,2,113,2,99,3,121
40,3,119,2,97,3,104,2,121,3,101,2,115,1,98,2,100,3,102,2,91
40,1,75,2,153,1,88,3,141,1,119,1,94,2,129,3,93,2,86,2,135
40,2,109,1,97,3,119,2,99,2,113,2,152,2,108,3,151,1,77,2,107
40,1,57,3,123,2,107,2,107,3,122,1,89,1,92,3,116,2,142,1,59
40,2,105,1,57,1,133,1,106,2,94,2,80,1,76,2,150,2,81,3,162
40,1,72,3,146,3,130,3,119,3,101,2,94,2,136,2,90,2,91,3,128
40,2,89,3,129,2,112,3,76,1,73,2,53,1,100,2,173,1,52,3,172
40,2,139,3,102,3,118,3,163,3,100,2,115,2,84,3,133,1,112,2,108
40,2,60,2,126,2,113,3,194,3,114,3,65,2,153,3,151,2,95,2,110
40,2,107,3,149,2,62,1,126,1,36,2,139,1,93,2,104,3,119,1,101
40,1,132,2,114,2,81,2,158,2,106,2,91,2,98,2,126,2,114,2,114
40,3,123,3,131,2,140,2,67,1,108,2,125,3,118,3,108,2,79,3,108
40,3,128,2,53,2,120,2,123,1,93,2,100,2,116,3,74,2,79,1,136
40,2,82,1,107,2,82,1,128,1,82,3,83,2,116,2,100,2,86,1,41
40,3,136,3,104,3,87,2,57,3,149,3,92,1,62,1,119,2,135,1,44
40,2,125,1,161,1,103,2,113,2,152,3,166,2,106,3,126,2,102,1,148
40,2,102,2,102,2,103,1,71,1,94,2,85,2,89,2,142,1,111,2,110
40,1,74,3,154,1,114,2,116,1,121,3,149,2,89,2,118,2,100,2,109
40,2,122,3,156,2,88,2,142,3,99,3,148,3,94,2,120,1,62,1,96
40,3,96,3,128,3,105,2,101,2,103,2,123,3,110,2,111,2,128,3,90
40,1,70,3,129,2,98,2,134,2,96,2,115,1,87,2,108,2,130,3,52
40,2,103,2,100,1,61,3,115,3,81,2,99,3,164,3,111,2,115,2,127
40,3,83,2,33,1,89,2,109,1,97,3,145,3,137,2,46,2,158,1,133
50,3,127,1,152,3,162,3,153,2,88,1,144,3,98,1,89,3,85,1,61
50,2,139,2,83,2,155,1,85,3,109,2,119,1,117,3,98,2,123,2,87
50,1,88,1,90,2,137,1,112,1,99,1,58,1,99,2,121,3,167,2,143
50,2,146,1,70,2,124,1,69,3,91,1,97,1,99,2,88,2,110,2,130
50,2,112,2,110,2,93,2,102,1,107,1,87,1,91,2,105,3,76,2,104
50,1,79,2,111,2,107,1,106,2,104,2,104,2,151,2,102,2,101,2,105
50,2,134,3,94,2,159,2,116,1,104,2,86,3,118,3,90,1,72,3,59
50,3,140,1,53,2,69,3,113,3,133,2,92,2,117,2,102,1,78,1,105
50,3,140,1,95,3,129,3,136,3,88,2,164,2,136,2,74,1,108,1,103
50,2,84,2,96,2,94,1,90,1,143,2,134,2,80,3,122,3,96,2,101
50,3,144,2,90,2,70,3,139,2,98,3,91,2,70,1,116,2,102,1,104
50,2,125,1,61,2,57,2,113,1,88,1,98,2,119,2,108,3,131,2,114
50,3,133,3,172,1,91,3,96,2,93,3,141,1,68,1,73,3,160,2,129
50,1,100,1,106,2,44,2,112,2,125,2,162,1,105,3,120,2,94,3,128
50,2,76,2,102,2,97,2,59,1,86,2,91,3,126,3,139,3,152,2,59
50,3,148,1,74,3,140,2,86,2,151,2,116,2,62,1,129,2,65,3,150
50,1,89,2,120,3,92,1,81,1,96,2,115,2,138,1,135,3,144,1,106
50,2,99,2,106,2,84,1,54,2,62,2,147,1,118,2,105,1,99,2,79
50,2,138,2,101,2,124,2,130,3,159,3,128,2,130,2,111,2,148,2,90
50,2,61,2,113,1,116,2,95,2,102,3,143,2,133,1,161,3,138,2,148
50,3,134,2,106,2,88,2,82,2,77,3,119,3,118,2,87,2,101,2,91
50,1,127,2,75,2,99,3,125,1,70,1,79,2,77,2,162,1,77,2,116
50,2,103,3,142,2,111,2,70,1,74,1,82,2,86,3,122,1,95,1,86
50,2,118,1,84,3,57,3,146,3,99,3,155,2,104,2,78,2,55,1,56
50,1,101,3,123,2,114,3,123,2,130,2,104,1,120,2,117,3,145,1,134
50,1,115,1,86,2,147,3,111,2,99,2,112,2,71,1,80,3,114,3,131
50,3,71,2,86,1,104,1,72,1,56,2,142,3,101,2,109,1,101,2,113
50,3,78,2,34,3,104,2,94,1,98,3,138,3,171,3,125,3,127,3,115
50,3,86,3,153,2,109,2,115,1,133,1,107,1,84,1,105,2,83,2,120
50,1,100,1,90,2,102,3,114,2,65,3,96,2,136,1,77,2,96,3,72
50,2,93,1,108,2,94,2,67,3,160,1,113,2,69,2,147,2,91,1,140
50,1,108,2,85,2,102,1,124,3,109,3,129,1,141,1,92,2,117,2,159
50,3,169,2,91,3,132,2,91,3,130,2,117,2,76,1,71,1,75,3,119
50,3,71,2,145,1,145,2,67,2,160,3,112,2,135,3,96,2,93,3,93
50,3,124,2,124,1,121,2,109,2,124,2,58,1,52,2,107,1,95,1,85
50,2,92,1,93,2,92,2,102,2,69,2,107,2,42,2,128,3,149,1,59
50,2,100,1,98,3,94,1,90,2,164,3,91,2,92,2,120,1,115,2,94
50,1,110,1,76,1,63,2,121,2,85,2,140,3,160,2,156,2,73,1,55
50,2,110,2,128,2,149,1,46,1,89,2,116,3,78,2,115,3,130,2,91
50,3,91,2,89,2,105,3,135,1,91,2,130,2,148,2,127,3,168,3,152
50,2,117,1,69,2,63,1,127,2,110,3,99,2,101,2,114,2,87,1,111
50,1,64,2,87,2,75,3,152,2,62,1,104,2,120,3,111,2,49,1,116
50,2,85,2,48,2,96,1,82,3,65,2,146,2,147,1,103,2,113,1,69
50,3,122,1,103,1,56,2,77,2,98,2,54,2,140,2,134,2,107,2,132
50,3,155,2,121,2,107,2,122,1,113,3,120,2,63,3,162,2,73,3,100
50,3,103,3,123,2,51,2,122,1,122,2,67,2,77,1,78,2,115,3,152
50,2,89,2,143,2,91,3,84,1,57,1,88,2,108,1,116,3,99,3,109
50,2,47,1,73,2,99,1,91,3,144,1,75,1,72,2,62,2,78,3,121
50,3,109,2,96,2,103,3,101,1,73,3,123,3,143,1,126,2,95,3,99
50,2,102,2,126,2,140,2,128,2,110,2,103,1,80,3,115,3,124,2,135
50,2,70,2,105,2,78,1,81,2,131,1,127,2,125,2,95,2,84,2,156
50,1,46,3,126,2,117,2,57,3,123,2,124,1,44,2,90,1,82,2,108
50,1,88,2,131,3,122,3,88,2,81,1,129,2,108,2,110,1,67,1,57
50,1,73,2,112,2,47,3,97,2,122,3,132,1,144,2,126,2,100,2,134
50,1,94,2,55,3,61,2,78,1,103,2,87,3,97,3,136,2,119,2,132
50,3,133,3,92,2,140,2,69,2,126,2,91,2,88,2,82,2,89,2,143
50,2,107,2,146,3,160,2,151,2,104,2,98,3,96,3,126,2,61,3,81
50,3,126,3,112,3,202,2,101,3,107,1,93,2,81,1,86,2,130,1,80
50,3,91,3,111,2,124,3,82,3,176,1,84,3,85,3,140,3,116,2,115
50,3,78,3,141,3,95,2,124,2,127,2,97,3,135,2,127,2,68,1,83
50,2,99,1,55,2,125,2,87,2,96,2,90,1,97,3,165,2,117,3,133
50,1,89,1,61,2,77,3,119,3,121,2,93,2,108,1,126,2,137,3,110
50,2,95,1,100,1,83,3,109,2,91,3,90,2,79,2,149,2,117,1,46
50,2,109,2,63,2,88,1,97,1,102,1,84,3,99,3,105,1,64,1,156
50,2,64,2,110,1,99,1,80,2,153,2,113,2,123,2,103,3,148,3,102
50,2,99,2,85,3,131,3,80,1,46,2,76,1,47,3,135,1,119,1,119
50,3,54,2,76,3,153,2,85,2,98,3,124,3,118,3,139,2,111,2,75
50,2,53,1,126,1,70,1,86,3,104,2,71,2,80,2,134,2,114,2,58
50,1,40,3,129,2,126,1,133,2,133,2,141,1,78,3,114,1,146,3,109
50,2,102,2,109,3,64,2,136,2,95,3,120,2,102,2,98,2,91,3,97
50,3,112,1,105,2,95,1,107,2,135,2,85,2,126,2,136,3,201,1,117
50,2,143,2,83,2,127,3,133,2,86,2,99,2,94,3,110,2,112,3,86
50,2,98,2,170,2,153,2,123,3,83,2,124,3,155,3,76,2,76,2,88
50,3,150,2,138,2,87,1,46,1,83,2,125,3,100,3,87,1,41,2,92
50,2,114,2,115,2,127,1,105,2,92,3,146,1,117,3,113,2,116,3,123
50,1,92,1,119,3,104,2,83,3,73,3,86,3,146,1,96,2,127,2,119
50,2,112,1,87,2,133,2,86,3,128,3,82,1,126,2,123,2,98,1,103
50,2,140,3,127,2,129,2,63,1,127,2,69,2,125,1,123,2,84,2,46
50,3,117,2,79,3,110,1,113,3,125,2,107,3,113,3,184,3,109,3,171
50,1,110,3,132,2,98,1,96,2,88,2,85,2,52,3,136,1,77,3,93
50,3,106,1,106,2,115,3,109,1,56,2,143,2,70,1,163,3,139,2,101
50,1,89,2,45,2,136,2,124,2,101,2,93,1,128,1,51,2,143,3,125
50,2,101,3,97,3,66,3,120,3,98,1,86,1,108,3,113,1,85,2,99
50,3,146,1,52,2,71,2,175,2,103,3,61,1,83,3,80,2,75,2,137
50,2,99,1,99,1,119,2,86,3,71,2,126,2,112,3,63,2,116,3,170
50,1,98,2,93,1,94,1,74,3,112,1,116,2,101,1,123,2,134,1,68
50,2,124,2,132,2,61,2,122,3,159,3,125,2,89,2,133,1,88,2,114
50,2,110,1,40,2,112,3,88,3,151,2,48,1,99,2,89,1,78,1,90
50,2,118,2,84,2,84,3,110,2,120,1,56,2,107,2,113,1,73,1,98
50,3,175,2,107,3,71,2,105,3,137,2,88,3,134,3,126,2,99,2,104
50,2,118,2,135,3,142,2,103,1,100,2,92,3,160,2,128,2,100,2,64
50,2,117,1,139,3,97,3,56,1,137,1,72,3,165,2,76,1,39,1,96
50,2,100,2,87,2,146,2,111,2,102,1,68,1,103,2,134,2,108,1,63
50,2,114,2,92,1,96,2,50,1,89,2,97,3,73,3,148,2,125,2,77
50,2,73,1,156,3,124,2,93,1,53,2,118,3,102,2,65,2,139,2,54
50,3,85,3,118,3,130,2,69,1,86,1,76,2,58,1,128,3,81,2,95
50,2,120,2,141,2,79,3,151,3,109,3,96,3,86,2,101,2,101,2,78
50,3,152,3,135,2,132,2,54,1,104,2,108,2,108,1,101,3,139,2,95
50,2,67,3,155,2,104,2,169,3,114,1,107,1,123,2,87,2,132,3,65
50,2,171,2,87,2,111,2,96,2,124,3,140,2,96,3,104,3,126,2,72
60,2,94,2,122,1,84,3,106,2,86,3,130,3,157,2,84,2,88,3,109
60,3,114,3,60,3,108,1,79,2,80,2,107,1,172,1,85,3,118,1,51
60,2,132,2,69,1,77,1,63,2,187,1,146,2,95,1,69,2,71,1,131
60,2,99,3,103,3,63,3,124,2,96,2,53,3,118,1,53,3,102,2,137
60,2,113,1,93,2,89,2,92,3,105,2,143,2,107,2,97,2,105,1,154
60,2,106,2,125,2,111,2,110,3,102,1,77,2,95,2,145,2,136,2,148
60,3,166,1,74,2,76,3,76,2,78,3,113,2,107,1,69,1,87,2,71
60,1,63,1,102,3,97,3,114,2,75,1,95,2,90,2,146,2,79,3,92
60,1,113,3,128,2,129,3,107,3,101,1,105,1,63,3,135,2,79,3,116
60,2,86,3,151,2,104,1,57,1,85,2,131,2,128,2,87,3,126,3,88
60,1,96,1,50,2,109,3,127,3,132,2,123,2,120,2,89,2,147,1,80
60,2,144,1,43,1,96,2,115,2,97,1,69,2,104,2,80,3,130,1,84
60,2,162,2,128,2,69,2,161,1,67,1,92,2,93,2,153,2,112,3,153
60,2,74,2,126,2,86,1,124,3,116,1,78,2,85,1,110,2,84,3,102
60,3,159,2,77,3,138,2,154,1,86,1,82,2,119,2,97,3,82,2,142
60,2,120,2,66,1,73,2,71,2,141,3,106,2,99,2,110,2,85,2,140
60,1,136,2,107,3,157,1,51,2,100,2,88,2,85,2,142,1,117,1,85
60,3,104,2,95,3,121,2,59,2,49,2,104,2,126,2,90,2,114,2,79
60,2,92,2,51,3,142,2,112,2,96,1,44,2,104,2,114,3,204,1,57
60,1,86,3,123,2,136,1,72,1,154,1,96,1,82,1,84,2,88,1,103
60,3,109,1,50,1,82,2,62,2,109,2,72,1,90,1,109,1,88,3,135
60,2,114,1,134,1,69,1,56,2,134,2,138,1,115,2,61,2,76,1,145
60,3,119,2,138,3,85,1,94,1,95,2,123,2,144,3,134,2,156,1,126
60,2,141,2,143,3,126,2,89,3,157,2,64,1,147,2,43,1,56,3,126
60,2,110,1,105,2,54,2,71,2,150,3,87,1,60,3,87,3,64,3,99
60,2,88,2,91,2,53,3,134,1,47,1,125,2,99,3,42,1,100,3,80
60,3,144,2,95,2,75,2,142,2,86,2,93,3,173,2,76,1,100,1,68
60,2,101,3,123,2,78,2,133,2,119,1,78,1,138,2,90,3,109,1,74
60,3,180,1,85,1,98,2,132,1,90,2,132,2,99,3,97,3,96,3,145
60,3,127,1,92,1,67,2,127,2,99,2,104,3,72,1,81,1,89,1,96
60,2,64,1,73,2,43,3,110,2,93,2,85,3,115,3,133,3,100,2,83
60,3,141,2,99,2,94,1,64,1,116,1,67,2,106,3,141,2,77,1,41
60,3,137,3,109,1,93,3,114,2,121,2,64,2,142,2,104,2,82,1,62
60,1,78,1,70,2,130,2,81,3,124,3,151,2,165,1,103,2,56,3,145
60,2,111,2,139,1,117,2,97,3,136,2,56,3,98,3,148,1,77,2,131
60,1,109,3,84,1,61,3,151,2,140,2,116,2,118,3,117,1,50,1,73
60,2,108,3,64,2,170,2,82,2,132,2,74,3,87,2,116,3,93,3,68
60,1,73,2,124,2,106,2,87,3,172,1,78,2,107,1,106,3,156,1,136
60,3,133,1,65,2,125,2,79,2,113,1,115,1,85,2,143,3,104,3,105
60,1,63,1,100,1,96,2,86,2,110,2,95,1,98,1,139,3,106,3,94
60,2,98,2,105,2,94,1,35,2,57,1,55,2,40,2,67,1,56,3,119
60,3,118,2,69,3,80,2,124,1,51,2,116,2,104,2,113,3,147,1,125
60,2,127,2,99,2,63,2,125,2,98,3,127,2,103,3,82,2,113,2,117
60,2,53,2,54,1,123,1,62,2,93,2,85,2,93,1,99,1,66,2,128
60,2,148,1,64,2,118,2,91,3,122,3,134,2,51,2,119,1,54,1,59
60,2,94,3,106,3,85,3,107,1,111,2,110,3,126,1,104,1,102,1,84
