time,exp1_s1,exp1_s2,exp2_s1,exp2_s2,exp3_s1,exp3_s2,exp4_s1,exp4_s2,exp5_s1,exp5_s2,exp6_s1,exp6_s2,exp7_s1,exp7_s2,exp8_s1,exp8_s2,exp9_s1,exp9_s2,exp10_s1,exp10_s2
60,2,49,2,99,2,101,2,83,1,64,2,144,2,139,2,100,2,146,3,132
60,3,112,2,91,2,92,3,121,3,127,3,128,2,58,2,159,3,49,1,93
60,1,51,3,128,2,105,1,71,3,96,1,71,2,83,3,117,2,65,2,85
60,1,137,2,76,3,167,2,51,1,56,1,99,1,81,2,97,2,94,2,42
60,1,30,2,131,2,143,3,124,3,130,1,95,2,135,2,172,2,127,1,86
60,2,122,1,69,1,67,3,106,1,46,1,89,3,126,2,62,2,96,2,108
60,3,115,1,98,3,95,3,100,2,67,2,140,1,122,3,114,2,93,3,84
60,3,129,2,112,3,170,1,105,3,102,2,93,3,154,2,94,2,124,1,114
60,3,152,1,88,3,103,3,92,1,97,2,111,1,84,2,122,2,139,2,104
60,2,95,1,87,2,54,2,144,2,124,2,102,2,63,1,154,3,147,3,81
60,2,120,2,107,2,95,2,105,2,89,2,53,2,110,1,106,3,125,3,134
60,3,176,3,111,2,95,2,96,1,109,1,100,3,88,2,77,3,133,3,94
60,1,134,2,121,2,98,2,74,1,104,2,126,3,119,3,129,2,138,1,72
60,2,114,2,114,2,91,2,139,2,103,3,100,1,90,3,122,2,128,2,163
60,2,157,2,123,2,134,2,114,3,92,2,93,1,96,2,102,1,87,2,115
60,2,109,3,107,1,56,1,64,1,79,2,83,3,163,1,90,2,111,3,170
60,3,92,2,76,1,93,3,189,3,145,1,56,2,107,3,144,1,73,2,116
60,2,133,3,134,2,80,2,101,1,87,2,91,2,89,2,72,2,63,3,169
60,2,78,2,100,1,70,1,91,1,105,2,143,2,101,3,123,3,146,1,85
60,2,119,2,91,3,63,2,97,3,101,2,91,1,136,2,97,3,139,2,102
60,2,82,2,93,1,86,3,136,3,79,2,135,2,110,3,151,3,154,2,91
60,1,91,2,88,1,93,1,90,2,120,1,81,2,138,2,146,2,75,3,115
60,2,104,2,94,1,77,2,142,2,88,3,136,2,90,2,81,2,88,2,47
60,3,133,2,77,3,121,3,104,3,88,2,98,2,116,1,88,1,125,2,118
60,2,134,1,78,3,100,2,91,1,78,3,107,1,106,1,107,2,147,2,138
60,2,70,2,125,1,90,1,78,3,110,2,127,2,113,3,149,2,89,2,93
60,2,80,2,113,2,79,2,75,2,99,3,147,2,116,2,62,2,83,3,99
60,1,101,2,100,2,75,3,108,2,166,3,99,3,84,3,159,1,150,2,118
60,2,98,1,71,3,106,2,105,2,114,1,80,2,93,3,124,2,125,3,122
60,1,99,3,161,1,100,2,77,2,105,1,61,2,134,2,104,2,114,2,81
60,2,90,2,113,2,152,3,125,2,113,2,123,3,134,2,114,2,149,2,91
60,3,148,3,184,2,77,2,86,2,101,2,133,2,121,2,77,2,95,2,109
60,2,119,2,150,2,109,3,139,1,101,3,126,2,113,2,66,2,63,2,110
60,1,58,2,128,3,140,1,144,1,128,1,28,2,130,3,135,1,121,2,83
60,2,150,2,88,3,157,2,97,2,123,2,44,2,96,1,136,2,126,1,100
60,2,131,1,56,1,43,2,122,2,93,2,100,3,157,2,111,3,109,2,103
60,2,80,3,163,1,88,2,107,3,122,2,133,2,64,2,85,2,89,1,119
60,2,107,3,128,3,107,3,113,1,36,3,96,3,128,1,86,3,114,1,68
60,3,111,2,152,3,90,1,107,1,100,2,84,3,165,2,125,2,77,2,94
60,2,100,1,112,3,83,1,103,1,95,1,80,3,52,1,66,1,149,2,79
60,3,114,2,129,2,84,2,99,2,166,3,90,3,150,1,118,3,169,1,91
60,2,60,2,148,3,91,1,73,3,107,2,96,2,113,1,69,3,128,1,116
60,2,120,3,120,1,60,2,125,3,113,2,131,2,139,1,91,3,123,2,103
60,3,150,2,76,3,92,1,88,1,53,3,111,2,63,2,90,2,73,3,157
60,2,61,3,111,1,94,1,55,2,78,3,76,3,169,2,74,3,100,3,136
60,3,116,2,86,1,73,2,74,2,70,2,148,2,129,2,115,2,182,1,69
60,2,101,3,138,2,111,1,54,2,103,2,139,3,140,2,84,3,140,1,147
60,3,135,3,128,1,97,2,134,2,133,2,88,1,84,3,70,1,84,2,92
60,1,59,2,144,2,53,1,67,3,155,2,91,2,121,2,95,2,90,1,128
60,3,146,1,71,3,151,2,158,2,63,3,96,2,81,3,112,2,101,3,104
60,2,69,1,105,1,116,2,57,2,100,2,130,2,102,2,139,3,116,1,92
60,1,56,1,73,2,105,2,69,1,64,1,103,1,59,2,93,1,86,3,127
60,2,138,2,142,1,82,2,83,2,103,3,83,2,114,3,142,2,96,1,128
60,2,119,2,91,3,121,2,122,2,106,2,58,1,39,2,108,2,109,2,90
75,1,144,3,83,2,43,3,143,2,71,3,123,3,91,3,151,1,62,3,73
75,3,167,3,96,1,65,2,132,3,119,2,109,2,110,2,68,3,130,2,114
75,1,76,2,89,1,59,3,149,3,128,2,105,2,91,3,112,1,83,2,70
75,3,115,3,138,3,141,2,62,2,80,3,86,3,112,2,78,1,91,3,141
75,1,120,2,67,3,155,1,75,2,154,2,165,3,107,2,94,2,94,1,74
75,1,64,2,91,2,109,3,93,2,82,2,105,2,100,2,90,1,77,1,163
75,1,95,1,101,3,113,2,103,1,100,3,127,2,147,2,68,1,160,2,138
75,3,198,2,41,3,78,2,118,2,52,2,114,3,142,1,67,2,73,2,144
75,2,141,3,80,3,93,3,139,2,107,3,122,2,74,2,70,1,94,2,112
75,2,153,3,100,1,50,2,94,2,115,3,117,2,70,2,156,2,124,1,112
75,2,119,2,108,1,73,2,147,3,66,2,97,3,71,2,120,1,102,2,97
75,1,108,3,102,2,105,2,89,1,105,2,87,3,112,3,139,3,129,2,101
75,2,118,1,49,2,60,2,95,1,70,1,112,1,123,3,85,2,70,2,119
75,1,114,1,107,3,142,3,145,2,118,2,73,2,100,2,112,2,77,1,77
75,2,65,1,87,2,127,3,122,3,93,3,81,2,106,2,119,1,79,2,95
75,2,97,2,119,2,109,2,47,3,139,3,118,1,93,1,109,3,75,3,116
75,2,91,3,115,3,138,3,71,3,153,3,111,1,106,1,71,3,101,3,49
75,3,79,3,138,3,136,1,126,2,112,2,83,3,109,2,113,1,73,3,140
75,2,108,3,70,3,148,3,116,2,81,2,86,1,112,1,90,3,134,2,94
75,1,72,2,88,2,96,2,114,3,145,3,136,3,125,2,129,2,121,3,122
75,3,81,1,77,2,141,3,80,2,115,3,87,1,47,2,50,1,90,1,85
75,1,127,1,83,2,130,3,63,2,134,2,81,3,127,1,61,1,108,3,79
75,1,76,2,111,2,150,1,71,1,152,2,99,3,143,2,159,3,103,2,87
75,2,108,2,106,1,54,3,121,1,109,3,129,2,156,3,113,3,163,1,122
75,2,148,3,87,2,73,1,132,2,147,2,107,2,87,2,131,2,127,2,61
75,2,148,2,74,2,165,2,159,2,91,3,94,1,57,2,111,3,145,2,99
75,2,84,1,71,3,79,2,92,2,69,3,84,2,110,3,99,1,106,2,100
75,1,58,3,59,1,85,2,62,3,90,1,89,1,91,3,178,2,102,3,119
75,2,85,2,110,3,144,2,98,2,118,1,113,2,95,3,156,2,100,2,73
75,2,91,2,111,2,69,2,75,2,77,2,92,3,104,1,115,3,142,2,91
75,3,80,1,51,2,95,2,131,2,115,2,104,1,59,1,117,3,107,2,103
75,3,130,3,120,3,107,2,54,2,60,2,63,1,130,2,88,2,110,3,119
75,3,94,3,146,2,125,2,98,2,143,2,64,3,92,2,101,2,54,2,109
75,2,148,2,47,1,116,2,109,2,128,1,72,1,110,3,125,3,116,3,121
75,2,48,2,100,1,86,2,98,3,73,3,94,2,146,3,130,3,163,2,97
75,1,52,2,98,2,135,2,143,3,116,2,30,2,98,2,110,1,69,2,140
75,2,62,3,106,2,65,2,120,2,104,1,101,2,86,2,134,2,63,1,68
75,3,159,2,92,2,118,3,125,3,118,2,114,3,125,1,116,3,96,2,51
75,1,53,1,56,2,77,3,131,2,147,2,61,1,122,3,95,1,80,2,81
75,2,84,3,89,1,120,2,62,1,91,2,102,2,98,2,112,2,80,3,130
75,3,144,2,65,3,120,1,71,2,71,2,77,2,103,2,57,2,86,2,102
75,1,81,3,109,2,94,2,128,2,114,2,146,3,123,1,55,2,107,2,86
75,2,90,1,16,2,117,1,71,1,107,2,67,2,105,2,58,3,85,3,163
75,2,20,3,77,2,100,1,52,3,131,1,111,3,75,2,58,2,97,2,56
75,1,96,3,138,2,89,3,95,3,63,3,72,2,69,2,162,3,148,2,98
75,3,145,2,104,2,108,3,151,2,106,1,67,2,104,2,111,1,104,1,93
75,3,162,3,134,2,117,3,116,2,64,3,155,2,101,3,93,3,100,3,89
75,2,65,3,49,2,112,3,116,2,97,2,136,2,114,3,115,3,148,1,72
75,3,66,2,138,2,73,3,188,1,122,2,46,2,132,2,87,2,126,1,68
75,2,135,2,51,3,98,2,113,2,76,2,69,1,67,2,97,1,122,1,88
75,2,132,2,81,1,146,1,101,3,118,3,121,1,79,2,81,3,127,1,116
75,3,169,2,67,3,83,2,111,2,89,2,128,1,76,1,92,3,207,3,123
75,3,62,3,92,2,52,3,116,2,78,1,126,2,133,2,99,3,56,2,136
75,2,123,3,113,2,82,2,106,2,144,1,82,3,140,2,71,2,61,2,71
75,2,61,2,104,2,73,3,127,1,109,3,82,2,129,2,102,2,132,1,79
75,2,58,1,88,3,112,1,94,2,130,2,96,2,154,1,165,2,96,2,135
75,1,71,2,139,2,126,1,29,1,72,2,104,2,108,1,73,1,61,1,104
75,2,109,1,121,2,80,3,117,1,72,3,136,3,86,2,74,3,60,2,121
75,2,79,2,171,2,150,3,115,2,157,1,84,2,120,1,82,1,72,2,87
75,3,100,2,114,1,140,3,92,3,145,2,106,3,116,1,149,2,95,2,163
75,2,145,2,141,2,137,2,117,1,72,2,84,3,81,3,102,3,161,2,134
75,1,64,3,119,1,91,2,112,1,85,3,73,1,95,2,130,3,122,3,80
75,3,170,3,126,2,111,2,94,2,107,2,145,1,47,1,79,2,36,3,126
75,1,25,1,58,3,152,2,115,1,75,2,65,3,96,3,125,2,124,2,104
75,2,42,3,120,2,71,1,121,2,96,2,94,1,58,1,71,2,86,1,65
75,2,60,1,108,2,83,1,86,2,126,2,102,2,112,1,74,2,85,1,127
75,1,78,2,109,3,171,1,51,1,86,1,150,2,147,1,67,2,107,2,111
75,2,26,2,70,2,105,1,103,2,103,2,107,2,91,2,116,2,95,2,84
75,2,76,2,96,1,79,3,153,3,151,2,86,3,120,2,104,2,102,3,136
75,2,90,3,150,2,112,1,107,3,135,2,63,3,120,2,97,3,115,2,90
75,2,66,2,136,2,85,2,116,2,87,1,77,3,145,2,107,1,107,3,132
75,1,126,1,99,3,163,3,116,1,75,3,109,1,84,3,98,3,96,2,109
75,1,148,1,79,2,132,1,99,2,69,3,119,1,96,1,105,3,121,2,127
75,2,107,3,96,2,70,2,107,2,109,1,110,2,171,2,49,1,126,3,128
75,2,87,2,115,3,141,2,98,2,120,2,59,3,118,2,121,2,111,2,135
75,1,97,2,138,3,104,2,75,2,119,2,72,3,105,2,123,2,141,2,49
75,2,122,1,104,3,137,2,110,2,108,2,131,1,80,1,109,3,127,1,56
75,2,95,1,66,3,83,3,139,2,80,2,46,3,47,3,102,2,118,2,58
75,1,107,1,115,2,56,2,171,3,115,2,110,2,144,3,125,1,93,2,96
75,1,102,3,59,2,101,2,111,2,106,1,168,1,62,1,100,2,64,3,110
75,2,117,2,72,1,56,1,62,1,56,3,100,3,163,1,76,2,119,3,122
75,3,129,2,97,1,111,2,89,1,147,1,116,2,111,2,110,2,125,3,122
75,1,85,2,89,2,72,2,42,1,91,2,90,1,110,1,76,2,134,3,125
75,1,96,1,91,3,122,2,171,3,75,3,66,3,122,2,55,3,95,3,130
75,2,74,3,162,1,88,2,95,2,71,2,87,2,138,2,81,1,74,3,124
75,2,121,3,142,2,118,2,129,3,136,1,66,2,155,3,102,3,93,2,133
75,3,43,1,92,2,142,2,147,1,141,2,58,1,89,2,110,2,117,2,99
75,2,104,2,109,1,69,2,135,3,126,3,105,1,115,1,61,2,82,3,84
75,1,104,2,99,2,115,3,117,2,116,2,96,1,58,3,123,1,103,2,104
75,2,157,2,94,1,55,2,100,2,133,3,133,1,61,1,79,1,80,3,114
75,1,73,2,144,3,86,3,191,2,87,2,80,3,185,1,57,2,66,2,120
75,2,73,3,110,2,106,2,98,2,110,3,125,2,106,3,169,2,122,3,125
75,2,88,3,111,3,87,2,68,1,64,2,91,1,44,3,72,2,112,2,113
75,3,95,2,120,2,88,1,89,1,81,1,147,1,62,1,120,2,135,3,88
75,1,132,2,94,3,137,3,99,2,111,2,52,3,123,3,152,1,93,2,124
75,3,106,1,108,1,106,1,77,1,84,3,106,3,133,3,74,2,111,2,68
75,2,109,1,108,3,79,2,55,1,82,2,97,2,113,2,61,1,86,2,123
75,1,63,3,144,3,101,1,145,3,81,1,108,2,56,2,69,1,54,2,110
75,2,137,2,121,3,115,3,118,1,117,1,96,1,72,3,115,2,75,3,136
75,3,118,3,123,2,113,2,52,1,100,2,80,3,138,3,134,2,128,2,142
90,1,102,2,140,2,103,3,156,2,123,2,105,3,78,2,92,2,84,1,109
90,1,75,2,99,2,47,2,67,2,87,3,104,2,84,3,80,2,84,3,137
90,1,33,2,143,1,107,2,90,2,83,2,61,2,83,2,141,1,87,3,133
90,3,114,2,113,3,137,2,106,2,104,1,125,1,90,3,157,2,165,2,95
90,2,134,2,103,1,66,1,95,1,114,2,71,1,118,2,51,1,112,2,132
90,1,61,2,120,2,123,3,113,2,75,2,63,3,118,2,117,2,64,2,73
90,2,76,3,80,1,59,1,95,2,75,2,80,3,83,2,110,3,102,1,72
90,2,123,1,133,2,110,3,179,3,95,1,71,2,98,1,30,3,127,2,100
90,2,126,3,81,1,97,2,113,2,117,2,72,3,156,2,83,3,109,1,81
90,1,90,1,59,2,85,1,90,3,142,1,81,2,87,1,116,2,127,1,135
90,1,99,2,98,2,70,3,124,1,70,1,116,2,131,1,77,2,129,2,111
90,3,99,1,91,3,108,3,136,2,99,2,114,3,131,1,111,2,96,1,108
90,2,122,2,92,2,131,2,157,1,70,2,110,3,134,1,110,3,138,3,133
90,2,94,2,100,3,142,3,112,3,121,2,107,3,109,2,105,1,76,1,90
90,2,108,1,95,1,76,3,95,3,126,2,64,1,162,1,105,3,73,2,109
90,1,97,1,91,2,102,2,115,3,132,2,69,2,135,3,62,2,83,1,162
90,2,124,2,73,2,55,1,52,1,110,3,96,3,145,2,110,3,94,2,82
90,2,80,3,107,2,141,2,134,3,171,3,156,2,80,2,131,2,66,3,95
90,1,62,2,170,2,124,2,102,1,74,2,81,3,109,1,103,1,91,1,69
90,2,139,2,106,1,57,2,77,2,86,2,112,2,68,2,80,3,116,2,81
90,1,118,1,84,2,141,3,94,3,137,3,113,2,102,2,122,3,129,1,56
90,1,92,2,100,1,75,1,90,1,128,1,150,2,107,3,139,3,144,3,109
90,3,128,2,59,1,44,2,104,1,100,2,88,3,173,2,90,3,87,1,179
90,1,64,3,151,3,99,3,160,2,133,2,82,2,36,2,121,3,84,2,104
90,3,113,2,120,2,65,2,58,3,106,1,80,2,48,1,95,3,115,2,139
90,3,116,2,106,2,72,2,80,3,105,3,151,3,55,1,104,1,147,1,41
90,3,129,3,118,1,54,2,119,2,89,1,107,2,95,2,74,2,68,2,148
90,2,103,3,115,1,67,2,53,2,125,3,90,2,114,1,53,1,115,2,90
90,2,108,2,116,3,129,3,139,2,89,3,121,2,108,3,69,2,100,1,104
90,2,118,1,95,2,131,3,106,1,80,2,110,2,152,2,67,3,187,2,111
90,2,120,3,117,2,111,2,96,1,92,3,95,2,95,2,107,2,109,1,56
90,2,162,1,111,2,100,1,60,1,68,2,66,3,113,2,139,3,144,2,155
90,2,96,3,145,2,79,2,94,3,139,1,62,3,112,2,135,3,75,2,109
90,1,110,1,89,1,73,2,145,1,48,1,52,1,52,1,59,3,60,3,144
90,2,77,2,88,1,95,2,89,2,150,3,92,3,104,1,109,2,76,1,141
90,1,67,3,152,3,136,2,65,2,122,2,105,1,65,2,89,1,124,1,82
90,2,122,3,151,2,92,2,143,3,115,3,105,1,95,2,94,2,118,3,129
90,3,87,1,125,3,164,3,75,2,148,3,65,2,105,2,105,3,117,2,91
90,2,109,2,95,1,69,2,84,2,100,3,111,2,142,2,103,3,128,3,139
90,3,100,2,124,1,114,2,106,1,129,1,117,2,72,2,149,2,98,1,96
90,2,86,2,94,2,100,2,85,1,88,2,153,2,72,2,127,2,120,2,68
90,1,84,2,92,2,102,2,103,3,92,2,172,2,106,2,84,2,157,2,121
90,1,92,2,141,1,107,2,98,1,134,1,49,2,104,1,54,3,150,2,123
90,1,121,2,75,2,109,2,93,1,98,2,46,1,92,1,91,2,67,2,68
90,1,49,2,154,3,92,3,117,2,122,3,98,2,90,1,89,1,64,2,119
90,3,108,1,48,2,121,2,96,1,83,3,90,2,96,1,81,2,68,3,175
90,3,149,2,118,1,119,1,103,2,130,1,47,3,134,1,65,2,106,2,83
90,2,131,2,129,1,121,2,92,2,53,1,68,1,99,1,131,3,116,2,99
90,2,71,2,93,1,39,1,97,2,119,2,57,1,42,2,72,2,127,2,88
90,2,124,2,58,1,71,1,106,2,115,3,112,2,84,1,90,1,103,2,153
90,3,120,2,78,1,123,2,104,1,84,3,131,2,92,2,110,2,109,3,153
90,1,84,2,75,2,76,2,117,3,141,2,131,1,72,2,49,1,62,2,83
90,2,63,1,119,2,119,3,164,3,120,3,111,3,83,3,115,1,82,2,131
90,2,124,2,76,1,102,2,101,2,101,2,102,1,107,2,143,2,85,2,118
90,2,92,1,57,3,118,2,99,2,125,1,79,2,145,1,86,1,111,1,76
90,1,86,2,71,2,67,3,136,3,172,1,86,1,56,3,82,2,145,3,98
90,3,112,2,50,2,119,2,113,2,139,3,117,3,114,3,95,2,90,1,65
90,2,119,2,85,3,151,1,99,3,111,1,58,3,131,3,132,2,94,1,73
90,1,83,2,115,2,150,2,88,2,109,1,85,3,56,1,92,1,106,3,102
90,1,63,2,91,1,80,2,112,3,156,2,76,2,133,2,127,2,146,2,134
90,2,135,1,97,2,133,1,54,2,138,2,142,1,56,1,122,3,132,3,123
90,3,159,2,88,2,110,2,120,2,114,2,104,2,78,1,52,1,80,2,111
90,1,60,1,55,2,115,1,95,3,149,2,77,2,71,2,48,2,79,2,113
90,3,104,2,145,2,86,2,97,2,111,2,77,3,59,2,135,3,176,1,96
90,3,85,2,102,2,72,3,116,1,48,2,83,3,112,3,139,3,117,2,92
90,3,160,2,101,2,74,3,104,2,96,2,91,1,95,1,90,3,168,2,90
90,1,95,3,131,2,97,2,143,2,97,1,113,1,93,2,70,2,97,2,92
90,2,82,3,107,2,136,2,92,2,109,2,65,1,45,3,71,1,103,3,92
90,2,165,1,147,2,106,1,95,1,70,2,108,3,121,2,105,3,120,3,151
90,2,51,2,126,2,47,1,51,2,59,3,129,3,106,1,97,2,146,2,97
90,2,122,3,101,1,71,2,94,2,102,1,89,3,117,2,132,3,107,2,146
90,2,78,3,104,2,88,2,86,2,61,2,115,2,154,2,107,2,92,2,122
90,2,118,2,86,2,101,2,143,2,83,2,73,1,51,1,139,2,135,2,46
90,2,96,3,111,2,98,3,105,1,132,1,85,2,112,2,71,2,113,2,98
90,3,145,2,94,2,143,2,70,3,84,2,79,1,50,2,105,1,115,2,56
90,1,102,3,122,2,106,2,105,2,33,2,145,2,58,2,113,3,160,2,144
90,3,121,2,62,2,102,3,119,2,96,3,159,1,76,2,93,1,79,1,64
90,2,96,1,40,1,72,2,105,3,144,1,110,2,97,3,123,2,142,2,153
90,1,118,3,105,3,88,2,86,2,76,1,62,3,124,2,84,1,153,2,92
90,2,103,3,108,2,74,2,123,3,111,3,128,1,91,3,53,2,89,3,122
90,1,72,2,102,2,62,1,110,2,147,2,143,2,123,2,57,2,109,1,34
90,2,61,3,108,2,127,2,117,2,123,3,82,1,142,1,112,3,95,2,107
90,2,86,3,80,3,125,1,80,1,86,2,137,2,154,2,98,2,100,2,125
90,1,91,2,81,1,117,2,121,1,88,3,82,3,62,2,79,2,127,2,129
90,3,129,2,121,2,70,3,139,1,62,1,116,2,116,3,111,3,141,2,81
90,3,141,2,148,1,95,1,116,1,56,1,117,3,113,3,159,3,87,3,136
90,2,60,2,91,3,110,2,49,1,82,2,125,2,76,2,123,3,87,3,116
90,2,65,1,73,2,72,2,100,1,106,2,91,1,107,2,95,3,127,2,120
90,2,172,3,117,3,99,2,117,2,105,2,117,1,98,2,79,2,92,2,134
90,1,62,2,108,2,122,3,112,1,126,1,110,2,137,3,94,1,126,3,106
90,2,77,1,77,1,62,3,89,1,76,3,103,1,43,1,93,3,156,2,76
90,2,86,2,132,3,134,2,104,2,139,2,129,2,95,2,101,2,130,2,132
90,3,98,3,123,2,134,2,105,3,74,3,98,1,92,2,105,2,93,2,110
90,2,55,2,68,3,157,2,79,2,73,3,116,1,60,2,118,3,144,1,73
90,1,105,2,104,2,115,2,86,1,80,2,114,1,82,2,141,3,130,2,123
90,3,100,2,104,3,109,2,129,3,108,3,164,2,96,1,90,3,89,1,98
90,2,147,1,78,2,76,3,124,3,94,1,62,2,121,3,141,2,77,2,112
90,1,42,2,97,2,117,3,148,2,145,3,119,2,91,2,75,1,101,2,106
90,1,114,3,114,1,75,1,108,2,73,2,86,2,89,1,75,2,129,2,144
90,1,58,1,103,1,55,2,106,2,89,2,123,3,155,2,152,3,154,1,88
120,1,103,1,102,2,95,1,53,1,51,2,133,2,81,1,66,2,115,3,114
120,1,122,2,108,1,109,3,82,2,133,3,129,2,149,2,110,1,70,3,155
120,3,146,2,90,2,53,1,44,1,95,1,126,1,51,3,153,3,92,3,116
120,2,123,2,133,2,90,2,92,3,70,1,94,2,125,2,98,1,51,2,123
120,2,101,2,133,2,93,2,97,2,90,3,105,3,114,2,101,2,148,1,110
120,1,47,3,96,2,89,1,88,2,135,1,115,1,117,1,123,1,74,1,79
120,2,147,2,103,2,94,2,133,3,139,1,102,3,139,3,110,2,156,2,91
120,3,118,3,90,2,104,3,168,3,105,2,79,2,129,2,104,2,53,2,149
120,1,132,1,84,3,97,3,121,1,48,3,95,2,75,2,64,2,98,2,135
120,3,180,2,131,1,62,2,113,3,192,2,94,3,121,3,95,2,145,3,133
120,2,76,2,73,3,139,2,136,2,101,3,127,3,134,2,116,2,120,2,106
120,2,105,2,110,1,48,3,91,3,127,3,144,2,98,3,129,1,56,2,84
120,2,108,2,88,2,96,2,97,3,95,3,122,2,86,3,117,3,119,2,92
120,3,92,1,92,2,60,2,127,3,156,2,105,2,103,3,157,1,127,3,151
120,3,104,2,85,1,73,2,102,2,93,2,78,1,123,2,80,3,135,2,74
120,1,33,3,127,3,133,2,92,1,109,3,90,3,111,2,102,3,122,3,125
120,1,35,2,131,2,93,2,37,3,89,2,109,3,121,2,106,2,107,3,151
120,1,60,2,117,2,106,3,17,2,107,2,85,3,83,3,118,2,96,2,73
120,2,123,2,113,2,100,2,79,2,126,3,92,2,121,2,122,3,76,3,110
120,2,115,2,112,2,104,2,43,2,135,1,63,3,141,1,78,1,116,2,110
120,2,79,2,81,2,124,1,108,2,95,2,65,2,96,3,125,2,65,2,94
120,3,71,3,116,2,120,3,135,2,145,3,111,3,123,2,92,3,129,1,84
120,3,165,2,91,1,65,2,120,2,99,1,58,1,67,2,96,2,128,2,122
120,3,101,3,34,3,127,3,135,3,87,2,65,1,109,1,123,2,129,2,103
120,3,121,2,109,1,105,2,107,2,117,2,94,2,108,2,103,3,101,3,157
120,2,37,1,117,2,101,1,91,1,107,2,74,3,123,1,79,1,87,3,142
120,2,87,1,62,3,75,1,107,2,105,2,161,2,137,2,70,1,95,3,108
120,1,114,2,160,2,67,2,131,3,115,3,80,2,88,2,122,3,150,2,116
120,2,150,2,122,1,66,2,85,1,60,3,154,3,97,1,128,2,66,2,118
120,2,84,3,102,1,146,3,137,3,107,2,79,1,62,3,116,2,103,2,70
120,2,130,2,114,2,116,2,71,3,103,1,83,2,85,3,122,2,106,2,93
120,2,73,3,164,1,70,1,128,2,103,2,55,2,85,2,134,2,78,2,99
120,1,136,1,105,1,101,2,93,1,116,3,109,2,134,2,42,3,100,3,111
120,2,142,1,104,1,128,2,52,2,120,2,62,1,82,2,97,3,129,1,61
120,3,128,3,187,1,126,3,109,2,112,3,143,1,110,3,131,2,153,3,119
120,2,124,2,45,2,99,2,103,2,124,3,97,1,61,2,142,2,116,2,116
120,2,111,3,100,3,135,2,104,1,106,2,107,2,100,2,71,1,114,3,135
120,3,131,2,100,2,109,2,124,1,65,1,109,2,99,1,94,1,145,1,115
120,2,101,2,117,2,57,2,94,2,108,3,114,2,112,1,103,1,63,1,67
120,3,152,2,140,2,113,3,82,1,51,2,111,2,121,1,86,1,82,3,136
120,3,153,2,80,2,70,2,81,1,118,3,119,2,88,1,84,2,73,2,101
120,2,125,2,78,2,100,2,85,2,85,3,91,2,136,3,121,3,126,2,79
120,2,59,2,129,3,101,2,120,1,87,3,128,2,81,2,94,2,97,3,114
120,2,99,1,129,2,73,1,123,3,79,2,127,3,95,2,68,2,71,2,155
120,2,131,2,79,3,111,2,132,1,68,1,67,3,109,2,112,2,94,1,67
120,2,73,2,135,1,94,2,114,2,100,3,138,1,89,3,163,1,79,1,106
120,1,75,2,95,3,60,2,81,1,74,1,37,2,112,2,108,1,92,1,129
120,2,106,1,50,2,131,2,110,1,45,2,97,3,117,2,67,3,105,3,122
120,3,148,2,37,2,77,2,128,2,109,1,86,3,128,2,168,1,146,2,111
120,2,148,2,72,2,79,1,93,3,159,2,140,1,53,3,166,2,77,2,89
120,2,44,2,136,2,101,1,88,1,98,2,102,3,124,3,145,3,113,3,139
120,1,79,3,87,2,135,3,100,2,65,2,101,2,73,2,148,3,83,2,91
120,3,114,1,30,2,145,3,146,3,129,3,113,2,83,3,63,1,84,2,48
120,1,98,2,103,1,80,2,138,3,74,2,82,3,150,2,152,1,89,2,117
120,2,89,3,136,2,103,2,119,3,110,3,109,1,48,2,129,2,127,2,128
120,2,57,3,110,1,107,2,101,1,65,3,157,3,118,1,101,2,138,2,96
120,2,87,1,82,1,97,1,116,2,131,1,73,2,121,2,99,2,104,2,48
120,2,95,2,109,2,58,2,104,3,134,1,54,2,52,2,117,2,91,1,80
120,1,100,2,100,3,82,2,114,1,114,1,68,3,116,1,114,3,127,2,86
120,1,78,2,74,3,112,1,144,2,131,3,102,3,85,1,102,2,95,2,107
120,2,124,2,83,3,115,1,64,2,113,2,88,3,113,3,132,3,83,1,65
120,1,100,2,84,1,29,3,170,2,75,1,115,2,110,2,130,2,138,2,141
120,2,73,1,73,2,128,3,103,1,89,2,133,3,103,1,45,2,98,1,114
120,3,121,1,74,1,94,2,90,2,125,2,162,2,118,2,102,1,99,3,90
120,3,157,1,67,2,116,3,178,2,136,2,144,2,74,1,118,1,90,3,102
120,2,43,3,95,1,80,1,98,2,129,3,98,2,145,1,78,3,121,2,93
120,3,119,2,89,2,64,3,123,2,117,2,124,2,110,3,122,2,57,1,65
120,2,146,2,132,1,120,1,132,2,153,2,104,3,92,2,103,2,57,1,112
120,1,142,2,121,3,114,1,77,3,95,2,72,2,126,1,77,2,107,2,41
120,2,81,2,124,2,152,2,103,3,133,3,103,2,113,2,106,2,94,2,90
120,2,84,2,120,3,121,2,100,2,84,3,145,3,128,2,78,3,109,3,53
120,3,82,3,107,3,126,2,106,3,146,2,132,3,102,1,84,3,136,2,78
120,2,170,3,88,3,120,2,82,1,63,2,99,2,114,1,62,2,96,2,146
120,2,88,1,107,1,77,2,162,2,81,2,52,3,141,3,87,2,87,1,105
120,2,122,1,91,1,55,1,99,1,79,2,104,2,144,1,124,2,114,2,125
