0min,NaNmin,2min,4min,6min,8min,10min,15min,20min,25min,30min,35min,40min,45min,50min,55min,NaNmin
0,NaN,0,1,0,4,38,97,90,171,31,3,11,0,18,1,NaN
0,NaN,0,0,3,1,37,31,195,128,39,26,0,7,6,1,NaN
0,NaN,0,0,3,2,36,104,106,90,3,5,17,100,9,5,NaN
0,NaN,0,0,0,33,47,117,59,128,49,18,1,45,0,27,NaN
0,NaN,0,0,0,8,27,42,181,25,117,81,5,28,8,5,NaN
0,NaN,1,0,0,0,9,12,97,116,15,36,0,0,12,0,NaN
0,NaN,0,0,7,27,19,27,29,151,66,2,16,18,8,21,NaN
0,NaN,1,0,0,18,23,47,49,50,140,56,6,13,2,28,NaN
0,NaN,0,0,0,5,15,46,95,58,22,96,36,42,24,1,NaN
0,NaN,0,0,0,10,19,66,213,60,65,96,10,5,5,0,NaN
0,NaN,0,0,1,55,71,54,27,72,13,107,77,4,2,4,NaN
0,NaN,5,0,0,2,13,69,18,90,4,56,52,33,7,38,NaN
1,NaN,1,0,12,10,13,39,66,44,58,40,215,97,54,0,NaN
0,NaN,0,1,0,41,9,68,61,77,107,33,2,14,7,0,NaN
0,NaN,1,0,1,39,0,64,35,56,79,131,38,4,35,0,NaN
0,NaN,0,0,4,12,62,33,103,91,165,209,0,37,0,1,NaN
0,NaN,0,1,0,7,63,27,0,67,23,5,31,22,9,0,NaN
0,NaN,1,0,1,3,24,36,22,74,53,39,112,32,1,3,NaN
0,NaN,1,0,21,10,65,46,40,52,60,46,19,42,7,1,NaN
0,NaN,0,0,0,1,27,44,42,25,87,31,44,5,40,30,NaN
0,NaN,0,0,0,2,53,0,79,163,97,14,4,37,32,29,NaN
0,NaN,0,0,0,14,1,27,80,73,21,113,76,21,10,10,NaN
0,NaN,0,0,0,46,18,60,96,164,57,24,31,0,0,22,NaN
1,NaN,1,1,1,21,64,24,67,68,9,55,47,0,6,1,NaN
0,NaN,0,1,6,4,53,0,77,62,116,27,2,51,5,72,NaN
0,NaN,1,0,1,4,12,58,0,117,83,67,4,31,80,45,NaN
0,NaN,0,0,0,41,23,78,80,235,66,95,6,23,16,8,NaN
0,NaN,0,0,2,18,34,15,10,131,0,34,31,1,14,2,NaN
0,NaN,1,4,1,52,53,50,27,21,12,79,94,44,0,3,NaN
0,NaN,1,2,0,0,53,82,72,11,83,25,9,1,21,11,NaN
0,NaN,0,0,2,0,3,30,78,87,120,118,48,26,20,7,NaN
2,NaN,1,0,1,25,2,43,75,159,128,78,6,38,1,0,NaN
0,NaN,1,0,0,10,45,70,101,57,65,97,10,8,1,18,NaN
1,NaN,0,0,18,36,42,63,7,46,74,64,43,60,3,2,NaN
0,NaN,0,0,1,21,17,38,82,40,68,119,22,11,1,2,NaN
0,NaN,1,0,0,13,51,16,74,74,70,102,2,28,15,2,NaN
0,NaN,0,2,0,24,7,39,145,160,64,1,0,93,4,6,NaN
0,NaN,2,0,2,11,0,63,94,39,169,218,0,0,3,0,NaN
0,NaN,0,0,4,0,8,45,133,65,37,132,4,61,24,47,NaN
0,NaN,1,0,0,10,75,97,134,103,47,56,25,3,7,0,NaN
0,NaN,1,3,0,12,37,41,36,31,171,12,20,3,0,14,NaN
0,NaN,0,2,0,15,33,41,34,33,19,133,2,18,4,2,NaN
0,NaN,0,0,1,1,3,35,71,107,68,88,40,24,3,1,NaN
0,NaN,0,0,0,59,17,83,99,123,0,28,8,19,33,45,NaN
0,NaN,0,0,0,0,10,98,26,89,96,27,27,8,11,0,NaN
0,NaN,0,0,0,5,36,18,107,80,53,61,101,40,9,31,NaN
0,NaN,0,0,0,30,13,27,34,80,10,18,76,8,0,0,NaN
0,NaN,0,1,0,0,20,116,67,33,67,81,0,5,2,25,NaN
0,NaN,0,0,1,16,29,49,57,56,21,38,36,6,0,2,NaN
0,NaN,0,0,0,10,36,10,29,231,19,64,20,18,0,13,NaN
0,NaN,0,0,0,0,28,4,58,132,36,143,4,10,23,1,NaN
2,NaN,0,1,0,25,19,21,36,95,0,36,1,19,0,0,NaN
0,NaN,0,1,1,10,29,84,146,152,51,154,68,6,1,42,NaN
0,NaN,0,1,0,0,41,144,38,30,16,68,1,94,5,7,NaN
0,NaN,0,0,5,4,34,68,72,48,49,114,50,4,0,64,NaN
0,NaN,0,4,19,3,29,0,88,3,44,178,37,1,10,5,NaN
0,NaN,0,1,0,18,6,22,12,117,93,55,5,3,1,3,NaN
0,NaN,0,0,2,12,10,13,8,111,100,51,17,26,1,0,NaN
1,NaN,1,0,0,24,1,0,81,60,42,74,4,16,3,2,NaN
0,NaN,0,1,0,7,10,2,69,61,4,119,88,21,11,0,NaN
0,NaN,0,0,1,3,14,10,107,131,45,59,38,2,23,1,NaN
0,NaN,0,1,1,2,23,73,90,94,58,0,43,29,1,1,NaN
0,NaN,0,3,9,2,7,62,79,53,71,59,66,5,34,8,NaN
2,NaN,1,1,8,9,44,89,50,106,15,1,23,17,3,0,NaN
1,NaN,0,1,1,6,8,21,78,98,47,118,6,72,0,1,NaN
0,NaN,0,0,2,1,37,0,82,103,140,28,1,0,13,6,NaN
0,NaN,1,0,4,0,42,1,56,71,109,18,12,68,13,23,NaN
0,NaN,0,0,0,31,5,89,86,56,1,42,3,57,5,31,NaN
0,NaN,0,0,1,24,37,61,225,103,71,12,4,30,20,6,NaN
0,NaN,0,1,1,47,31,60,123,112,93,14,6,1,83,3,NaN
0,NaN,1,1,0,30,21,41,33,86,89,63,9,28,0,18,NaN
1,NaN,0,0,0,1,10,88,41,36,36,103,38,68,39,0,NaN
0,NaN,0,0,24,16,15,17,268,154,33,1,19,0,13,6,NaN
0,NaN,1,0,0,0,26,10,58,48,141,18,65,2,4,8,NaN
0,NaN,0,0,0,7,106,14,65,3,16,32,89,44,12,73,NaN
0,NaN,1,1,0,2,14,13,83,86,182,62,15,30,62,5,NaN
0,NaN,0,1,0,0,54,23,100,42,32,4,57,14,1,0,NaN
0,NaN,2,4,1,2,0,13,29,139,78,59,80,105,9,8,NaN
0,NaN,0,0,4,19,70,39,58,54,141,35,18,17,8,3,NaN
0,NaN,1,1,0,48,91,2,41,85,19,10,95,38,9,12,NaN
0,NaN,0,0,0,0,17,21,11,93,122,36,0,5,16,0,NaN
0,NaN,3,0,0,47,48,31,49,87,17,66,16,7,8,29,NaN
1,NaN,0,1,2,0,1,3,66,44,93,18,12,63,1,79,NaN
0,NaN,0,0,34,39,55,51,145,117,72,81,37,24,29,5,NaN
1,NaN,0,4,8,1,80,60,18,109,26,76,14,19,2,6,NaN
0,NaN,0,0,0,9,0,42,56,161,6,75,63,3,2,75,NaN
0,NaN,0,0,33,13,3,71,105,27,105,17,20,41,13,54,NaN
0,NaN,0,1,0,7,15,52,28,66,13,60,1,0,7,0,NaN
0,NaN,0,1,2,1,9,52,106,41,111,90,40,11,7,0,NaN
1,NaN,2,2,3,15,26,38,24,36,14,8,26,25,23,4,NaN
1,NaN,1,0,13,23,42,78,69,76,76,69,73,41,1,0,NaN
0,NaN,0,0,0,14,72,0,69,30,22,38,26,10,5,8,NaN
0,NaN,0,0,6,0,15,29,71,94,5,34,147,135,21,5,NaN
0,NaN,9,0,18,27,48,6,86,67,51,33,28,47,22,4,NaN
0,NaN,0,1,17,6,58,2,1,125,51,7,57,11,8,57,NaN
0,NaN,0,0,1,19,74,45,35,83,91,82,110,20,0,2,NaN
2,NaN,0,0,0,0,25,128,57,59,30,0,6,19,0,0,NaN
0,NaN,0,0,3,3,25,24,136,46,91,53,17,1,1,3,NaN
1,NaN,0,0,10,27,12,2,2,75,0,14,47,30,0,24,NaN
0,NaN,0,0,0,5,17,61,83,134,110,39,121,22,12,49,NaN
0,NaN,0,0,0,20,58,42,118,145,76,27,60,52,0,0,NaN
0,NaN,1,0,1,1,13,46,29,165,125,44,40,52,41,68,NaN
0,NaN,0,0,1,48,36,2,37,90,121,67,36,17,1,11,NaN
0,NaN,2,0,1,14,21,17,26,38,0,20,14,30,16,27,NaN
0,NaN,0,0,0,15,4,44,25,24,88,89,4,32,0,3,NaN
0,NaN,0,0,1,1,1,22,67,68,56,31,157,30,2,3,NaN
1,NaN,1,2,1,1,25,120,26,166,31,73,17,24,15,1,NaN
0,NaN,0,0,3,104,87,3,95,18,76,74,63,0,19,2,NaN
0,NaN,0,0,1,0,85,0,161,53,35,46,4,0,45,16,NaN
0,NaN,1,0,1,11,0,15,56,10,118,71,4,1,15,1,NaN
0,NaN,2,0,18,37,0,27,15,114,135,1,6,122,0,32,NaN
0,NaN,0,0,13,29,51,122,117,66,131,16,15,4,1,73,NaN
0,NaN,1,0,5,44,4,45,87,102,20,20,48,15,3,5,NaN
0,NaN,0,0,0,34,24,17,68,44,176,25,1,1,0,4,NaN
0,NaN,0,0,0,5,77,40,105,49,97,0,31,43,1,25,NaN
0,NaN,0,2,0,37,1,25,33,83,70,81,12,117,0,10,NaN
0,NaN,2,0,0,10,67,0,1,50,41,104,33,92,26,2,NaN
0,NaN,0,0,3,25,5,68,91,32,44,71,0,1,19,23,NaN
0,NaN,0,0,1,7,25,76,89,118,123,97,4,2,4,1,NaN
0,NaN,0,0,0,0,23,45,31,76,39,135,0,1,0,1,NaN
0,NaN,0,0,0,22,54,38,62,56,81,79,8,17,14,0,NaN
1,NaN,0,70,32,10,42,0,85,114,0,53,4,64,0,2,NaN
0,NaN,1,4,6,0,27,109,75,189,159,0,19,110,13,4,NaN
0,NaN,0,3,0,1,2,87,0,67,60,14,19,23,3,19,NaN
0,NaN,0,0,0,2,0,72,68,98,32,37,28,4,0,13,NaN
0,NaN,0,0,0,29,61,51,93,23,7,0,12,6,1,1,NaN
0,NaN,0,0,0,4,23,74,36,116,117,138,12,25,21,32,NaN
0,NaN,0,0,1,44,10,0,38,66,56,55,86,34,2,1,NaN
0,NaN,0,0,0,19,5,21,57,72,138,24,145,0,27,0,NaN
0,NaN,0,0,1,75,2,25,109,231,127,54,72,37,1,1,NaN
0,NaN,0,0,3,0,20,42,14,107,147,9,43,0,0,36,NaN
0,NaN,1,0,22,52,73,95,211,26,25,0,29,0,1,1,NaN
0,NaN,0,2,6,1,1,12,4,111,147,99,9,22,16,1,NaN
0,NaN,0,1,19,3,28,48,182,43,239,22,13,2,5,4,NaN
0,NaN,2,1,3,1,53,72,59,76,66,88,17,0,14,0,NaN
0,NaN,0,0,11,42,87,110,66,49,113,31,62,14,2,2,NaN
2,NaN,0,0,6,14,0,91,116,147,64,189,41,0,2,6,NaN
0,NaN,0,0,1,3,3,7,84,70,6,18,23,10,0,0,NaN
0,NaN,0,0,0,1,12,3,25,146,114,50,10,11,9,0,NaN
1,NaN,0,0,0,0,56,87,144,79,22,4,42,31,1,9,NaN
1,NaN,0,0,0,9,0,15,68,82,82,109,91,8,8,97,NaN
0,NaN,0,0,0,23,29,53,79,57,124,91,44,27,0,1,NaN
1,NaN,1,0,14,4,9,52,36,75,107,53,24,10,0,0,NaN
1,NaN,0,0,2,16,55,17,61,143,161,60,11,0,0,3,NaN
0,NaN,0,1,1,11,2,56,60,168,38,143,28,0,4,17,NaN
0,NaN,0,0,8,18,22,1,120,60,137,19,72,23,9,19,NaN
0,NaN,1,1,14,0,67,3,75,96,163,0,4,49,29,11,NaN
0,NaN,0,0,1,43,39,81,82,90,41,158,32,56,3,1,NaN
0,NaN,0,0,14,20,43,43,85,30,25,19,1,39,20,17,NaN
0,NaN,0,0,0,1,60,72,81,86,50,25,12,33,11,11,NaN
0,NaN,0,1,16,32,41,60,61,179,182,9,9,14,7,5,NaN
0,NaN,0,0,0,0,9,45,103,74,132,66,5,124,24,5,NaN
0,NaN,0,0,1,15,69,79,53,77,31,55,8,0,3,6,NaN
0,NaN,0,0,19,2,20,31,16,50,29,6,1,2,0,19,NaN
0,NaN,0,0,0,23,64,77,73,0,45,78,40,26,1,33,NaN
0,NaN,0,0,0,13,51,38,41,90,72,80,20,46,0,7,NaN
0,NaN,1,0,1,6,2,34,45,0,78,47,3,20,8,2,NaN
0,NaN,0,3,2,15,0,50,41,58,77,8,32,7,20,30,NaN
0,NaN,2,0,25,32,45,71,88,74,14,73,22,63,1,58,NaN
0,NaN,1,10,0,10,47,71,117,4,106,67,1,23,0,40,NaN
0,NaN,1,0,0,16,1,56,112,21,71,24,49,2,0,4,NaN
0,NaN,0,1,1,60,0,116,123,163,79,53,23,3,0,17,NaN
0,NaN,0,0,17,6,4,44,100,68,42,73,11,5,0,1,NaN
0,NaN,0,0,3,1,53,37,74,36,43,24,19,16,3,4,NaN
0,NaN,0,0,0,35,37,69,82,13,38,46,7,19,12,1,NaN
0,NaN,0,0,2,16,19,41,53,104,32,50,107,28,5,4,NaN
0,NaN,0,0,0,0,8,36,114,24,46,1,5,36,0,2,NaN
0,NaN,0,1,1,3,30,49,111,68,166,17,11,32,1,0,NaN
0,NaN,1,0,10,1,8,51,61,40,146,81,12,121,6,14,NaN
1,NaN,0,0,20,5,8,41,67,90,74,54,21,6,0,98,NaN
0,NaN,1,0,14,29,23,35,62,85,22,22,41,7,8,23,NaN
0,NaN,0,0,5,3,55,16,58,94,44,123,11,32,0,3,NaN
0,NaN,0,0,5,1,2,0,89,75,57,4,26,8,2,1,NaN
0,NaN,0,0,4,0,69,0,60,33,153,19,5,39,6,14,NaN
0,NaN,0,0,0,2,93,26,3,48,1,91,44,0,0,6,NaN
0,NaN,0,1,0,20,38,30,144,111,134,67,1,41,8,6,NaN
0,NaN,0,0,0,6,14,54,18,86,34,76,5,3,21,45,NaN
0,NaN,1,0,0,0,0,35,13,165,86,55,50,24,11,3,NaN
0,NaN,0,0,0,0,1,66,39,119,88,3,49,8,28,3,NaN
0,NaN,0,0,6,7,34,4,44,157,104,123,32,68,0,1,NaN
0,NaN,0,0,0,1,14,48,56,60,148,45,5,3,5,44,NaN
2,NaN,2,0,8,9,13,33,127,19,37,7,0,7,1,79,NaN
0,NaN,0,0,1,0,123,120,65,24,111,3,0,53,1,3,NaN
0,NaN,0,1,0,4,92,68,50,69,43,6,3,106,14,1,NaN
0,NaN,1,0,0,65,42,80,35,115,125,5,176,27,3,52,NaN
0,NaN,0,NaN,11,0,72,55,68,116,25,4,24,0,2,3,NaN
0,NaN,0,NaN,15,0,56,60,90,84,94,27,55,16,0,20,NaN
0,NaN,0,NaN,11,21,0,35,117,58,34,107,150,58,2,15,NaN
0,NaN,0,NaN,2,56,40,33,21,40,104,54,1,10,26,98,NaN
0,NaN,0,NaN,12,1,6,20,41,87,8,105,51,10,3,4,NaN
0,NaN,0,NaN,2,15,1,43,93,35,35,24,10,2,2,1,NaN
0,NaN,0,NaN,0,79,14,64,159,105,115,25,91,0,17,2,NaN
0,NaN,0,NaN,1,20,6,70,221,79,97,85,59,8,0,20,NaN
0,NaN,0,NaN,0,0,30,34,28,37,7,95,62,7,0,0,NaN
0,NaN,0,NaN,15,0,1,75,73,60,114,89,144,58,8,5,NaN
0,NaN,0,NaN,2,8,48,49,41,177,68,96,38,3,5,3,NaN
1,NaN,0,NaN,6,1,14,6,134,78,27,46,0,2,NaN,25,NaN
0,NaN,0,NaN,2,11,6,43,92,121,42,138,33,25,NaN,14,NaN
0,NaN,0,NaN,23,0,51,75,39,241,161,50,26,18,NaN,3,NaN
0,NaN,0,NaN,0,0,1,56,44,101,131,0,10,32,NaN,1,NaN
0,NaN,1,NaN,1,1,33,53,56,170,60,86,1,23,NaN,0,NaN
0,NaN,0,NaN,7,2,32,32,23,19,5,82,34,58,NaN,10,NaN
0,NaN,0,NaN,0,4,5,41,103,119,51,37,75,42,NaN,8,NaN
0,NaN,1,NaN,4,44,25,36,125,113,48,1,1,40,NaN,11,NaN
1,NaN,1,NaN,0,2,17,6,110,113,20,1,26,5,NaN,4,NaN
0,NaN,0,NaN,0,1,10,50,69,17,80,1,72,16,NaN,5,NaN
0,NaN,0,NaN,0,14,64,37,44,25,69,9,4,7,NaN,7,NaN
0,NaN,0,NaN,9,10,80,48,118,22,77,95,46,35,NaN,6,NaN
0,NaN,0,NaN,17,0,67,106,30,151,56,48,104,113,NaN,21,NaN
0,NaN,0,NaN,0,8,33,33,67,131,122,50,30,5,NaN,0,NaN
0,NaN,0,NaN,1,0,29,37,29,55,70,44,70,9,NaN,14,NaN
0,NaN,0,NaN,17,15,22,63,50,80,71,1,44,17,NaN,1,NaN
0,NaN,1,NaN,0,3,5,86,124,84,37,88,31,3,NaN,0,NaN
0,NaN,0,NaN,20,28,33,74,90,93,143,45,39,65,NaN,7,NaN
0,NaN,0,NaN,0,0,0,53,175,107,65,3,66,0,NaN,0,NaN
0,NaN,0,NaN,0,17,34,30,79,89,115,99,15,0,NaN,45,NaN
0,NaN,0,NaN,0,0,58,86,109,94,138,105,45,11,NaN,8,NaN
0,NaN,0,NaN,0,1,13,53,55,105,153,54,97,59,NaN,4,NaN
0,NaN,0,NaN,1,4,14,39,59,35,0,81,8,7,NaN,1,NaN
0,NaN,0,NaN,1,6,55,69,154,126,103,83,36,6,NaN,11,NaN
0,NaN,0,NaN,0,1,15,20,23,108,22,5,12,4,NaN,6,NaN
0,NaN,0,NaN,1,22,42,31,79,72,46,57,60,84,NaN,2,NaN
0,NaN,0,NaN,2,16,1,102,124,0,120,58,2,13,NaN,3,NaN
0,NaN,0,NaN,3,25,13,60,133,59,93,69,48,66,NaN,5,NaN
0,NaN,0,NaN,1,17,19,44,22,33,90,26,1,5,NaN,9,NaN
0,NaN,0,NaN,0,24,1,53,33,4,121,24,3,13,NaN,0,NaN
1,NaN,0,NaN,1,8,59,58,92,87,109,55,13,8,NaN,10,NaN
1,NaN,0,NaN,0,32,4,125,45,71,40,43,12,9,NaN,51,NaN
0,NaN,0,NaN,9,2,3,104,206,47,66,26,31,0,NaN,11,NaN
0,NaN,1,NaN,0,39,0,117,81,60,141,63,16,13,NaN,0,NaN
0,NaN,0,NaN,3,3,30,53,87,132,4,72,71,18,NaN,1,NaN
0,NaN,2,NaN,5,8,0,91,104,95,1,149,52,19,NaN,89,NaN
0,NaN,0,NaN,0,25,1,29,52,46,56,65,18,11,NaN,14,NaN
0,NaN,0,NaN,0,1,30,66,57,62,24,117,7,26,NaN,27,NaN
0,NaN,0,NaN,0,7,34,57,25,74,92,1,64,1,NaN,4,NaN
0,NaN,0,NaN,0,0,18,6,83,43,76,19,10,65,NaN,1,NaN
0,NaN,0,NaN,0,49,13,17,168,153,0,52,2,12,NaN,6,NaN
1,NaN,0,NaN,0,0,3,54,116,122,45,36,55,8,NaN,5,NaN
0,NaN,0,NaN,1,4,33,48,5,75,169,34,2,69,NaN,6,NaN
0,NaN,0,NaN,0,0,36,2,65,186,172,123,72,21,NaN,0,NaN
0,NaN,0,NaN,4,2,17,20,214,110,56,31,5,4,NaN,8,NaN
1,NaN,0,NaN,2,1,7,5,28,154,84,173,3,27,NaN,4,NaN
0,NaN,0,NaN,1,8,14,85,131,51,68,28,192,17,NaN,1,NaN
0,NaN,0,NaN,11,14,53,14,70,35,132,31,7,0,NaN,10,NaN
0,NaN,1,NaN,0,33,61,3,100,22,147,35,1,10,NaN,0,NaN
0,NaN,0,NaN,0,2,26,70,107,146,0,127,61,5,NaN,6,NaN
0,NaN,0,NaN,2,20,10,101,63,88,79,36,17,32,NaN,4,NaN
1,NaN,0,NaN,8,15,19,94,87,91,21,0,2,4,NaN,8,NaN
0,NaN,0,NaN,2,7,7,116,101,72,170,53,126,13,NaN,4,NaN
1,NaN,3,NaN,3,0,43,23,131,151,57,200,0,73,NaN,2,NaN
0,NaN,0,NaN,10,9,80,26,24,63,46,59,12,22,NaN,107,NaN
0,NaN,1,NaN,1,3,29,69,95,36,52,8,99,26,NaN,11,NaN
1,NaN,0,NaN,2,6,53,33,58,124,76,91,25,16,NaN,1,NaN
0,NaN,0,NaN,0,1,32,43,73,75,18,75,5,17,NaN,3,NaN
0,NaN,0,NaN,0,43,30,16,46,24,141,57,30,15,NaN,9,NaN
2,NaN,0,NaN,5,6,48,71,63,158,148,113,10,9,NaN,3,NaN
0,NaN,0,NaN,0,0,39,79,92,142,57,47,16,1,NaN,7,NaN
0,NaN,0,NaN,0,0,27,48,3,149,90,10,17,16,NaN,32,NaN
1,NaN,0,NaN,0,39,110,0,99,103,23,88,16,24,NaN,36,NaN
1,NaN,0,NaN,15,9,75,44,58,75,53,27,58,2,NaN,27,NaN
0,NaN,0,NaN,0,0,13,41,72,31,35,0,88,47,NaN,1,NaN
1,NaN,1,NaN,0,21,112,41,36,67,24,41,101,5,NaN,37,NaN
0,NaN,1,NaN,1,9,21,20,66,29,35,20,32,0,NaN,7,NaN
0,NaN,0,NaN,1,0,14,108,62,54,127,180,1,12,NaN,3,NaN
0,NaN,0,NaN,3,1,13,26,41,82,129,103,3,64,NaN,11,NaN
0,NaN,0,NaN,0,3,32,66,153,18,17,99,14,23,NaN,2,NaN
2,NaN,0,NaN,0,1,8,78,0,106,0,29,47,4,NaN,10,NaN
0,NaN,0,NaN,12,0,2,35,90,253,54,81,81,41,NaN,21,NaN
1,NaN,0,NaN,14,24,34,59,148,22,126,47,33,5,NaN,10,NaN
0,NaN,0,NaN,4,7,4,37,144,97,50,65,118,16,NaN,7,NaN
0,NaN,0,NaN,0,0,11,66,59,74,36,89,9,17,NaN,1,NaN
0,NaN,0,NaN,2,7,1,21,52,14,95,69,28,11,NaN,13,NaN
0,NaN,0,NaN,7,2,42,43,30,143,53,72,0,34,NaN,0,NaN
0,NaN,1,NaN,0,7,7,1,85,98,37,55,37,112,NaN,1,NaN
0,NaN,0,NaN,6,1,20,37,24,25,54,96,35,5,NaN,5,NaN
0,NaN,0,NaN,0,1,32,80,73,28,46,133,161,5,NaN,6,NaN
0,NaN,0,NaN,0,1,70,43,66,36,76,13,69,6,NaN,0,NaN
0,NaN,0,NaN,0,7,51,112,142,113,31,13,14,50,NaN,34,NaN
0,NaN,1,NaN,1,25,92,125,66,273,0,13,28,10,NaN,1,NaN
1,NaN,0,NaN,5,52,18,1,45,89,9,24,43,2,NaN,2,NaN
0,NaN,0,NaN,5,5,19,16,120,98,131,3,15,11,NaN,31,NaN
0,NaN,0,NaN,2,1,0,27,91,64,108,84,49,15,NaN,1,NaN
2,NaN,0,NaN,21,43,1,27,53,97,17,55,1,4,NaN,1,NaN
0,NaN,0,NaN,0,4,6,96,101,15,37,107,33,46,NaN,0,NaN
0,NaN,0,NaN,1,0,14,110,144,75,90,3,38,49,NaN,9,NaN
0,NaN,0,NaN,1,37,50,73,31,175,69,20,0,4,NaN,5,NaN
0,NaN,0,NaN,1,2,59,37,30,159,124,37,69,2,NaN,6,NaN
8,NaN,0,NaN,0,36,25,77,71,22,74,48,12,27,NaN,1,NaN
1,NaN,0,NaN,0,0,52,7,70,39,1,17,77,37,NaN,0,NaN
1,NaN,1,NaN,0,1,21,118,40,140,156,15,37,7,NaN,73,NaN
2,NaN,0,NaN,1,13,3,33,14,4,0,121,72,1,NaN,9,NaN
1,NaN,1,NaN,0,16,13,106,82,48,107,4,0,71,NaN,2,NaN
0,NaN,0,NaN,0,0,10,54,44,82,43,74,64,0,NaN,15,NaN
0,NaN,0,NaN,38,54,4,96,53,156,56,32,19,8,NaN,13,NaN
0,NaN,0,NaN,0,1,61,44,31,119,46,51,25,6,NaN,8,NaN
0,NaN,2,NaN,0,14,4,32,34,30,22,28,45,88,NaN,17,NaN
0,NaN,2,NaN,10,29,72,32,35,38,93,39,53,64,NaN,0,NaN
0,NaN,1,NaN,0,5,24,0,22,171,72,119,117,2,NaN,68,NaN
1,NaN,0,NaN,0,8,44,34,58,127,82,19,49,39,NaN,7,NaN
0,NaN,0,NaN,0,2,65,42,115,28,159,149,41,6,NaN,24,NaN
1,NaN,0,NaN,2,18,11,48,3,80,147,84,89,47,NaN,0,NaN
0,NaN,1,NaN,0,1,15,68,51,116,75,29,41,24,NaN,4,NaN
0,NaN,0,NaN,0,72,1,76,66,50,170,57,68,6,NaN,32,NaN
0,NaN,0,NaN,0,1,6,55,84,52,7,46,30,9,NaN,1,NaN
0,NaN,0,NaN,7,24,38,6,86,30,158,22,4,0,NaN,3,NaN
0,NaN,0,NaN,1,50,45,23,113,15,30,69,43,25,NaN,32,NaN
0,NaN,0,NaN,3,17,33,100,31,52,45,3,12,51,NaN,0,NaN
0,NaN,0,NaN,3,12,0,62,11,97,21,43,127,117,NaN,20,NaN
0,NaN,0,NaN,6,31,15,93,110,91,96,148,2,46,NaN,86,NaN
0,NaN,2,NaN,1,4,94,92,72,198,23,76,17,20,NaN,16,NaN
0,NaN,0,NaN,2,2,32,12,0,117,3,48,38,1,NaN,13,NaN
0,NaN,1,NaN,4,0,106,40,148,120,45,49,81,87,NaN,1,NaN
0,NaN,1,NaN,18,21,6,82,150,64,44,110,8,0,NaN,7,NaN
0,NaN,0,NaN,70,42,11,68,147,86,90,85,60,3,NaN,4,NaN
1,NaN,1,NaN,0,1,4,138,117,44,16,46,66,107,NaN,9,NaN
0,NaN,0,NaN,0,5,20,40,87,162,27,0,109,97,NaN,5,NaN
0,NaN,0,NaN,18,29,43,37,10,80,141,55,42,11,NaN,14,NaN
0,NaN,1,NaN,3,0,39,68,33,66,125,13,15,61,NaN,1,NaN
0,NaN,0,NaN,1,10,0,43,78,157,14,18,24,9,NaN,78,NaN
0,NaN,1,NaN,0,20,3,22,33,15,154,71,17,2,NaN,11,NaN
0,NaN,0,NaN,0,18,16,54,78,64,0,47,15,0,NaN,98,NaN
0,NaN,0,NaN,2,1,2,50,80,87,40,13,16,1,NaN,38,NaN
0,NaN,0,NaN,1,0,24,71,24,171,86,96,17,17,NaN,4,NaN
0,NaN,1,NaN,7,9,23,64,84,93,81,79,39,2,NaN,1,NaN
NaN,NaN,2,NaN,22,33,45,76,25,92,17,5,49,108,NaN,7,NaN
NaN,NaN,1,NaN,2,1,52,30,57,131,42,11,29,21,NaN,16,NaN
NaN,NaN,0,NaN,0,21,1,40,65,116,85,71,0,33,NaN,13,NaN
NaN,NaN,2,NaN,1,3,0,27,40,70,52,84,25,15,NaN,6,NaN
NaN,NaN,0,NaN,4,1,13,33,86,158,53,61,13,171,NaN,48,NaN
NaN,NaN,0,NaN,6,32,46,36,80,63,9,0,33,106,NaN,8,NaN
NaN,NaN,2,NaN,17,1,49,91,67,150,113,113,27,18,NaN,18,NaN
NaN,NaN,0,NaN,0,2,11,38,61,147,0,109,27,1,NaN,0,NaN
NaN,NaN,0,NaN,17,14,48,115,0,77,232,54,46,37,NaN,6,NaN
NaN,NaN,20,NaN,0,1,29,46,78,47,79,48,30,28,NaN,0,NaN
NaN,NaN,0,NaN,14,1,42,55,9,84,78,7,109,27,NaN,9,NaN
NaN,NaN,0,NaN,1,1,1,95,80,51,48,50,85,40,NaN,0,NaN
NaN,NaN,0,NaN,1,8,109,30,160,31,147,9,7,94,NaN,36,NaN
NaN,NaN,0,NaN,0,43,10,64,77,97,143,16,28,20,NaN,8,NaN
NaN,NaN,0,NaN,4,23,11,100,110,71,49,54,17,10,NaN,1,NaN
NaN,NaN,0,NaN,0,22,36,25,53,92,21,20,3,45,NaN,18,NaN
NaN,NaN,0,NaN,0,7,14,74,50,100,135,134,43,87,NaN,3,NaN
NaN,NaN,0,NaN,2,30,16,12,81,160,102,0,4,74,NaN,0,NaN
NaN,NaN,0,NaN,2,0,1,84,112,117,84,5,18,1,NaN,2,NaN
NaN,NaN,0,NaN,0,13,24,81,103,55,66,69,100,1,NaN,14,NaN
NaN,NaN,1,NaN,0,99,0,124,0,127,14,83,55,76,NaN,4,NaN
NaN,NaN,1,NaN,1,8,2,7,47,128,115,182,77,98,NaN,17,NaN
NaN,NaN,0,NaN,0,33,0,37,105,86,76,5,0,92,NaN,0,NaN
NaN,NaN,0,NaN,0,0,53,79,51,94,157,145,95,2,NaN,18,NaN
