0min,1min,2min,4min,6min,8min,10min,15min,20min,25min,30min,35min,40min,45min,50min,55min,NaNmin
0,0,0,0,0,0,0,2,54,136,30,0,16,0,0,0,NaN
0,0,0,0,16,11,31,80,59,85,21,0,4,0,0,0,NaN
0,0,0,0,1,0,36,66,80,45,8,0,0,0,0,0,NaN
0,0,0,0,0,0,14,72,20,12,12,5,0,2,0,0,NaN
0,0,0,0,1,1,14,2,32,105,22,3,0,0,0,0,NaN
0,0,0,1,2,0,20,29,120,78,11,7,0,0,0,0,NaN
0,0,0,0,0,44,83,0,84,24,24,2,0,0,1,0,NaN
0,0,0,0,0,4,1,42,61,56,9,1,0,0,0,0,NaN
0,0,0,1,0,0,79,0,12,35,34,0,1,0,0,0,NaN
0,0,0,0,0,20,55,0,80,105,27,0,0,0,0,0,NaN
0,0,0,0,1,0,0,0,82,15,86,1,0,0,0,0,NaN
0,0,0,0,0,3,21,65,1,118,61,13,0,0,0,0,NaN
0,0,0,0,0,0,18,98,50,75,8,3,0,16,0,0,NaN
0,0,0,0,0,0,10,106,35,50,8,0,0,0,0,0,NaN
0,0,0,0,5,1,39,1,75,60,24,2,0,0,0,0,NaN
0,0,0,0,0,24,6,73,6,27,22,0,0,0,1,0,NaN
0,0,0,0,0,26,40,0,52,84,11,9,0,1,0,0,NaN
0,0,0,0,0,3,31,130,46,92,65,29,1,1,0,0,NaN
0,0,0,0,0,15,0,31,8,59,23,1,0,0,0,0,NaN
0,0,0,0,0,10,5,0,23,18,0,7,0,0,0,0,NaN
0,0,0,1,0,0,63,23,43,1,14,1,0,0,0,0,NaN
0,0,0,0,0,1,36,38,38,1,18,14,0,0,0,0,NaN
0,0,0,0,0,27,42,44,101,7,30,11,1,0,0,0,NaN
0,0,0,0,0,0,9,0,33,75,7,1,0,0,0,0,NaN
0,0,0,0,0,12,35,99,63,19,4,0,1,1,0,0,NaN
0,0,0,0,0,45,62,28,31,99,18,0,0,0,0,0,NaN
0,0,0,0,15,0,15,45,135,55,27,13,0,0,0,0,NaN
0,0,0,0,0,1,49,39,88,117,11,1,3,0,0,0,NaN
0,0,0,0,0,13,101,118,41,167,4,0,1,0,0,0,NaN
0,0,0,0,15,22,82,95,27,55,16,5,0,0,0,0,NaN
0,0,0,0,4,37,38,137,97,56,1,0,0,1,0,0,NaN
0,0,0,0,0,1,36,69,62,85,39,10,0,0,0,0,NaN
0,0,0,0,0,3,22,28,31,31,1,1,2,0,0,0,NaN
0,0,0,0,0,0,93,73,91,0,43,0,3,0,0,0,NaN
0,0,0,0,0,1,38,41,59,19,3,3,0,0,0,0,NaN
0,0,0,0,3,31,10,79,22,95,1,2,0,1,0,0,NaN
0,0,0,0,3,46,55,150,93,4,8,16,1,0,0,0,NaN
0,0,0,0,27,0,34,63,138,76,2,1,0,0,0,0,NaN
0,0,0,1,0,34,7,1,66,40,3,7,1,0,0,0,NaN
0,0,0,0,0,14,36,64,45,32,15,1,0,0,0,0,NaN
0,0,0,0,8,36,30,55,92,140,2,1,0,0,0,0,NaN
0,0,0,0,0,8,27,108,85,50,17,2,0,0,0,0,NaN
0,0,0,0,0,0,37,0,13,0,3,7,0,0,0,0,NaN
0,0,0,0,0,41,79,122,50,23,11,7,2,0,0,0,NaN
0,0,0,0,18,23,30,0,42,42,19,11,0,0,0,0,NaN
0,0,0,0,7,10,42,150,103,141,0,7,1,0,0,0,NaN
0,0,0,0,0,2,15,73,70,92,13,0,0,0,0,0,NaN
0,0,0,0,3,22,37,0,39,50,0,2,0,3,0,0,NaN
0,0,0,0,0,0,50,118,73,71,0,3,0,0,0,0,NaN
0,0,0,0,0,12,62,0,40,19,3,0,1,2,0,0,NaN
0,0,0,0,0,0,36,0,28,64,0,4,0,2,0,0,NaN
0,0,0,0,4,16,42,82,49,59,9,1,0,0,0,0,NaN
0,1,0,0,2,23,0,70,110,13,9,0,1,0,0,0,NaN
0,0,0,0,0,33,48,45,38,60,16,3,0,1,0,0,NaN
0,0,0,1,14,52,54,37,22,150,27,0,0,0,0,0,NaN
0,0,0,0,1,7,0,66,33,8,19,1,0,0,0,0,NaN
0,0,0,0,2,41,113,61,1,21,6,0,0,0,1,0,NaN
0,0,0,0,7,0,2,47,101,63,11,0,0,0,0,0,NaN
0,0,0,1,1,1,28,60,74,60,6,1,0,0,0,0,NaN
0,0,0,0,0,0,25,102,6,39,5,0,9,0,0,0,NaN
0,0,0,0,1,1,14,70,14,88,45,0,1,0,0,0,NaN
0,0,0,0,0,32,18,89,58,26,4,1,0,0,0,0,NaN
0,0,0,0,6,12,47,14,43,88,26,6,1,9,1,0,NaN
0,0,0,0,0,13,40,0,21,99,13,10,0,0,0,0,NaN
0,0,0,0,0,32,10,93,89,36,9,35,0,0,0,0,NaN
0,0,0,0,6,20,48,0,27,33,17,0,0,0,0,0,NaN
0,0,0,0,1,0,0,40,16,36,10,3,0,0,0,0,NaN
0,0,0,0,0,0,24,0,18,30,12,2,1,1,0,0,NaN
0,0,0,0,0,0,0,126,94,38,5,0,0,1,0,0,NaN
0,0,0,0,1,0,19,117,28,33,3,5,0,1,0,0,NaN
0,0,0,0,18,3,16,134,43,23,3,0,0,0,0,0,NaN
0,0,0,0,1,12,50,100,21,94,9,1,2,0,0,0,NaN
0,0,0,0,0,0,2,108,47,98,47,12,1,1,0,0,NaN
0,0,0,0,13,15,1,11,32,96,30,1,0,0,0,0,NaN
0,0,0,0,6,5,2,5,15,51,2,0,0,0,1,0,NaN
0,0,0,0,3,35,72,149,4,56,33,2,0,0,0,0,NaN
0,3,0,0,3,10,43,65,40,64,18,0,0,0,0,0,NaN
0,0,0,1,0,15,21,58,91,0,5,6,0,0,0,0,NaN
0,0,0,0,8,0,9,32,60,104,23,15,2,0,0,0,NaN
0,0,0,0,0,20,45,67,80,34,12,2,0,0,0,0,NaN
0,0,0,0,0,0,1,42,45,56,9,1,0,0,0,0,NaN
0,0,0,0,5,10,61,102,96,42,7,1,2,0,0,0,NaN
0,0,0,0,0,22,5,36,53,87,3,52,0,0,0,0,NaN
0,0,0,0,0,0,1,41,97,14,33,2,0,0,0,1,NaN
0,0,1,0,2,0,26,80,48,28,0,2,0,0,0,0,NaN
0,0,0,0,26,53,14,136,40,0,28,0,2,0,0,0,NaN
0,0,0,0,0,24,5,58,21,92,29,0,0,0,0,0,NaN
0,0,0,0,2,0,7,62,42,3,3,1,1,0,0,0,NaN
0,0,0,0,1,24,49,72,34,81,11,2,0,0,0,0,NaN
0,0,0,0,0,21,3,41,29,70,2,15,0,0,0,0,NaN
0,0,0,0,0,12,3,27,58,51,8,3,0,0,0,0,NaN
0,0,0,0,7,31,17,21,70,9,17,2,0,0,0,0,NaN
0,0,0,0,4,3,22,47,49,14,4,1,0,1,0,0,NaN
0,0,0,0,2,21,142,41,58,42,24,0,0,0,0,1,NaN
0,0,0,0,0,17,0,15,39,49,0,0,0,1,0,0,NaN
0,0,0,0,1,19,12,0,28,4,6,11,0,2,1,0,NaN
0,0,0,0,2,31,44,1,66,87,2,11,0,0,0,1,NaN
0,0,0,0,9,8,26,64,50,89,1,0,1,1,0,0,NaN
0,0,0,0,5,27,6,0,85,0,0,8,0,1,1,0,NaN
0,0,0,5,11,51,33,101,46,71,27,2,7,0,1,0,NaN
2,0,0,0,1,8,0,0,58,33,5,0,0,0,0,0,NaN
0,0,0,0,0,0,53,132,3,71,3,1,0,0,0,0,NaN
0,0,0,0,8,1,6,79,45,0,4,1,1,0,0,0,NaN
0,0,0,0,4,64,52,135,44,34,4,4,0,0,0,0,NaN
0,0,0,3,0,0,3,93,38,158,12,0,5,0,0,0,NaN
0,0,0,0,2,1,58,87,58,8,0,2,0,0,0,0,NaN
0,0,0,0,0,21,39,29,56,84,3,12,1,4,0,0,NaN
0,0,0,0,2,0,89,87,28,58,23,0,0,0,0,0,NaN
0,0,0,0,1,0,33,99,7,27,38,0,0,0,0,0,NaN
0,0,0,0,14,17,25,89,23,22,17,0,0,1,0,0,NaN
0,0,0,1,0,15,31,0,64,37,18,0,1,0,1,0,NaN
0,0,0,0,0,56,12,38,65,62,17,7,0,2,1,0,NaN
