0min,1min,2min,4min,6min,8min,10min,15min,20min,25min,30min,35min,40min,45min,50min,55min,NaNmin
1,0,0,1,0,43,11,64,12,49,17,96,50,33,47,1,NaN
0,0,0,1,0,18,32,110,64,107,80,140,20,41,55,2,NaN
0,0,0,2,0,28,1,53,8,136,87,135,22,32,15,3,NaN
0,0,0,0,29,2,85,120,18,184,44,101,27,13,64,5,NaN
0,0,1,0,1,1,1,78,36,61,39,21,5,86,22,40,NaN
0,0,0,0,0,0,65,59,75,145,83,75,50,8,2,2,NaN
4,0,2,0,1,12,14,29,51,55,52,50,36,4,37,5,NaN
1,0,0,1,9,17,10,53,49,57,26,98,28,14,23,0,NaN
0,1,0,0,4,31,37,26,112,23,50,3,38,71,21,1,NaN
1,0,13,0,3,23,70,12,97,93,97,80,109,76,34,3,NaN
0,0,0,0,0,0,29,68,74,139,63,21,0,5,6,20,NaN
1,0,0,2,9,4,3,73,48,92,83,102,4,41,6,0,NaN
0,0,0,1,19,6,22,59,59,128,44,26,0,36,38,0,NaN
0,0,0,1,2,1,45,55,118,64,17,143,29,22,2,2,NaN
0,0,1,0,6,16,4,28,40,119,44,47,20,49,0,2,NaN
0,0,0,1,0,32,1,75,56,62,105,10,23,2,15,2,NaN
0,0,0,1,0,25,65,86,33,6,49,70,9,16,0,58,NaN
0,0,0,0,16,20,46,19,37,126,55,121,79,4,1,8,NaN
0,0,0,0,0,18,29,111,21,147,29,60,41,79,22,2,NaN
2,0,0,0,3,4,18,62,156,64,6,25,80,133,24,19,NaN
24,1,1,0,0,72,29,51,18,212,147,153,72,1,45,0,NaN
0,0,12,0,1,0,28,47,121,142,10,82,46,35,59,1,NaN
1,0,0,0,3,6,46,61,109,108,58,85,24,8,0,1,NaN
0,1,0,0,1,28,0,65,103,20,56,22,51,43,25,15,NaN
1,0,0,1,0,0,31,117,50,107,40,81,7,2,39,7,NaN
0,0,0,0,0,39,6,80,39,7,56,45,41,37,12,0,NaN
2,0,0,1,6,19,107,85,20,36,11,69,81,28,31,0,NaN
1,0,0,0,2,12,17,87,64,89,18,151,11,56,0,2,NaN
1,0,0,0,11,20,48,47,146,122,13,49,85,55,1,1,NaN
1,4,0,0,9,61,4,107,41,87,99,77,99,10,5,2,NaN
0,1,0,0,1,0,29,11,74,109,59,133,43,15,6,1,NaN
0,0,0,0,2,9,69,33,74,202,38,76,111,3,9,23,NaN
0,0,0,0,0,87,122,37,73,112,71,33,10,30,90,2,NaN
0,0,0,1,1,8,1,80,80,56,34,14,24,11,7,122,NaN
0,0,0,3,1,11,51,27,110,80,50,135,74,6,6,15,NaN
0,0,0,0,1,38,69,9,93,58,31,101,35,10,41,2,NaN
1,1,0,4,0,42,5,50,19,157,97,181,43,20,51,4,NaN
0,1,0,0,0,69,59,33,140,115,53,103,24,10,1,25,NaN
1,0,0,0,8,3,31,84,184,69,24,25,59,78,43,19,NaN
0,0,0,0,0,55,95,17,54,116,19,127,9,42,1,35,NaN
1,0,0,0,0,5,82,88,118,90,25,27,34,83,26,9,NaN
0,1,1,0,0,10,36,104,78,120,22,88,103,74,0,3,NaN
0,0,0,0,10,11,48,115,52,136,37,42,31,8,52,4,NaN
1,0,1,0,1,0,34,50,28,25,43,29,75,136,6,9,NaN
0,1,0,0,4,27,63,60,152,56,97,26,13,79,14,20,NaN
0,0,1,0,2,3,16,14,22,167,49,54,13,76,0,0,NaN
0,0,1,0,1,13,1,54,131,47,46,139,3,3,11,4,NaN
0,0,0,0,3,98,45,38,14,50,72,67,37,30,13,0,NaN
1,0,0,0,1,1,48,97,84,0,26,115,91,9,8,6,NaN
0,1,0,0,28,23,176,32,87,85,36,28,116,106,17,22,NaN
2,2,0,0,4,0,37,30,47,80,55,196,52,45,9,7,NaN
0,0,0,1,1,51,21,81,22,150,42,43,74,20,6,30,NaN
0,0,1,3,2,29,78,122,81,124,54,181,144,108,60,0,NaN
3,1,0,0,1,13,64,117,14,128,146,13,29,69,40,47,NaN
0,0,0,0,0,22,14,37,62,125,22,55,0,7,1,0,NaN
1,0,0,1,0,12,1,20,164,148,59,63,27,0,0,1,NaN
0,0,0,0,0,39,49,82,124,58,37,170,60,112,0,15,NaN
0,0,0,1,1,0,25,58,75,122,54,25,67,77,0,30,NaN
1,0,0,0,6,23,110,90,67,110,115,81,103,41,11,22,NaN
0,0,0,0,19,11,5,54,59,57,36,140,21,23,27,0,NaN
2,1,0,0,2,8,83,21,73,186,34,85,105,28,65,70,NaN
0,0,0,2,0,0,9,88,78,102,35,127,49,14,10,10,NaN
0,0,1,1,0,37,0,24,56,124,7,46,0,68,18,2,NaN
0,0,1,0,0,38,26,81,111,56,65,99,25,20,52,28,NaN
0,0,1,0,1,10,13,15,63,59,83,49,19,45,9,0,NaN
2,0,1,0,0,0,6,149,45,55,19,65,14,7,42,6,NaN
1,1,0,1,10,9,45,34,46,127,62,91,26,18,0,34,NaN
1,3,0,0,2,31,56,23,135,105,88,24,41,78,9,4,NaN
0,0,0,1,8,9,67,87,48,105,102,31,92,11,1,4,NaN
2,0,0,0,0,11,40,9,55,117,49,48,18,17,0,3,NaN
0,1,3,0,1,0,36,0,41,208,49,53,0,0,0,2,NaN
0,1,0,5,6,31,57,85,52,177,78,19,77,67,6,35,NaN
4,0,1,1,0,15,4,81,25,41,49,73,12,16,20,0,NaN
0,0,0,0,10,2,45,40,48,25,67,15,38,1,2,2,NaN
0,1,0,1,5,2,19,83,121,142,18,72,49,35,14,37,NaN
2,0,1,0,4,9,39,43,26,7,54,36,9,23,3,9,NaN
1,0,0,1,0,12,15,30,67,77,132,126,106,0,24,32,NaN
0,0,0,0,6,27,28,83,49,96,26,145,11,114,7,34,NaN
0,0,0,7,0,6,15,79,110,81,30,1,34,5,26,16,NaN
6,0,1,3,3,9,14,47,56,37,36,1,43,42,47,4,NaN
1,0,1,0,0,28,24,93,86,106,57,40,33,11,2,0,NaN
0,0,0,0,3,0,37,74,75,0,108,106,67,48,3,6,NaN
0,1,1,9,0,4,1,51,44,98,37,0,78,6,6,3,NaN
0,0,0,0,0,16,45,142,109,170,97,102,1,13,43,1,NaN
0,0,0,0,1,19,63,63,29,99,19,8,47,12,37,5,NaN
0,0,0,1,0,16,22,108,71,31,103,73,88,12,15,0,NaN
1,0,1,0,3,17,96,54,83,99,28,85,31,55,40,28,NaN
0,0,0,0,1,18,25,117,32,14,24,78,48,0,3,7,NaN
0,0,0,0,2,2,68,59,59,34,58,89,145,33,4,1,NaN
0,0,0,20,5,19,39,43,90,191,80,87,46,2,17,24,NaN
0,0,0,7,0,6,1,13,65,99,69,42,8,22,12,1,NaN
0,0,1,0,0,11,7,49,56,116,113,33,52,3,6,3,NaN
0,0,3,0,0,7,24,3,23,131,31,128,10,0,17,7,NaN
0,1,0,1,7,2,2,64,83,72,55,203,20,53,0,18,NaN
0,0,1,0,7,18,0,67,73,140,30,30,66,39,13,33,NaN
0,0,2,1,0,35,20,38,91,106,24,89,112,52,0,0,NaN
1,2,1,0,5,14,26,64,11,139,108,54,94,5,14,0,NaN
0,0,1,0,0,59,44,93,40,126,82,23,9,4,60,40,NaN
0,0,0,0,6,23,95,22,87,78,50,45,68,8,10,21,NaN
0,0,0,0,21,44,27,70,115,172,122,105,53,9,29,0,NaN
2,0,1,0,13,7,43,68,39,49,26,86,139,4,57,2,NaN
1,0,8,0,4,12,23,95,46,56,36,88,28,7,18,1,NaN
1,0,2,3,3,0,123,117,109,62,91,39,101,6,18,9,NaN
2,0,0,0,0,1,18,2,144,49,40,144,61,78,10,0,NaN
2,0,0,0,24,1,93,48,76,94,33,119,85,54,2,7,NaN
0,0,1,1,0,16,11,45,25,72,16,2,135,40,23,11,NaN
1,0,0,0,2,33,4,4,115,201,33,72,50,45,11,0,NaN
0,0,0,0,0,2,2,69,61,97,56,23,5,75,0,2,NaN
0,0,0,0,2,4,18,80,62,209,9,36,22,37,0,31,NaN
0,0,0,0,0,15,37,69,53,102,145,10,39,26,1,46,NaN
1,0,0,1,13,9,21,3,23,62,109,68,99,26,0,3,NaN
0,0,6,1,1,36,74,42,37,12,52,45,89,1,29,10,NaN
0,0,0,0,0,9,14,100,20,189,64,99,23,129,2,9,NaN
0,0,0,0,11,5,93,39,42,65,7,104,50,1,10,14,NaN
0,2,0,0,10,5,8,26,44,231,16,19,25,13,1,0,NaN
0,0,0,0,11,2,85,42,88,63,62,89,45,0,12,7,NaN
1,1,0,0,5,0,17,32,91,118,43,73,14,34,5,0,NaN
0,2,1,0,5,9,60,43,43,43,52,41,13,0,1,17,NaN
1,0,0,9,0,1,46,122,52,176,69,72,33,30,0,7,NaN
8,0,0,0,1,20,78,15,87,104,115,55,58,92,0,10,NaN
0,1,0,0,0,8,46,125,64,74,102,114,70,6,0,12,NaN
2,0,0,2,0,28,1,147,41,150,53,64,3,8,5,1,NaN
0,0,0,0,0,13,93,89,101,166,103,139,25,21,2,11,NaN
0,0,0,0,0,13,80,89,166,84,51,94,36,21,0,13,NaN
0,0,0,0,2,4,0,47,57,74,7,28,111,39,33,2,NaN
1,0,0,0,3,16,54,55,90,143,45,1,118,40,11,11,NaN
0,0,0,0,1,2,0,106,61,77,140,40,26,32,1,2,NaN
0,0,0,2,0,0,50,91,38,66,81,31,68,34,36,0,NaN
0,0,0,2,8,16,50,11,37,77,27,43,70,9,10,11,NaN
0,0,0,0,2,2,91,24,69,76,13,0,11,43,0,45,NaN
0,0,0,0,1,6,27,95,176,111,52,119,2,0,21,22,NaN
1,0,1,0,0,0,50,97,35,70,10,13,33,4,7,88,NaN
0,0,1,0,2,7,110,151,46,32,50,47,71,27,15,12,NaN
0,0,0,0,0,0,34,30,137,88,49,56,72,50,11,0,NaN
0,0,0,0,10,5,33,67,115,187,78,39,1,8,10,5,NaN
0,2,0,0,5,7,2,65,83,53,54,68,70,38,10,10,NaN
1,0,0,0,7,8,8,41,160,112,69,31,31,26,3,5,NaN
0,0,0,0,9,7,0,48,24,71,55,65,2,0,1,5,NaN
0,0,0,0,1,19,33,31,31,150,47,14,10,5,15,62,NaN
0,2,1,9,1,32,46,122,61,41,55,150,28,1,1,46,NaN
0,0,0,0,0,2,3,94,33,31,49,96,45,2,5,23,NaN
0,6,0,0,5,0,41,106,62,2,76,54,39,36,8,3,NaN
2,0,0,0,2,26,25,1,123,153,24,24,40,78,1,6,NaN
1,0,1,0,0,0,23,53,41,76,28,1,40,13,7,5,NaN
0,0,0,0,0,2,106,78,46,80,3,148,4,0,5,12,NaN
0,0,0,0,0,1,30,64,39,94,61,47,70,2,1,9,NaN
0,0,0,0,14,40,34,28,127,57,47,55,46,0,8,19,NaN
0,0,0,0,1,61,73,33,54,35,32,147,98,29,11,6,NaN
2,0,0,0,2,43,66,100,48,40,26,100,15,7,10,8,NaN
0,4,0,0,0,27,50,7,61,58,103,91,89,7,19,21,NaN
8,0,0,0,0,0,55,53,121,129,102,44,21,12,22,0,NaN
0,0,3,0,8,0,70,10,18,113,93,49,66,30,62,6,NaN
1,0,2,0,20,52,93,39,22,111,47,52,30,0,4,115,NaN
0,0,0,0,1,17,32,92,77,114,27,109,25,31,86,26,NaN
0,0,0,0,0,3,41,106,85,103,148,34,23,1,82,27,NaN
0,1,0,0,10,0,9,98,39,42,61,24,48,5,43,24,NaN
0,0,1,0,0,5,3,103,105,176,35,48,13,25,46,4,NaN
0,0,0,1,31,10,38,54,101,172,16,73,10,31,87,0,NaN
0,0,1,0,16,0,37,60,55,75,27,41,49,58,4,12,NaN
0,0,0,0,3,72,43,87,113,35,95,53,54,68,15,12,NaN
0,0,0,0,1,13,33,165,49,128,67,101,130,7,48,24,NaN
2,0,1,0,0,1,72,180,17,80,29,88,5,20,36,0,NaN
0,0,1,0,1,43,8,65,1,71,66,72,18,1,13,32,NaN
0,0,0,0,0,45,8,63,78,88,52,67,8,27,22,5,NaN
0,3,1,0,0,20,28,27,61,7,10,14,53,18,1,5,NaN
2,0,1,0,0,23,11,77,53,102,42,107,97,19,7,51,NaN
0,0,0,0,0,49,72,189,6,141,27,149,94,1,3,37,NaN
0,0,0,0,16,6,42,69,33,71,67,46,25,3,31,54,NaN
0,0,0,1,0,10,23,28,15,32,96,143,68,1,13,10,NaN
0,0,1,0,0,6,32,34,69,78,146,109,61,1,19,0,NaN
0,6,0,1,0,11,49,20,53,45,24,118,95,7,9,0,NaN
0,0,0,0,1,3,0,42,33,72,110,38,71,8,58,20,NaN
1,0,0,0,1,16,21,91,104,74,128,47,4,17,38,0,NaN
2,0,1,0,1,30,17,74,59,97,111,91,11,9,12,15,NaN
1,0,0,1,0,2,73,35,105,21,31,103,64,30,49,1,NaN
0,0,0,0,1,11,0,90,58,76,111,61,64,19,32,3,NaN
0,0,0,0,9,10,9,71,40,91,27,9,43,84,2,3,NaN
0,1,1,0,4,27,12,170,0,25,84,21,23,98,35,44,NaN
0,0,0,1,3,9,58,71,77,153,53,95,11,2,11,20,NaN
0,0,0,15,2,17,46,69,28,32,60,62,76,113,113,0,NaN
1,1,0,2,1,6,30,81,53,93,42,58,32,37,26,3,NaN
1,0,0,1,0,8,49,32,95,107,27,2,73,3,19,3,NaN
0,0,0,0,4,0,21,28,78,115,83,5,34,8,20,1,NaN
1,0,0,0,6,0,12,88,48,162,84,16,11,82,0,0,NaN
0,0,0,0,1,4,53,43,43,8,108,56,92,75,43,9,NaN
0,0,1,1,16,0,4,70,43,128,38,147,52,22,53,1,NaN
0,0,0,0,1,1,22,182,108,64,34,87,103,62,16,18,NaN
2,0,1,1,0,10,54,89,77,63,54,49,41,9,0,7,NaN
0,0,0,1,13,67,7,128,10,91,37,104,17,52,0,5,NaN
1,0,0,0,1,9,0,50,124,99,27,17,81,0,4,84,NaN
0,0,0,0,1,23,35,107,44,64,115,115,17,32,1,0,NaN
2,1,1,0,0,14,64,9,55,97,54,44,54,48,29,7,NaN
1,0,0,1,0,8,32,43,105,96,62,74,29,20,0,1,NaN
0,0,2,0,0,0,3,55,54,6,36,86,5,8,37,6,NaN
1,0,1,2,1,0,39,178,28,87,147,26,49,0,5,38,NaN
0,0,1,0,2,12,23,72,43,116,66,102,1,43,6,3,NaN
0,0,0,0,0,6,0,56,75,51,73,59,87,22,59,38,NaN
0,1,0,0,0,12,28,97,7,76,31,65,27,108,9,13,NaN
0,0,0,0,0,7,1,173,57,64,42,70,22,75,4,0,NaN
1,0,1,0,0,12,0,51,54,91,66,25,23,0,35,10,NaN
0,1,3,0,0,12,52,40,62,227,74,128,92,4,4,3,NaN
1,3,0,0,2,1,11,73,101,133,85,6,0,11,36,25,NaN
0,8,0,0,0,9,1,50,33,102,22,14,27,2,2,12,NaN
1,0,0,0,5,23,115,59,157,86,9,63,106,68,12,2,NaN
0,0,0,0,0,1,42,124,153,27,114,92,65,62,7,14,NaN
0,1,4,0,0,5,44,29,99,138,18,0,87,1,1,37,NaN
0,0,1,1,3,30,40,79,47,64,86,119,59,21,12,45,NaN
0,0,2,0,0,51,5,131,13,63,67,46,91,51,4,14,NaN
0,0,0,0,0,3,16,4,54,14,109,188,79,8,20,1,NaN
0,0,1,0,1,17,78,50,3,130,21,106,58,1,16,0,NaN
0,0,1,0,0,19,3,11,106,175,30,69,13,72,6,5,NaN
1,0,1,0,1,43,27,33,73,221,83,85,9,39,7,1,NaN
0,0,0,2,2,4,18,75,63,99,75,38,85,136,22,85,NaN
0,0,0,0,1,31,65,182,57,52,106,49,47,8,1,4,NaN
0,0,0,0,7,32,33,111,116,87,25,73,5,39,67,5,NaN
1,0,0,0,0,26,11,65,33,90,45,101,64,9,24,1,NaN
0,0,0,0,10,7,97,83,69,45,24,134,41,54,14,5,NaN
0,0,1,1,0,18,0,49,58,57,40,67,12,23,16,9,NaN
1,0,0,0,3,26,45,49,98,43,84,88,123,88,25,15,NaN
2,0,4,1,2,1,21,62,57,103,35,66,33,14,6,12,NaN
0,0,2,0,1,0,17,22,42,44,88,31,18,7,5,3,NaN
0,1,0,0,1,0,31,42,97,27,0,3,28,10,32,7,NaN
0,0,0,5,12,60,3,0,99,123,73,70,19,28,0,17,NaN
0,0,2,2,0,0,19,112,130,181,39,122,60,3,4,1,NaN
0,0,0,0,2,19,86,97,26,58,12,64,17,54,13,19,NaN
0,0,0,0,3,0,0,21,75,142,10,35,65,0,0,3,NaN
0,1,1,0,0,55,79,59,102,182,82,175,75,0,2,3,NaN
2,0,0,0,0,11,24,44,54,149,7,4,25,3,30,1,NaN
0,1,0,4,2,2,42,56,67,128,99,69,80,19,8,15,NaN
1,0,0,2,0,8,58,48,57,29,86,72,31,48,34,0,NaN
0,0,1,0,6,6,33,32,72,76,107,35,10,29,24,2,NaN
0,0,0,1,0,7,76,53,110,58,29,103,19,39,18,9,NaN
0,0,0,1,1,1,100,102,55,169,56,60,70,16,4,45,NaN
4,1,0,2,0,15,14,82,107,153,95,31,70,58,36,60,NaN
0,3,2,0,2,2,0,142,54,144,8,17,3,10,17,5,NaN
0,3,0,0,13,0,73,40,101,150,3,132,45,9,0,2,NaN
1,1,0,0,1,45,127,47,45,160,29,1,16,28,7,8,NaN
0,0,0,0,0,1,96,38,72,34,27,17,8,2,22,1,NaN
1,0,0,0,3,0,87,89,29,42,28,21,100,8,39,1,NaN
0,0,0,0,1,10,9,2,41,78,72,24,24,74,28,22,NaN
2,0,0,0,8,53,2,91,65,97,85,102,101,0,13,9,NaN
0,0,0,0,9,1,7,9,62,65,89,28,6,82,2,1,NaN
