unique_cell_id,num_spots,num_nuc_spots,num_cyto_spots,num_ts,num_foci,num_spots_ts,largest_ts,second_largest_ts,num_spots_foci,nuc_area,cyto_area,time,dex_conc,replica,fov,nas_location,h5_idx
200111,114,47,67,0,0,0,0,0,0,9160.0,16010.0,40,100,E,8,smFISH_images/Eric_smFISH_images/20220421/DUSP1_100nM_Dex_R3_20220419_40min/DUSP1_100nM_Dex_R3_20220419_40min.h5,0
200113,43,22,21,1,0,17,17,0,0,8780.0,12601.0,40,100,E,8,smFISH_images/Eric_smFISH_images/20220421/DUSP1_100nM_Dex_R3_20220419_40min/DUSP1_100nM_Dex_R3_20220419_40min.h5,0
200114,665,299,366,9,1,58,14,11,4,18019.0,38352.0,40,100,E,8,smFISH_images/Eric_smFISH_images/20220421/DUSP1_100nM_Dex_R3_20220419_40min/DUSP1_100nM_Dex_R3_20220419_40min.h5,0
200115,108,48,60,1,0,6,6,0,0,7869.0,13160.0,40,100,E,9,smFISH_images/Eric_smFISH_images/20220421/DUSP1_100nM_Dex_R3_20220419_40min/DUSP1_100nM_Dex_R3_20220419_40min.h5,0
200116,378,86,292,0,1,0,0,0,4,5327.0,26961.0,40,100,E,9,smFISH_images/Eric_smFISH_images/20220421/DUSP1_100nM_Dex_R3_20220419_40min/DUSP1_100nM_Dex_R3_20220419_40min.h5,0
200117,216,38,178,0,1,0,0,0,4,6555.0,27359.0,40,100,E,9,smFISH_images/Eric_smFISH_images/20220421/DUSP1_100nM_Dex_R3_20220419_40min/DUSP1_100nM_Dex_R3_20220419_40min.h5,0
200119,88,36,52,0,0,0,0,0,0,7487.0,13609.0,40,100,E,9,smFISH_images/Eric_smFISH_images/20220421/DUSP1_100nM_Dex_R3_20220419_40min/DUSP1_100nM_Dex_R3_20220419_40min.h5,0
200120,162,0,162,0,1,0,0,0,11,111.0,22361.0,40,100,E,9,smFISH_images/Eric_smFISH_images/20220421/DUSP1_100nM_Dex_R3_20220419_40min/DUSP1_100nM_Dex_R3_20220419_40min.h5,0
200121,138,5,133,0,1,0,0,0,6,216.0,26769.0,40,100,E,9,smFISH_images/Eric_smFISH_images/20220421/DUSP1_100nM_Dex_R3_20220419_40min/DUSP1_100nM_Dex_R3_20220419_40min.h5,0
200125,70,26,44,1,0,4,4,0,0,9748.0,19965.0,40,100,E,10,smFISH_images/Eric_smFISH_images/20220421/DUSP1_100nM_Dex_R3_20220419_40min/DUSP1_100nM_Dex_R3_20220419_40min.h5,0
200126,83,30,53,1,0,5,5,0,0,8309.0,17604.0,40,100,E,10,smFISH_images/Eric_smFISH_images/20220421/DUSP1_100nM_Dex_R3_20220419_40min/DUSP1_100nM_Dex_R3_20220419_40min.h5,0
200127,242,72,170,1,2,4,4,0,9,9618.0,21314.0,40,100,E,10,smFISH_images/Eric_smFISH_images/20220421/DUSP1_100nM_Dex_R3_20220419_40min/DUSP1_100nM_Dex_R3_20220419_40min.h5,0
200129,49,19,30,0,0,0,0,0,0,8418.0,18034.0,40,100,E,10,smFISH_images/Eric_smFISH_images/20220421/DUSP1_100nM_Dex_R3_20220419_40min/DUSP1_100nM_Dex_R3_20220419_40min.h5,0
200130,40,15,25,0,0,0,0,0,0,8926.0,11243.0,40,100,E,10,smFISH_images/Eric_smFISH_images/20220421/DUSP1_100nM_Dex_R3_20220419_40min/DUSP1_100nM_Dex_R3_20220419_40min.h5,0
200131,216,88,128,0,0,0,0,0,0,8032.0,15800.0,40,100,E,10,smFISH_images/Eric_smFISH_images/20220421/DUSP1_100nM_Dex_R3_20220419_40min/DUSP1_100nM_Dex_R3_20220419_40min.h5,0
200132,260,122,138,2,1,11,6,5,4,9274.0,16124.0,40,100,E,10,smFISH_images/Eric_smFISH_images/20220421/DUSP1_100nM_Dex_R3_20220419_40min/DUSP1_100nM_Dex_R3_20220419_40min.h5,0
200133,71,20,51,0,0,0,0,0,0,10473.0,19609.0,40,100,E,10,smFISH_images/Eric_smFISH_images/20220421/DUSP1_100nM_Dex_R3_20220419_40min/DUSP1_100nM_Dex_R3_20220419_40min.h5,0
200135,125,61,64,1,0,4,4,0,0,10332.0,17065.0,40,100,E,10,smFISH_images/Eric_smFISH_images/20220421/DUSP1_100nM_Dex_R3_20220419_40min/DUSP1_100nM_Dex_R3_20220419_40min.h5,0
200136,65,36,29,0,0,0,0,0,0,8691.0,18128.0,40,100,E,10,smFISH_images/Eric_smFISH_images/20220421/DUSP1_100nM_Dex_R3_20220419_40min/DUSP1_100nM_Dex_R3_20220419_40min.h5,0
200137,135,59,76,0,0,0,0,0,0,7825.0,11165.0,40,100,E,11,smFISH_images/Eric_smFISH_images/20220421/DUSP1_100nM_Dex_R3_20220419_40min/DUSP1_100nM_Dex_R3_20220419_40min.h5,0
200138,325,147,178,2,0,9,5,4,0,10617.0,23519.0,40,100,E,11,smFISH_images/Eric_smFISH_images/20220421/DUSP1_100nM_Dex_R3_20220419_40min/DUSP1_100nM_Dex_R3_20220419_40min.h5,0
200139,110,30,80,0,1,0,0,0,4,7870.0,18657.0,40,100,E,11,smFISH_images/Eric_smFISH_images/20220421/DUSP1_100nM_Dex_R3_20220419_40min/DUSP1_100nM_Dex_R3_20220419_40min.h5,0
200141,183,51,132,0,1,0,0,0,4,9705.0,19899.0,40,100,E,11,smFISH_images/Eric_smFISH_images/20220421/DUSP1_100nM_Dex_R3_20220419_40min/DUSP1_100nM_Dex_R3_20220419_40min.h5,0
200142,92,33,59,0,1,0,0,0,6,9063.0,17600.0,40,100,E,11,smFISH_images/Eric_smFISH_images/20220421/DUSP1_100nM_Dex_R3_20220419_40min/DUSP1_100nM_Dex_R3_20220419_40min.h5,0
200143,191,66,125,1,0,5,5,0,0,9346.0,18181.0,40,100,E,11,smFISH_images/Eric_smFISH_images/20220421/DUSP1_100nM_Dex_R3_20220419_40min/DUSP1_100nM_Dex_R3_20220419_40min.h5,0
