X,y,x,mass,size,ecc,signal,raw_mass,ep,x_orig,y_orig,Worm,Rep,RNAi,Genotype,IntensityIntegers,time,Rep_group,zeroes
606,110.611512660044,384.932866617293,1466.90489906439,7.63651105016394,0.0945093750291466,5.53368861430861,3519,0.013258766481123,1213.2282497744,803.86611831886,2,3,L4440,ELT-2-GFP,6,2,2,0
616,130.043185942326,444.465451081031,928.075533208377,8.49032272668557,0.0429993758572605,2.95130059429792,2135,0.0244110645349194,1153.23284307994,821.817990506699,2,3,L4440,ELT-2-GFP,3,1,2,0
617,135.077296437869,528.527634715846,777.711108076831,8.47854726438987,0.0142096795527757,2.2351761853874,1328,0.0479075229833981,1069.07179530108,824.769434678274,2,3,L4440,ELT-2-GFP,2,2,2,0
304,164.870014500552,1215.88119991579,791.331331887945,8.43598798660763,0.0777535855308768,2.73410311291235,1686,0.0357161569828756,493.966868073174,423.246060889304,1,3,L4440,ELT-2-GFP,2,1,2,0
321,152.763220078773,1155.94425293517,823.295242676582,8.58764377566165,0.0127158687545588,2.86618538889845,1602,0.0383889429678806,550.609029070141,446.282503369056,1,3,L4440,ELT-2-GFP,3,2,2,0
336,181.850429865212,1180.99316579705,824.193402153287,8.39836484390158,0.06847174551348,2.86618538889845,1554,0.0401038784616907,513.657467948718,456.679423076923,1,3,L4440,ELT-2-GFP,3,1,2,0
391,143.695467209714,930.53574622479,926.517541359722,8.75402597445319,0.0410028084876233,2.58881260932763,1914,0.0300393500520881,743.474147148132,563.305002352203,1,3,L4440,ELT-2-GFP,3,2,2,0
472,136.933399760708,735.531269077193,904.222053173267,8.52815509318667,0.0353233095433523,2.76051956810957,1512,0.0417352493203402,909.726493229524,665.445244598957,1,3,L4440,ELT-2-GFP,3,1,2,0
526,182.812239864162,674.19270808739,925.10426100667,8.60480289032049,0.0342070784981925,2.4171056505457,1469,0.0435489393780446,935.489063392347,737.581067961165,1,3,L4440,ELT-2-GFP,3,2,2,0
560,152.291060721629,534.222331179473,663.700228602572,8.16563686587774,0.0369325409294627,2.00765059498878,1251,0.0558546767001709,1069.0077215467,789.504248840773,1,3,L4440,ELT-2-GFP,2,1,2,0
612,152.383850888353,438.278197974577,961.466511585645,7.87235723845325,0.0492124259175083,3.36809803764564,2124,0.0262033341125167,1148.91545890402,842.608286511066,1,3,L4440,ELT-2-GFP,3,2,2,0
626,191.688407584263,460.62709308156,874.199751841626,8.39165251834453,0.0369079639062543,2.98505943728594,1581,0.0391208359747709,1108.56711389116,863.012510198531,1,3,L4440,ELT-2-GFP,3,1,2,0
288,159.235591996377,1489.33176049457,1856.62023066545,6.20245513442548,0.176422676379801,13.9379747941323,5850,0.009312155878151,1448.8935011408,436.083094134099,5,3,ELT-2,ELT-2-GFP,9,2,2,0
311,182.269728725992,1430.35497951892,2083.59058491108,7.36347406203957,0.0966344963315657,10.7950981248672,7433,0.00718202420650299,1403.01036201469,479.713011542497,5,3,ELT-2,ELT-2-GFP,10,1,2,0
330,200.616604938429,1379.83901542285,749.09782177876,7.92090828337031,0.0474647349412293,2.86958304585078,2445,0.0257215892854608,1363.18661072601,515.80372126961,5,3,ELT-2,ELT-2-GFP,2,2,2,0
332,177.793532217748,1309.12720016509,3373.67313423856,5.49787405659024,0.130988617931091,34.8449369853309,15279,0.00336589049156861,1289.09550812103,521.421726274859,5,3,ELT-2,ELT-2-GFP,18,1,2,0
350,205.989055280909,1285.83261207329,2700.14099933387,6.96690412137538,0.0601012726025828,15.4410897229113,10861,0.004802890696341,1278.195951417,556.333400809717,5,3,ELT-2,ELT-2-GFP,14,2,2,0
369,209.544141817403,1216.4638648365,4416.56160118776,5.99746757195845,0.054121925785825,32.1120007511873,16452,0.00311818887272804,1215.32523746171,585.861947340738,5,3,ELT-2,ELT-2-GFP,24,1,2,0
386,183.593395515038,1056.49439110296,1772.44579465383,7.67490024349442,0.0968118977930127,6.83234058535899,5813,0.00937716163158231,1057.42440829543,622.344846195359,5,3,ELT-2,ELT-2-GFP,8,2,2,0
408,178.180147305485,953.487636565822,4144.08785864364,6.92672052628918,0.0498124162442085,23.3666048019278,14103,0.00365714883296226,960.022521185742,656.294325188776,5,3,ELT-2,ELT-2-GFP,22,1,2,0
414,222.781880105143,1017.73470411558,4177.83962113532,6.02509416234094,0.0862990648724879,33.8884093033806,14617,0.0035238721041344,1036.36655328057,673.282233270099,5,3,ELT-2,ELT-2-GFP,23,2,2,0
419,165.378233666991,835.247444846691,791.868273843107,8.55177602410884,0.0509842960405859,2.7329362341436,2214,0.0292140358517019,845.724245038827,689.165832614323,5,3,ELT-2,ELT-2-GFP,2,1,2,0
443,159.803496937298,731.640449666671,2534.52506354477,6.53023772495664,0.0494189989000239,15.167796099497,8880,0.00593999949458986,747.705628639206,723.192850981238,5,3,ELT-2,ELT-2-GFP,13,2,2,0
452,208.210098286286,815.36505510206,953.521452092701,8.81366613875227,0.00723673317853575,3.00622985755796,2703,0.0226917848589823,843.519346517627,736.335912869017,5,3,ELT-2,ELT-2-GFP,3,1,2,0
456,160.333442360166,659.933717803338,923.595800328829,5.91695500757117,0.0221979469813643,6.69569377365181,5256,0.0104783112280922,681.526409232135,750.805296641515,5,3,ELT-2,ELT-2-GFP,3,2,2,0
469,209.71875919741,721.784013086852,3570.03460266178,6.17936623756111,0.0600120036489209,23.5032516136349,13151,0.0039326294476604,757.461034984307,773.127956824619,5,3,ELT-2,ELT-2-GFP,19,1,2,0
484,202.75716821907,625.076156250198,3712.96716770749,6.86101802790329,0.0137752204817315,28.5591836468006,18839,0.00271204479235813,665.304467834536,803.261666421316,5,3,ELT-2,ELT-2-GFP,20,2,2,0
486,196.967625098232,592.773611064761,577.879366709664,6.87327441316483,0.255639468627048,3.68946391609386,4547,0.0123198027143754,633.211870418539,810.120122960511,5,3,ELT-2,ELT-2-GFP,1,1,2,0
428,164.139906598031,1204.35178566607,2956.52860718363,7.78093367184883,0.238545041913057,14.2607013659253,11038,0.00586119980666124,487.69120200656,685.913274165541,2,3,ELT-2,ELT-2-GFP,15,2,2,0
429,152.193376680527,1158.76497792313,2705.25504911603,6.32237118793733,0.130895083816678,19.3945538576584,11565,0.00558166203891023,534.800105429626,687.18914074855,2,3,ELT-2,ELT-2-GFP,14,1,2,0
435,151.123932031738,1124.54291953586,4589.66412760939,6.40076547435681,0.029977103560804,29.3770448138061,17260,0.00368331404285538,567.956313696247,695.730735769326,2,3,ELT-2,ELT-2-GFP,25,2,2,0
447,147.911719292102,1051.15812473152,5269.61436873671,7.54202342487849,0.0707816238641924,21.3910520488879,21014,0.00300878077177533,639.312459406798,713.164808400087,2,3,ELT-2,ELT-2-GFP,29,1,2,0
457,142.705932581602,989.410541615648,4910.52990834271,7.31488753964959,0.045878803199275,25.0988344040285,20395,0.00310246531479726,700.052912818726,725.431085554975,2,3,ELT-2,ELT-2-GFP,27,2,2,0
463,135.96945521385,938.174059304604,3771.95551128724,6.74404869619394,0.0106702551022742,21.3910520488879,13272,0.00483477765625187,751.129451795841,733.288846880907,2,3,ELT-2,ELT-2-GFP,20,1,2,0
477,135.832269279153,881.248720668463,754.961530312085,8.96545020161945,0.13533672363493,2.56692624586655,2647,0.0289309144566178,805.822818284851,749.073290517567,2,3,ELT-2,ELT-2-GFP,2,2,2,0
497,125.353888501009,724.625737593953,9005.3476985545,6.18594239560315,0.150460181370247,72.7295769662189,33487,0.00187058213111873,959.128998543105,782.804142649015,2,3,ELT-2,ELT-2-GFP,51,1,2,0
514,155.846724982874,745.97314191187,6287.82844626378,6.776850360411,0.195609027950056,39.3595357699538,24390,0.00258332716678306,930.107275696271,806.112174544135,2,3,ELT-2,ELT-2-GFP,35,2,2,0
517,131.999835937569,659.168451835669,3784.50492848925,6.43984670574452,0.166676545163757,22.8171221854805,16977,0.00374663483880751,1020.11749189841,807.486698319391,2,3,ELT-2,ELT-2-GFP,20,1,2,0
531,133.343380313839,561.733581340771,3021.27219138493,5.55627390805553,0.052242591404259,27.665760649895,11677,0.00552565467734777,1113.29075804777,836.019163598603,2,3,ELT-2,ELT-2-GFP,16,2,2,0
534,164.512871186032,661.872034238467,5657.50544588988,5.88301803411786,0.00999441670503347,46.7751004802349,22299,0.00283129689778249,1008.43118572293,837.947116354104,2,3,ELT-2,ELT-2-GFP,31,1,2,0
543,145.011071669436,514.054382953924,2556.9437549104,5.56464819526704,0.028325220572278,23.3875502401175,11743,0.00549317357112537,1155.80613496933,860.552481873954,2,3,ELT-2,ELT-2-GFP,13,2,2,0
544,141.011622432033,480.086221694396,3018.70526513906,6.53600701920538,0.127290623484764,20.8206239942509,11700,0.00551429198758925,1189.53779289494,866.209939531368,2,3,ELT-2,ELT-2-GFP,16,1,2,0
548,173.727948016145,560.672753188313,4165.55086898678,5.99244646067418,0.100256566392653,35.3665393874947,14848,0.00430315931222782,1103.01787059226,875.089695309825,2,3,ELT-2,ELT-2-GFP,23,2,2,0
555,175.398865714639,505.952785394353,3078.88542490327,5.92321564331423,0.0785267132493054,31.0883289777171,12101,0.00532343591806357,1155.08828161186,891.993515516443,2,3,ELT-2,ELT-2-GFP,16,1,2,0
279,127.089853854138,582.409308547686,510.459754199121,7.90128716677715,0.129182342652939,2.74588356212545,1840,0.0382126523078106,1357.65008068854,429.284830554061,7,3,ELT-2,ELT-2-GFP,1,2,2,0
301,128.630755254582,622.978999153604,3357.25453723268,6.14756380955422,0.149078202352661,24.163775346704,11402,0.00472436192643843,1344.15838547418,467.576452786979,7,3,ELT-2,ELT-2-GFP,18,1,2,0
344,172.435820313057,672.445183502453,552.883655233959,5.94388543171292,0.101725264109998,4.39341369940072,3655,0.0162920294006482,1366.69431338465,529.688601936926,7,3,ELT-2,ELT-2-GFP,1,2,2,0
361,160.833849912994,706.11922976414,3479.30906156916,5.71575337421371,0.0770279680898316,33.9116619922493,15234,0.00349640258389662,1343.51811222477,556.733209691421,7,3,ELT-2,ELT-2-GFP,18,1,2,0
385,165.156056325753,738.670018857556,3981.94304761622,6.28303838832508,0.0740391589986573,35.0100154170995,15518,0.00343032279368507,1335.56263145192,588.591421577078,7,3,ELT-2,ELT-2-GFP,21,2,2,0
396,130.451742088466,762.297770084146,1072.67941354431,7.82335700869181,0.0677883399266484,4.39341369940072,3524,0.016995716945549,1294.59989760655,597.795469089978,7,3,ELT-2,ELT-2-GFP,4,1,2,0
456,174.740541267769,841.642831227244,3538.62014651107,6.21680913009787,0.0995914137381484,27.5961297993608,12264,0.00437845060590381,1306.59397066812,687.86920928067,7,3,ELT-2,ELT-2-GFP,19,2,2,0
485,177.583492168277,889.528957792561,513.617520295565,7.98749356567135,0.0941358694385689,2.05941267159409,1777,0.0400847151707333,1291.62149157979,733.443197006148,7,3,ELT-2,ELT-2-GFP,1,1,2,0
530,170.560176144469,963.023004264417,1821.48186093592,7.09719427511529,0.0333893701796529,9.4732982893328,5707,0.00988261535460911,1258.05411924324,799.199819100023,7,3,ELT-2,ELT-2-GFP,9,2,2,0
613,151.849372664961,1111.84178355917,1842.8997527205,7.28203348123607,0.135445738296132,9.06141575501398,5850,0.00961890483663714,1185.90881323102,930.699545556135,7,3,ELT-2,ELT-2-GFP,9,1,2,0
644,175.806797657984,1161.36469298883,524.051877831642,7.80350444910419,0.267260878685227,2.05941267159409,1290,0.0645180629756849,1189.96803772596,985.56300759759,7,3,ELT-2,ELT-2-GFP,1,2,2,0
680,155.62243125203,1224.21361616134,1657.82720063324,7.59305010768981,0.0383172846828766,7.55117979584499,5499,0.010293078733541,1148.07859213251,1036.57937888199,7,3,ELT-2,ELT-2-GFP,8,1,2,0
710,144.753760425933,1279.72837210036,2934.80035119968,7.02791962045788,0.0798887673448337,17.5736547976029,9178,0.00593387382501918,1117.54963510479,1084.20289109281,7,3,ELT-2,ELT-2-GFP,15,2,2,0
741,166.17596703795,1322.74404147959,2917.08940222397,6.21725857086985,0.106229966028867,22.9281277437475,10302,0.00525405508220449,1121.64526756719,1132.08278815833,7,3,ELT-2,ELT-2-GFP,15,1,2,0
754,141.672346793276,1355.17172988086,3806.4810879964,6.38205046042028,0.0892863177637985,26.223188018298,13802,0.00387254740543478,1086.93064021641,1153.22225428314,7,3,ELT-2,ELT-2-GFP,20,2,2,0
787,147.182238512286,1400.94252412815,923.715230299001,8.18505315345303,0.0866133238825962,3.29506027455054,3256,0.0186430655153405,1075.21626040428,1197.81034482759,7,3,ELT-2,ELT-2-GFP,3,1,2,0
811,134.464444066152,1447.77425411691,1410.97226839816,6.75093829408476,0.186588570056244,8.37494486448262,4791,0.0119878620630041,1046.16210956505,1236.67947844702,7,3,ELT-2,ELT-2-GFP,6,2,2,0
230,159.315691029217,1371.1460110566,1396.63568906953,7.33159508703361,0.127484582478013,7.04346573682387,3897,0.0135736813214471,466.030771860843,351.93537909223,10,3,ELT-2,ELT-2-GFP,6,1,2,0
241,155.032032370637,1308.08359783918,1918.8071997961,7.30402091031689,0.0314501157005913,9.43108124083196,5846,0.00861606348881132,527.617557394388,366.15809120886,10,3,ELT-2,ELT-2-GFP,9,2,2,0
248,145.032527145522,1204.19149452226,2764.50061131577,7.17815054988058,0.0170409618238397,15.4001200008522,8717,0.00560205659227612,629.933497430583,386.773804897007,10,3,ELT-2,ELT-2-GFP,14,1,2,0
273,137.868981062563,1070.93597807477,638.567766546964,8.36369492411685,0.194138668682403,2.38761550400809,1439,0.0494778916861937,759.522340624416,418.634137221911,10,3,ELT-2,ELT-2-GFP,1,2,2,0
292,184.5653150662,1058.87258065438,618.392415538095,8.19018623592593,0.0446310203071855,2.14885395360728,2145,0.0281164366073291,757.498648648649,466.821042471042,10,3,ELT-2,ELT-2-GFP,1,1,2,0
293,174.195494384461,1011.83564698898,3638.24850500753,6.90473158661792,0.0776580702196448,21.7273010864736,11846,0.00405579306974424,805.519425121407,470.56421446384,10,3,ELT-2,ELT-2-GFP,19,2,2,0
315,167.266208360365,855.661270989384,2171.29753934496,8.01522564209444,0.0201703820902234,7.8791311632267,6836,0.00726772943590945,956.970475038487,509.307345502529,10,3,ELT-2,ELT-2-GFP,11,1,2,0
327,151.660944183983,737.019431686557,4520.11429141292,6.91975236717851,0.029696245704703,30.3227169009027,15958,0.0029762262930317,1075.02857671077,528.844359929219,10,3,ELT-2,ELT-2-GFP,25,2,2,0
333,148.741731644796,695.864040188408,507.965198477721,8.24234858661454,0.0702523766731904,2.26823472880769,3415,0.0158256413230624,1115.25687426557,538.007990599295,10,3,ELT-2,ELT-2-GFP,1,1,2,0
340,184.729385371605,784.939108137385,1525.44754551077,8.51054238364378,0.0588437654934954,5.01399255841699,5407,0.00938842537848862,1019.56847706996,546.564251056503,10,3,ELT-2,ELT-2-GFP,7,2,2,0
342,149.838828636264,641.433250497833,4859.15569298206,6.92392884171372,0.0144004465554632,28.6513860480971,16698,0.00284017656575655,1167.02107952731,554.87160651549,10,3,ELT-2,ELT-2-GFP,27,1,2,0
347,149.171586281591,592.345246769919,601.559726234838,8.09003709131895,0.1159616609799,2.26823472880769,2831,0.0198071862198341,1214.18555268903,568.494741020044,10,3,ELT-2,ELT-2-GFP,1,2,2,0
356,147.233938840182,549.254362380905,1934.20731979695,7.41931874105768,0.0533744241300438,9.55046201603236,6199,0.0080814642697874,1255.98068139736,579.159918528577,10,3,ELT-2,ELT-2-GFP,9,1,2,0
361,192.800116428612,667.665844510761,1109.88306703816,8.52513067764261,0.0194586333617985,3.58142325601214,3595,0.0149023410001576,1129.43842099602,588.358395181241,10,3,ELT-2,ELT-2-GFP,4,2,2,0
370,138.057630593109,452.855142834306,1786.05577777325,6.2617311867179,0.124707242030866,12.6543621712429,6862,0.00723798235969041,1350.88777488136,598.386404652095,10,3,ELT-2,ELT-2-GFP,8,1,2,0
379,183.365728925654,570.914266916335,1204.91016409768,8.24441480687245,0.0951179367609599,3.93956558161335,3926,0.0134584566249692,1224.75765381948,607.440305161993,10,3,ELT-2,ELT-2-GFP,5,2,2,0
387,166.578094060907,462.878567513612,1730.90185963066,6.89364286017039,0.162977989786093,10.2667466672348,7938,0.00618954356459454,1333.01062142217,622.764535485206,10,3,ELT-2,ELT-2-GFP,8,1,2,0
22,106.27807910724,583.631381652453,7395.77718175406,6.68731570379124,0.239813318485803,55.9041920554522,33686,0.00224801611162244,1156.50572258285,739.128202938162,1,3,ELT-2,ELT-2-GFP,42,2,2,0
24,117.672457357779,547.574069377399,8982.5718760286,6.71389651914303,0.0313753655129801,48.6398055171731,48169,0.00156470208904988,1194.22063994374,741.875316455696,1,3,ELT-2,ELT-2-GFP,51,1,2,0
25,133.56082672913,522.922685340566,7459.57744613373,6.30315989881004,0.0871325946788575,59.3784638781075,37567,0.00201250531628382,1221.87805910746,751.632271995935,1,3,ELT-2,ELT-2-GFP,42,2,2,0
28,137.323066631479,579.544021698994,10491.6692186328,6.10751455173369,0.0994198995713049,80.5399377070075,42204,0.00178862122583837,1167.66156902884,768.38644710699,1,3,ELT-2,ELT-2-GFP,60,1,2,0
29,112.260167422494,693.022400305497,6429.92961505591,6.52558124089237,0.190635622755094,40.7437331929567,21030,0.00363530785270318,1051.46330680813,770.245259848708,1,3,ELT-2,ELT-2-GFP,36,2,2,0
31,140.396405218181,646.377771043498,618.736227325598,8.47062003500555,0.0552647917361481,2.84258603671791,5269,0.0157046916740646,1103.35017866258,786.832057172027,1,3,ELT-2,ELT-2-GFP,1,1,2,0
35,144.915905678495,743.569267372852,8050.83534177106,6.23495128265311,0.0446084803760045,58.1150923062328,28157,0.00269777835675028,1009.83836798745,813.704982346018,1,3,ELT-2,ELT-2-GFP,46,2,2,0
38,144.69480805248,781.878011636356,5163.08377135863,5.9673106774418,0.133029891678127,37.2694613703015,17838,0.00430542517373755,972.516914418548,822.348932525846,1,3,ELT-2,ELT-2-GFP,29,1,2,0
42,135.166510043009,843.361537600085,1186.93759177621,8.75241926564288,0.0475436170456542,3.79011471562388,4690,0.0178861994651612,910.496540713145,827.297232570516,1,3,ELT-2,ELT-2-GFP,5,2,2,0
49,122.516427071406,1004.52849901261,6758.72206663628,6.43366362695814,0.0765403955242223,44.5338479085806,22061,0.00346129962803066,750.772886583485,852.260572923968,1,3,ELT-2,ELT-2-GFP,38,1,2,0
52,148.564703122902,946.35013053817,2345.76516607821,7.90717147347391,0.088372395973876,8.84360100312239,8309,0.00957384796399008,813.398007270769,864.148781473004,1,3,ELT-2,ELT-2-GFP,12,2,2,0
53,112.730383604921,1139.20103986315,1527.41623039642,7.35166237115935,0.205550617288227,6.31685785937313,4959,0.0168018760251288,617.487799834574,873.883374689826,1,3,ELT-2,ELT-2-GFP,7,1,2,0
55,145.981585069843,1075.47015042425,5350.37860688904,6.06788145567252,0.0490087097194722,44.8496908015492,17058,0.0045085084969809,687.180637544274,891.495218417946,1,3,ELT-2,ELT-2-GFP,30,2,2,0
61,118.374810508919,1230.98450214568,3058.93841840144,6.48166470009522,0.150594890045249,21.4773167218687,9312,0.00848143350092185,529.497573567372,900.600103252452,1,3,ELT-2,ELT-2-GFP,16,1,2,0
63,132.595225038533,1177.89161855753,1805.35797620884,7.09406458064188,0.161999649485319,8.52775811015373,5648,0.014543588225918,584.439818054584,902.157102869139,1,3,ELT-2,ELT-2-GFP,8,2,2,0
357,83.3940490934053,680.615657703171,5408.63701713547,6.71415560933476,0.149428993670485,38.6898866356067,23925,0.00392432420716988,937.287255432681,556.93561982832,6,3,ELT-2,ELT-2-GFP,30,1,2,0
373,83.5449849352959,712.064676591704,3016.97461948791,5.36933439422067,0.0486687997020277,28.0240259955206,15731,0.00603741728821892,948.835158741162,586.188132538472,6,3,ELT-2,ELT-2-GFP,16,2,2,0
397,116.665238274212,729.648511691682,2248.82351887935,5.63565656706268,0.0338185413035707,23.6322010260733,13206,0.00723848287214906,924.622244954896,614.821631172696,6,3,ELT-2,ELT-2-GFP,11,1,2,0
408,104.485986955795,757.297259114525,6026.21126164869,7.93094217803521,0.273618247350336,25.3052772049104,25694,0.00364862911995202,946.204789172306,635.963560645497,6,3,ELT-2,ELT-2-GFP,34,2,2,0
429,104.313618633913,801.704887345595,5894.66564708763,6.52739044977941,0.0482876112371425,44.7547877838911,27888,0.00335619990462147,962.868906549351,677.126339317392,6,3,ELT-2,ELT-2-GFP,33,1,2,0
455,113.962003161027,838.903707936571,7976.39068260563,6.63894889046564,0.0934439803723437,53.3293032004309,33767,0.00276284515704981,967.736549554274,715.246539066597,6,3,ELT-2,ELT-2-GFP,45,2,2,0
473,102.55317008565,874.238390243183,4990.57710694856,6.32486341724339,0.153402949769398,38.2716175908975,22774,0.00412723541669552,991.460336085153,743.810208272221,6,3,ELT-2,ELT-2-GFP,27,1,2,0
508,97.6871778068471,925.824503829039,3880.49106229018,6.38542871006885,0.12665994249614,29.487967652003,13659,0.0069890406789353,1015.14977095123,789.892912961466,6,3,ELT-2,ELT-2-GFP,21,2,2,0
543,115.706549670538,970.143096091606,2534.71041093813,6.33743136480628,0.169411307173378,18.6129724895622,12058,0.00795828936596946,1014.89207920792,837.73399339934,6,3,ELT-2,ELT-2-GFP,13,1,2,0
566,101.739495280533,1020.63346238863,5429.13220032622,6.48936845367721,0.0338159091473373,43.7091151721179,20270,0.00465033503636085,1046.62345916795,879.417026194145,6,3,ELT-2,ELT-2-GFP,30,2,2,0
603,94.5133713567834,1091.44006092654,4492.41867469983,7.18943045353832,0.322181826912827,26.5600843390381,15710,0.00604576039909791,1079.64726968018,942.466365625436,6,3,ELT-2,ELT-2-GFP,25,1,2,0
623,87.8366931305023,1134.59943821842,5799.30030489392,6.06106978140489,0.206438001251986,50.1922853651115,19740,0.00477852698538384,1101.88589974757,980.052975117202,6,3,ELT-2,ELT-2-GFP,32,2,2,0
462,83.3916327617608,1323.61630222599,4626.17226929217,7.39209175088908,0.0608271889241256,26.5855540409178,16690,0.00566564733341782,1321.04486189211,770.219489587839,3,3,ELT-2,ELT-2-GFP,25,1,2,0
470,79.3252682044628,1246.78907148905,4699.6398756203,5.88423395572798,0.181903830374296,37.7343347677542,19842,0.00474141547335568,1244.25121654501,774.877250608273,3,3,ELT-2,ELT-2-GFP,26,2,2,0
477,81.691482458783,1133.58612195858,3918.3676262243,5.96428537884053,0.111253137832511,31.4452789731285,17698,0.00533319116375553,1132.04399212081,790.044502808784,3,3,ELT-2,ELT-2-GFP,21,1,2,0
484,100.052413147899,1197.91559242643,6267.329965517,6.62962134809527,0.0170504008802582,41.7364611825161,23662,0.00395876436580729,1198.03858784893,801.004333150885,3,3,ELT-2,ELT-2-GFP,35,2,2,0
486,73.5207436468123,946.209070518589,3508.14966871121,6.10992977466754,0.0824536845494741,27.4431525583667,15922,0.00594815498155591,944.946626466754,803.140156453716,3,3,ELT-2,ELT-2-GFP,19,1,2,0
487,82.2214542324907,1008.05682725149,5398.5826673412,6.75808775218183,0.120957396930568,32.8746098355435,18685,0.00504341277460068,1007.38178448504,804.782843526608,3,3,ELT-2,ELT-2-GFP,30,2,2,0
490,73.1728686093525,849.573061656114,7736.68209207955,5.46282413516823,0.118658524702606,72.8958739831616,36350,0.00255690470086834,848.892550990245,813.735146319834,3,3,ELT-2,ELT-2-GFP,44,1,2,0
493,102.433019543152,1099.97048146674,4051.0095302564,6.45597063511264,0.242358874473716,29.4442157657476,17307,0.00545741006164711,1100.99273163503,814.458471526357,3,3,ELT-2,ELT-2-GFP,22,2,2,0
499,78.93050446671,799.241001484973,5049.54007073948,5.4638707529619,0.0537918221443736,48.3113831496248,29119,0.00320339231488759,799.535948822464,825.154098731884,3,3,ELT-2,ELT-2-GFP,28,1,2,0
501,92.0372745886757,905.800772089411,4990.07990686302,6.49591371944028,0.00368754394435105,38.3060671127202,21339,0.00440048375217384,906.894477543538,826.112454170486,3,3,ELT-2,ELT-2-GFP,27,2,2,0
504,84.3524534201598,720.472620028432,4866.0139880054,7.47158090418946,0.0159575789389272,29.7300819382306,27426,0.00340495771580039,721.887851016332,839.458935495241,3,3,ELT-2,ELT-2-GFP,27,1,2,0
507,98.4920884623203,828.584974875328,5773.06735329392,7.02505331670163,0.297515689116702,36.5908700778223,30458,0.00306011871991493,830.905917306264,841.26773953949,3,3,ELT-2,ELT-2-GFP,32,2,2,0
513,101.673079575678,782.27316230516,3537.02215213199,5.91027089299727,0.0871500910698943,28.5866172482987,22937,0.00408679615397727,785.252000323285,849.671462054473,3,3,ELT-2,ELT-2-GFP,19,1,2,0
69,195.784948062323,1410.81757034551,1231.02443712947,7.25345630143796,0.224140940571236,6.43766411049696,3329,0.0189805747440539,597.576990122022,446.677706759636,9,3,ELT-2,ELT-2-GFP,5,2,2,0
70,173.650593062391,1384.32777028958,552.923817490461,7.97365217042264,0.0973439100895279,1.90745603273984,1709,0.0446763738283372,632.091849935317,447.280724450194,9,3,ELT-2,ELT-2-GFP,1,1,2,0
77,192.109101576644,1342.60125662202,3074.58069277253,6.8148163289643,0.0334043697339704,18.359264315121,9440,0.00598830156417426,651.558123303606,488.546723536254,9,3,ELT-2,ELT-2-GFP,16,2,2,0
80,177.546496174091,1294.10338478707,741.28510072352,8.3338200779902,0.0284370426122315,2.14588803683232,2356,0.0289977875862984,697.756513348344,509.278867803152,9,3,ELT-2,ELT-2-GFP,2,1,2,0
95,211.566267324225,1232.7339910432,8225.90414119056,6.25732266680581,0.113189881316985,60.8001610435824,29768,0.00182738733502002,721.888898550725,575.166463768116,9,3,ELT-2,ELT-2-GFP,47,2,2,0
112,224.993097413708,1102.5487353278,4681.13553634766,6.14924155491618,0.102795126403678,34.0957765852246,17014,0.00323976228768613,811.52809045994,670.525238119493,9,3,ELT-2,ELT-2-GFP,26,1,2,0
113,185.999581874553,1059.62030132381,3906.94681905938,6.06969067414275,0.0402673760309664,29.327136503375,14086,0.00393861877896052,869.505919687538,669.141035029904,9,3,ELT-2,ELT-2-GFP,21,2,2,0
136,202.927916648991,961.315393000887,953.966448374013,8.76678594845531,0.0520442547565543,3.09961605320224,2887,0.0225135003249841,932.750062484379,746.281179705074,9,3,ELT-2,ELT-2-GFP,3,1,2,0
150,215.337165599321,908.872983229425,1907.93289674803,7.06328730076349,0.0450107484480281,10.2525761759766,6528,0.00888706949245146,964.277430642339,789.987253186703,9,3,ELT-2,ELT-2-GFP,9,2,2,0
152,181.837663470532,844.188706714794,4842.07713911009,7.08610760688463,0.0799241053804529,27.4196804706352,17586,0.00313122395558929,1035.1079870002,806.996208390782,9,3,ELT-2,ELT-2-GFP,27,1,2,0
164,204.78893044383,791.995864752986,552.446953482276,8.74241764080745,0.170503592943347,2.14588803683232,1956,0.0370324382986687,1059.54682779456,858.509279240397,9,3,ELT-2,ELT-2-GFP,1,2,2,0
187,211.945856956754,679.58335384083,2585.79508438295,6.23585906033628,0.0428341421049806,21.9357443765082,9156,0.0061850564420768,1139.85255878285,937.495251267865,9,3,ELT-2,ELT-2-GFP,13,1,2,0
190,166.750181208891,609.503347633691,1147.57323569711,8.01200273493723,0.0849092644959585,4.05334406957216,3469,0.0180818235908391,1222.4178267193,949.192811136505,9,3,ELT-2,ELT-2-GFP,5,2,2,0
197,210.497827826935,603.827983404986,2005.21315441776,6.83882738834388,0.0276524936648426,12.6368962169014,6900,0.00836950875600343,1198.07550535077,985.982996432818,9,3,ELT-2,ELT-2-GFP,10,1,2,0
202,160.771446549425,511.071492376625,1744.36854194058,6.55517650281446,0.0621838989478916,10.7294401841616,5645,0.0104159684046519,1300.75082012028,1009.09704756698,9,3,ELT-2,ELT-2-GFP,8,2,2,0
209,221.117893836706,525.779966347951,512.151944790647,7.67784182703986,0.107724879002425,2.3843200409248,1515,0.0533207993217251,1250.13314711359,1045.09543761639,9,3,ELT-2,ELT-2-GFP,1,1,2,0
504,125.833731718488,1017.03193711126,2771.70987012881,6.95264690461209,0.0649083387485984,16.0982676322738,8468,0.0103201589667182,868.493145134058,814.073951509421,8,3,ELT-2,ELT-2-GFP,14,2,2,0
