X,y,x,mass,size,ecc,signal,raw_mass,ep,x_orig,y_orig,Worm,Rep,RNAi,Genotype,IntensityIntegers,time,Rep_group,zeroes
382,159.554002320046,550.936034524809,1463.26644800767,7.45942236002583,0.106010291768982,6.9180434350289,3712,0.00707559173583395,923.137551817465,1021.43471855836,2,1,L4440,ELT-2-GFP,6,2,1,0
383,187.885829341129,555.580356448737,1269.4609703278,7.94685284162747,0.0852729896189183,4.46163670809835,3645,0.00722778330295027,950.49990127552,1030.12747304822,2,1,L4440,ELT-2-GFP,5,1,1,0
155,119.980385416361,1321.96400880482,855.526898909555,6.90559403222474,0.127015483996913,3.98672219202109,1946,0.0223467772917211,1080.98122174033,256.878379625358,1,1,L4440,ELT-2-GFP,3,2,1,0
196,137.923408650792,1245.61994302063,2566.06755426831,8.08538818675234,0.255592324746399,10.0260142254788,8464,0.00401259001982867,1069.29980464243,334.427802304296,1,1,L4440,ELT-2-GFP,13,1,1,0
229,110.509769872058,1171.074989843,1313.88153350113,8.62434801696796,0.0726756153410753,4.1051396828732,3348,0.0112702440851689,1016.17100282401,393.468365078411,1,1,L4440,ELT-2-GFP,6,2,1,0
244,140.149960522966,1138.7295358769,2307.04902927779,8.41254848376632,0.078294357277989,7.85502689319007,6073,0.0057401618863139,1031.68497955413,434.50597977655,1,1,L4440,ELT-2-GFP,11,1,1,0
280,111.755520865662,1050.22785920634,746.859114804268,8.60342187298335,0.0790617991683109,2.68412979264786,1664,0.0278528393325158,972.46414037313,506.141747264944,1,1,L4440,ELT-2-GFP,2,2,1,0
308,147.098325950358,1005.05230374626,2427.75592495304,7.97131778076996,0.062064489535377,8.2102793657464,6572,0.00526691415198779,988.510121128363,561.209625233721,1,1,L4440,ELT-2-GFP,12,1,1,0
355,115.183749158648,905.560355187265,522.773749615122,8.27590703607206,0.0346354617005293,1.73678986583097,1130,0.0522147715685524,921.940652370885,641.743430987617,1,1,L4440,ELT-2-GFP,1,2,1,0
380,119.341475098469,863.628767960221,923.577483652569,8.78057587481553,0.0299489064532107,2.88149227740138,2151,0.0195389092428093,910.234464484144,682.221942046329,1,1,L4440,ELT-2-GFP,3,1,1,0
415,140.923745873393,808.816324338408,1664.87097638679,8.46108036722297,0.0174635923111713,6.03929203345769,4273,0.00849285665289947,909.925672151359,741.129522499881,1,1,L4440,ELT-2-GFP,8,2,1,0
438,108.864999256608,752.510444413336,2418.47988816963,8.49849207527147,0.0746469909177051,6.94715946332388,6770,0.00510007215930507,859.254839236168,781.509988575159,1,1,L4440,ELT-2-GFP,12,1,1,0
475,149.593719331588,696.913979441518,962.773673124618,8.55612824662839,0.0542930753074806,3.0393822652042,2362,0.0173013689899492,876.433151572301,848.25353614038,1,1,L4440,ELT-2-GFP,3,2,1,0
480,111.876227698874,661.206672706988,2302.62810961931,8.33933819819983,0.0703236033142236,6.98663196027458,6492,0.00533746280162998,828.155035570412,867.406719808006,1,1,L4440,ELT-2-GFP,11,1,1,0
526,116.023085422016,580.835496656702,1873.87784774076,7.84785307220927,0.0621821607868249,6.63137948771825,5700,0.0061534564791005,802.168348324311,943.573736650307,1,1,L4440,ELT-2-GFP,9,2,1,0
529,144.232449622712,592.788922757991,1114.78225888178,7.93832227584655,0.0644569780315335,4.65775464018305,3422,0.0109829081067839,832.799376814673,942.947064655478,1,1,L4440,ELT-2-GFP,4,1,1,0
555,106.899027190548,514.86959126673,2100.56839772866,7.00880357626431,0.127497117283627,10.0654867224295,6814,0.00506442159025707,769.206986620565,1001.43821407096,1,1,L4440,ELT-2-GFP,10,2,1,0
565,137.119219083319,512.285291024923,2018.46560407119,7.59571151278679,0.0657148951829168,8.2102793657464,7439,0.00460698175776789,796.308119524405,1015.05684840426,1,1,L4440,ELT-2-GFP,10,1,1,0
36,153.219835327807,577.009558272455,1450.49478466944,7.89671502006424,0.373641677816443,8.16720036412973,18371,0.00318229192313906,941.717060810811,592.617961711712,5,1,ELT-2,ELT-2-GFP,6,2,1,0
37,124.636653638894,589.020312400348,14596.4204907727,7.52369429390316,0.194300519801022,66.1543229494508,60385,0.000948468469435318,910.857458594449,595.608185989257,5,1,ELT-2,ELT-2-GFP,85,1,1,0
45,122.835307902048,654.973934690813,15189.3592372085,6.46709057966967,0.190360388854115,104.131804642654,54458,0.00105271471416315,889.570679642972,658.058151414131,5,1,ELT-2,ELT-2-GFP,88,2,1,0
54,112.734425230764,720.649999285838,8985.96220063374,8.28365286539489,0.461716426323076,47.7781221301589,35373,0.00162936629447454,860.440354464894,717.780822540332,5,1,ELT-2,ELT-2-GFP,51,1,1,0
65,114.826272253334,792.85184817183,1488.88062638085,8.13609890063411,0.175794103913211,6.53376029130379,7634,0.00799343627628055,841.017827756445,787.352715304443,5,1,ELT-2,ELT-2-GFP,7,2,1,0
71,113.17399822269,846.04485938927,7100.15563655618,6.36636229064777,0.0224743096432488,50.2282822393979,25241,0.00229749555059705,823.6591131305,837.660781043308,5,1,ELT-2,ELT-2-GFP,40,1,1,0
