time,exp1_s1,exp1_s2,exp1_s3
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
-120,1,0,0
0,1,0,1
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,8
0,1,0,0
0,1,0,16
0,1,0,15
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,1
0,1,0,0
0,1,0,0
0,1,0,21
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,1
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,6
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,3
0,1,0,19
0,1,0,0
0,1,0,0
0,1,0,2
0,1,0,5
0,1,0,0
0,1,0,7
0,1,0,0
0,1,0,1
0,1,0,0
0,1,0,0
0,1,0,1
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,31
0,1,0,0
0,1,0,14
0,1,0,0
0,1,0,2
0,1,0,0
0,1,0,18
0,1,0,0
0,1,0,0
0,1,0,1
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,10
0,1,0,11
0,1,0,0
0,1,0,4
0,1,0,0
0,1,0,1
0,1,0,20
0,1,0,1
0,1,0,0
0,1,0,3
0,1,0,0
0,1,0,0
0,1,0,13
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,3
0,1,0,0
0,1,0,1
0,1,0,18
0,1,0,27
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,40
0,1,0,0
0,1,0,4
0,1,0,18
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,1
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,1
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,2
0,1,0,1
0,1,0,0
0,1,0,8
0,1,0,4
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,3
0,1,0,6
0,1,0,0
0,1,0,1
0,1,0,1
0,1,0,0
0,1,0,0
0,1,0,12
0,1,0,0
0,1,0,0
0,1,0,8
0,1,0,1
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,4
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,13
0,1,0,1
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,6
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,12
0,1,0,0
0,1,0,0
0,1,0,1
0,1,0,3
0,1,0,0
0,1,0,0
0,1,0,6
0,1,0,0
0,1,0,1
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,15
0,1,0,0
0,1,0,0
0,1,0,1
0,1,0,1
0,1,0,0
0,1,0,2
0,1,0,0
0,1,0,3
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,19
0,1,0,1
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,2
0,1,0,0
0,1,0,0
0,1,0,4
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,4
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,2
0,1,0,26
0,1,0,3
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,1
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,1
0,1,0,0
0,1,0,5
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,2
0,1,0,2
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,9
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,42
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,2
0,1,0,0
0,1,0,5
0,1,0,14
0,1,0,2
0,1,0,0
0,1,0,1
0,1,0,2
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,2
0,1,0,0
0,1,0,0
0,1,0,2
0,1,0,0
0,1,0,0
0,1,0,1
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,2
0,1,0,0
0,1,0,1
0,1,0,0
0,1,0,1
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,22
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,36
0,1,0,0
0,1,0,0
0,1,0,3
0,1,0,0
0,1,0,0
0,1,0,38
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,40
0,1,0,0
0,1,0,19
0,1,0,0
0,1,0,2
0,1,0,0
0,1,0,0
0,1,0,37
0,1,0,7
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,0
0,1,0,5
