Cell_id,Condition,Replica,Dex_Conc,Time_index,Time_TPL,Nuc_Area,Cyto_Area,Nuc_GR_avg_int,Cyto_GR_avg_int,Nuc_DUSP1_avg_int_round,Nuc_DUSP1_avg_int,Cyto_DUSP1_avg_int,RNA_DUSP1_nuc,RNA_DUSP1_cyto,DUSP1_ts_size_0,DUSP1_ts_size_1,DUSP1_ts_size_2,DUSP1_ts_size_3
6321,DUSP1_timesweep,F,100,40,,9026,15881,,,1246,1245.4476,1239.6946,66,113,4,,,
6322,DUSP1_timesweep,F,100,40,,8717,17356,,,1212,1211.25617,1180.74297,48,53,,,,
6323,DUSP1_timesweep,F,100,40,,9796,15135,,,1362,1361.03471,1326.69574,122,116,4,,,
6324,DUSP1_timesweep,F,100,40,,8664,12392,,,1165,1164.15432,1116.45053,47,43,4,4,,
6325,DUSP1_timesweep,F,100,40,,7227,13621,,,1295,1294.53494,1307.94457,46,76,,,,
6326,DUSP1_timesweep,F,100,40,,10977,17726,,,1247,1246.59433,1246.20958,83,107,,,,
6327,DUSP1_timesweep,F,100,40,,9576,20782,,,1232,1231.02068,1225.35261,49,101,,,,
6328,DUSP1_timesweep,F,100,40,,8714,17354,,,1171,1170.61591,1149.61121,49,77,,,,
6329,DUSP1_timesweep,F,100,40,,8555,19420,,,1149,1148.41227,1137.27343,36,92,,,,
6330,DUSP1_timesweep,F,100,40,,9102,18487,,,1227,1226.6615,1204.77893,109,152,9,4,,
6331,DUSP1_timesweep,F,100,40,,8988,17543,,,1290,1289.63674,1269.74178,77,93,,,,
6332,DUSP1_timesweep,F,100,40,,8464,17059,,,1250,1249.74457,1219.79073,51,67,,,,
6333,DUSP1_timesweep,F,100,40,,9046,14269,,,1129,1128.95965,1111.93069,33,53,4,,,
6334,DUSP1_timesweep,F,100,40,,8611,19564,,,1307,1306.03368,1304.12063,52,150,,,,
6335,DUSP1_timesweep,F,100,40,,10029,15164,,,1322,1321.11756,1271.44645,102,96,,,,
6336,DUSP1_timesweep,F,100,40,,7904,15878,,,1127,1126.62652,1164.98199,27,39,,,,
6337,DUSP1_timesweep,F,100,40,,8334,12074,,,1108,1107.08375,1120.53868,4,16,,,,
6338,DUSP1_timesweep,F,100,40,,10150,17496,,,1165,1164.67586,1135.33173,57,69,,,,
6339,DUSP1_timesweep,F,100,40,,9556,14255,,,1110,1109.23273,1145.77397,52,52,,,,
6340,DUSP1_timesweep,F,100,40,,8033,19638,,,1171,1170.10668,1186.37168,63,84,,,,
6341,DUSP1_timesweep,F,100,40,,7846,15083,,,1239,1238.8157,1229.45124,26,44,5,,,
6342,DUSP1_timesweep,F,100,40,,7804,14871,,,1283,1282.32547,1275.45094,49,102,,,,
6343,DUSP1_timesweep,F,100,40,,7524,13060,,,1296,1295.15763,1286.05727,42,63,,,,
6344,DUSP1_timesweep,F,100,40,,8039,17331,,,1339,1338.31982,1294.92926,61,71,,,,
6345,DUSP1_timesweep,F,100,40,,7946,14839,,,1229,1228.62686,1213.53353,36,49,,,,
6346,DUSP1_timesweep,F,100,40,,8946,14691,,,1293,1292.60664,1288.6406,47,101,,,,
6347,DUSP1_timesweep,F,100,40,,7927,14671,,,1194,1193.42614,1174.73431,69,85,4,,,
6348,DUSP1_timesweep,F,100,40,,7399,20232,,,1314,1313.18867,1270.56391,89,110,,,,
6349,DUSP1_timesweep,F,100,40,,7737,16311,,,1152,1151.46646,1153.31745,29,67,,,,
6350,DUSP1_timesweep,F,100,40,,7894,13491,,,1186,1185.97276,1223.613,47,81,,,,
6351,DUSP1_timesweep,F,100,40,,8414,20683,,,1186,1185.00915,1188.68066,59,94,6,,,
6352,DUSP1_timesweep,F,100,40,,6949,14711,,,1053,1052.40509,1014.84916,20,15,,,,
6353,DUSP1_timesweep,F,100,40,,6424,16663,,,1080,1079.7788,1053.3821,16,43,,,,
6354,DUSP1_timesweep,F,100,50,,7795,14782,,,1089,1088.01129,1120.04729,32,50,,,,
6355,DUSP1_timesweep,F,100,50,,8895,12419,,,1085,1084.55964,1002.18182,84,76,13,,,
6356,DUSP1_timesweep,F,100,50,,9561,18555,,,1171,1170.79165,1218.18157,70,165,,,,
6357,DUSP1_timesweep,F,100,50,,7408,12771,,,1219,1218.59166,1213.50998,63,108,,,,
6358,DUSP1_timesweep,F,100,50,,8478,15804,,,1260,1259.92062,1258.36484,105,185,,,,
6359,DUSP1_timesweep,F,100,50,,10643,19573,,,1327,1326.0948,1302.4004,112,161,5,,,
6360,DUSP1_timesweep,F,100,50,,8647,13687,,,1345,1344.69481,1339.79155,113,133,,,,
6361,DUSP1_timesweep,F,100,50,,8610,16677,,,1231,1230.58827,1233.63195,99,156,4,,,
6362,DUSP1_timesweep,F,100,50,,3592,13889,,,1074,1073.95741,1072.50493,18,50,,,,
6363,DUSP1_timesweep,F,100,50,,6945,14753,,,1255,1254.63182,1258.34176,48,88,,,,
6364,DUSP1_timesweep,F,100,50,,9556,18894,,,1111,1110.54751,1072.23547,75,102,,,,
6365,DUSP1_timesweep,F,100,50,,8962,16113,,,1135,1134.21937,1151.76634,48,100,,,,
6366,DUSP1_timesweep,F,100,50,,7894,13520,,,1172,1171.62478,1177.00799,59,146,,,,
6367,DUSP1_timesweep,F,100,50,,8876,18002,,,1313,1312.92091,1259.21525,127,186,,,,
6368,DUSP1_timesweep,F,100,50,,7824,18732,,,1202,1201.4182,1190.8304,35,80,,,,
6369,DUSP1_timesweep,F,100,50,,7975,17581,,,1343,1342.75574,1354.44844,109,223,,,,
6370,DUSP1_timesweep,F,100,50,,7300,13338,,,1233,1232.39712,1193.92518,102,135,,,,
6371,DUSP1_timesweep,F,100,50,,7675,13858,,,1249,1248.34254,1243.30141,73,126,4,,,
6372,DUSP1_timesweep,F,100,50,,7984,12179,,,1322,1321.57803,1316.6595,53,87,,,,
6373,DUSP1_timesweep,F,100,50,,10092,18203,,,1246,1245.70234,1226.32286,38,58,,,,
6374,DUSP1_timesweep,F,100,50,,7820,14903,,,1320,1319.0578,1285.77964,84,113,,,,
6375,DUSP1_timesweep,F,100,50,,9790,13238,,,1201,1200.58744,1198.40769,42,62,,,,
6376,DUSP1_timesweep,F,100,50,,5372,12665,,,1039,1038.97133,1036.58263,13,11,,,,
6377,DUSP1_timesweep,F,100,50,,8007,15270,,,1255,1254.69539,1248.39319,146,233,,,,
6378,DUSP1_timesweep,F,100,50,,6974,12544,,,1296,1295.02151,1267.74729,84,124,,,,
6379,DUSP1_timesweep,F,100,50,,6987,13649,,,1282,1281.98497,1339.3434,107,232,,,,
6380,DUSP1_timesweep,F,100,50,,8100,19228,,,1169,1168.93654,1172.33862,80,139,,,,
6381,DUSP1_timesweep,F,100,50,,5279,14368,,,1354,1353.94317,1319.0197,62,122,,,,
6382,DUSP1_timesweep,F,100,50,,8179,19795,,,1306,1305.42365,1269.96661,72,186,,,,
6383,DUSP1_timesweep,F,100,50,,11136,18922,,,1387,1386.28933,1332.81318,164,170,5,4,4,
6384,DUSP1_timesweep,F,100,50,,8726,20708,,,1322,1321.53106,1273.75449,95,118,4,,,
6385,DUSP1_timesweep,F,100,50,,7788,18470,,,1134,1133.65357,1122.79713,43,74,,,,
6386,DUSP1_timesweep,F,100,50,,4892,14178,,,1264,1263.93622,1273.65834,48,66,,,,
6387,DUSP1_timesweep,F,100,50,,7592,16165,,,1278,1277.1632,1264.5202,53,102,,,,
6388,DUSP1_timesweep,F,100,50,,9878,19151,,,1268,1267.74256,1246.72231,108,144,,,,
6389,DUSP1_timesweep,F,100,50,,8285,15571,,,1157,1156.1726,1179.75364,37,76,,,,
6390,DUSP1_timesweep,F,100,50,,7766,14465,,,1115,1114.12696,1117.0356,14,49,,,,
6391,DUSP1_timesweep,F,100,50,,7127,15382,,,1099,1098.80483,1089.04622,77,119,,,,
6392,DUSP1_timesweep,F,100,50,,10445,16129,,,1251,1250.38736,1221.5709,110,156,,,,
6393,DUSP1_timesweep,F,100,50,,7861,13518,,,1264,1263.4301,1279.50584,58,159,4,,,
6394,DUSP1_timesweep,F,100,50,,6115,13205,,,1352,1351.49714,1311.18849,69,81,,,,
6395,DUSP1_timesweep,F,100,50,,12383,15907,,,1193,1192.87935,1192.5756,99,141,4,,,
6396,DUSP1_timesweep,F,100,50,,9319,16208,,,1322,1321.45681,1317.30516,60,111,,,,
6397,DUSP1_timesweep,F,100,50,,8828,15150,,,1299,1298.5256,1278.62066,118,149,,,,
6398,DUSP1_timesweep,F,100,50,,9111,13409,,,1290,1289.00044,1285.53203,38,52,4,,,
6399,DUSP1_timesweep,F,100,50,,9006,13401,,,1172,1171.76338,1145.31274,59,65,,,,
6400,DUSP1_timesweep,F,100,50,,7786,14700,,,1203,1202.69522,1196.23612,59,108,,,,
6401,DUSP1_timesweep,F,100,50,,7328,18390,,,1048,1047.24659,1013.09869,14,26,,,,
6402,DUSP1_timesweep,F,100,50,,9586,15416,,,1170,1169.6932,1081.29041,135,107,4,,,
6403,DUSP1_timesweep,F,100,50,,11424,19297,,,1215,1214.33517,1229.71571,53,76,,,,
6404,DUSP1_timesweep,F,100,50,,10336,19308,,,1204,1203.66602,1174.27766,182,219,7,,,
6405,DUSP1_timesweep,F,100,50,,5269,12099,,,1149,1148.70089,1123.33143,39,77,,,,
6406,DUSP1_timesweep,F,100,50,,8970,13710,,,1138,1137.88016,1138.69023,28,51,,,,
6407,DUSP1_timesweep,F,100,50,,9185,19269,,,1084,1083.44017,1091.5227,28,48,,,,
6408,DUSP1_timesweep,F,100,50,,9529,16589,,,1293,1292.98993,1268.71294,127,211,,,,
6409,DUSP1_timesweep,F,100,50,,7889,16934,,,1145,1144.24477,1165.32261,12,28,,,,
6410,DUSP1_timesweep,F,100,50,,7405,13159,,,1270,1269.60162,1275.58014,46,78,,,,
6411,DUSP1_timesweep,F,100,50,,8717,13292,,,1347,1346.57371,1339.8141,82,124,16,,,
6412,DUSP1_timesweep,F,100,50,,9662,17628,,,1283,1282.46667,1275.20774,109,174,7,5,4,
6413,DUSP1_timesweep,F,100,50,,9915,19447,,,1401,1400.75613,1354.39399,136,201,6,5,,
6414,DUSP1_timesweep,F,100,50,,6962,13164,,,1360,1359.41468,1318.29839,109,107,,,,
6415,DUSP1_timesweep,F,100,50,,8106,16704,,,1266,1265.33173,1257.86548,106,111,,,,
6416,DUSP1_timesweep,F,100,50,,2862,12265,,,1290,1289.59679,1298.00881,35,136,,,,
6417,DUSP1_timesweep,F,100,50,,6900,12769,,,1337,1336.7758,1321.80061,83,122,,,,
6418,DUSP1_timesweep,F,100,50,,9344,15835,,,1182,1181.02419,1182.48746,54,77,,,,
6419,DUSP1_timesweep,F,100,50,,7883,17042,,,1105,1104.95509,1119.04336,5,19,,,,
6420,DUSP1_timesweep,F,100,50,,7769,14345,,,1058,1057.07478,1004.69104,35,78,,,,
6421,DUSP1_timesweep,F,100,50,,9539,13776,,,1231,1230.15662,1231.39852,106,158,,,,
6422,DUSP1_timesweep,F,100,50,,6705,13757,,,1260,1259.41909,1226.50796,47,87,,,,
6423,DUSP1_timesweep,F,100,50,,8781,17310,,,1206,1205.14235,1200.77354,60,78,,,,
6424,DUSP1_timesweep,F,100,50,,7546,20598,,,1164,1163.46382,1134.15298,33,60,,,,
6425,DUSP1_timesweep,F,100,50,,8912,17078,,,1152,1151.14105,1153.47904,83,124,,,,
6426,DUSP1_timesweep,F,100,50,,7332,12135,,,1348,1347.86007,1339.56053,102,176,5,,,
6427,DUSP1_timesweep,F,100,50,,6823,13591,,,1340,1339.29987,1300.83725,68,93,,,,
6428,DUSP1_timesweep,F,100,50,,7291,15509,,,1361,1360.70347,1297.10832,68,132,54,,,
6429,DUSP1_timesweep,F,100,50,,7975,16271,,,1302,1301.41342,1296.17079,65,116,,,,
6430,DUSP1_timesweep,F,100,50,,8155,16798,,,1167,1166.40699,1172.67579,21,50,,,,
6431,DUSP1_timesweep,F,100,50,,8317,16886,,,1108,1107.42095,1090.10518,46,84,,,,
6432,DUSP1_timesweep,F,100,50,,8540,16896,,,1272,1271.53244,1243.32576,77,130,,,,
6433,DUSP1_timesweep,F,100,50,,7983,12382,,,1339,1338.28185,1317.92142,117,174,,,,
6434,DUSP1_timesweep,F,100,50,,8472,12579,,,1307,1306.95656,1255.40448,93,68,,,,
6435,DUSP1_timesweep,F,100,50,,12540,15437,,,1336,1335.86555,1311.08706,125,100,4,,,
6436,DUSP1_timesweep,F,100,50,,6687,12297,,,1193,1192.87797,1181.28275,95,101,4,,,
6437,DUSP1_timesweep,F,100,50,,7672,13770,,,1270,1269.753,1257.0886,52,108,,,,
6438,DUSP1_timesweep,F,100,50,,5377,15153,,,1179,1178.16124,1159.53409,41,59,,,,
6439,DUSP1_timesweep,F,100,50,,10320,15984,,,1227,1226.15359,1168.0777,101,147,,,,
6440,DUSP1_timesweep,F,100,50,,7156,16948,,,1235,1234.23519,1266.02702,24,139,,,,
6441,DUSP1_timesweep,F,100,50,,9193,17781,,,1372,1371.9319,1330.75035,125,194,,,,
6442,DUSP1_timesweep,F,100,50,,7458,12898,,,1173,1172.39528,1146.72081,22,45,,,,
6443,DUSP1_timesweep,F,100,50,,8998,19643,,,1327,1326.4012,1306.99934,123,206,,,,
6444,DUSP1_timesweep,F,100,50,,6721,14005,,,1270,1269.93319,1240.64848,31,58,,,,
6445,DUSP1_timesweep,F,100,50,,9966,20127,,,1181,1180.84447,1155.66383,91,97,,,,
6446,DUSP1_timesweep,F,100,50,,2558,12904,,,1101,1100.73964,1118.54371,15,78,,,,
6447,DUSP1_timesweep,F,100,50,,9195,16104,,,1004,1003.84818,988.39226,18,40,,,,
6448,DUSP1_timesweep,F,100,50,,8886,13577,,,1285,1284.80632,1305.52,102,169,,,,
6449,DUSP1_timesweep,F,100,50,,9431,12109,,,1197,1196.43877,1144.88447,81,81,,,,
6450,DUSP1_timesweep,F,100,50,,10214,19820,,,1311,1310.71852,1275.93047,95,123,,,,
6451,DUSP1_timesweep,F,100,50,,12958,18892,,,1227,1226.71138,1217.20046,42,64,5,4,,
6452,DUSP1_timesweep,F,100,50,,6947,14636,,,1238,1237.31366,1203.47083,87,147,5,,,
6453,DUSP1_timesweep,F,100,50,,7929,16099,,,1119,1118.28226,1152.27704,43,121,,,,
6454,DUSP1_timesweep,F,100,50,,9014,13381,,,1113,1112.16718,1090.99529,41,47,,,,
6455,DUSP1_timesweep,F,100,50,,7550,15990,,,1148,1147.5853,1131.4838,50,83,,,,
6456,DUSP1_timesweep,F,100,50,,9076,16134,,,1278,1277.14379,1259.51072,73,91,,,,
6457,DUSP1_timesweep,F,100,50,,6987,18420,,,1118,1117.64448,1119.0994,35,85,,,,
6458,DUSP1_timesweep,F,100,50,,9686,14000,,,1045,1044.10025,1042.53014,37,49,,,,
6459,DUSP1_timesweep,F,100,50,,7468,18613,,,1254,1253.3906,1230.79627,77,133,,,,
6460,DUSP1_timesweep,F,100,50,,9096,20018,,,1331,1330.0619,1305.53737,120,204,5,4,,
6461,DUSP1_timesweep,F,100,50,,10533,18760,,,1255,1254.49976,1242.53454,68,102,,,,
6462,DUSP1_timesweep,F,100,50,,9590,15046,,,1299,1298.54359,1289.68669,60,89,,,,
6463,DUSP1_timesweep,F,100,50,,8144,14864,,,1242,1241.77075,1221.76124,44,68,,,,
6464,DUSP1_timesweep,F,100,50,,8494,13047,,,1192,1191.81246,1175.26167,14,9,5,,,
6465,DUSP1_timesweep,F,100,50,,8393,14386,,,1215,1214.51591,1201.29028,11,35,,,,
6466,DUSP1_timesweep,F,100,50,,7449,15480,,,1178,1177.33387,1186.18547,25,53,,,,
6467,DUSP1_timesweep,F,100,50,,7169,15296,,,1280,1279.77779,1261.1843,37,93,,,,
6468,DUSP1_timesweep,F,100,50,,7530,12482,,,1180,1179.77331,1177.23498,20,34,,,,
6469,DUSP1_timesweep,F,100,50,,8477,16360,,,1258,1257.3992,1257.74059,63,120,,,,
6470,DUSP1_timesweep,F,100,50,,8153,17231,,,1236,1235.1922,1241.80883,26,108,,,,
6471,DUSP1_timesweep,F,100,50,,7373,12962,,,1337,1336.47674,1270.5915,149,185,,,,
6472,DUSP1_timesweep,F,100,50,,7060,13073,,,1152,1151.04221,1128.65272,32,47,,,,
6473,DUSP1_timesweep,F,100,50,,8226,13927,,,1188,1187.88925,1202.30552,72,115,4,,,
6474,DUSP1_timesweep,F,100,50,,8118,16791,,,1142,1141.05925,1156.60044,13,77,,,,
6475,DUSP1_timesweep,F,100,50,,10237,17147,,,1326,1325.43558,1299.5338,121,150,,,,
6476,DUSP1_timesweep,F,100,50,,6501,12346,,,1283,1282.09614,1268.20833,60,86,,,,
6477,DUSP1_timesweep,F,100,50,,7666,16366,,,1211,1210.87712,1209.08725,10,31,,,,
6478,DUSP1_timesweep,F,100,50,,8720,18151,,,1030,1029.20688,1041.6458,1,10,,,,
6479,DUSP1_timesweep,F,100,50,,7533,13613,,,1074,1073.65127,1112.29171,54,123,,,,
6480,DUSP1_timesweep,F,100,50,,8296,15828,,,1169,1168.35824,1172.17456,31,75,,,,
6481,DUSP1_timesweep,F,100,50,,8004,12640,,,1243,1242.89955,1249.6,91,138,,,,
6482,DUSP1_timesweep,F,100,50,,7701,13377,,,1148,1147.61862,1165.47731,49,118,,,,
6483,DUSP1_timesweep,F,100,50,,9025,14385,,,1255,1254.38172,1264.79694,50,93,,,,
6484,DUSP1_timesweep,F,100,50,,8503,14973,,,1248,1247.4075,1247.12249,50,90,,,,
6485,DUSP1_timesweep,F,100,50,,8517,13090,,,1316,1315.31349,1340.47349,79,151,4,,,
6486,DUSP1_timesweep,F,100,50,,9242,13956,,,1155,1154.83824,1148.31778,44,67,,,,
6487,DUSP1_timesweep,F,100,50,,8381,14470,,,1267,1266.18637,1290.5821,47,102,,,,
6488,DUSP1_timesweep,F,100,50,,9307,12684,,,1194,1193.80327,1198.02972,27,26,,,,
6489,DUSP1_timesweep,F,100,50,,8763,19135,,,1219,1218.20278,1171.53363,91,142,7,,,
6490,DUSP1_timesweep,F,100,50,,9455,20112,,,1174,1173.07012,1202.8571,50,107,,,,
6491,DUSP1_timesweep,F,100,50,,4320,19498,,,1021,1020.74514,1066.83583,7,45,,,,
6492,DUSP1_timesweep,F,100,50,,9927,16380,,,1369,1368.30583,1368.79359,191,251,5,,,
6493,DUSP1_timesweep,F,100,50,,8955,12841,,,1243,1242.38135,1248.79231,48,78,,,,
6494,DUSP1_timesweep,F,100,50,,7009,13913,,,1209,1208.70124,1224.66204,31,68,,,,
6495,DUSP1_timesweep,F,100,50,,6151,15757,,,1353,1352.32726,1358.27778,82,186,,,,
6496,DUSP1_timesweep,F,100,50,,8437,12453,,,1348,1347.62688,1362.04738,137,178,5,,,
6497,DUSP1_timesweep,F,100,50,,6219,12136,,,1268,1267.9159,1231.80232,99,60,,,,
6498,DUSP1_timesweep,F,100,50,,6608,13084,,,1315,1314.61304,1284.37641,51,59,,,,
6499,DUSP1_timesweep,F,100,50,,9401,19113,,,1224,1223.82608,1234.75456,133,198,4,4,,
6500,DUSP1_timesweep,F,100,50,,8581,12745,,,1174,1173.29694,1187.42817,17,36,,,,
6501,DUSP1_timesweep,F,100,50,,8378,12104,,,1158,1157.95249,1190.06271,67,126,,,,
6502,DUSP1_timesweep,F,100,50,,3256,16983,,,1094,1093.28716,1035.91762,17,70,,,,
6503,DUSP1_timesweep,F,100,50,,7756,16284,,,1151,1150.13357,1117.64959,52,71,,,,
6504,DUSP1_timesweep,F,100,50,,8238,16845,,,1261,1260.12066,1193.81526,97,118,,,,
6505,DUSP1_timesweep,F,100,50,,7506,13782,,,1266,1265.10858,1227.37941,89,95,,,,
6506,DUSP1_timesweep,F,100,50,,6029,14942,,,1174,1173.20783,1270.9472,15,226,,,,
6507,DUSP1_timesweep,F,100,50,,7784,19447,,,1382,1381.32592,1400.79874,114,438,4,4,,
6508,DUSP1_timesweep,F,100,50,,8846,15946,,,1324,1323.29279,1324.90386,80,122,,,,
6509,DUSP1_timesweep,F,100,50,,7044,14905,,,1185,1184.22686,1141.97249,62,100,,,,
6510,DUSP1_timesweep,F,100,50,,9849,20122,,,1212,1211.95593,1196.01859,25,39,,,,
6511,DUSP1_timesweep,F,100,50,,8879,19992,,,1258,1257.12907,1254.20533,59,87,,,,
6512,DUSP1_timesweep,F,100,50,,8275,13750,,,1123,1122.52931,1110.91047,30,26,,,,
6513,DUSP1_timesweep,F,100,50,,7598,12686,,,1208,1207.14543,1210.56314,20,63,,,,
6514,DUSP1_timesweep,F,100,50,,9054,13542,,,1308,1307.01193,1292.81672,96,115,5,,,
6515,DUSP1_timesweep,F,100,50,,3734,14495,,,1196,1195.19014,1146.62732,67,147,,,,
6516,DUSP1_timesweep,F,100,50,,7060,15183,,,1264,1263.83074,1312.62965,34,113,,,,
6517,DUSP1_timesweep,F,100,50,,8884,12799,,,1377,1376.07418,1358.84678,133,132,4,,,
6518,DUSP1_timesweep,F,100,50,,7310,14910,,,1239,1238.39576,1239.87606,73,127,,,,
6519,DUSP1_timesweep,F,100,50,,8492,19762,,,1282,1281.56229,1314.36216,48,178,,,,
6520,DUSP1_timesweep,F,100,50,,6447,15363,,,1165,1164.70343,1135.75363,73,122,,,,
6521,DUSP1_timesweep,F,100,50,,10880,13515,,,1181,1180.94982,1158.10396,65,67,,,,
6522,DUSP1_timesweep,F,100,50,,6761,15282,,,1185,1184.13356,1177.27804,50,89,,,,
6523,DUSP1_timesweep,F,100,50,,6315,16696,,,1101,1100.06952,1106.87907,4,14,,,,
6524,DUSP1_timesweep,F,100,50,,7747,16888,,,1131,1130.72828,1118.43386,63,120,,,,
6525,DUSP1_timesweep,F,100,50,,6688,14069,,,1078,1077.17599,1060.57559,31,60,,,,
6526,DUSP1_timesweep,F,100,50,,8303,17586,,,1247,1246.71781,1248.11538,66,130,7,4,,
6527,DUSP1_timesweep,F,100,50,,10083,19498,,,1448,1447.92532,1424.07108,302,460,7,5,,
6528,DUSP1_timesweep,F,100,50,,8216,18275,,,1247,1246.12135,1218.50774,37,60,4,,,
6529,DUSP1_timesweep,F,100,50,,8623,19269,,,1288,1287.53427,1287.71358,40,102,,,,
6530,DUSP1_timesweep,F,100,50,,6134,13256,,,1156,1155.07613,1149.05613,19,32,,,,
6531,DUSP1_timesweep,F,100,50,,8202,13435,,,1301,1300.27335,1262.66945,95,127,,,,
6532,DUSP1_timesweep,F,100,50,,8028,18297,,,1167,1166.96886,1161.09832,53,91,,,,
6533,DUSP1_timesweep,F,100,50,,8738,15334,,,1149,1148.47505,1173.3024,38,90,6,4,,
6534,DUSP1_timesweep,F,100,50,,8768,16433,,,1149,1148.74738,1149.12286,102,187,,,,
6535,DUSP1_timesweep,F,100,50,,10462,18531,,,1273,1272.38186,1261.30209,149,160,,,,
6536,DUSP1_timesweep,F,100,50,,9359,17064,,,1342,1341.63928,1316.50416,168,232,4,,,
6537,DUSP1_timesweep,F,100,50,,7677,14956,,,1184,1183.02735,1143.36113,93,132,,,,
6538,DUSP1_timesweep,F,100,50,,9700,17913,,,1349,1348.57443,1319.9339,127,156,,,,
6539,DUSP1_timesweep,F,100,50,,7528,14188,,,1264,1263.16379,1239.98703,71,96,,,,
6540,DUSP1_timesweep,F,100,50,,10379,18488,,,1357,1356.87812,1348.54192,162,208,4,,,
6541,DUSP1_timesweep,F,100,50,,9424,20398,,,1259,1258.17116,1259.49544,52,136,5,,,
6542,DUSP1_timesweep,F,100,50,,8123,12951,,,1128,1127.80315,1175.02409,86,127,,,,
6543,DUSP1_timesweep,F,100,50,,7640,16620,,,1147,1146.77644,1140.76871,27,65,,,,
6544,DUSP1_timesweep,F,100,50,,8212,13468,,,1350,1349.22443,1294.81853,131,155,,,,
6545,DUSP1_timesweep,F,100,50,,7638,13217,,,1170,1169.3387,1189.78618,36,68,,,,
6546,DUSP1_timesweep,F,100,50,,10128,16916,,,1102,1101.4998,1095.88502,75,111,,,,
6547,DUSP1_timesweep,F,100,50,,8994,14482,,,1107,1106.4185,1109.60268,67,87,,,,
6548,DUSP1_timesweep,F,100,50,,8308,17359,,,1155,1154.52937,1130.94487,27,42,,,,
6549,DUSP1_timesweep,F,100,50,,7957,13221,,,1086,1085.69511,1084.83284,19,23,,,,
6550,DUSP1_timesweep,F,100,50,,6978,18270,,,1184,1183.26856,1184.83202,15,50,,,,
6551,DUSP1_timesweep,F,100,50,,7769,14505,,,1271,1270.90655,1266.91789,85,110,4,,,
6552,DUSP1_timesweep,F,100,50,,6575,12310,,,1140,1139.26053,1119.04817,13,27,,,,
6553,DUSP1_timesweep,F,100,50,,6396,12391,,,1386,1385.00109,1390.71834,99,217,7,5,,
6554,DUSP1_timesweep,F,100,50,,8591,17982,,,1237,1236.63229,1228.38127,57,85,,,,
6555,DUSP1_timesweep,F,100,50,,8904,17320,,,1352,1351.15398,1338.52465,99,168,,,,
6556,DUSP1_timesweep,F,100,50,,8284,18563,,,1323,1322.69713,1308.60944,115,198,,,,
6557,DUSP1_timesweep,F,100,50,,8398,15793,,,1214,1213.2428,1205.90337,55,97,5,,,
6558,DUSP1_timesweep,F,100,50,,8665,19374,,,1148,1147.41073,1143.37039,66,67,,,,
6559,DUSP1_timesweep,F,100,50,,5497,16579,,,1015,1014.46116,1030.41492,41,107,,,,
6560,DUSP1_timesweep,F,100,50,,6653,12503,,,1207,1206.54908,1190.55491,124,152,,,,
6561,DUSP1_timesweep,F,100,50,,4909,15070,,,1256,1255.70544,1208.15063,58,102,,,,
6562,DUSP1_timesweep,F,100,50,,8589,13669,,,1169,1168.32553,1169.63874,48,82,19,18,,
6563,DUSP1_timesweep,F,100,50,,8870,14787,,,1246,1245.9779,1262.44783,62,109,,,,
6564,DUSP1_timesweep,F,100,50,,7628,13297,,,1174,1173.58469,1154.39182,54,77,,,,
6565,DUSP1_timesweep,F,100,50,,7421,19397,,,1313,1312.21412,1303.28015,68,136,,,,
6566,DUSP1_timesweep,F,100,50,,7859,14968,,,1163,1162.91793,1146.01236,31,57,,,,
6567,DUSP1_timesweep,F,100,50,,8349,13798,,,1284,1283.17918,1270.87353,82,122,,,,
6568,DUSP1_timesweep,F,100,50,,7952,13060,,,1305,1304.88946,1276.80375,74,63,,,,
6569,DUSP1_timesweep,F,100,50,,7684,12679,,,1244,1243.53293,1202.21019,77,76,,,,
6570,DUSP1_timesweep,F,100,50,,8983,16276,,,1183,1182.91562,1164.94489,29,60,,,,
6571,DUSP1_timesweep,F,100,50,,7180,15362,,,1111,1110.40028,1108.64822,32,55,,,,
6572,DUSP1_timesweep,F,100,50,,7777,14663,,,1081,1080.40633,1078.95097,56,82,,,,
6573,DUSP1_timesweep,F,100,50,,7892,18806,,,1197,1196.60112,1175.09726,50,122,7,,,
6574,DUSP1_timesweep,F,100,50,,7924,18216,,,1247,1246.38705,1202.15316,125,170,5,,,
6575,DUSP1_timesweep,F,100,50,,8831,16675,,,1287,1286.84215,1272.86183,86,145,8,,,
6576,DUSP1_timesweep,F,100,50,,10192,18039,,,1176,1175.85008,1159.19397,91,133,5,,,
6577,DUSP1_timesweep,F,100,50,,8503,20306,,,1313,1312.55416,1282.90825,111,120,,,,
6578,DUSP1_timesweep,F,100,50,,6844,13768,,,1309,1308.57729,1291.76794,64,105,,,,
6579,DUSP1_timesweep,F,100,50,,10117,19472,,,1209,1208.04408,1177.36427,63,74,,,,
6580,DUSP1_timesweep,F,100,50,,8472,13184,,,1284,1283.7101,1259.5964,112,148,,,,
6581,DUSP1_timesweep,F,100,50,,7757,14704,,,1205,1204.15521,1169.53734,31,72,,,,
6582,DUSP1_timesweep,F,100,50,,10141,19242,,,1049,1048.49837,1044.62099,65,94,,,,
6583,DUSP1_timesweep,F,100,50,,8205,13681,,,1257,1256.6752,1154.87428,103,62,,,,
6584,DUSP1_timesweep,F,100,50,,9505,17373,,,1240,1239.20936,1232.18874,68,91,6,,,
