Cell_id,Condition,Replica,Dex_Conc,Time_index,Time_TPL,Nuc_Area,Cyto_Area,Nuc_GR_avg_int,Cyto_GR_avg_int,Nuc_DUSP1_avg_int_round,Nuc_DUSP1_avg_int,Cyto_DUSP1_avg_int,RNA_DUSP1_nuc,RNA_DUSP1_cyto,DUSP1_ts_size_0,DUSP1_ts_size_1,DUSP1_ts_size_2,DUSP1_ts_size_3
3171,DUSP1_timesweep,E,100,20,,9113,14438,,,1168,1167.79282,1149.33772,31,35,,,,
3172,DUSP1_timesweep,E,100,20,,5076,13689,,,1063,1062.4342,1058.74914,24,88,,,,
3173,DUSP1_timesweep,E,100,20,,8815,19265,,,1141,1140.9148,1098.8123,21,25,4,,,
3174,DUSP1_timesweep,E,100,20,,9429,18347,,,1172,1171.58712,1178.28321,44,39,,,,
3175,DUSP1_timesweep,E,100,20,,9163,15470,,,1167,1166.41089,1124.01157,44,47,5,,,
3176,DUSP1_timesweep,E,100,20,,8518,14162,,,1185,1184.19723,1186.89387,24,45,,,,
3177,DUSP1_timesweep,E,100,20,,6844,13981,,,1191,1190.2104,1170.59245,20,74,,,,
3178,DUSP1_timesweep,E,100,20,,7185,12646,,,1203,1202.9517,1185.06255,17,10,,,,
3179,DUSP1_timesweep,E,100,20,,9238,17397,,,1148,1147.60825,1124.03662,46,61,,,,
3180,DUSP1_timesweep,E,100,20,,9589,16927,,,1039,1038.86151,988.11177,12,10,,,,
3181,DUSP1_timesweep,E,100,20,,8410,15822,,,1073,1072.73674,1046.83675,30,37,5,,,
3182,DUSP1_timesweep,E,100,20,,7428,14978,,,1028,1027.38772,1037.66464,11,15,,,,
3183,DUSP1_timesweep,E,100,20,,9184,20699,,,999,998.87827,1010.36374,10,11,,,,
3184,DUSP1_timesweep,E,100,20,,8722,20061,,,1119,1118.80394,1073.39285,25,39,,,,
3185,DUSP1_timesweep,E,100,20,,7230,14407,,,1090,1089.10871,1092.73853,19,43,,,,
3186,DUSP1_timesweep,E,100,20,,7743,13653,,,1156,1155.97804,1135.68593,15,14,,,,
3187,DUSP1_timesweep,E,100,20,,8724,17728,,,1191,1190.8879,1181.80759,35,39,,,,
3188,DUSP1_timesweep,E,100,20,,8969,19235,,,1104,1103.90657,1076.0694,20,34,4,,,
3189,DUSP1_timesweep,E,100,20,,9592,18780,,,1189,1188.17483,1172.27093,56,50,,,,
3190,DUSP1_timesweep,E,100,20,,7629,17296,,,1187,1186.98584,1177.04851,11,19,,,,
3191,DUSP1_timesweep,E,100,20,,9600,15756,,,1147,1146.6126,1153.9088,18,23,,,,
3192,DUSP1_timesweep,E,100,20,,8219,14248,,,1153,1152.08468,1119.78636,20,28,,,,
3193,DUSP1_timesweep,E,100,20,,7706,18372,,,1063,1062.43576,1047.21609,3,26,,,,
3194,DUSP1_timesweep,E,100,20,,9917,19538,,,1030,1029.44328,1026.27618,13,12,,,,
3195,DUSP1_timesweep,E,100,20,,7851,16961,,,1025,1024.05744,1037.384,8,8,,,,
3196,DUSP1_timesweep,E,100,20,,7663,12502,,,1060,1059.01631,1003.22228,6,7,,,,
3197,DUSP1_timesweep,E,100,20,,7985,15601,,,1144,1143.80351,1138.18037,46,70,,,,
3198,DUSP1_timesweep,E,100,20,,8316,14986,,,1126,1125.99507,1112.55465,39,56,,,,
3199,DUSP1_timesweep,E,100,20,,7662,12945,,,1215,1214.38476,1193.59668,39,45,,,,
3200,DUSP1_timesweep,E,100,20,,8928,16108,,,1160,1159.79021,1163.36454,27,44,,,,
3201,DUSP1_timesweep,E,100,20,,8438,20137,,,1012,1011.17445,1014.37146,12,38,,,,
3202,DUSP1_timesweep,E,100,20,,9702,12697,,,994,993.28108,1026.23825,14,12,,,,
3203,DUSP1_timesweep,E,100,20,,9804,19732,,,1164,1163.29162,1141.01688,25,30,,,,
3204,DUSP1_timesweep,E,100,20,,10290,18527,,,1227,1226.238,1194.50499,45,86,18,,,
3205,DUSP1_timesweep,E,100,20,,10557,18535,,,1169,1168.106,1154.54993,16,16,,,,
3206,DUSP1_timesweep,E,100,20,,8005,14547,,,1187,1186.69994,1153.57881,20,23,,,,
3207,DUSP1_timesweep,E,100,20,,7586,14551,,,1112,1111.21553,1105.00742,36,55,,,,
3208,DUSP1_timesweep,E,100,20,,9073,14149,,,1068,1067.81759,1053.29712,37,47,,,,
3209,DUSP1_timesweep,E,100,20,,7629,17063,,,988,987.94652,962.27264,4,23,,,,
3210,DUSP1_timesweep,E,100,20,,5867,12473,,,931,930.14283,953.08338,3,6,,,,
3211,DUSP1_timesweep,E,100,20,,9685,18097,,,1136,1135.29427,1094.85738,53,55,,,,
3212,DUSP1_timesweep,E,100,20,,10190,17327,,,1103,1102.89323,1076.76182,22,22,,,,
3213,DUSP1_timesweep,E,100,20,,9652,19846,,,1201,1200.6034,1167.14134,47,61,,,,
3214,DUSP1_timesweep,E,100,20,,8163,17335,,,1144,1143.89538,1116.99458,33,51,,,,
3215,DUSP1_timesweep,E,100,20,,9685,16044,,,1154,1153.59246,1123.93025,25,24,,,,
3216,DUSP1_timesweep,E,100,20,,9201,15750,,,1078,1077.71786,1040.07581,24,54,,,,
3217,DUSP1_timesweep,E,100,20,,7441,14520,,,1036,1035.02647,1046.54256,8,30,,,,
3218,DUSP1_timesweep,E,100,20,,7273,13423,,,1048,1047.98996,1052.08858,5,10,,,,
3219,DUSP1_timesweep,E,100,20,,9920,17669,,,1149,1148.74395,1127.96983,15,20,,,,
3220,DUSP1_timesweep,E,100,20,,7571,15040,,,1162,1161.78391,1144.29694,11,39,,,,
3221,DUSP1_timesweep,E,100,20,,8403,17510,,,1188,1187.16363,1151.48715,15,27,,,,
3222,DUSP1_timesweep,E,100,20,,8389,19232,,,1205,1204.07236,1184.04274,16,33,,,,
3223,DUSP1_timesweep,E,100,20,,6932,15630,,,1109,1108.35228,1110.55227,14,30,,,,
3224,DUSP1_timesweep,E,100,20,,7995,16517,,,1170,1169.93383,1141.79597,27,22,,,,
3225,DUSP1_timesweep,E,100,20,,7377,14403,,,1066,1065.07361,1074.10296,10,19,,,,
3226,DUSP1_timesweep,E,100,20,,6484,13653,,,1147,1146.24938,1129.17469,5,20,,,,
3227,DUSP1_timesweep,E,100,20,,7252,14756,,,985,984.59142,964.86331,2,3,,,,
3228,DUSP1_timesweep,E,100,20,,5289,12207,,,981,980.45585,974.31932,3,8,,,,
3229,DUSP1_timesweep,E,100,20,,10358,17788,,,1030,1029.93329,1026.29436,13,33,,,,
3230,DUSP1_timesweep,E,100,20,,9742,19529,,,1054,1053.51232,1053.61652,11,16,,,,
3231,DUSP1_timesweep,E,100,20,,8411,20292,,,1161,1160.59422,1141.55869,29,41,,,,
3232,DUSP1_timesweep,E,100,20,,7709,19657,,,1150,1149.49903,1148.62807,41,51,,,,
3233,DUSP1_timesweep,E,100,20,,5946,12135,,,1152,1151.06307,1127.26807,17,24,,,,
3234,DUSP1_timesweep,E,100,20,,6942,16958,,,1165,1164.62432,1161.18109,11,26,,,,
3235,DUSP1_timesweep,E,100,20,,7146,14675,,,1191,1190.7698,1161.41928,24,25,,,,
3236,DUSP1_timesweep,E,100,20,,6408,15724,,,1079,1078.11923,1012.86918,17,20,,,,
3237,DUSP1_timesweep,E,100,20,,5343,13277,,,1105,1104.28654,1115.63719,7,47,,,,
3238,DUSP1_timesweep,E,100,20,,8535,19086,,,1023,1022.13427,1012.79807,4,17,,,,
3239,DUSP1_timesweep,E,100,30,,8829,20231,,,1066,1065.75161,1056.75404,45,71,,,,
3240,DUSP1_timesweep,E,100,30,,9406,18835,,,1138,1137.65394,1125.62055,21,36,,,,
3241,DUSP1_timesweep,E,100,30,,8476,15819,,,1236,1235.8484,1180.80669,120,124,7,4,,
3242,DUSP1_timesweep,E,100,30,,9362,17763,,,1254,1253.00908,1214.64753,109,140,,,,
3243,DUSP1_timesweep,E,100,30,,10500,18415,,,1237,1236.94,1182.78756,109,73,6,5,,
3244,DUSP1_timesweep,E,100,30,,10507,18915,,,1112,1111.7436,1079.03087,65,51,,,,
3245,DUSP1_timesweep,E,100,30,,9296,20300,,,1162,1161.57293,1133.99113,50,65,4,,,
3246,DUSP1_timesweep,E,100,30,,9888,19658,,,985,984.63511,967.0319,21,41,,,,
3247,DUSP1_timesweep,E,100,30,,9102,19034,,,1091,1090.04461,1049.90449,41,86,5,,,
3248,DUSP1_timesweep,E,100,30,,7792,13375,,,946,945.06109,964.59828,25,44,,,,
3249,DUSP1_timesweep,E,100,30,,9433,20796,,,1066,1065.22655,1089.61416,28,40,,,,
3250,DUSP1_timesweep,E,100,30,,8641,18505,,,1165,1164.94746,1094.22053,80,38,,,,
3251,DUSP1_timesweep,E,100,30,,8744,19468,,,1125,1124.27928,1102.36532,26,27,,,,
3252,DUSP1_timesweep,E,100,30,,7632,13065,,,1191,1190.41942,1168.37084,24,28,,,,
3253,DUSP1_timesweep,E,100,30,,9616,20736,,,1079,1078.00967,1052.24518,32,51,,,,
3254,DUSP1_timesweep,E,100,30,,8664,14827,,,1071,1070.97588,1047.50165,39,59,,,,
3255,DUSP1_timesweep,E,100,30,,8654,12685,,,1106,1105.32991,1052.81663,58,29,5,4,,
3256,DUSP1_timesweep,E,100,30,,6651,13553,,,1166,1165.28717,1137.67048,14,14,,,,
3257,DUSP1_timesweep,E,100,30,,7898,14718,,,1105,1104.15434,1068.33911,37,28,,,,
3258,DUSP1_timesweep,E,100,30,,8053,17937,,,1130,1129.11896,1127.74494,32,45,,,,
3259,DUSP1_timesweep,E,100,30,,6299,13827,,,1084,1083.86966,1103.20973,14,31,,,,
3260,DUSP1_timesweep,E,100,30,,6217,17038,,,1141,1140.92697,1102.46971,9,33,,,,
3261,DUSP1_timesweep,E,100,30,,9011,19329,,,1083,1082.6825,1058.34368,43,65,,,,
3262,DUSP1_timesweep,E,100,30,,7684,17598,,,974,973.44833,953.62592,15,30,,,,
3263,DUSP1_timesweep,E,100,30,,7600,13157,,,1011,1010.01395,983.62279,9,21,,,,
3264,DUSP1_timesweep,E,100,30,,7351,16869,,,1071,1070.88151,1053.74355,11,33,,,,
3265,DUSP1_timesweep,E,100,30,,8938,16058,,,1107,1106.35746,1091.50249,68,120,5,,,
3266,DUSP1_timesweep,E,100,30,,7754,18888,,,1168,1167.42726,1106.95066,62,56,4,,,
3267,DUSP1_timesweep,E,100,30,,9266,19843,,,1161,1160.55709,1129.52583,40,44,8,,,
3268,DUSP1_timesweep,E,100,30,,6057,12837,,,1324,1323.28661,1235.24235,184,193,7,6,,
3269,DUSP1_timesweep,E,100,30,,8685,20009,,,1060,1059.416,1029.82518,11,21,,,,
3270,DUSP1_timesweep,E,100,30,,6972,18754,,,1173,1172.59509,1189.44614,8,119,,,,
3271,DUSP1_timesweep,E,100,30,,9016,15931,,,1171,1170.53194,1148.69776,34,47,,,,
3272,DUSP1_timesweep,E,100,30,,9999,17740,,,1101,1100.11241,1060.81009,50,38,,,,
3273,DUSP1_timesweep,E,100,30,,8363,20659,,,1051,1050.41588,1075.45893,12,56,,,,
3274,DUSP1_timesweep,E,100,30,,7211,13097,,,1024,1023.18208,1013.13339,47,47,,,,
3275,DUSP1_timesweep,E,100,30,,9695,18741,,,1115,1114.51171,1121.24646,35,55,4,,,
3276,DUSP1_timesweep,E,100,30,,7845,12760,,,1095,1094.08617,1076.06724,51,76,,,,
3277,DUSP1_timesweep,E,100,30,,9657,20827,,,1179,1178.32546,1154.86349,40,46,5,,,
3278,DUSP1_timesweep,E,100,30,,5159,13982,,,1070,1069.24074,1016.06694,32,49,,,,
3279,DUSP1_timesweep,E,100,30,,7758,14428,,,1030,1029.54769,993.38897,7,9,,,,
3280,DUSP1_timesweep,E,100,30,,9544,14616,,,1040,1039.04003,986.62069,63,46,5,,,
3281,DUSP1_timesweep,E,100,30,,7474,12229,,,1052,1051.87811,1047.75893,15,27,,,,
3282,DUSP1_timesweep,E,100,30,,9502,14382,,,1093,1092.65344,1061.10451,47,58,4,,,
3283,DUSP1_timesweep,E,100,30,,8828,15811,,,1150,1149.21579,1148.54664,61,49,,,,
3284,DUSP1_timesweep,E,100,30,,8630,14241,,,1249,1248.98297,1200.66042,117,110,4,,,
3285,DUSP1_timesweep,E,100,30,,7227,12857,,,1187,1186.37305,1161.97713,53,69,,,,
3286,DUSP1_timesweep,E,100,30,,7414,14034,,,1088,1087.37308,1064.66994,49,65,,,,
3287,DUSP1_timesweep,E,100,30,,7999,12729,,,1091,1090.23128,1092.1506,8,6,,,,
3288,DUSP1_timesweep,E,100,30,,9035,20331,,,1161,1160.51356,1156.00639,30,68,,,,
3289,DUSP1_timesweep,E,100,30,,9100,17467,,,1178,1177.0767,1142.12509,55,78,,,,
3290,DUSP1_timesweep,E,100,30,,5836,15641,,,1066,1065.85727,1076.5545,20,19,,,,
3291,DUSP1_timesweep,E,100,30,,4934,12306,,,998,997.45561,985.68877,23,12,,,,
3292,DUSP1_timesweep,E,100,30,,5941,15365,,,1180,1179.00741,1137.96609,65,205,4,,,
3293,DUSP1_timesweep,E,100,30,,9216,16708,,,1145,1144.08778,1138.21391,42,96,,,,
3294,DUSP1_timesweep,E,100,30,,8293,19222,,,1156,1155.48426,1119.51519,33,27,,,,
3295,DUSP1_timesweep,E,100,30,,9061,19018,,,1207,1206.12328,1173.9023,55,52,,,,
3296,DUSP1_timesweep,E,100,30,,8679,19282,,,1067,1066.46422,1061.2102,64,61,6,,,
3297,DUSP1_timesweep,E,100,30,,9228,12786,,,1193,1192.93747,1174.10355,38,42,,,,
3298,DUSP1_timesweep,E,100,30,,8022,15069,,,1032,1031.43917,1006.50514,32,31,,,,
3299,DUSP1_timesweep,E,100,30,,7935,15887,,,1100,1099.07133,1036.91716,10,7,18,,,
3300,DUSP1_timesweep,E,100,30,,9813,17220,,,1097,1096.14715,1092.70488,55,126,,,,
3301,DUSP1_timesweep,E,100,30,,10032,20709,,,1213,1212.31858,1175.04655,86,90,,,,
3302,DUSP1_timesweep,E,100,30,,9063,15034,,,1160,1159.8218,1142.78529,29,55,,,,
3303,DUSP1_timesweep,E,100,30,,8720,16342,,,1062,1061.89209,1045.52766,15,68,,,,
3304,DUSP1_timesweep,E,100,30,,9784,16815,,,1060,1059.09802,1046.76515,82,74,,,,
3305,DUSP1_timesweep,E,100,30,,8388,15867,,,1087,1086.71388,1065.77003,80,134,4,,,
3306,DUSP1_timesweep,E,100,30,,8525,18555,,,1172,1171.09279,1151.57106,59,88,5,,,
3307,DUSP1_timesweep,E,100,30,,8032,17079,,,1187,1186.07881,1158.13812,73,102,,,,
3308,DUSP1_timesweep,E,100,30,,9124,14264,,,1218,1217.24112,1193.29501,63,96,4,4,,
3309,DUSP1_timesweep,E,100,30,,8128,16628,,,1224,1223.93455,1188.61998,42,48,,,,
3310,DUSP1_timesweep,E,100,30,,8721,19250,,,1066,1065.31567,1034.11688,27,20,,,,
3311,DUSP1_timesweep,E,100,30,,9852,19662,,,1027,1026.91423,998.60121,20,23,,,,
3312,DUSP1_timesweep,E,100,30,,9990,17087,,,1034,1033.12452,1029.28636,19,35,,,,
3313,DUSP1_timesweep,E,100,30,,9634,20515,,,1052,1051.03187,1045.32552,35,41,,,,
3314,DUSP1_timesweep,E,100,30,,8381,14098,,,1173,1172.75468,1128.40516,47,38,,,,
3315,DUSP1_timesweep,E,100,30,,7295,15630,,,1175,1174.87471,1169.15266,19,62,,,,
3316,DUSP1_timesweep,E,100,30,,7872,14691,,,1134,1133.90739,1126.39099,24,46,,,,
3317,DUSP1_timesweep,E,100,30,,15035,15283,,,1132,1131.24044,1128.81607,125,56,4,,,
3318,DUSP1_timesweep,E,100,30,,7311,13179,,,1113,1112.3213,1094.76053,13,19,,,,
3319,DUSP1_timesweep,E,100,30,,7658,15023,,,1028,1027.70266,1038.92485,19,48,,,,
3320,DUSP1_timesweep,E,100,30,,11844,19971,,,1048,1047.62606,1019.46372,51,79,5,,,
3321,DUSP1_timesweep,E,100,30,,10332,20247,,,1130,1129.85066,1122.85593,100,239,5,4,,
3322,DUSP1_timesweep,E,100,30,,11925,14827,,,1185,1184.11002,1176.76239,64,80,,,,
3323,DUSP1_timesweep,E,100,30,,9129,17738,,,1157,1156.38471,1140.13818,18,27,4,,,
3324,DUSP1_timesweep,E,100,30,,9900,17092,,,1135,1134.58182,1124.04909,20,45,,,,
3325,DUSP1_timesweep,E,100,30,,9665,17268,,,1168,1167.99565,1128.93972,74,127,8,4,,
3326,DUSP1_timesweep,E,100,30,,10105,15312,,,1110,1109.51103,1087.9358,39,61,,,,
3327,DUSP1_timesweep,E,100,30,,7005,13684,,,905,904.59543,921.17999,2,8,,,,
3328,DUSP1_timesweep,E,100,30,,7322,16978,,,1078,1077.78394,1034.47249,69,64,,,,
3329,DUSP1_timesweep,E,100,30,,6967,15216,,,1079,1078.55792,1066.39169,13,11,,,,
3330,DUSP1_timesweep,E,100,30,,8440,14386,,,1076,1075.32927,1074.80898,26,63,,,,
3331,DUSP1_timesweep,E,100,30,,10344,20614,,,1091,1090.58604,1062.31134,79,74,,,,
3332,DUSP1_timesweep,E,100,30,,10190,19809,,,1170,1169.00324,1160.6285,52,87,,,,
3333,DUSP1_timesweep,E,100,30,,9659,15431,,,1219,1218.0028,1196.37522,80,93,,,,
3334,DUSP1_timesweep,E,100,30,,10047,18867,,,1169,1168.75844,1161.25441,46,111,,,,
3335,DUSP1_timesweep,E,100,30,,8383,15245,,,1084,1083.68341,1089.40918,10,20,,,,
3336,DUSP1_timesweep,E,100,30,,9315,14293,,,1187,1186.13688,1189.07983,40,65,,,,
3337,DUSP1_timesweep,E,100,30,,7349,15340,,,1126,1125.67574,1090.3676,18,24,,,,
3338,DUSP1_timesweep,E,100,30,,7430,13426,,,1166,1165.88493,1155.4063,46,78,,,,
3339,DUSP1_timesweep,E,100,30,,9487,20727,,,967,966.90555,980.65822,3,13,,,,
3340,DUSP1_timesweep,E,100,30,,8608,19275,,,1042,1041.18053,1021.82563,21,72,,,,
3341,DUSP1_timesweep,E,100,30,,8998,20076,,,958,957.93387,940.78198,18,27,,,,
3342,DUSP1_timesweep,E,100,30,,8706,20433,,,1087,1086.11636,1068.19488,62,39,6,,,
3343,DUSP1_timesweep,E,100,30,,8226,14444,,,1165,1164.25468,1128.09028,53,82,,,,
3344,DUSP1_timesweep,E,100,30,,8612,13525,,,1028,1027.41326,1003.67734,13,9,,,,
3345,DUSP1_timesweep,E,100,30,,9057,18152,,,1137,1136.83372,1120.25165,39,32,,,,
3346,DUSP1_timesweep,E,100,30,,8245,13475,,,1098,1097.13754,1088.32898,30,27,,,,
3347,DUSP1_timesweep,E,100,30,,8133,17528,,,1220,1219.67318,1176.17669,73,76,,,,
3348,DUSP1_timesweep,E,100,30,,7202,12148,,,1130,1129.13302,1129.37397,13,9,,,,
3349,DUSP1_timesweep,E,100,30,,10993,16992,,,1165,1164.75866,1143.24417,49,79,,,,
3350,DUSP1_timesweep,E,100,30,,6402,12071,,,1067,1066.03327,1050.94938,14,26,,,,
3351,DUSP1_timesweep,E,100,30,,11030,18472,,,1160,1159.83364,1132.10816,22,44,,,,
3352,DUSP1_timesweep,E,100,30,,7877,13424,,,1183,1182.83433,1166.26088,61,77,,,,
3353,DUSP1_timesweep,E,100,30,,8990,20631,,,1132,1131.40222,1137.31676,44,53,,,,
3354,DUSP1_timesweep,E,100,30,,8011,13270,,,1119,1118.46786,1095.24333,31,28,4,,,
3355,DUSP1_timesweep,E,100,30,,9579,19474,,,1186,1185.64391,1156.59294,33,43,,,,
3356,DUSP1_timesweep,E,100,30,,10600,17042,,,1053,1052.78717,1043.21658,8,23,,,,
3357,DUSP1_timesweep,E,100,30,,10003,19893,,,1121,1120.3215,1098.61449,25,33,,,,
3358,DUSP1_timesweep,E,100,30,,9253,20612,,,989,988.08397,974.06079,8,24,,,,
3359,DUSP1_timesweep,E,100,30,,7325,15104,,,1101,1100.64259,1082.11176,12,35,,,,
3360,DUSP1_timesweep,E,100,30,,7664,14227,,,1132,1131.11287,1096.14135,33,26,,,,
3361,DUSP1_timesweep,E,100,30,,10619,20643,,,1134,1133.18467,1098.18558,50,64,5,,,
3362,DUSP1_timesweep,E,100,30,,9338,17897,,,1189,1188.17134,1167.96938,64,59,,,,
3363,DUSP1_timesweep,E,100,30,,7578,17298,,,1211,1210.24993,1173.67944,52,44,,,,
3364,DUSP1_timesweep,E,100,30,,7688,14293,,,1192,1191.89555,1175.0764,47,61,,,,
3365,DUSP1_timesweep,E,100,30,,10065,20615,,,1099,1098.11018,1084.50124,51,43,,,,
3366,DUSP1_timesweep,E,100,30,,8550,20006,,,932,931.83661,939.07518,12,21,,,,
3367,DUSP1_timesweep,E,100,30,,7966,16526,,,1063,1062.51029,1036.07098,30,43,5,,,
3368,DUSP1_timesweep,E,100,30,,6232,12559,,,1152,1151.16271,1119.04642,19,18,,,,
3369,DUSP1_timesweep,E,100,30,,6558,14480,,,1235,1234.97118,1175.92921,66,56,,,,
3370,DUSP1_timesweep,E,100,30,,8632,17962,,,1044,1043.6937,1037.26434,10,26,,,,
3371,DUSP1_timesweep,E,100,30,,9687,15684,,,1021,1020.60741,995.05745,19,18,,,,
3372,DUSP1_timesweep,E,100,30,,3296,12458,,,1003,1002.62803,997.75325,19,28,,,,
3373,DUSP1_timesweep,E,100,30,,8307,15069,,,1140,1139.68653,1108.53388,52,82,4,,,
3374,DUSP1_timesweep,E,100,30,,9424,14364,,,1104,1103.1997,1099.52005,29,21,4,,,
3375,DUSP1_timesweep,E,100,30,,3494,13351,,,1050,1049.96623,1044.04988,19,35,,,,
3376,DUSP1_timesweep,E,100,30,,2896,17270,,,1158,1157.48412,1047.97533,23,43,6,,,
3377,DUSP1_timesweep,E,100,30,,6652,16496,,,1060,1059.35388,1028.90204,24,31,,,,
3378,DUSP1_timesweep,E,100,30,,6760,16547,,,977,976.00118,941.37366,2,7,,,,
3379,DUSP1_timesweep,E,100,30,,10544,17382,,,1111,1110.47619,1079.51507,48,28,,,,
3380,DUSP1_timesweep,E,100,30,,9277,19516,,,960,959.67242,946.3844,13,47,,,,
3381,DUSP1_timesweep,E,100,30,,7344,14600,,,1103,1102.60866,1095.97986,58,107,,,,
3382,DUSP1_timesweep,E,100,30,,9506,19559,,,1154,1153.24879,1132.05384,43,72,,,,
3383,DUSP1_timesweep,E,100,30,,6260,13827,,,1021,1020.47668,1026.00694,11,29,,,,
3384,DUSP1_timesweep,E,100,30,,8259,15791,,,1118,1117.45974,1105.08391,33,31,,,,
3385,DUSP1_timesweep,E,100,30,,8607,14913,,,1080,1079.23527,1039.5811,25,29,5,,,
3386,DUSP1_timesweep,E,100,30,,6358,12144,,,976,975.24442,949.64509,20,32,,,,
3387,DUSP1_timesweep,E,100,30,,9739,17689,,,1064,1063.74402,1031.08107,50,37,,,,
3388,DUSP1_timesweep,E,100,30,,8903,17135,,,1154,1153.42626,1101.40041,51,30,5,,,
3389,DUSP1_timesweep,E,100,30,,9354,18183,,,1024,1023.80073,1018.9015,53,50,,,,
3390,DUSP1_timesweep,E,100,30,,8756,19700,,,1203,1202.12072,1169.32472,61,65,,,,
3391,DUSP1_timesweep,E,100,30,,7522,15897,,,1176,1175.17668,1153.51903,45,70,,,,
3392,DUSP1_timesweep,E,100,30,,10063,20374,,,1145,1144.43645,1106.41685,78,98,,,,
3393,DUSP1_timesweep,E,100,30,,8595,17732,,,1046,1045.71879,1021.60647,27,39,,,,
3394,DUSP1_timesweep,E,100,30,,8038,14498,,,1110,1109.6361,1116.46124,43,56,,,,
3395,DUSP1_timesweep,E,100,30,,2935,15290,,,941,940.15809,999.33336,3,35,,,,
3396,DUSP1_timesweep,E,100,30,,5550,15080,,,1189,1188.06378,1185.71373,6,79,,,,
3397,DUSP1_timesweep,E,100,30,,8347,16059,,,1152,1151.95268,1107.6752,37,23,,,,
3398,DUSP1_timesweep,E,100,30,,9194,14666,,,1159,1158.51468,1123.30145,67,36,,,,
3399,DUSP1_timesweep,E,100,30,,8435,15474,,,1051,1050.25122,998.75759,37,35,,,,
3400,DUSP1_timesweep,E,100,30,,8119,12847,,,989,988.30804,952.94146,3,4,,,,
3401,DUSP1_timesweep,E,100,30,,11854,15447,,,1019,1018.77299,998.41497,33,18,,,,
3402,DUSP1_timesweep,E,100,30,,10458,17366,,,1260,1259.07544,1222.13584,97,129,6,,,
3403,DUSP1_timesweep,E,100,30,,10370,18778,,,1131,1130.56905,1101.03919,66,85,,,,
3404,DUSP1_timesweep,E,100,30,,3243,13520,,,1044,1043.09251,1073.49016,10,21,,,,
3405,DUSP1_timesweep,E,100,30,,11890,17197,,,950,949.93213,946.51079,17,42,,,,
3406,DUSP1_timesweep,E,100,30,,7295,12468,,,999,998.42317,1008.11526,14,13,,,,
3407,DUSP1_timesweep,E,100,30,,7849,13145,,,1100,1099.43394,1049.69859,51,45,,,,
3408,DUSP1_timesweep,E,100,30,,7792,16192,,,1257,1256.8211,1201.23796,100,83,,,,
3409,DUSP1_timesweep,E,100,30,,7263,13876,,,1196,1195.50392,1167.21202,42,36,,,,
3410,DUSP1_timesweep,E,100,30,,8697,17237,,,1115,1114.37197,1078.36828,35,54,,,,
3411,DUSP1_timesweep,E,100,30,,7876,12428,,,1120,1119.18829,1107.35726,24,33,,,,
3412,DUSP1_timesweep,E,100,30,,8069,15420,,,1009,1008.34552,1007.31933,13,36,,,,
3413,DUSP1_timesweep,E,100,30,,7126,12706,,,1093,1092.99621,1043.48804,46,75,28,,,
3414,DUSP1_timesweep,E,100,30,,9924,15409,,,1105,1104.16052,974.52138,114,93,10,7,6,
3415,DUSP1_timesweep,E,100,30,,8512,15425,,,1148,1147.71217,1121.63352,35,25,,,,
3416,DUSP1_timesweep,E,100,30,,8679,14786,,,1225,1224.27791,1198.54396,70,69,5,,,
3417,DUSP1_timesweep,E,100,30,,9324,17256,,,1117,1116.45453,1116.64378,33,27,,,,
3418,DUSP1_timesweep,E,100,30,,7247,16406,,,1187,1186.39685,1168.43941,33,33,,,,
3419,DUSP1_timesweep,E,100,30,,8479,16765,,,1095,1094.9533,1083.11965,8,16,,,,
3420,DUSP1_timesweep,E,100,30,,7664,19101,,,1227,1226.62017,1179.2781,77,104,,,,
3421,DUSP1_timesweep,E,100,30,,7647,17782,,,1187,1186.77952,1156.83005,18,36,,,,
3422,DUSP1_timesweep,E,100,30,,9384,17648,,,1148,1147.81426,1118.36769,38,52,,,,
3423,DUSP1_timesweep,E,100,30,,7134,14712,,,973,972.08452,957.39023,10,24,,,,
3424,DUSP1_timesweep,E,100,30,,5704,15451,,,874,873.76595,931.81969,9,14,,,,
3425,DUSP1_timesweep,E,100,30,,9484,20796,,,1173,1172.5736,1145.29169,83,114,,,,
3426,DUSP1_timesweep,E,100,30,,8867,18411,,,1236,1235.48607,1194.80115,87,89,6,,,
3427,DUSP1_timesweep,E,100,30,,10445,18367,,,1215,1214.82259,1192.61371,37,58,,,,
3428,DUSP1_timesweep,E,100,30,,4981,15617,,,1013,1012.2375,1032.38042,21,36,,,,
3429,DUSP1_timesweep,E,100,30,,10288,15985,,,1092,1091.83797,1113.4406,9,42,,,,
3430,DUSP1_timesweep,E,100,30,,9266,15301,,,1174,1173.96773,1170.24293,12,32,,,,
3431,DUSP1_timesweep,E,100,30,,8129,14597,,,1109,1108.90909,1084.28842,16,27,,,,
3432,DUSP1_timesweep,E,100,30,,9026,20721,,,1167,1166.3706,1075.03629,100,118,14,11,,
3433,DUSP1_timesweep,E,100,30,,7029,15420,,,1096,1095.58828,1079.70739,36,37,,,,
3434,DUSP1_timesweep,E,100,30,,6453,14676,,,1028,1027.62483,1005.89602,16,37,,,,
3435,DUSP1_timesweep,E,100,30,,7679,13548,,,1200,1199.79021,1195.52857,46,121,,,,
