Cell_id,Condition,Replica,Dex_Conc,Time_index,Time_TPL,Nuc_Area,Cyto_Area,Nuc_GR_avg_int,Cyto_GR_avg_int,Nuc_DUSP1_avg_int,Cyto_DUSP1_avg_int,RNA_DUSP1_nuc,RNA_DUSP1_cyto,DUSP1_ts_size_0,DUSP1_ts_size_1,DUSP1_ts_size_2,DUSP1_ts_size_3,normgrnuc,normgrcyt
13960,GR_timesweep,B,10,30,NaN,9881,19540.1221312234,2867.97541,1445.05457,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,5
13961,GR_timesweep,B,10,30,NaN,11790,24362.8249671837,3258.5464,1664.19551,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,7
13962,GR_timesweep,B,10,30,NaN,8674,16815.3392631525,3145.31577,1495.47123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,5
13963,GR_timesweep,B,10,30,NaN,8417,16267.6244864462,2938.15742,1423.69279,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,5
13964,GR_timesweep,B,10,30,NaN,10936,22127.6407041676,3912.21982,1680.1127,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,7
13965,GR_timesweep,B,10,30,NaN,11451,23460.4949971791,3652.06751,1661.86744,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,7
13966,GR_timesweep,B,10,30,NaN,8951,17418.4384975862,2724.84616,1360.45015,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,4
13967,GR_timesweep,B,10,30,NaN,5398,10686.7958264714,2873.79789,1473.2381,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,5
13968,GR_timesweep,B,10,30,NaN,11405,23339.5827664522,2843.11758,1398.60656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,4
13969,GR_timesweep,B,10,30,NaN,7989,15380.7692694657,3144.13356,1677.25759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,7
13970,GR_timesweep,B,10,30,NaN,9664,19031.7149889246,3163.23158,1531.7777,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,6
13971,GR_timesweep,B,10,30,NaN,9277,18145.1817459743,2601.0678,1320.55025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,4
13972,GR_timesweep,B,10,30,NaN,8768,17018.5170976783,3360.88857,1601.71469,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,6
13973,GR_timesweep,B,10,30,NaN,7579,14560.8520088909,3435.04671,1753.59361,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,8
13974,GR_timesweep,B,10,30,NaN,6921,13305.6098260463,3104.9987,1654.66837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,7
13975,GR_timesweep,B,10,30,NaN,7242,13908.6372914381,2643.49379,1483.04414,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,5
13976,GR_timesweep,B,10,30,NaN,7952,15305.5861375617,2943.32998,1558.00452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,6
13977,GR_timesweep,B,10,30,NaN,10304,20554.5193720872,2582.52329,1372.47446,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,4
13978,GR_timesweep,B,10,30,NaN,10491,21012.8051942071,2411.61005,1240.71159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,3
13979,GR_timesweep,B,10,30,NaN,4560,9416.53109094326,3158.51535,2074.44379,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,11
13980,GR_timesweep,B,10,30,NaN,9470,18584.0728913208,3503.69736,1613.62064,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,7
13981,GR_timesweep,B,10,30,NaN,9103,17755.006467506,3897.36241,1888.10208,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,9
13982,GR_timesweep,B,10,30,NaN,9914,19618.1492224415,3069.11963,1402.99726,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,4
13983,GR_timesweep,B,10,30,NaN,10413,20820.9150819915,3666.73668,1829.82292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,9
13984,GR_timesweep,B,10,30,NaN,7725,14849.4973927904,3655.1899,1615.71137,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,7
13985,GR_timesweep,B,10,30,NaN,9522,18703.422422563,3043.78334,1461.62748,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,5
13986,GR_timesweep,B,10,30,NaN,10161,20208.1365427826,3744.27251,1624.67541,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,7
13987,GR_timesweep,B,10,30,NaN,10160,20205.7267079728,2620.79557,1431.75304,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,5
13988,GR_timesweep,B,10,30,NaN,8970,17460.2914920332,2825.86923,1568.48031,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,6
13989,GR_timesweep,B,10,30,NaN,9655,19010.8044495846,3653.17504,1606.99859,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,6
13990,GR_timesweep,B,10,30,NaN,8757,16994.6622044983,2461.17289,1414.05447,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,5
13991,GR_timesweep,B,10,30,NaN,12213,25516.5478699616,3406.93343,1491.4195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,5
13992,GR_timesweep,B,10,30,NaN,7596,14594.2722149636,3115.74868,1645.3619,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,7
13993,GR_timesweep,B,10,30,NaN,6943,13346.3713336533,3520.25522,1779.06844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,8
13994,GR_timesweep,B,10,30,NaN,10511,21062.1768743461,3784.36562,1681.68293,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,7
13995,GR_timesweep,B,10,30,NaN,6742,12977.0632505665,3444.37793,1752.45385,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,8
13996,GR_timesweep,B,10,30,NaN,8000,15403.1665614213,3962.729,1850.1458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,9
13997,GR_timesweep,B,10,30,NaN,8387,16204.4316855909,3107.89305,1628.12373,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,7
13998,GR_timesweep,B,10,30,NaN,8531,16509.1733217952,3112.90353,1670.38175,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,7
13999,GR_timesweep,B,10,30,NaN,8711,16895.131575822,2296.82562,1322.43239,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,4
14000,GR_timesweep,B,10,30,NaN,5538,10910.8238451762,4056.63579,1610.4305,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,7
14001,GR_timesweep,B,10,30,NaN,10209,20324.0115183726,3337.9906,1522.76458,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,6
14002,GR_timesweep,B,10,30,NaN,9531,18724.1264338886,2524.47697,1263.42857,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,3
14003,GR_timesweep,B,10,30,NaN,9067,17674.9327415525,3033.11371,1428.13983,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,5
14004,GR_timesweep,B,10,30,NaN,9386,18392.2630318901,3247.89857,1611.80409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,7
14005,GR_timesweep,B,10,30,NaN,8437,16309.8392893617,2763.87792,1412.88565,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,5
14006,GR_timesweep,B,10,30,NaN,12382,25986.1225777087,3054.12066,1461.34698,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,5
14007,GR_timesweep,B,10,30,NaN,10716,21572.2157539429,3486.03574,1694.9274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,7
14008,GR_timesweep,B,10,30,NaN,10011,19848.5894337161,2771.39017,1359.51864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,4
14009,GR_timesweep,B,10,30,NaN,9844,19452.8606475074,4059.08035,1660.20804,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,7
14010,GR_timesweep,B,10,30,NaN,4114,8789.8744965046,4231.9633,1721.82905,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,8
14011,GR_timesweep,B,10,30,NaN,7386,14184.9308582927,3293.95952,1618.65342,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,7
14012,GR_timesweep,B,10,30,NaN,9978,19770.0100482841,2836.41712,1431.17544,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,5
14013,GR_timesweep,B,10,30,NaN,11257,22953.0377625906,2136.16941,1187.71553,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,2
14014,GR_timesweep,B,10,30,NaN,8959,17436.0532193645,4329.68691,1934.90781,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,10
14015,GR_timesweep,B,10,30,NaN,7985,15372.6299758043,3622.35053,1685.50424,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,7
14016,GR_timesweep,B,10,30,NaN,8195,15803.6748904781,4484.40891,1958.73619,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,10
14017,GR_timesweep,B,10,30,NaN,11727,24193.6352811622,4087.33018,1877.97339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,9
14018,GR_timesweep,B,10,30,NaN,11307,23083.2045727642,3927.24896,1770.41176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,8
14019,GR_timesweep,B,10,30,NaN,7619,14639.5671553764,2895.98031,1411.38889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,5
14020,GR_timesweep,B,10,30,NaN,9298,18192.625137393,4011.52463,1768.44405,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,8
14021,GR_timesweep,B,10,30,NaN,8882,17266.9698695081,3927.69162,1775.88658,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,8
14022,GR_timesweep,B,10,30,NaN,7876,15151.8967989516,3246.54736,1520.57643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,6
14023,GR_timesweep,B,10,30,NaN,6116,11871.5415073964,2355.0744,1222.27825,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,3
14024,GR_timesweep,B,10,30,NaN,9034,17601.7282606352,3353.48517,1795.16418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,8
14025,GR_timesweep,B,10,30,NaN,9507,18668.9467938646,3426.0304,1732.28151,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,8
14026,GR_timesweep,B,10,30,NaN,10365,20703.3506140734,3106.85953,1488.04514,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,5
14027,GR_timesweep,B,10,30,NaN,7585,14572.6416819853,2966.42373,1434.298,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,5
14028,GR_timesweep,B,10,30,NaN,5178,10341.5843028173,2157.27887,1190.24409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3,2
14029,GR_timesweep,B,10,30,NaN,10702,21537.1531471205,2790.41282,1438.92524,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,5
14030,GR_timesweep,B,10,30,NaN,6387,12341.8304833713,3705.78143,1786.17786,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,8
14031,GR_timesweep,B,10,30,NaN,9105,17759.4615642816,3930.73213,1944.4354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,10
14032,GR_timesweep,B,10,30,NaN,11767,24300.9779365421,2643.05949,1396.02005,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,4
14033,GR_timesweep,B,10,30,NaN,9102,17752.7791779252,3857.23742,1874.77754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,9
14034,GR_timesweep,B,10,30,NaN,2455,6760.1487842078,2345.189,1441.03716,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,5
14035,GR_timesweep,B,10,30,NaN,8063,15531.8441469371,3492.18157,1872.63965,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,9
14036,GR_timesweep,B,10,30,NaN,9329,18262.7996856105,2551.30486,1319.52975,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,4
14037,GR_timesweep,B,10,30,NaN,8533,16513.4310350717,3779.55713,1887.35251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,9
14038,GR_timesweep,B,10,30,NaN,9490,18629.9213450156,3100.93309,1476.67821,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,5
14039,GR_timesweep,B,10,30,NaN,2016,6302.50402751994,3234.7619,1615.59188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,7
14040,GR_timesweep,B,10,30,NaN,9091,17728.2903800461,2631.67099,1391.01826,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,4
14041,GR_timesweep,B,10,30,NaN,8307,16036.676717281,3048.01144,1568.77572,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,6
14042,GR_timesweep,B,10,30,NaN,5120,10251.9649935829,3307.42246,1661.11016,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,7
14043,GR_timesweep,B,10,30,NaN,10783,21740.4835542344,3125.20393,1461.49635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,5
14044,GR_timesweep,B,10,30,NaN,5270,10484.9295815527,3088.74118,1452.78445,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,5
14045,GR_timesweep,B,10,30,NaN,8601,16658.6039269699,3241.08708,1569.70143,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,6
14046,GR_timesweep,B,10,30,NaN,8713,16899.4514027871,3825.86985,1887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,9
14047,GR_timesweep,B,10,30,NaN,9297,18190.3642028975,2942.17339,1408.72746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,5
14048,GR_timesweep,B,10,30,NaN,10293,20527.7492764585,3678.94365,1812.36234,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,8
14049,GR_timesweep,B,10,30,NaN,9215,18005.5547211684,3838.60152,1804.02883,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,8
14050,GR_timesweep,B,10,30,NaN,9000,17526.5019829233,3401.26267,1774.02705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,8
14051,GR_timesweep,B,10,30,NaN,8534,16515.560150517,2684.26775,1391.30885,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,4
14052,GR_timesweep,B,10,30,NaN,9184,17935.9899223266,3031.59125,1794.04759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,8
14053,GR_timesweep,B,10,30,NaN,9234,18048.2731663423,2609.06595,1304.15512,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,3
14054,GR_timesweep,B,10,30,NaN,3987,8617.70980591054,2878.26988,1880.13573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,9
14055,GR_timesweep,B,10,30,NaN,5316,10557.1498566076,2759.58296,1793.36685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,8
14056,GR_timesweep,B,10,30,NaN,4045,8695.99095145466,3192.78591,1649.35238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,7
14057,GR_timesweep,B,10,30,NaN,3845,8428.50600675648,2248.7212,1401.11272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,4
14058,GR_timesweep,B,10,30,NaN,8621,16701.4536698126,3160.14894,1549.25833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,6
14059,GR_timesweep,B,10,30,NaN,2187,6476.81302744874,3182.73205,1637.57023,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,7
14060,GR_timesweep,B,10,30,NaN,6970,13396.5109541647,2708.5462,1418.64883,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,5
14061,GR_timesweep,B,10,30,NaN,7731,14861.4382091936,3296.36968,1643.21989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,7
14062,GR_timesweep,B,10,30,NaN,8691,16851.9712645366,3666.18721,1741.43001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,8
14063,GR_timesweep,B,10,30,NaN,8820,17131.5683009029,3470.55125,1658.79237,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,7
14064,GR_timesweep,B,10,30,NaN,8418,16269.7335874808,3340.14861,1515.14865,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,6
14065,GR_timesweep,B,10,30,NaN,9321,18244.674251282,3614.98273,1761.68768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,8
14066,GR_timesweep,B,10,30,NaN,7648,14696.8082608711,3981.22032,1852.75929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,9
14067,GR_timesweep,B,10,30,NaN,1984,6270.4452029641,3673.00857,1796.9135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,8
14068,GR_timesweep,B,10,30,NaN,9135,17826.3708341677,3149.07926,1524.36624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,6
14069,GR_timesweep,B,10,30,NaN,10470,20961.0392076803,3496.44852,1596.0754,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,6
14070,GR_timesweep,B,10,30,NaN,9063,17666.0494639329,2951.65574,1411.18255,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,5
14071,GR_timesweep,B,10,30,NaN,10058,19960.8298996039,3015.64247,1389.45676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,4
14072,GR_timesweep,B,10,30,NaN,10564,21193.3456015214,3174.54051,1445.87773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,5
14073,GR_timesweep,B,10,30,NaN,7972,15346.1963368565,3518.52597,1951.81409,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,10
14074,GR_timesweep,B,10,30,NaN,8756,16992.4946130738,3543.61169,1659.00304,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,7
14075,GR_timesweep,B,10,30,NaN,8934,17381.0438781373,3828.40989,1648.40691,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,7
14076,GR_timesweep,B,10,30,NaN,8836,17166.4471471954,4661.22872,1979.64135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17,10
14077,GR_timesweep,B,10,30,NaN,9194,17958.412063525,3514.20459,1638.39799,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,7
14078,GR_timesweep,B,10,30,NaN,7819,15037.2838003729,4519.42921,2227.93348,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17,13
14079,GR_timesweep,B,10,30,NaN,10179,20251.5430733625,3766.98556,1726.36655,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,8
14080,GR_timesweep,B,10,30,NaN,7929,15258.9697284253,3741.507,2025.46106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,11
14081,GR_timesweep,B,10,30,NaN,10104,20071.0513293055,3317.96002,1611.56871,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,7
14082,GR_timesweep,B,10,30,NaN,10204,20311.9226605778,2859.31674,1425.37328,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,5
14083,GR_timesweep,B,10,30,NaN,9677,19061.943774242,2507.24191,1323.89938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,4
14084,GR_timesweep,B,10,30,NaN,9266,18120.3608123995,3472.97982,1719.73195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,8
14085,GR_timesweep,B,10,30,NaN,10500,21035.0139096374,3423.22886,1575.77895,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,6
14086,GR_timesweep,B,10,30,NaN,7507,14419.8604185287,2623.54562,1285.98351,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,3
14087,GR_timesweep,B,10,30,NaN,12632,26689.7963983383,3117.70986,1436.06415,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,5
14088,GR_timesweep,B,10,30,NaN,10859,21932.2920634994,3490.9849,1656.36078,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,7
14089,GR_timesweep,B,10,30,NaN,8707,16886.4939923482,2813.01022,1386.03653,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,4
14090,GR_timesweep,B,10,30,NaN,14167,31246.7285927653,4132.7629,1859.91991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,9
14091,GR_timesweep,B,10,30,NaN,8254,15926.1471610402,2987.24667,1456.43531,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,5
14092,GR_timesweep,B,10,30,NaN,8709,16890.812439009,2499.4384,1279.20153,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,3
14093,GR_timesweep,B,10,30,NaN,8670,16806.7272153062,2690.52814,1356.93248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,4
14094,GR_timesweep,B,10,30,NaN,10614,21317.5339691732,2917.17477,1378.80396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,4
14095,GR_timesweep,B,10,30,NaN,6447,12447.6668064578,2945.28106,1953.3627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,10
14096,GR_timesweep,B,10,30,NaN,10130,20133.5118938575,3257.57137,1565.70669,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,6
14097,GR_timesweep,B,10,30,NaN,9927,19648.9387563359,3516.57318,1636.79519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,7
14098,GR_timesweep,B,10,30,NaN,7558,14519.6370675903,3072.9693,1640.44797,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,7
14099,GR_timesweep,B,10,30,NaN,6953,13364.9268977403,3369.60981,1901.18406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,9
14100,GR_timesweep,B,10,30,NaN,12759,27051.3931732369,4030.08339,1616.0942,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,7
14101,GR_timesweep,B,10,30,NaN,12996,27733.6262602489,4220.16898,1668.62236,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,7
14102,GR_timesweep,B,10,30,NaN,3641,8162.78131004549,2860.36666,1410.8,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,5
14103,GR_timesweep,B,10,30,NaN,12680,26826.1357638448,3664.76727,1571.97212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,6
14104,GR_timesweep,B,10,30,NaN,10856,21924.7017820622,2761.24539,1344.27554,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7,4
14105,GR_timesweep,B,10,30,NaN,9223,18023.5338432528,2387.54223,1218.97767,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,3
14106,GR_timesweep,B,10,30,NaN,10331,20620.3163006364,3296.03514,1661.80911,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,7
14107,GR_timesweep,B,10,30,NaN,10295,20532.6150137306,3001.14434,1446.79792,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,5
14108,GR_timesweep,B,10,30,NaN,5971,11625.1146212899,4573.61179,2119.80991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17,12
14109,GR_timesweep,B,10,30,NaN,6967,13390.9336738501,4458.77982,2070.25583,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,11
14110,GR_timesweep,B,10,30,NaN,11111,22575.4193509272,3735.8488,1831.89001,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,9
14111,GR_timesweep,B,10,30,NaN,8402,16236.0086754909,3655.97762,1584.82817,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,6
14112,GR_timesweep,B,10,30,NaN,7254,13931.5251052279,5242.12655,2439.12823,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21,15
14113,GR_timesweep,B,10,30,NaN,8664,16793.8143196774,4057.30783,1910.05959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,9
14114,GR_timesweep,B,10,30,NaN,7262,13946.7974507963,2532.86326,1288.4532,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,3
14115,GR_timesweep,B,10,30,NaN,9763,19262.6533099391,3633.98474,1619.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,7
14116,GR_timesweep,B,10,30,NaN,6564,12655.834181443,3903.42322,1963.47687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,10
14117,GR_timesweep,B,10,30,NaN,11231,22885.5214888678,2676.12412,1377.63228,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,4
14118,GR_timesweep,B,10,30,NaN,7557,14517.6763492561,3553.84835,1750.89032,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,8
14119,GR_timesweep,B,10,30,NaN,9332,18269.5995703611,4075.46196,1863.99134,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,9
14120,GR_timesweep,B,10,30,NaN,7484,14375.009936065,3114.45096,1473.1387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9,5
14121,GR_timesweep,B,10,30,NaN,7327,14071.2946050009,3083.7067,1620.61912,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,7
14122,GR_timesweep,B,10,30,NaN,8698,16867.0695230064,3846.84479,1711.35251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,7
14123,GR_timesweep,B,10,30,NaN,7176,13783.1984284675,3072.71781,1623.87879,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,7
14124,GR_timesweep,B,10,30,NaN,9750,19232.2316271112,3373.4041,1707.40649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,7
14125,GR_timesweep,B,10,30,NaN,7907,15214.4655260078,4647.87378,2087.94582,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17,11
14126,GR_timesweep,B,10,30,NaN,5855,11430.5849930076,4160.92092,2000.18728,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,10
14127,GR_timesweep,B,10,30,NaN,6641,12794.1219095991,4038.0256,1967.75404,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,10
14128,GR_timesweep,B,10,30,NaN,7004,13459.8286574799,3772.32781,1913.9665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,9
14129,GR_timesweep,B,10,30,NaN,11148,22670.7692446568,3936.26812,1816.76837,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,9
14130,GR_timesweep,B,10,30,NaN,9029,17590.6530637297,4710.47403,2405.05527,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18,14
14131,GR_timesweep,B,10,30,NaN,4875,9879.80485018806,3050.29764,1608.92257,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,6
