Cell_id,Condition,Replica,Dex_Conc,Time_index,Time_TPL,Nuc_Area,Cyto_Area,Nuc_GR_avg_int,Cyto_GR_avg_int,Nuc_DUSP1_avg_int,Cyto_DUSP1_avg_int,RNA_DUSP1_nuc,RNA_DUSP1_cyto,DUSP1_ts_size_0,DUSP1_ts_size_1,DUSP1_ts_size_2,DUSP1_ts_size_3,normgrnuc,normgrcyt
5554,GR_timesweep,A,10,50,NaN,4832,9815.55530291261,5165.40749,2266.16931,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,13
5555,GR_timesweep,A,10,50,NaN,7469,14345.8087947515,5742.82514,2203.01435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,12
5556,GR_timesweep,A,10,50,NaN,10136,20147.9424339428,4396.36681,1635.30705,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,7
5557,GR_timesweep,A,10,50,NaN,8342,16109.9336422229,5303.74682,2008.88643,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21,10
5558,GR_timesweep,A,10,50,NaN,9796,19340.0085380928,5735.87138,1903.97519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,9
5559,GR_timesweep,A,10,50,NaN,9003,17533.1315726445,3735.62379,1612.86581,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,7
5560,GR_timesweep,A,10,50,NaN,8400,16231.7961671766,3790.10202,1720.99447,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,8
5561,GR_timesweep,A,10,50,NaN,3332,7773.96165380333,2940.19358,1101.20833,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8,1
5562,GR_timesweep,A,10,50,NaN,7038,13523.3458147506,6736.35948,2608.75656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29,16
5563,GR_timesweep,A,10,50,NaN,8796,17079.3328497156,5603.48238,2239.61993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23,13
5564,GR_timesweep,A,10,50,NaN,8572,16596.5943881138,3618.7094,1587.26827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,6
5565,GR_timesweep,A,10,50,NaN,4275,9012.13064313015,5805.13029,1895.26316,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,9
5566,GR_timesweep,A,10,50,NaN,8736,16949.179017567,5841.29693,2033.35962,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,11
5567,GR_timesweep,A,10,50,NaN,9805,19361.1380281849,6408.63009,2154.73594,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28,12
5568,GR_timesweep,A,10,50,NaN,2078,6365.12077589796,2541.78296,1429.60934,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,5
5569,GR_timesweep,A,10,50,NaN,6517,12571.9275647333,3800.98051,1719.375,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,8
5570,GR_timesweep,A,10,50,NaN,6840,13156.2531085862,5127.61184,1862.166,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,9
5571,GR_timesweep,A,10,50,NaN,11891,24635.4945348448,6578.26322,2274.43086,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,28,13
5572,GR_timesweep,A,10,50,NaN,2402,6703.13293124967,2719.62656,2093.85079,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,11
5573,GR_timesweep,A,10,50,NaN,10138,20152.7539942755,5433.76051,2065.09341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22,11
5574,GR_timesweep,A,10,50,NaN,8370,16168.6913607134,4341.10884,1868.58814,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,9
5575,GR_timesweep,A,10,50,NaN,6871,13213.2806044729,3848.32688,1945.3736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,10
5576,GR_timesweep,A,10,50,NaN,7030,13508.3826573207,4649.15192,2212.61221,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17,12
5577,GR_timesweep,A,10,50,NaN,7689,14777.9829331173,4877.84549,2435.61809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19,15
5578,GR_timesweep,A,10,50,NaN,11670,24041.1489786124,5588.34602,2274.03186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23,13
5579,GR_timesweep,A,10,50,NaN,10296,20535.0481411737,5308.54516,1962.90391,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21,10
5580,GR_timesweep,A,10,50,NaN,9123,17799.5884921067,5071.77091,2018.99635,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,11
5581,GR_timesweep,A,10,50,NaN,8513,16470.8849591508,5756.37507,2226.05959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,13
5582,GR_timesweep,A,10,50,NaN,11865,24565.1341443391,6653.18609,2167.86867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29,12
5583,GR_timesweep,A,10,50,NaN,3013,7389.84128084818,3984.66645,2408.62478,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,14
5584,GR_timesweep,A,10,50,NaN,2561,6875.63446804988,8548.0121,3149.53296,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30,22
5585,GR_timesweep,A,10,50,NaN,11823,24451.7214362817,4400.31456,1725.77586,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,8
5586,GR_timesweep,A,10,50,NaN,9924,19641.830891213,5399.55723,2047.44851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22,11
5587,GR_timesweep,A,10,50,NaN,11651,23990.444783549,4187.27362,1503.64068,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,5
5588,GR_timesweep,A,10,50,NaN,11069,22467.4705770047,3969.55859,1621.77369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,7
5589,GR_timesweep,A,10,50,NaN,3395,7851.89856715355,5107.01856,1912.72354,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,9
5590,GR_timesweep,A,10,50,NaN,10226,20365.1458994855,4356.99922,1616.34827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,7
5591,GR_timesweep,A,10,50,NaN,8243,15903.2677978463,6752.67124,2494.06803,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30,15
5592,GR_timesweep,A,10,50,NaN,8245,15907.4261292212,6116.37562,2130.64496,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26,12
5593,GR_timesweep,A,10,50,NaN,9553,18774.7950748172,5050.20883,1847.78227,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,9
5594,GR_timesweep,A,10,50,NaN,7809,15017.2340570005,4578.96286,1902.53574,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17,9
5595,GR_timesweep,A,10,50,NaN,7972,15346.1963368565,4602.24147,1868.91667,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17,9
5596,GR_timesweep,A,10,50,NaN,8338,16101.5507248721,4581.43356,1723.21659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17,8
5597,GR_timesweep,A,10,50,NaN,11247,22927.056161963,7675.0826,2611.1089,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30,16
5598,GR_timesweep,A,10,50,NaN,6011,11692.7321220902,5010.99601,1787.67647,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19,8
5599,GR_timesweep,A,10,50,NaN,9557,18784.0165269633,4939.46699,1891.58919,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19,9
5600,GR_timesweep,A,10,50,NaN,9818,19391.6830756997,3808.15349,1538.3665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,6
5601,GR_timesweep,A,10,50,NaN,11583,23809.4875055328,5940.52404,2089.25656,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,11
5602,GR_timesweep,A,10,50,NaN,10908,22056.4864737494,5427.80015,1940.81659,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22,10
5603,GR_timesweep,A,10,50,NaN,7663,14726.4726667783,3456.56727,1444.25657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,5
5604,GR_timesweep,A,10,50,NaN,11299,23062.3488967484,3783.77741,1622.97682,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,7
5605,GR_timesweep,A,10,50,NaN,2558,6872.33934817497,3410.17084,1317.43056,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,4
5606,GR_timesweep,A,10,50,NaN,10088,20032.672031588,5072.04847,1783.07768,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,8
5607,GR_timesweep,A,10,50,NaN,2971,7340.57544939869,3657.25008,1647.21441,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,7
5608,GR_timesweep,A,10,50,NaN,7252,13927.708744216,5137.52951,2006.94898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,10
5609,GR_timesweep,A,10,50,NaN,6577,12679.1096844048,4545.79748,1967.64439,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17,10
5610,GR_timesweep,A,10,50,NaN,11529,23666.3544779465,5617.74534,1984.16472,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23,10
5611,GR_timesweep,A,10,50,NaN,7997,15397.0561386135,4654.01751,1820.1021,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17,9
5612,GR_timesweep,A,10,50,NaN,8344,16114.1261361265,5503.32119,2031.7746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22,11
5613,GR_timesweep,A,10,50,NaN,12095,25191.6007254642,6820.79901,2158.844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30,12
5614,GR_timesweep,A,10,50,NaN,11568,23769.6778638314,5702.80239,2031.27737,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23,11
5615,GR_timesweep,A,10,50,NaN,9979,19772.3884811736,4877.36727,1787.39517,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19,8
5616,GR_timesweep,A,10,50,NaN,9605,18894.8892801698,4355.69589,1852.86406,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,9
5617,GR_timesweep,A,10,50,NaN,9989,19796.1822996606,3637.56302,1541.827,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,6
5618,GR_timesweep,A,10,50,NaN,6637,12786.9129409616,2274.93114,1354.87274,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4,4
5619,GR_timesweep,A,10,50,NaN,6285,12163.3342432761,4370.54447,1614.93431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,7
5620,GR_timesweep,A,10,50,NaN,10019,19867.6672779355,4263.94411,1802.66573,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,8
5621,GR_timesweep,A,10,50,NaN,13721,29880.7945322886,5932.27972,1757.02575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,8
5622,GR_timesweep,A,10,50,NaN,10435,20874.9316507323,4759.72266,1666.67099,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18,7
5623,GR_timesweep,A,10,50,NaN,12445,26162.4320452787,5041.11282,1779.41539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,8
5624,GR_timesweep,A,10,50,NaN,10269,20469.4142610569,5668.06096,2183.13356,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23,12
5625,GR_timesweep,A,10,50,NaN,9084,17712.717469473,5251.27906,2082.26778,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21,11
5626,GR_timesweep,A,10,50,NaN,7036,13519.603990165,5104.17695,2585.30369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,16
5627,GR_timesweep,A,10,50,NaN,5057,10155.2775105057,3459.11232,1494.7459,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,5
5628,GR_timesweep,A,10,50,NaN,13759,29995.8370495873,4820.21433,1628.4991,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18,7
5629,GR_timesweep,A,10,50,NaN,5042,10132.3576159455,4534.90182,1712.58182,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17,8
5630,GR_timesweep,A,10,50,NaN,9778,19297.7914846485,4789.68879,1878.76331,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18,9
5631,GR_timesweep,A,10,50,NaN,9641,18978.3047225665,3931.97936,1651.35286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,7
5632,GR_timesweep,A,10,50,NaN,7156,13745.3350345101,5456.76691,2078.59727,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22,11
5633,GR_timesweep,A,10,50,NaN,10497,21027.6094516518,5312.75412,1916.10399,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21,10
5634,GR_timesweep,A,10,50,NaN,8713,16899.4514027871,4390.21646,1724.68117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,8
5635,GR_timesweep,A,10,50,NaN,7347,14109.7480789994,4397.0456,1823.51268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,9
5636,GR_timesweep,A,10,50,NaN,11117,22590.8654498201,6315.17208,2158.15543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27,12
5637,GR_timesweep,A,10,50,NaN,7019,13487.826346078,5149.15301,1709.60365,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,7
5638,GR_timesweep,A,10,50,NaN,10259,20445.1373361036,5104.96569,1886.57898,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,9
5639,GR_timesweep,A,10,50,NaN,8500,16443.2670192082,5484.61106,2092.98862,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22,11
5640,GR_timesweep,A,10,50,NaN,2868,7221.04529044081,5828.54045,2225.69832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,13
5641,GR_timesweep,A,10,50,NaN,8081,15568.7349515894,5411.7431,1883.36564,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22,9
5642,GR_timesweep,A,10,50,NaN,8336,16097.3603014248,5059.02603,1969.89431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,10
5643,GR_timesweep,A,10,50,NaN,7307,14032.9101462119,4559.73642,1818.78851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17,9
5644,GR_timesweep,A,10,50,NaN,9109,17768.3738282892,3765.04216,1416.77224,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,5
5645,GR_timesweep,A,10,50,NaN,8287,15994.9105132272,4295.12598,2069.6124,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,11
5646,GR_timesweep,A,10,50,NaN,3149,7551.45713530461,4672.28263,3223.86775,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18,22
5647,GR_timesweep,A,10,50,NaN,2716,7047.99505635398,4890.62187,3833.76275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19,28
5648,GR_timesweep,A,10,50,NaN,7310,14038.6634153106,4192.29562,1830.97795,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,9
5649,GR_timesweep,A,10,50,NaN,10573,21215.6676744333,4166.23995,1729.2887,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,8
5650,GR_timesweep,A,10,50,NaN,7384,14181.0689472426,3921.34995,2103.82853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,11
5651,GR_timesweep,A,10,50,NaN,11171,22730.1598514548,5172.38573,2111.26164,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,11
5652,GR_timesweep,A,10,50,NaN,6985,13424.4206483707,4266.66256,2781.51759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,18
5653,GR_timesweep,A,10,50,NaN,10932,22117.4675322827,5474.48674,2094.07608,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22,11
5654,GR_timesweep,A,10,50,NaN,6855,13183.826353646,4820.6601,3049.22674,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18,21
5655,GR_timesweep,A,10,50,NaN,12245,25605.0832207433,3805.49106,1600.41191,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,6
5656,GR_timesweep,A,10,50,NaN,9170,17904.6279110369,4964.34286,1746.64993,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19,8
5657,GR_timesweep,A,10,50,NaN,9143,17844.239531917,5328.73214,1924.59396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21,10
5658,GR_timesweep,A,10,50,NaN,9398,18419.589903954,5103.76431,1932.39225,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,10
5659,GR_timesweep,A,10,50,NaN,9305,18208.4565099255,4479.29242,1701.13188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,7
5660,GR_timesweep,A,10,50,NaN,2266,6559.04555969826,5152.71845,1486.5935,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,5
5661,GR_timesweep,A,10,50,NaN,9649,18996.8718542357,5372.90714,1889.63968,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22,9
5662,GR_timesweep,A,10,50,NaN,12222,25541.4305796835,5287.46269,1761.39868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21,8
5663,GR_timesweep,A,10,50,NaN,3645,8167.92258300681,5952.71907,1971.65049,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,25,10
5664,GR_timesweep,A,10,50,NaN,8796,17079.3328497156,3819.55423,1622.93106,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,13,7
5665,GR_timesweep,A,10,50,NaN,8596,16647.9022748857,3433.88099,1508.65387,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,6
5666,GR_timesweep,A,10,50,NaN,10765,21695.2011902608,6276.04347,2079.69371,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27,11
5667,GR_timesweep,A,10,50,NaN,5897,11500.7500101934,4170.96829,1898.71286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,9
5668,GR_timesweep,A,10,50,NaN,7146,13726.4292182349,5046.91128,1746.21675,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,8
5669,GR_timesweep,A,10,50,NaN,11549,23719.3080474578,6093.67417,2084.28684,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26,11
5670,GR_timesweep,A,10,50,NaN,6188,11995.2530696078,4230.25323,1836.17176,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,9
5671,GR_timesweep,A,10,50,NaN,5490,10833.6332748068,3416.24572,1438.62929,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10,5
5672,GR_timesweep,A,10,50,NaN,9419,18467.4717144909,4637.47224,1735.50956,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17,8
5673,GR_timesweep,A,10,50,NaN,9311,18222.0329867935,5121.24101,1827.66378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,9
5674,GR_timesweep,A,10,50,NaN,10524,21094.3054758425,4827.71351,1875.74849,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18,9
5675,GR_timesweep,A,10,50,NaN,7753,14905.2743443832,4890.30982,1908.46928,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19,9
5676,GR_timesweep,A,10,50,NaN,9115,17781.7474004413,4801.49731,1930.59075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18,10
5677,GR_timesweep,A,10,50,NaN,2863,7215.28944080634,4996.42333,1788.10584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19,8
5678,GR_timesweep,A,10,50,NaN,6466,12481.3111318887,3628.01577,1992.11945,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,10
5679,GR_timesweep,A,10,50,NaN,12016,24975.393970644,5153.03162,1813.52174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,9
5680,GR_timesweep,A,10,50,NaN,6122,11881.8166417187,4164.99494,2080.28773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,11
5681,GR_timesweep,A,10,50,NaN,12722,26945.7588055278,4948.97831,1879.07769,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19,9
5682,GR_timesweep,A,10,50,NaN,7652,14704.7149732765,4414.9919,1505.81739,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,5
5683,GR_timesweep,A,10,50,NaN,8179,15770.5655941568,4033.16066,1585.39174,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,6
5684,GR_timesweep,A,10,50,NaN,7365,14144.4152136021,5116.42227,1773.55369,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,20,8
5685,GR_timesweep,A,10,50,NaN,9724,19171.4757382335,4193.51255,1607.48485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,6
5686,GR_timesweep,A,10,50,NaN,7996,15395.0196760869,4136.82891,1960.88536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,10
5687,GR_timesweep,A,10,50,NaN,9230,18039.2746333229,4195.64009,1850.76444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,9
5688,GR_timesweep,A,10,50,NaN,8813,17116.3226949609,4888.06116,1719.48712,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19,8
5689,GR_timesweep,A,10,50,NaN,10410,20813.55565643,5550.18828,1985.42493,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23,10
5690,GR_timesweep,A,10,50,NaN,3198,7610.46840557625,4316.90713,1472.37925,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,5
5691,GR_timesweep,A,10,50,NaN,13080,27977.7565499902,4744.59427,1896.2976,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18,9
5692,GR_timesweep,A,10,50,NaN,9312,18224.2963368212,5603.8169,2052.71378,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23,11
5693,GR_timesweep,A,10,50,NaN,10783,21740.4835542344,4988.14013,1798.55894,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19,8
5694,GR_timesweep,A,10,50,NaN,10998,22285.6778811796,4374.42044,1586.59286,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,6
5695,GR_timesweep,A,10,50,NaN,4283,9023.29106251744,4832.84123,2061.444,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18,11
5696,GR_timesweep,A,10,50,NaN,8167,15745.7626083038,4375.14314,1655.29258,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,7
5697,GR_timesweep,A,10,50,NaN,6016,11701.2037202179,4443.1117,1967.92265,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,16,10
5698,GR_timesweep,A,10,50,NaN,2038,6324.64695698816,2512.5265,1167.85047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5,2
5699,GR_timesweep,A,10,50,NaN,4008,8645.98594827499,5234.43388,2170.63396,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21,12
5700,GR_timesweep,A,10,50,NaN,5287,10511.5771525806,2584.7961,1927.3382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,10
5701,GR_timesweep,A,10,50,NaN,8107,15622.1203611702,4865.98026,2423.07277,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19,15
5702,GR_timesweep,A,10,50,NaN,6828,13134.2224636983,4963.70123,1981.67213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,19,10
5703,GR_timesweep,A,10,50,NaN,3518,8006.03477471915,2670.48522,1997.68868,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6,10
5704,GR_timesweep,A,10,50,NaN,8829,17151.1822169947,6186.41953,2054.53963,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26,11
5705,GR_timesweep,A,10,50,NaN,8132,15673.5624787571,5802.09186,2678.51494,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,24,17
5706,GR_timesweep,A,10,50,NaN,11218,22851.8070903954,5472.96595,1993.94506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22,10
5707,GR_timesweep,A,10,50,NaN,9969,19748.6119164891,4712.01796,1881.54808,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18,9
5708,GR_timesweep,A,10,50,NaN,6966,13389.074925488,5211.22079,2279.09076,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21,13
5709,GR_timesweep,A,10,50,NaN,9841,19445.7957443524,6626.91078,2557.6746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29,16
5710,GR_timesweep,A,10,50,NaN,8738,16953.5074714333,5441.66079,2283.15997,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,22,13
5711,GR_timesweep,A,10,50,NaN,8090,15587.2013172855,6254.4204,2432.37442,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27,15
5712,GR_timesweep,A,10,50,NaN,4228,8946.78618462549,6123.38742,2808.70679,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,26,18
5713,GR_timesweep,A,10,50,NaN,7849,15097.5365533042,4280.54211,1636.08186,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,15,7
5714,GR_timesweep,A,10,50,NaN,10171,20232.2443804727,5235.08593,1854.46025,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21,9
5715,GR_timesweep,A,10,50,NaN,10070,19989.548118291,4757.80417,1593.76395,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,18,6
5716,GR_timesweep,A,10,50,NaN,8077,15560.5321639353,4582.90132,1639.92314,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17,7
5717,GR_timesweep,A,10,50,NaN,7764,14927.2237276293,3505.14683,1585.73591,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,11,6
5718,GR_timesweep,A,10,50,NaN,9871,19516.5146538021,5596.05724,1841.95676,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,23,9
5719,GR_timesweep,A,10,50,NaN,9087,17719.3905387762,3692.69517,1540.01786,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,12,6
5720,GR_timesweep,A,10,50,NaN,7360,14134.7798465045,5348.52446,1561.67212,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21,6
5721,GR_timesweep,A,10,50,NaN,7753,14905.2743443832,4026.92764,1690.92101,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,14,7
5722,GR_timesweep,A,10,50,NaN,4582,9448.33062852263,4507.48363,1516.14264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,17,6
5723,GR_timesweep,A,10,50,NaN,9956,19717.7281768337,6847.94857,2109.89683,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,30,11
5724,GR_timesweep,A,10,50,NaN,9720,19162.1390306876,6323.48107,1923.88937,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,27,10
5725,GR_timesweep,A,10,50,NaN,10198,20297.4217249788,5192.33811,1654.22624,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,21,7
