Cell_id,Condition,Replica,Dex_Conc,Time_index,Time_TPL,Nuc_Area,Cyto_Area,Nuc_GR_avg_int,Cyto_GR_avg_int,Nuc_DUSP1_avg_int,Cyto_DUSP1_avg_int,RNA_DUSP1_nuc,RNA_DUSP1_cyto,DUSP1_ts_size_0,DUSP1_ts_size_1,DUSP1_ts_size_2,DUSP1_ts_size_3,Nuc_DUSP1_avg_int_tot
0,DUSP1_timesweep,G,10000,75,NaN,9336,15269,NaN,NaN,1254.14117,1304.94793,126,204,7,4,NaN,NaN,261
1,DUSP1_timesweep,G,10000,75,NaN,8511,20162,NaN,NaN,1190.76524,1263.55659,22,142,NaN,NaN,NaN,NaN,248
2,DUSP1_timesweep,G,10000,75,NaN,9043,19592,NaN,NaN,1293.09864,1322.99025,40,164,NaN,NaN,NaN,NaN,269
4,DUSP1_timesweep,G,10000,75,NaN,8476,13786,NaN,NaN,1359.72168,1471.03808,72,220,NaN,NaN,NaN,NaN,283
8,DUSP1_timesweep,G,10000,75,NaN,9416,13620,NaN,NaN,1235.46994,1211.05881,115,131,4,NaN,NaN,NaN,257
9,DUSP1_timesweep,G,10000,75,NaN,8239,17257,NaN,NaN,1410.41279,1429.92762,112,192,NaN,NaN,NaN,NaN,293
10,DUSP1_timesweep,G,10000,75,NaN,8707,21219,NaN,NaN,1441.87814,1443.33512,148,410,5,NaN,NaN,NaN,300
12,DUSP1_timesweep,G,10000,75,NaN,8779,17483,NaN,NaN,1274.47625,1288.31396,62,116,NaN,NaN,NaN,NaN,265
13,DUSP1_timesweep,G,10000,75,NaN,8170,17110,NaN,NaN,1102.00147,1171.09492,39,94,NaN,NaN,NaN,NaN,229
18,DUSP1_timesweep,G,10000,75,NaN,8451,21655,NaN,NaN,1322.48894,1317.08797,76,208,NaN,NaN,NaN,NaN,275
27,DUSP1_timesweep,G,10000,75,NaN,9512,20020,NaN,NaN,1223.90402,1280.15559,52,169,NaN,NaN,NaN,NaN,254
29,DUSP1_timesweep,G,10000,75,NaN,7524,16279,NaN,NaN,1206.9168,1199.50667,98,228,NaN,NaN,NaN,NaN,251
35,DUSP1_timesweep,G,10000,75,NaN,8323,22266,NaN,NaN,1377.17374,1372.21293,82,215,NaN,NaN,NaN,NaN,286
36,DUSP1_timesweep,G,10000,75,NaN,8696,24470,NaN,NaN,1287.47999,1306.56265,122,289,7,NaN,NaN,NaN,268
37,DUSP1_timesweep,G,10000,75,NaN,7445,12885,NaN,NaN,1376.47737,1448.91727,51,169,NaN,NaN,NaN,NaN,286
38,DUSP1_timesweep,G,10000,75,NaN,7936,16240,NaN,NaN,1476.61631,1470.49834,102,238,NaN,NaN,NaN,NaN,307
40,DUSP1_timesweep,G,10000,75,NaN,8019,15583,NaN,NaN,1287.09652,1308.33658,23,79,NaN,NaN,NaN,NaN,268
41,DUSP1_timesweep,G,10000,75,NaN,9331,17817,NaN,NaN,1349.3139,1378.23915,44,147,NaN,NaN,NaN,NaN,281
43,DUSP1_timesweep,G,10000,75,NaN,9212,18704,NaN,NaN,1253.44366,1277.07282,83,212,NaN,NaN,NaN,NaN,261
47,DUSP1_timesweep,G,10000,75,NaN,7000,10781,NaN,NaN,1233.26743,1322.00723,79,192,4,NaN,NaN,NaN,256
49,DUSP1_timesweep,G,10000,75,NaN,8900,13843,NaN,NaN,1328.76652,1432.09355,69,238,5,NaN,NaN,NaN,276
51,DUSP1_timesweep,G,10000,75,NaN,7808,12544,NaN,NaN,1273.27702,1325.09949,54,122,6,NaN,NaN,NaN,265
53,DUSP1_timesweep,G,10000,75,NaN,9117,15150,NaN,NaN,1278.25524,1368.14799,73,212,6,NaN,NaN,NaN,266
55,DUSP1_timesweep,G,10000,75,NaN,7299,13906,NaN,NaN,1080.44143,1071.66079,11,14,NaN,NaN,NaN,NaN,225
56,DUSP1_timesweep,G,10000,75,NaN,7254,12388,NaN,NaN,1134.81665,1175.35639,12,38,NaN,NaN,NaN,NaN,236
58,DUSP1_timesweep,G,10000,75,NaN,9364,30316,NaN,NaN,1206.65666,1179.8009,54,179,4,NaN,NaN,NaN,251
62,DUSP1_timesweep,G,10000,75,NaN,9238,28937,NaN,NaN,1207.22927,1253.74717,15,108,NaN,NaN,NaN,NaN,251
63,DUSP1_timesweep,G,10000,75,NaN,7667,22730,NaN,NaN,1343.027,1319.61373,48,128,5,NaN,NaN,NaN,279
64,DUSP1_timesweep,G,10000,75,NaN,9004,25580,NaN,NaN,1319.57441,1347.95551,68,216,NaN,NaN,NaN,NaN,274
66,DUSP1_timesweep,G,10000,75,NaN,8573,22053,NaN,NaN,1345.36767,1372.97751,53,231,11,5,NaN,NaN,280
67,DUSP1_timesweep,G,10000,75,NaN,9122,25286,NaN,NaN,1123.07849,1095.68757,42,75,NaN,NaN,NaN,NaN,233
68,DUSP1_timesweep,G,10000,75,NaN,9186,23970,NaN,NaN,1213.29567,1272.98365,56,215,NaN,NaN,NaN,NaN,252
71,DUSP1_timesweep,G,10000,75,NaN,9366,18000,NaN,NaN,1355.65983,1420.11178,136,346,4,NaN,NaN,NaN,282
72,DUSP1_timesweep,G,10000,75,NaN,8714,18852,NaN,NaN,1233.97487,1299.40463,50,216,NaN,NaN,NaN,NaN,257
73,DUSP1_timesweep,G,10000,75,NaN,9057,15821,NaN,NaN,1329.55924,1388.70602,66,189,NaN,NaN,NaN,NaN,276
77,DUSP1_timesweep,G,10000,75,NaN,7661,13251,NaN,NaN,1439.36418,1489.74983,59,188,NaN,NaN,NaN,NaN,299
78,DUSP1_timesweep,G,10000,75,NaN,7630,12194,NaN,NaN,1356.10708,1449.64573,55,160,NaN,NaN,NaN,NaN,282
79,DUSP1_timesweep,G,10000,75,NaN,6953,7594,NaN,NaN,1155.05408,1205.90703,48,59,NaN,NaN,NaN,NaN,240
82,DUSP1_timesweep,G,10000,75,NaN,8827,11976,NaN,NaN,1441.93305,1471.18554,167,228,4,NaN,NaN,NaN,300
83,DUSP1_timesweep,G,10000,75,NaN,8969,13786,NaN,NaN,1347.3443,1388.97026,173,253,8,NaN,NaN,NaN,280
84,DUSP1_timesweep,G,10000,75,NaN,8764,18368,NaN,NaN,1231.45242,1254.70068,77,173,NaN,NaN,NaN,NaN,256
86,DUSP1_timesweep,G,10000,75,NaN,8864,18210,NaN,NaN,1198.07356,1271.4994,101,218,NaN,NaN,NaN,NaN,249
87,DUSP1_timesweep,G,10000,75,NaN,8633,21426,NaN,NaN,1334.42477,1346.5856,115,305,NaN,NaN,NaN,NaN,277
92,DUSP1_timesweep,G,10000,75,NaN,9545,21744,NaN,NaN,1484.01802,1515.04544,169,460,6,6,5,NaN,309
95,DUSP1_timesweep,G,10000,75,NaN,8802,23096,NaN,NaN,1390.87185,1391.71103,94,251,NaN,NaN,NaN,NaN,289
98,DUSP1_timesweep,G,10000,75,NaN,8996,19893,NaN,NaN,1338.07726,1349.96436,90,202,NaN,NaN,NaN,NaN,278
100,DUSP1_timesweep,G,10000,75,NaN,7076,20850,NaN,NaN,1081.52996,1078.38633,32,98,NaN,NaN,NaN,NaN,225
102,DUSP1_timesweep,G,10000,75,NaN,8818,17079,NaN,NaN,1370.95022,1380.39077,91,201,NaN,NaN,NaN,NaN,285
104,DUSP1_timesweep,G,10000,75,NaN,7404,20361,NaN,NaN,1237.50176,1210.66279,64,151,NaN,NaN,NaN,NaN,257
112,DUSP1_timesweep,G,10000,75,NaN,8118,15934,NaN,NaN,1405.04311,1413.42802,80,207,5,NaN,NaN,NaN,292
115,DUSP1_timesweep,G,10000,75,NaN,6969,15136,NaN,NaN,1140.92151,1117.89945,20,36,NaN,NaN,NaN,NaN,237
118,DUSP1_timesweep,G,10000,75,NaN,7761,12124,NaN,NaN,1252.20397,1320.32902,57,141,NaN,NaN,NaN,NaN,260
120,DUSP1_timesweep,G,10000,75,NaN,7326,11040,NaN,NaN,1356.99672,1437.33243,111,248,15,4,NaN,NaN,282
122,DUSP1_timesweep,G,10000,75,NaN,7974,13738,NaN,NaN,1297.21946,1347.01965,81,237,NaN,NaN,NaN,NaN,270
126,DUSP1_timesweep,G,10000,75,NaN,8260,16387,NaN,NaN,1419.67797,1444.46043,116,249,4,NaN,NaN,NaN,295
130,DUSP1_timesweep,G,10000,75,NaN,9439,20492,NaN,NaN,1224.44835,1245.02586,51,135,4,NaN,NaN,NaN,255
131,DUSP1_timesweep,G,10000,75,NaN,7960,14365,NaN,NaN,1243.33317,1278.13568,62,167,NaN,NaN,NaN,NaN,258
138,DUSP1_timesweep,G,10000,75,NaN,8096,14714,NaN,NaN,1374.38463,1389.12668,41,113,NaN,NaN,NaN,NaN,286
143,DUSP1_timesweep,G,10000,75,NaN,7126,13694,NaN,NaN,1347.01123,1362.08215,67,107,NaN,NaN,NaN,NaN,280
144,DUSP1_timesweep,G,10000,75,NaN,8981,21077,NaN,NaN,1357.91794,1357.45021,60,181,NaN,NaN,NaN,NaN,282
145,DUSP1_timesweep,G,10000,75,NaN,9112,18130,NaN,NaN,1243.86359,1272.54942,76,119,NaN,NaN,NaN,NaN,259
146,DUSP1_timesweep,G,10000,75,NaN,8992,21040,NaN,NaN,1152.9623,1208.13926,15,59,NaN,NaN,NaN,NaN,240
147,DUSP1_timesweep,G,10000,75,NaN,9176,14501,NaN,NaN,1218.83075,1255.46776,77,127,NaN,NaN,NaN,NaN,253
148,DUSP1_timesweep,G,10000,75,NaN,9061,18520,NaN,NaN,1143.46739,1113.81377,39,61,NaN,NaN,NaN,NaN,238
149,DUSP1_timesweep,G,10000,75,NaN,7687,15369,NaN,NaN,1156.85625,1163.53471,14,34,NaN,NaN,NaN,NaN,241
151,DUSP1_timesweep,G,10000,75,NaN,8437,18133,NaN,NaN,1196.49781,1203.43109,99,184,4,NaN,NaN,NaN,249
152,DUSP1_timesweep,G,10000,75,NaN,7449,14292,NaN,NaN,1231.93852,1321.10167,43,146,NaN,NaN,NaN,NaN,256
153,DUSP1_timesweep,G,10000,75,NaN,9227,13336,NaN,NaN,1319.10914,1342.35903,50,112,4,NaN,NaN,NaN,274
155,DUSP1_timesweep,G,10000,75,NaN,7595,11774,NaN,NaN,1372.69256,1433.73841,66,155,NaN,NaN,NaN,NaN,285
159,DUSP1_timesweep,G,10000,75,NaN,7216,14634,NaN,NaN,1352.12569,1398.69981,31,124,NaN,NaN,NaN,NaN,281
162,DUSP1_timesweep,G,10000,75,NaN,6958,16922,NaN,NaN,1271.51983,1283.63019,30,88,NaN,NaN,NaN,NaN,264
163,DUSP1_timesweep,G,10000,75,NaN,7232,17132,NaN,NaN,1293.06734,1298.17896,29,58,NaN,NaN,NaN,NaN,269
164,DUSP1_timesweep,G,10000,75,NaN,8122,21835,NaN,NaN,1089.73849,1083.47827,15,39,NaN,NaN,NaN,NaN,227
165,DUSP1_timesweep,G,10000,75,NaN,7764,11799,NaN,NaN,1125.76082,1126.4658,9,15,NaN,NaN,NaN,NaN,234
166,DUSP1_timesweep,G,10000,75,NaN,8952,22941,NaN,NaN,1147.8015,1156.82996,13,84,NaN,NaN,NaN,NaN,239
169,DUSP1_timesweep,G,10000,75,NaN,8659,18253,NaN,NaN,1348.35327,1391.29102,80,237,NaN,NaN,NaN,NaN,280
171,DUSP1_timesweep,G,10000,75,NaN,8437,14102,NaN,NaN,1391.91229,1428.86484,74,155,NaN,NaN,NaN,NaN,289
172,DUSP1_timesweep,G,10000,75,NaN,7133,11149,NaN,NaN,1327.55923,1370.195,79,176,NaN,NaN,NaN,NaN,276
173,DUSP1_timesweep,G,10000,75,NaN,7099,11370,NaN,NaN,1398.44119,1502.7314,74,186,NaN,NaN,NaN,NaN,291
174,DUSP1_timesweep,G,10000,75,NaN,9191,15128,NaN,NaN,1369.51583,1464.18674,48,179,NaN,NaN,NaN,NaN,285
177,DUSP1_timesweep,G,10000,75,NaN,8811,14722,NaN,NaN,1443.15106,1465.80662,149,225,4,NaN,NaN,NaN,300
178,DUSP1_timesweep,G,10000,75,NaN,9495,15606,NaN,NaN,1275.66445,1319.77182,63,132,NaN,NaN,NaN,NaN,265
179,DUSP1_timesweep,G,10000,75,NaN,7216,15069,NaN,NaN,1293.14897,1322.3691,86,171,4,NaN,NaN,NaN,269
180,DUSP1_timesweep,G,10000,75,NaN,8181,9295,NaN,NaN,1124.77924,1152.16062,21,32,NaN,NaN,NaN,NaN,234
185,DUSP1_timesweep,G,10000,75,NaN,8370,13810,NaN,NaN,1385.89677,1460.34642,47,195,NaN,NaN,NaN,NaN,288
188,DUSP1_timesweep,G,10000,75,NaN,9155,11286,NaN,NaN,1418.98602,1500.93904,77,176,NaN,NaN,NaN,NaN,295
189,DUSP1_timesweep,G,10000,75,NaN,9496,9620,NaN,NaN,1394.46114,1448.16466,114,151,5,NaN,NaN,NaN,290
190,DUSP1_timesweep,G,10000,75,NaN,7630,6540,NaN,NaN,1168.88716,1153.86575,43,31,NaN,NaN,NaN,NaN,243
193,DUSP1_timesweep,G,10000,75,NaN,9366,13925,NaN,NaN,1297.041,1325.44402,55,75,NaN,NaN,NaN,NaN,270
196,DUSP1_timesweep,G,10000,75,NaN,9486,18152,NaN,NaN,1297.82342,1393.39004,107,385,NaN,NaN,NaN,NaN,270
198,DUSP1_timesweep,G,10000,75,NaN,8458,18861,NaN,NaN,1183.52034,1195.1694,45,150,NaN,NaN,NaN,NaN,246
200,DUSP1_timesweep,G,10000,75,NaN,7671,13147,NaN,NaN,1186.91005,1168.48399,43,67,NaN,NaN,NaN,NaN,247
201,DUSP1_timesweep,G,10000,75,NaN,7694,14855,NaN,NaN,1437.57837,1482.98411,100,278,17,NaN,NaN,NaN,299
202,DUSP1_timesweep,G,10000,75,NaN,9313,19186,NaN,NaN,1405.02878,1474.94376,69,262,4,NaN,NaN,NaN,292
203,DUSP1_timesweep,G,10000,75,NaN,9270,13264,NaN,NaN,1411.81338,1481.46954,61,182,6,NaN,NaN,NaN,294
206,DUSP1_timesweep,G,10000,75,NaN,8516,16449,NaN,NaN,1362.02067,1423.93173,62,160,NaN,NaN,NaN,NaN,283
208,DUSP1_timesweep,G,10000,75,NaN,7474,11420,NaN,NaN,1192.78285,1202.4627,39,93,NaN,NaN,NaN,NaN,248
210,DUSP1_timesweep,G,10000,75,NaN,7770,13976,NaN,NaN,1272.49601,1294.58228,41,89,NaN,NaN,NaN,NaN,265
212,DUSP1_timesweep,G,10000,75,NaN,8869,16054,NaN,NaN,1235.79614,1268.81986,70,132,NaN,NaN,NaN,NaN,257
216,DUSP1_timesweep,G,10000,75,NaN,9242,13283,NaN,NaN,1387.17172,1492.89972,96,240,4,NaN,NaN,NaN,288
218,DUSP1_timesweep,G,10000,75,NaN,7961,11632,NaN,NaN,1423.0971,1524.17117,95,219,4,NaN,NaN,NaN,296
219,DUSP1_timesweep,G,10000,75,NaN,9435,14905,NaN,NaN,1314.24918,1396.42046,50,154,4,4,NaN,NaN,273
224,DUSP1_timesweep,G,10000,75,NaN,8948,9133,NaN,NaN,1280.16898,1343.40118,148,189,NaN,NaN,NaN,NaN,266
226,DUSP1_timesweep,G,10000,75,NaN,7098,17135,NaN,NaN,1307.45957,1248.64295,96,173,NaN,NaN,NaN,NaN,272
231,DUSP1_timesweep,G,10000,75,NaN,7539,18750,NaN,NaN,1366.91458,1396.44821,69,199,NaN,NaN,NaN,NaN,284
233,DUSP1_timesweep,G,10000,75,NaN,8352,6977,NaN,NaN,1278.04646,1317.21714,59,61,NaN,NaN,NaN,NaN,266
234,DUSP1_timesweep,G,10000,75,NaN,9379,27461,NaN,NaN,1165.08892,1189.06963,42,114,NaN,NaN,NaN,NaN,242
239,DUSP1_timesweep,G,10000,75,NaN,8275,16324,NaN,NaN,1351.5913,1416.42557,77,254,4,NaN,NaN,NaN,281
240,DUSP1_timesweep,G,10000,75,NaN,7264,17243,NaN,NaN,1330.8666,1361.63684,91,227,NaN,NaN,NaN,NaN,277
241,DUSP1_timesweep,G,10000,75,NaN,7553,13761,NaN,NaN,1410.82629,1445.07434,78,179,NaN,NaN,NaN,NaN,293
242,DUSP1_timesweep,G,10000,75,NaN,9420,16834,NaN,NaN,1400.62028,1454.25793,64,222,6,NaN,NaN,NaN,291
243,DUSP1_timesweep,G,10000,75,NaN,8981,17673,NaN,NaN,1345.04031,1358.7297,66,152,NaN,NaN,NaN,NaN,280
244,DUSP1_timesweep,G,10000,75,NaN,8816,22219,NaN,NaN,1359.46518,1378.98659,83,217,NaN,NaN,NaN,NaN,283
245,DUSP1_timesweep,G,10000,75,NaN,8777,13732,NaN,NaN,1263.98371,1379.04755,31,129,NaN,NaN,NaN,NaN,263
246,DUSP1_timesweep,G,10000,75,NaN,8003,24036,NaN,NaN,1194.56066,1230.0196,9,84,NaN,NaN,NaN,NaN,248
247,DUSP1_timesweep,G,10000,75,NaN,9142,22061,NaN,NaN,1206.78889,1184.14034,53,96,NaN,NaN,NaN,NaN,251
251,DUSP1_timesweep,G,10000,75,NaN,9400,27445,NaN,NaN,1248.27596,1263.87706,24,151,NaN,NaN,NaN,NaN,260
255,DUSP1_timesweep,G,10000,75,NaN,8439,19419,NaN,NaN,1220.41225,1261.2686,120,257,NaN,NaN,NaN,NaN,254
259,DUSP1_timesweep,G,10000,75,NaN,9215,25027,NaN,NaN,1348.72013,1415.91893,70,260,NaN,NaN,NaN,NaN,280
260,DUSP1_timesweep,G,10000,75,NaN,9147,15452,NaN,NaN,1248.79359,1234.56407,65,119,5,NaN,NaN,NaN,260
261,DUSP1_timesweep,G,10000,75,NaN,7880,20155,NaN,NaN,1301.56586,1325.36983,20,100,NaN,NaN,NaN,NaN,271
262,DUSP1_timesweep,G,10000,75,NaN,8479,21307,NaN,NaN,1167.61729,1186.02469,29,85,NaN,NaN,NaN,NaN,243
264,DUSP1_timesweep,G,10000,75,NaN,8443,10647,NaN,NaN,1244.2344,1255.31793,50,86,4,NaN,NaN,NaN,259
265,DUSP1_timesweep,G,10000,75,NaN,9535,21094,NaN,NaN,1217.19329,1220.23613,47,98,NaN,NaN,NaN,NaN,253
266,DUSP1_timesweep,G,10000,75,NaN,8697,17411,NaN,NaN,1143.18006,1141.33525,33,96,NaN,NaN,NaN,NaN,238
272,DUSP1_timesweep,G,10000,75,NaN,8784,17036,NaN,NaN,1406.80328,1490.22517,96,262,NaN,NaN,NaN,NaN,292
273,DUSP1_timesweep,G,10000,75,NaN,9483,16410,NaN,NaN,1265.88242,1310.14497,80,172,NaN,NaN,NaN,NaN,263
274,DUSP1_timesweep,G,10000,75,NaN,9198,13294,NaN,NaN,1361.45956,1421.74876,75,143,NaN,NaN,NaN,NaN,283
275,DUSP1_timesweep,G,10000,75,NaN,7679,10067,NaN,NaN,1425.20354,1467.40836,88,148,6,NaN,NaN,NaN,296
276,DUSP1_timesweep,G,10000,75,NaN,7046,6487,NaN,NaN,1120.62688,1225.19177,18,39,NaN,NaN,NaN,NaN,233
278,DUSP1_timesweep,G,10000,75,NaN,9105,18100,NaN,NaN,1405.85942,1431.50188,118,234,4,NaN,NaN,NaN,292
279,DUSP1_timesweep,G,10000,75,NaN,7181,14019,NaN,NaN,1313.98775,1340.3043,51,116,NaN,NaN,NaN,NaN,273
280,DUSP1_timesweep,G,10000,75,NaN,8199,15189,NaN,NaN,1311.80949,1358.77668,82,142,NaN,NaN,NaN,NaN,273
281,DUSP1_timesweep,G,10000,75,NaN,8901,18160,NaN,NaN,1164.38906,1191.01101,28,95,NaN,NaN,NaN,NaN,242
282,DUSP1_timesweep,G,10000,75,NaN,9542,15931,NaN,NaN,1238.25927,1316.80441,72,175,NaN,NaN,NaN,NaN,257
283,DUSP1_timesweep,G,10000,75,NaN,8456,13807,NaN,NaN,1182.00615,1225.4032,39,84,NaN,NaN,NaN,NaN,246
285,DUSP1_timesweep,G,10000,75,NaN,9300,14971,NaN,NaN,1264.6757,1294.96981,81,150,NaN,NaN,NaN,NaN,263
286,DUSP1_timesweep,G,10000,75,NaN,8634,10419,NaN,NaN,1321.53243,1399.63643,96,177,5,NaN,NaN,NaN,275
290,DUSP1_timesweep,G,10000,75,NaN,8090,17545,NaN,NaN,1390.78405,1408.88817,36,143,NaN,NaN,NaN,NaN,289
293,DUSP1_timesweep,G,10000,75,NaN,8430,15251,NaN,NaN,1343.01934,1357.14373,29,96,NaN,NaN,NaN,NaN,279
295,DUSP1_timesweep,G,10000,75,NaN,7900,15729,NaN,NaN,1278.93038,1352.84614,81,193,7,7,NaN,NaN,266
296,DUSP1_timesweep,G,10000,75,NaN,8723,13338,NaN,NaN,1149.04276,1259.38679,37,144,NaN,NaN,NaN,NaN,239
297,DUSP1_timesweep,G,10000,75,NaN,9299,17799,NaN,NaN,1131.16841,1176.61818,30,82,NaN,NaN,NaN,NaN,235
300,DUSP1_timesweep,G,10000,75,NaN,9478,24803,NaN,NaN,1306.11817,1327.82268,36,180,NaN,NaN,NaN,NaN,272
301,DUSP1_timesweep,G,10000,75,NaN,7527,10301,NaN,NaN,1075.39046,1165.71061,18,52,NaN,NaN,NaN,NaN,224
303,DUSP1_timesweep,G,10000,75,NaN,9473,27146,NaN,NaN,1292.43935,1343.11143,57,247,NaN,NaN,NaN,NaN,269
306,DUSP1_timesweep,G,10000,75,NaN,7849,11711,NaN,NaN,1411.59269,1444.42703,140,213,NaN,NaN,NaN,NaN,293
309,DUSP1_timesweep,G,10000,75,NaN,9536,22120,NaN,NaN,1214.96162,1216.50949,86,231,7,NaN,NaN,NaN,253
311,DUSP1_timesweep,G,10000,75,NaN,7574,16086,NaN,NaN,1072.34354,1147.83066,53,156,NaN,NaN,NaN,NaN,223
312,DUSP1_timesweep,G,10000,75,NaN,7763,17463,NaN,NaN,1253.73193,1307.71563,61,177,NaN,NaN,NaN,NaN,261
313,DUSP1_timesweep,G,10000,75,NaN,8296,16057,NaN,NaN,1293.72011,1291.68257,44,149,NaN,NaN,NaN,NaN,269
314,DUSP1_timesweep,G,10000,75,NaN,9015,22874,NaN,NaN,1217.39656,1252.74001,59,191,4,NaN,NaN,NaN,253
316,DUSP1_timesweep,G,10000,75,NaN,8361,12357,NaN,NaN,1334.59897,1319.58194,62,91,NaN,NaN,NaN,NaN,277
318,DUSP1_timesweep,G,10000,75,NaN,9097,14435,NaN,NaN,1167.07948,1254.41857,34,78,NaN,NaN,NaN,NaN,243
319,DUSP1_timesweep,G,10000,75,NaN,7974,13435,NaN,NaN,1421.88538,1579.6256,142,350,6,NaN,NaN,NaN,296
320,DUSP1_timesweep,G,10000,75,NaN,7547,10486,NaN,NaN,1232.16245,1321.92275,19,63,NaN,NaN,NaN,NaN,256
323,DUSP1_timesweep,G,10000,75,NaN,8524,18877,NaN,NaN,1193.40005,1240.22032,59,166,NaN,NaN,NaN,NaN,248
330,DUSP1_timesweep,G,10000,75,NaN,9547,17493,NaN,NaN,1329.65916,1363.86858,52,131,NaN,NaN,NaN,NaN,276
332,DUSP1_timesweep,G,10000,75,NaN,7757,23192,NaN,NaN,1446.73907,1404.34158,86,215,10,NaN,NaN,NaN,301
335,DUSP1_timesweep,G,10000,75,NaN,7877,21745,NaN,NaN,1337.42161,1349.5094,78,155,NaN,NaN,NaN,NaN,278
337,DUSP1_timesweep,G,10000,75,NaN,9015,25968,NaN,NaN,1073.01298,1121.28897,37,135,NaN,NaN,NaN,NaN,223
339,DUSP1_timesweep,G,10000,75,NaN,7698,24180,NaN,NaN,1239.55339,1253.26915,92,245,7,5,NaN,NaN,258
344,DUSP1_timesweep,G,10000,75,NaN,7988,11569,NaN,NaN,1433.85278,1428.18593,70,154,NaN,NaN,NaN,NaN,298
345,DUSP1_timesweep,G,10000,75,NaN,8617,28086,NaN,NaN,1306.61332,1372.64043,19,214,NaN,NaN,NaN,NaN,272
346,DUSP1_timesweep,G,10000,75,NaN,8197,23509,NaN,NaN,1370.56716,1364.89757,58,144,NaN,NaN,NaN,NaN,285
348,DUSP1_timesweep,G,10000,75,NaN,8730,27471,NaN,NaN,1227.64582,1197.78556,62,153,4,NaN,NaN,NaN,255
350,DUSP1_timesweep,G,10000,75,NaN,9054,6205,NaN,NaN,1049.43296,1035.35729,18,13,NaN,NaN,NaN,NaN,218
351,DUSP1_timesweep,G,10000,75,NaN,8684,9814,NaN,NaN,1181.08303,1275.70471,23,57,NaN,NaN,NaN,NaN,246
355,DUSP1_timesweep,G,10000,75,NaN,7854,19219,NaN,NaN,1352.79463,1398.54904,53,233,NaN,NaN,NaN,NaN,281
356,DUSP1_timesweep,G,10000,75,NaN,7957,17194,NaN,NaN,1370.14025,1434.871,56,250,NaN,NaN,NaN,NaN,285
357,DUSP1_timesweep,G,10000,75,NaN,8177,13658,NaN,NaN,1361.35857,1395.56787,58,170,NaN,NaN,NaN,NaN,283
359,DUSP1_timesweep,G,10000,75,NaN,9055,14177,NaN,NaN,1378.83678,1468.96826,79,211,NaN,NaN,NaN,NaN,287
361,DUSP1_timesweep,G,10000,75,NaN,8021,14680,NaN,NaN,1277.39122,1309.96042,87,199,NaN,NaN,NaN,NaN,266
362,DUSP1_timesweep,G,10000,75,NaN,7991,13225,NaN,NaN,1100.5809,1109.88401,23,48,NaN,NaN,NaN,NaN,229
364,DUSP1_timesweep,G,10000,75,NaN,9293,14365,NaN,NaN,1287.15657,1353.93603,56,173,5,NaN,NaN,NaN,268
366,DUSP1_timesweep,G,10000,75,NaN,8880,17234,NaN,NaN,1197.70676,1215.59969,42,102,NaN,NaN,NaN,NaN,249
367,DUSP1_timesweep,G,10000,75,NaN,8082,19200,NaN,NaN,1242.21059,1309.35609,50,189,NaN,NaN,NaN,NaN,258
368,DUSP1_timesweep,G,10000,75,NaN,8433,20497,NaN,NaN,1349.89802,1409.7825,34,196,NaN,NaN,NaN,NaN,281
369,DUSP1_timesweep,G,10000,75,NaN,7978,15247,NaN,NaN,1357.77425,1454.61953,52,208,4,NaN,NaN,NaN,282
370,DUSP1_timesweep,G,10000,75,NaN,7582,13044,NaN,NaN,1283.58942,1331.30819,51,108,NaN,NaN,NaN,NaN,267
372,DUSP1_timesweep,G,10000,75,NaN,8157,7490,NaN,NaN,1447.36754,1377.36809,142,87,4,4,NaN,NaN,301
373,DUSP1_timesweep,G,10000,75,NaN,8927,18533,NaN,NaN,1230.00258,1257.5174,51,104,4,NaN,NaN,NaN,256
374,DUSP1_timesweep,G,10000,75,NaN,8787,9101,NaN,NaN,1148.1286,1164.97033,22,33,NaN,NaN,NaN,NaN,239
376,DUSP1_timesweep,G,10000,75,NaN,9458,21438,NaN,NaN,1199.93931,1269.80311,51,143,NaN,NaN,NaN,NaN,249
377,DUSP1_timesweep,G,10000,75,NaN,8858,22952,NaN,NaN,1168.28167,1200.53969,34,102,NaN,NaN,NaN,NaN,243
378,DUSP1_timesweep,G,10000,75,NaN,8734,20045,NaN,NaN,1379.81028,1442.28755,106,316,NaN,NaN,NaN,NaN,287
379,DUSP1_timesweep,G,10000,75,NaN,7662,15187,NaN,NaN,1320.31545,1323.69711,35,91,NaN,NaN,NaN,NaN,274
380,DUSP1_timesweep,G,10000,75,NaN,8883,15484,NaN,NaN,1430.08015,1452.09313,83,210,4,NaN,NaN,NaN,297
381,DUSP1_timesweep,G,10000,75,NaN,7756,17350,NaN,NaN,1374.15407,1369.88968,85,158,4,NaN,NaN,NaN,286
382,DUSP1_timesweep,G,10000,75,NaN,9016,23033,NaN,NaN,1318.93146,1340.59332,48,194,NaN,NaN,NaN,NaN,274
383,DUSP1_timesweep,G,10000,75,NaN,7951,14749,NaN,NaN,1229.30512,1254.81144,50,138,NaN,NaN,NaN,NaN,256
387,DUSP1_timesweep,G,10000,75,NaN,7835,22072,NaN,NaN,1314.21213,1277.0405,97,234,4,NaN,NaN,NaN,273
388,DUSP1_timesweep,G,10000,75,NaN,8282,20976,NaN,NaN,1376.96849,1347.94375,139,310,5,NaN,NaN,NaN,286
