Cell_id,Condition,Replica,Dex_Conc,Time_index,Time_TPL,Nuc_Area,Cyto_Area,Nuc_GR_avg_int,Cyto_GR_avg_int,Nuc_DUSP1_avg_int,Cyto_DUSP1_avg_int,RNA_DUSP1_nuc,RNA_DUSP1_cyto,DUSP1_ts_size_0,DUSP1_ts_size_1,DUSP1_ts_size_2,DUSP1_ts_size_3,Nuc_DUSP1_avg_int_tot
249,DUSP1_timesweep,I,10000,75,NaN,8820,14892,NaN,NaN,1269.3449,1233.34985,57,88,NaN,NaN,NaN,NaN,264
251,DUSP1_timesweep,I,10000,75,NaN,8593,18604,NaN,NaN,1457.10625,1365.96555,108,127,4,4,NaN,NaN,303
253,DUSP1_timesweep,I,10000,75,NaN,8617,16378,NaN,NaN,1416.94673,1403.6361,112,211,5,NaN,NaN,NaN,295
255,DUSP1_timesweep,I,10000,75,NaN,9012,19960,NaN,NaN,1386.60686,1338.51398,82,139,NaN,NaN,NaN,NaN,288
257,DUSP1_timesweep,I,10000,75,NaN,7323,16627,NaN,NaN,1283.4038,1232.30643,84,118,NaN,NaN,NaN,NaN,267
258,DUSP1_timesweep,I,10000,75,NaN,7638,17812,NaN,NaN,1206.55027,1252.79783,52,184,NaN,NaN,NaN,NaN,251
259,DUSP1_timesweep,I,10000,75,NaN,7637,13457,NaN,NaN,1136.20623,1123.617,71,132,NaN,NaN,NaN,NaN,236
261,DUSP1_timesweep,I,10000,75,NaN,8092,8432,NaN,NaN,1086.91003,1068.07389,62,59,NaN,NaN,NaN,NaN,226
263,DUSP1_timesweep,I,10000,75,NaN,7684,13906,NaN,NaN,1503.32782,1503.53272,149,274,5,NaN,NaN,NaN,313
264,DUSP1_timesweep,I,10000,75,NaN,7281,13132,NaN,NaN,1446.38456,1421.01196,129,220,5,NaN,NaN,NaN,301
266,DUSP1_timesweep,I,10000,75,NaN,7689,14574,NaN,NaN,1416.99558,1446.71326,67,162,NaN,NaN,NaN,NaN,295
272,DUSP1_timesweep,I,10000,75,NaN,8636,16289,NaN,NaN,1396.5132,1415.72583,83,190,4,NaN,NaN,NaN,290
276,DUSP1_timesweep,I,10000,75,NaN,7391,16549,NaN,NaN,1365.91178,1338.58735,114,232,5,NaN,NaN,NaN,284
277,DUSP1_timesweep,I,10000,75,NaN,9258,9007,NaN,NaN,1393.85202,1393.00078,117,95,NaN,NaN,NaN,NaN,290
278,DUSP1_timesweep,I,10000,75,NaN,8164,18116,NaN,NaN,1400.03858,1298.65059,99,134,5,5,4,NaN,291
279,DUSP1_timesweep,I,10000,75,NaN,7940,29178,NaN,NaN,1431.61121,1371.39153,81,258,NaN,NaN,NaN,NaN,298
280,DUSP1_timesweep,I,10000,75,NaN,9453,32475,NaN,NaN,1350.31101,1320.75941,53,143,NaN,NaN,NaN,NaN,281
283,DUSP1_timesweep,I,10000,75,NaN,7319,26215,NaN,NaN,1264.17434,1244.6877,32,110,NaN,NaN,NaN,NaN,263
286,DUSP1_timesweep,I,10000,75,NaN,7255,10722,NaN,NaN,1359.64659,1308.28138,99,115,8,5,NaN,NaN,283
287,DUSP1_timesweep,I,10000,75,NaN,6986,15764,NaN,NaN,1412.89722,1369.70927,70,144,8,5,NaN,NaN,294
289,DUSP1_timesweep,I,10000,75,NaN,7619,18930,NaN,NaN,1383.63735,1393.4337,75,179,NaN,NaN,NaN,NaN,288
291,DUSP1_timesweep,I,10000,75,NaN,7555,24526,NaN,NaN,1333.64831,1309.78651,38,104,4,NaN,NaN,NaN,277
293,DUSP1_timesweep,I,10000,75,NaN,8560,13094,NaN,NaN,1194.54311,1206.06942,35,52,NaN,NaN,NaN,NaN,248
297,DUSP1_timesweep,I,10000,75,NaN,7107,14691,NaN,NaN,1375.24173,1334.07324,91,165,NaN,NaN,NaN,NaN,286
299,DUSP1_timesweep,I,10000,75,NaN,7280,9241,NaN,NaN,1516.28613,1526.19619,165,188,NaN,NaN,NaN,NaN,315
300,DUSP1_timesweep,I,10000,75,NaN,8578,19869,NaN,NaN,1345.73817,1319.27259,45,85,NaN,NaN,NaN,NaN,280
302,DUSP1_timesweep,I,10000,75,NaN,7203,12317,NaN,NaN,1454.52797,1456.66136,112,189,4,NaN,NaN,NaN,302
303,DUSP1_timesweep,I,10000,75,NaN,8244,19855,NaN,NaN,1228.31344,1150.703,86,132,5,NaN,NaN,NaN,255
304,DUSP1_timesweep,I,10000,75,NaN,7081,14937,NaN,NaN,1453.75074,1510.04519,126,292,NaN,NaN,NaN,NaN,302
305,DUSP1_timesweep,I,10000,75,NaN,7134,14084,NaN,NaN,1228.19624,1245.48736,47,126,NaN,NaN,NaN,NaN,255
307,DUSP1_timesweep,I,10000,75,NaN,8798,29492,NaN,NaN,1261.64208,1235.31042,88,320,NaN,NaN,NaN,NaN,262
313,DUSP1_timesweep,I,10000,75,NaN,7081,31149,NaN,NaN,1435.81118,1331.05714,105,271,7,NaN,NaN,NaN,299
316,DUSP1_timesweep,I,10000,75,NaN,7284,22665,NaN,NaN,1393.49204,1401.93382,89,315,NaN,NaN,NaN,NaN,290
318,DUSP1_timesweep,I,10000,75,NaN,7398,21576,NaN,NaN,1299.55042,1282.30219,79,197,4,NaN,NaN,NaN,270
323,DUSP1_timesweep,I,10000,75,NaN,8052,15451,NaN,NaN,1386.62717,1301.18996,143,155,5,NaN,NaN,NaN,288
324,DUSP1_timesweep,I,10000,75,NaN,8393,19699,NaN,NaN,1362.99857,1316.25489,105,192,NaN,NaN,NaN,NaN,283
325,DUSP1_timesweep,I,10000,75,NaN,8709,21056,NaN,NaN,1361.40039,1349.16238,68,161,NaN,NaN,NaN,NaN,283
326,DUSP1_timesweep,I,10000,75,NaN,9305,22882,NaN,NaN,1346.33573,1347.83384,83,251,4,NaN,NaN,NaN,280
328,DUSP1_timesweep,I,10000,75,NaN,9199,19817,NaN,NaN,1375.65409,1395.0653,74,190,NaN,NaN,NaN,NaN,286
329,DUSP1_timesweep,I,10000,75,NaN,7824,17613,NaN,NaN,1380.7036,1417.66383,87,211,NaN,NaN,NaN,NaN,287
330,DUSP1_timesweep,I,10000,75,NaN,8883,22918,NaN,NaN,1216.39694,1183.02662,48,93,NaN,NaN,NaN,NaN,253
331,DUSP1_timesweep,I,10000,75,NaN,8195,16068,NaN,NaN,1420.55131,1437.3525,155,313,NaN,NaN,NaN,NaN,295
333,DUSP1_timesweep,I,10000,75,NaN,9441,21716,NaN,NaN,1206.23546,1188.08588,79,165,NaN,NaN,NaN,NaN,251
334,DUSP1_timesweep,I,10000,75,NaN,7926,20933,NaN,NaN,1059.23063,1030.35523,17,85,NaN,NaN,NaN,NaN,220
335,DUSP1_timesweep,I,10000,75,NaN,7393,25399,NaN,NaN,1067.95212,1047.85212,37,152,NaN,NaN,NaN,NaN,222
336,DUSP1_timesweep,I,10000,75,NaN,9061,40162,NaN,NaN,1395.00563,1343.50543,132,450,5,5,NaN,NaN,290
347,DUSP1_timesweep,I,10000,75,NaN,8601,24170,NaN,NaN,1351.57714,1323.91787,58,136,6,NaN,NaN,NaN,281
349,DUSP1_timesweep,I,10000,75,NaN,8366,27727,NaN,NaN,1242.4994,1236.77001,28,181,NaN,NaN,NaN,NaN,258
350,DUSP1_timesweep,I,10000,75,NaN,8173,26066,NaN,NaN,1254.6973,1155.18871,61,119,4,NaN,NaN,NaN,261
356,DUSP1_timesweep,I,10000,75,NaN,8575,16444,NaN,NaN,1229.51114,1259.70536,126,274,5,NaN,NaN,NaN,256
360,DUSP1_timesweep,I,10000,75,NaN,7017,16082,NaN,NaN,1444.72111,1417.11373,97,174,NaN,NaN,NaN,NaN,300
361,DUSP1_timesweep,I,10000,75,NaN,9341,19693,NaN,NaN,1329.97463,1310.1887,46,102,9,NaN,NaN,NaN,277
362,DUSP1_timesweep,I,10000,75,NaN,9379,15065,NaN,NaN,1266.35164,1279.04447,81,105,NaN,NaN,NaN,NaN,263
363,DUSP1_timesweep,I,10000,75,NaN,7378,14954,NaN,NaN,1276.96883,1208.02294,99,152,NaN,NaN,NaN,NaN,265
366,DUSP1_timesweep,I,10000,75,NaN,8032,17167,NaN,NaN,1008.33603,990.54552,15,47,NaN,NaN,NaN,NaN,210
367,DUSP1_timesweep,I,10000,75,NaN,9492,19324,NaN,NaN,1140.23188,1198.0148,166,307,NaN,NaN,NaN,NaN,237
