nucGRint,cytoGRint,time,dex_conc,unique_cell_id,normGRcyt,normGRnuc
4088.892272723296,2522.068575726654,120,1,447,15,12
3328.642519367212,2286.318350650956,120,1,451,13,8
3565.211277340736,2434.64256730318,120,1,456,14,9
4275.160269620908,2627.278765394988,120,1,458,16,13
4806.656182521601,2999.524439217559,120,1,462,20,16
4121.160594716262,2658.3663351671257,120,1,464,16,12
4057.9443695714817,2618.451427706724,120,1,465,16,12
4985.28007153681,3297.382754986287,120,1,467,22,17
4842.172786418668,2901.2400468553724,120,1,468,19,16
3260.5757108566136,2401.086149306494,120,1,469,14,8
4287.994663098126,2678.794005847278,120,1,470,16,13
4321.5675863678825,2721.7363609215427,120,1,471,17,14
5363.047473004817,2919.167562618536,120,1,472,19,19
4913.248974532662,2700.275638035394,120,1,473,17,17
4409.053772474544,2418.603971717941,120,1,476,14,14
4939.533576686365,2956.123468300739,120,1,477,19,17
4432.794316514392,2542.188257257807,120,1,478,15,14
6922.603471536581,3020.45423463131,120,1,480,20,27
4302.355391535202,2809.864993721658,120,1,481,18,13
3851.9183308934976,2612.19555921806,120,1,482,16,11
3866.902001416137,2493.269241707232,120,1,484,15,11
4247.553851397592,2547.754880293943,120,1,486,15,13
3397.854802105272,2574.975768500978,120,1,488,15,9
3984.957944431296,2734.487244091325,120,1,489,17,12
4775.080596980702,2737.646852897705,120,1,492,17,16
4431.643712799775,2853.3489026695825,120,1,500,18,14
3750.7513661560592,2545.765818229911,120,1,503,15,10
4248.447255412917,2705.48167159631,120,1,504,17,13
3820.162392636214,2273.574431871496,120,1,506,13,11
4572.935207065852,2984.489765825614,120,1,508,19,15
4150.329510314236,2870.2603269887627,120,1,510,18,13
3849.3839763206247,2673.439292234315,120,1,513,16,11
4305.616805859068,2780.0816621270587,120,1,514,17,13
4537.385754899452,2970.069750264714,120,1,515,19,15
4074.3422988030447,2755.9206263316487,120,1,518,17,12
4582.437571902358,3259.744834774547,120,1,520,22,15
3553.5195258430185,2506.5370605786243,120,1,521,15,9
4558.859190307294,2783.22399804066,120,1,522,17,15
3869.5268608709057,2825.8691596746103,120,1,524,18,11
4129.273281583004,2470.210982439551,120,1,527,14,12
3231.986614256566,2353.7033455855108,120,1,531,13,8
3477.567541133312,2147.0848579454823,120,1,534,11,9
4045.49000233142,2609.135243333487,120,1,538,16,12
4114.300041198349,2680.608332376262,120,1,539,16,12
4095.970075859148,2680.1774483965887,120,1,540,16,12
4970.887154460922,3067.3455569519697,120,1,543,20,17
3724.193189094616,2426.917671144319,120,1,544,14,10
4704.192275164247,2784.1217739733897,120,1,547,17,16
4833.743832009815,2999.416705644728,120,1,548,20,16
5534.340062086991,3525.3456525748625,120,1,549,25,20
4317.945362562643,3080.55857004068,120,1,550,20,13
3724.057645819731,2981.119059023058,120,1,551,19,10
4552.256260491411,2714.718146277288,120,1,552,17,15
3566.878988226468,2439.394086342703,120,1,554,14,9
3451.7949725272206,2339.99355683247,120,1,556,13,9
3840.318538151983,2421.994671611086,120,1,559,14,11
4124.307911839868,2838.372055330086,120,1,561,18,12
3987.944116120121,3279.407441099332,120,1,563,22,12
4354.030541356447,2845.793835891639,120,1,564,18,14
4146.676462135366,2374.594834438646,120,1,565,13,13
4143.167912336048,2866.9185630595766,120,1,566,18,13
4429.41093097844,2580.733315848568,120,1,568,15,14
3201.89893449047,2289.096293584776,120,1,570,13,8
4422.723360415106,2777.7867112101694,120,1,571,17,14
4851.13608898533,2738.623522804025,120,1,572,17,16
4792.049160046111,2788.1368340233103,120,1,573,17,16
3406.184434860841,2379.8850790796823,120,1,574,14,9
4448.920161987183,2896.111417036941,120,1,577,19,14
3870.241677419687,2542.30236292234,120,1,578,15,11
3854.11839747365,2540.60542331774,120,1,579,15,11
4943.86011304917,2921.286129104234,120,1,580,19,17
4850.375548271811,2819.893379446847,120,1,581,18,16
4784.844159881188,2828.139474886,120,1,582,18,16
3812.166163668901,2338.5481739480942,120,1,585,13,11
4135.076752047763,2568.8321206364008,120,1,586,15,13
5597.342678578547,2684.6504626514666,120,1,587,16,20
4473.839465445564,2506.9406152157835,120,1,588,15,14
4387.53395278649,2259.365541463518,120,1,589,12,14
4704.948785355078,2829.373771248896,120,1,590,18,16
4763.168895258583,2605.5005713937885,120,1,591,16,16
3751.159876339797,2323.1038649145,120,1,592,13,10
4776.599098397426,2621.485962268732,120,1,593,16,16
3617.229070004364,2322.661199631932,120,1,596,13,10
3949.392183214106,2355.354565277833,120,1,598,13,12
4138.347204399418,2487.870132948631,120,1,600,15,13
3501.1430344232126,2571.1755001343,120,1,601,15,9
5052.990828337452,3217.449907232385,120,1,602,22,17
4885.084318078177,2520.6665066541577,120,1,605,15,17
4506.128284413011,2317.9191537168617,120,1,606,13,14
3680.5673869531183,2623.752504048501,120,1,607,16,10
4612.919331535826,2678.587961833799,120,1,611,16,15
3601.09595769271,2129.678054080741,120,1,614,11,10
4513.8568105428,2700.724913947598,120,1,615,17,15
3784.877723347446,2473.6554340049483,120,1,619,14,11
