Cell_id,Condition,Replica,Dex_Conc,Time_index,Time_TPL,Nuc_Area,Cyto_Area,Nuc_GR_avg_int,Cyto_GR_avg_int,Nuc_DUSP1_avg_int,Cyto_DUSP1_avg_int,RNA_DUSP1_nuc,RNA_DUSP1_cyto,DUSP1_ts_size_0,DUSP1_ts_size_1,DUSP1_ts_size_2,DUSP1_ts_size_3,tryptCond1,tryptCond2,tryptCond3,tryptCond4,tryptCond5
1694,DUSP1_TPL,O,100.0,160,150.0,8039,8773.0,,,1106.41709,1107.47954,44.0,66.0,,,,,0,0,0,4,0
1695,DUSP1_TPL,O,100.0,160,150.0,8688,12445.0,,,1211.64963,1187.9857,77.0,131.0,,,,,0,0,0,4,0
1696,DUSP1_TPL,O,100.0,160,150.0,7066,10389.0,,,1582.09114,1597.80277,165.0,211.0,,,,,0,0,0,4,0
1697,DUSP1_TPL,O,100.0,160,150.0,8118,16083.0,,,1586.79108,1603.24796,162.0,285.0,,,,,0,0,0,4,0
1698,DUSP1_TPL,O,100.0,160,150.0,7959,11268.0,,,1263.83955,1245.16214,37.0,80.0,,,,,0,0,0,4,0
1699,DUSP1_TPL,O,100.0,160,150.0,7904,13089.0,,,1545.03176,1555.75231,134.0,213.0,,,,,0,0,0,4,0
1700,DUSP1_TPL,O,100.0,160,150.0,7061,8011.0,,,1434.84237,1390.54113,96.0,87.0,,,,,0,0,0,4,0
1701,DUSP1_TPL,O,100.0,160,150.0,6678,8641.0,,,1559.73375,1608.82109,131.0,168.0,,,,,0,0,0,4,0
1702,DUSP1_TPL,O,100.0,160,150.0,6383,3480.0,,,1222.84897,1317.02241,92.0,70.0,,,,,0,0,0,4,0
1703,DUSP1_TPL,O,100.0,160,150.0,7817,14550.0,,,1342.50237,1317.97952,86.0,200.0,,,,,0,0,0,4,0
1704,DUSP1_TPL,O,100.0,160,150.0,7273,7523.0,,,1137.06449,1120.67686,30.0,51.0,,,,,0,0,0,4,0
1705,DUSP1_TPL,O,100.0,160,150.0,8003,9123.0,,,1117.12495,1126.74888,62.0,118.0,,,,,0,0,0,4,0
1706,DUSP1_TPL,O,100.0,160,150.0,7453,10619.0,,,1299.38307,1346.13504,47.0,91.0,,,,,0,0,0,4,0
1707,DUSP1_TPL,O,100.0,160,150.0,6472,12237.0,,,1409.58514,1438.30588,113.0,232.0,4.0,,,,0,0,0,4,0
1708,DUSP1_TPL,O,100.0,160,150.0,8156,11123.0,,,1289.67325,1236.56711,121.0,151.0,,,,,0,0,0,4,0
1709,DUSP1_TPL,O,100.0,160,150.0,6762,11604.0,,,1434.86069,1515.38676,92.0,183.0,,,,,0,0,0,4,0
1710,DUSP1_TPL,O,100.0,160,150.0,7517,11463.0,,,1364.80897,1386.53189,103.0,186.0,,,,,0,0,0,4,0
1711,DUSP1_TPL,O,100.0,160,150.0,7811,13083.0,,,1530.61759,1477.19514,122.0,165.0,11.0,,,,0,0,0,4,0
1712,DUSP1_TPL,O,100.0,160,150.0,6774,14928.0,,,1391.655,1356.58842,48.0,113.0,,,,,0,0,0,4,0
1713,DUSP1_TPL,O,100.0,160,150.0,6921,10387.0,,,1337.73515,1320.86339,84.0,120.0,,,,,0,0,0,4,0
1714,DUSP1_TPL,O,100.0,160,150.0,8469,15179.0,,,1421.81131,1398.05356,115.0,174.0,,,,,0,0,0,4,0
1715,DUSP1_TPL,O,100.0,160,150.0,6441,8203.0,,,1065.30259,1047.66573,14.0,28.0,,,,,0,0,0,4,0
1716,DUSP1_TPL,O,100.0,160,150.0,7470,13811.0,,,1228.48407,1192.49671,34.0,71.0,,,,,0,0,0,4,0
1717,DUSP1_TPL,O,100.0,160,150.0,7835,10016.0,,,1481.79464,1489.07069,95.0,129.0,,,,,0,0,0,4,0
1718,DUSP1_TPL,O,100.0,160,150.0,8568,17299.0,,,1432.29435,1422.58229,75.0,157.0,,,,,0,0,0,4,0
1719,DUSP1_TPL,O,100.0,160,150.0,7440,14112.0,,,1295.31304,1274.01963,85.0,113.0,,,,,0,0,0,4,0
1720,DUSP1_TPL,O,100.0,160,150.0,8328,15451.0,,,1480.52065,1496.35616,127.0,253.0,,,,,0,0,0,4,0
1721,DUSP1_TPL,O,100.0,160,150.0,7540,14856.0,,,1377.69085,1365.70598,71.0,146.0,,,,,0,0,0,4,0
1722,DUSP1_TPL,O,100.0,160,150.0,8058,10279.0,,,1221.37391,1144.60395,50.0,42.0,,,,,0,0,0,4,0
1723,DUSP1_TPL,O,100.0,160,150.0,8019,10770.0,,,1063.69959,1080.25942,47.0,106.0,,,,,0,0,0,4,0
1724,DUSP1_TPL,O,100.0,160,150.0,8434,14779.0,,,1353.02798,1396.5677,108.0,240.0,,,,,0,0,0,4,0
1725,DUSP1_TPL,O,100.0,160,150.0,7002,7527.0,,,1473.8339,1510.26146,74.0,126.0,,,,,0,0,0,4,0
1726,DUSP1_TPL,O,100.0,160,150.0,7979,9680.0,,,1095.12157,1128.02035,33.0,50.0,,,,,0,0,0,4,0
1727,DUSP1_TPL,O,100.0,160,150.0,8041,13358.0,,,1090.89603,1041.26029,40.0,73.0,,,,,0,0,0,4,0
1728,DUSP1_TPL,O,100.0,160,150.0,8549,12911.0,,,1202.06164,1277.05979,53.0,116.0,,,,,0,0,0,4,0
1729,DUSP1_TPL,O,100.0,160,150.0,8755,16273.0,,,1189.23392,1208.65692,57.0,117.0,,,,,0,0,0,4,0
1730,DUSP1_TPL,O,100.0,160,150.0,6536,8145.0,,,1508.82635,1568.67808,114.0,153.0,,,,,0,0,0,4,0
1731,DUSP1_TPL,O,100.0,160,150.0,6787,8016.0,,,1563.16075,1638.06761,138.0,183.0,,,,,0,0,0,4,0
1732,DUSP1_TPL,O,100.0,160,150.0,7928,11861.0,,,1283.52825,1308.007,57.0,138.0,,,,,0,0,0,4,0
1733,DUSP1_TPL,O,100.0,160,150.0,7536,9003.0,,,1528.01181,1498.84894,156.0,133.0,,,,,0,0,0,4,0
1734,DUSP1_TPL,O,100.0,160,150.0,7523,9544.0,,,1573.50419,1514.25566,163.0,149.0,,,,,0,0,0,4,0
1735,DUSP1_TPL,O,100.0,160,150.0,8711,16609.0,,,1332.24693,1309.88819,62.0,123.0,,,,,0,0,0,4,0
1736,DUSP1_TPL,O,100.0,160,150.0,7017,6928.0,,,1380.0875,1343.20064,75.0,68.0,,,,,0,0,0,4,0
1737,DUSP1_TPL,O,100.0,160,150.0,7421,13099.0,,,1417.42326,1450.30613,129.0,227.0,,,,,0,0,0,4,0
1738,DUSP1_TPL,O,100.0,160,150.0,7360,13983.0,,,1283.20027,1226.48924,22.0,53.0,,,,,0,0,0,4,0
1739,DUSP1_TPL,O,100.0,160,150.0,6735,6528.0,,,1148.37209,1095.11474,42.0,35.0,,,,,0,0,0,4,0
1740,DUSP1_TPL,O,100.0,160,150.0,6459,8177.0,,,1179.29215,1143.15067,53.0,68.0,,,,,0,0,0,4,0
1741,DUSP1_TPL,O,100.0,160,150.0,6518,14503.0,,,1059.93495,1084.33641,25.0,48.0,,,,,0,0,0,4,0
1742,DUSP1_TPL,O,100.0,160,150.0,6709,11708.0,,,1160.46713,1068.55347,64.0,90.0,,,,,0,0,0,4,0
1743,DUSP1_TPL,O,100.0,160,150.0,6455,10508.0,,,1478.19225,1505.72069,171.0,262.0,,,,,0,0,0,4,0
1744,DUSP1_TPL,O,100.0,160,150.0,7817,11058.0,,,1365.45068,1312.94637,85.0,94.0,,,,,0,0,0,4,0
1745,DUSP1_TPL,O,100.0,160,150.0,8651,14833.0,,,1327.02196,1328.08609,133.0,272.0,,,,,0,0,0,4,0
1746,DUSP1_TPL,O,100.0,160,150.0,7604,13379.0,,,1500.4015,1437.42955,113.0,156.0,,,,,0,0,0,4,0
1747,DUSP1_TPL,O,100.0,160,150.0,7250,11482.0,,,1390.12924,1439.15015,119.0,218.0,,,,,0,0,0,4,0
1748,DUSP1_TPL,O,100.0,160,150.0,8188,15520.0,,,1186.68271,1181.91682,39.0,75.0,,,,,0,0,0,4,0
1749,DUSP1_TPL,O,100.0,160,150.0,8613,13532.0,,,1098.61477,1067.63886,55.0,82.0,,,,,0,0,0,4,0
1750,DUSP1_TPL,O,100.0,160,150.0,8667,15745.0,,,1385.46579,1394.65583,98.0,165.0,,,,,0,0,0,4,0
1751,DUSP1_TPL,O,100.0,160,150.0,8341,12091.0,,,1393.45162,1368.31668,67.0,94.0,,,,,0,0,0,4,0
1752,DUSP1_TPL,O,100.0,160,150.0,7249,10891.0,,,1161.91889,1156.5858,37.0,89.0,,,,,0,0,0,4,0
1753,DUSP1_TPL,O,100.0,160,150.0,7036,12020.0,,,1215.5108,1218.06206,36.0,83.0,,,,,0,0,0,4,0
1754,DUSP1_TPL,O,100.0,160,150.0,6742,10702.0,,,1253.45936,1308.89488,82.0,195.0,,,,,0,0,0,4,0
1755,DUSP1_TPL,O,100.0,160,150.0,7303,9278.0,,,1108.68575,1117.44913,62.0,112.0,,,,,0,0,0,4,0
1756,DUSP1_TPL,O,100.0,160,150.0,8708,11758.0,,,1247.40514,1334.94812,105.0,213.0,,,,,0,0,0,4,0
1757,DUSP1_TPL,O,100.0,160,150.0,8758,11756.0,,,1418.19605,1461.14214,132.0,206.0,,,,,0,0,0,4,0
1758,DUSP1_TPL,O,100.0,160,150.0,7223,6272.0,,,1324.34293,1341.75255,48.0,65.0,,,,,0,0,0,4,0
1759,DUSP1_TPL,O,100.0,160,150.0,7213,10457.0,,,1460.09164,1432.76494,96.0,108.0,,,,,0,0,0,4,0
1760,DUSP1_TPL,O,100.0,160,150.0,8526,9225.0,,,1485.99425,1398.8465,76.0,92.0,40.0,,,,0,0,0,4,0
1761,DUSP1_TPL,O,100.0,160,150.0,7388,9478.0,,,1288.84082,1277.80312,90.0,138.0,,,,,0,0,0,4,0
1762,DUSP1_TPL,O,100.0,160,150.0,8391,13251.0,,,1298.4978,1255.05592,93.0,124.0,,,,,0,0,0,4,0
1763,DUSP1_TPL,O,100.0,160,150.0,7468,9965.0,,,1257.45889,1229.89022,100.0,155.0,,,,,0,0,0,4,0
1764,DUSP1_TPL,O,100.0,160,150.0,6517,10128.0,,,1058.94614,1048.7653,18.0,46.0,,,,,0,0,0,4,0
1765,DUSP1_TPL,O,100.0,160,150.0,8406,7207.0,,,1107.91411,1088.23977,44.0,57.0,,,,,0,0,0,4,0
1766,DUSP1_TPL,O,100.0,160,150.0,7438,8562.0,,,1084.50941,1070.67706,59.0,75.0,,,,,0,0,0,4,0
1767,DUSP1_TPL,O,100.0,160,150.0,8357,13444.0,,,1392.24243,1328.83108,129.0,164.0,,,,,0,0,0,4,0
1768,DUSP1_TPL,O,100.0,160,150.0,8132,12656.0,,,1407.03087,1367.09679,114.0,155.0,,,,,0,0,0,4,0
1769,DUSP1_TPL,O,100.0,160,150.0,7474,11637.0,,,1457.76211,1432.19283,92.0,134.0,4.0,,,,0,0,0,4,0
1770,DUSP1_TPL,O,100.0,160,150.0,8361,12227.0,,,1442.77909,1453.17241,97.0,143.0,,,,,0,0,0,4,0
1771,DUSP1_TPL,O,100.0,160,150.0,7788,12030.0,,,1369.93182,1324.65378,98.0,129.0,,,,,0,0,0,4,0
1772,DUSP1_TPL,O,100.0,160,150.0,8166,11578.0,,,1429.2323,1419.18138,78.0,123.0,,,,,0,0,0,4,0
1773,DUSP1_TPL,O,100.0,160,150.0,7163,9221.0,,,1413.84755,1393.17438,61.0,81.0,,,,,0,0,0,4,0
1774,DUSP1_TPL,O,100.0,160,150.0,6965,12645.0,,,1180.96927,1176.18616,29.0,80.0,,,,,0,0,0,4,0
1775,DUSP1_TPL,O,100.0,160,150.0,7954,12068.0,,,1330.11315,1328.69738,96.0,98.0,,,,,0,0,0,4,0
1776,DUSP1_TPL,O,100.0,160,150.0,8025,12154.0,,,1315.5271,1347.92801,83.0,185.0,,,,,0,0,0,4,0
1777,DUSP1_TPL,O,100.0,160,150.0,8722,13723.0,,,1137.50539,1148.59878,54.0,104.0,,,,,0,0,0,4,0
1778,DUSP1_TPL,O,100.0,160,150.0,7630,11369.0,,,1080.87969,1060.98839,35.0,90.0,,,,,0,0,0,4,0
1779,DUSP1_TPL,O,100.0,160,150.0,7482,4128.0,,,1069.74365,1066.2689,31.0,26.0,,,,,0,0,0,4,0
1780,DUSP1_TPL,O,100.0,160,150.0,7505,9463.0,,,1149.18175,1077.51569,47.0,27.0,,,,,0,0,0,4,0
1781,DUSP1_TPL,O,100.0,160,150.0,8000,12710.0,,,1463.38275,1554.35563,171.0,318.0,,,,,0,0,0,4,0
1782,DUSP1_TPL,O,100.0,160,150.0,7160,11832.0,,,1227.96103,1202.6616,30.0,42.0,,,,,0,0,0,4,0
1783,DUSP1_TPL,O,100.0,160,150.0,7164,11590.0,,,1459.23451,1457.91217,101.0,152.0,,,,,0,0,0,4,0
1784,DUSP1_TPL,O,100.0,160,150.0,7036,10625.0,,,1369.5172,1368.27981,62.0,105.0,,,,,0,0,0,4,0
1785,DUSP1_TPL,O,100.0,160,150.0,6988,7650.0,,,1388.47195,1394.34497,69.0,106.0,,,,,0,0,0,4,0
1786,DUSP1_TPL,O,100.0,160,150.0,7633,15221.0,,,1175.88222,1202.73753,28.0,86.0,,,,,0,0,0,4,0
1787,DUSP1_TPL,O,100.0,160,150.0,6462,15200.0,,,973.32993,963.11039,14.0,59.0,,,,,0,0,0,4,0
1788,DUSP1_TPL,O,100.0,160,150.0,7192,12303.0,,,1032.62556,1064.47371,22.0,80.0,,,,,0,0,0,4,0
1789,DUSP1_TPL,O,100.0,160,150.0,7430,9268.0,,,1409.91427,1386.08546,135.0,139.0,,,,,0,0,0,4,0
1790,DUSP1_TPL,O,100.0,160,150.0,7592,13467.0,,,1482.56085,1447.88617,125.0,164.0,,,,,0,0,0,4,0
1791,DUSP1_TPL,O,100.0,160,150.0,7797,11807.0,,,1238.35129,1217.24452,20.0,37.0,,,,,0,0,0,4,0
1792,DUSP1_TPL,O,100.0,160,150.0,8130,11296.0,,,1186.88991,1192.17378,77.0,157.0,,,,,0,0,0,4,0
1793,DUSP1_TPL,O,100.0,160,150.0,6647,12717.0,,,1124.44862,1133.54258,19.0,48.0,,,,,0,0,0,4,0
1794,DUSP1_TPL,O,100.0,160,150.0,6741,8539.0,,,1176.90461,1147.55006,32.0,40.0,,,,,0,0,0,4,0
1795,DUSP1_TPL,O,100.0,160,150.0,7611,10974.0,,,963.93549,983.96929,21.0,62.0,,,,,0,0,0,4,0
1796,DUSP1_TPL,O,100.0,160,150.0,7166,12143.0,,,1252.31133,1238.75352,70.0,120.0,,,,,0,0,0,4,0
1797,DUSP1_TPL,O,100.0,160,150.0,7020,13042.0,,,1358.23661,1376.18678,89.0,142.0,,,,,0,0,0,4,0
1798,DUSP1_TPL,O,100.0,160,150.0,6981,14590.0,,,1232.64804,1288.80267,97.0,266.0,,,,,0,0,0,4,0
1799,DUSP1_TPL,O,100.0,160,150.0,7907,11523.0,,,1453.21513,1483.59854,81.0,156.0,,,,,0,0,0,4,0
1800,DUSP1_TPL,O,100.0,160,150.0,8067,15242.0,,,1432.73162,1456.09677,102.0,225.0,,,,,0,0,0,4,0
1801,DUSP1_TPL,O,100.0,160,150.0,7318,11182.0,,,1248.02637,1267.8325,81.0,157.0,,,,,0,0,0,4,0
1802,DUSP1_TPL,O,100.0,160,150.0,8413,16926.0,,,1250.13325,1204.88166,43.0,87.0,,,,,0,0,0,4,0
1803,DUSP1_TPL,O,100.0,160,150.0,7920,11399.0,,,1154.04823,1172.74156,74.0,191.0,,,,,0,0,0,4,0
1804,DUSP1_TPL,O,100.0,160,150.0,7077,9910.0,,,1391.88823,1470.68002,104.0,183.0,,,,,0,0,0,4,0
1805,DUSP1_TPL,O,100.0,160,150.0,8761,14676.0,,,1392.25419,1407.59199,67.0,160.0,,,,,0,0,0,4,0
1806,DUSP1_TPL,O,100.0,160,150.0,7775,13935.0,,,1410.50032,1398.11367,70.0,117.0,,,,,0,0,0,4,0
1807,DUSP1_TPL,O,100.0,160,150.0,7555,11569.0,,,1318.81231,1389.04339,79.0,170.0,,,,,0,0,0,4,0
1808,DUSP1_TPL,O,100.0,160,150.0,8528,13740.0,,,1276.91041,1248.17649,151.0,221.0,,,,,0,0,0,4,0
1809,DUSP1_TPL,O,100.0,160,150.0,7006,7669.0,,,1270.11975,1288.33551,34.0,30.0,,,,,0,0,0,4,0
1810,DUSP1_TPL,O,100.0,160,150.0,6902,6274.0,,,1335.94364,1352.0153,38.0,51.0,,,,,0,0,0,4,0
1811,DUSP1_TPL,O,100.0,160,150.0,8198,12736.0,,,1294.9101,1296.1663,82.0,111.0,,,,,0,0,0,4,0
1812,DUSP1_TPL,O,100.0,160,150.0,7120,13910.0,,,1080.86138,1079.28497,31.0,79.0,,,,,0,0,0,4,0
1813,DUSP1_TPL,O,100.0,160,150.0,8005,9614.0,,,1165.44834,1232.33368,91.0,176.0,,,,,0,0,0,4,0
1814,DUSP1_TPL,O,100.0,160,150.0,6553,9560.0,,,1119.86556,1129.44393,40.0,94.0,,,,,0,0,0,4,0
1815,DUSP1_TPL,O,100.0,160,150.0,7155,10511.0,,,1392.74717,1392.21463,75.0,105.0,,,,,0,0,0,4,0
1816,DUSP1_TPL,O,100.0,160,150.0,6528,12694.0,,,1403.50322,1390.92634,84.0,156.0,,,,,0,0,0,4,0
1817,DUSP1_TPL,O,100.0,160,150.0,7983,17233.0,,,1243.66003,1229.78889,47.0,113.0,,,,,0,0,0,4,0
1818,DUSP1_TPL,O,100.0,160,150.0,8341,12181.0,,,1223.87759,1247.17782,84.0,152.0,,,,,0,0,0,4,0
1819,DUSP1_TPL,O,100.0,160,150.0,7815,16392.0,,,1389.60819,1420.02678,117.0,252.0,,,,,0,0,0,4,0
1820,DUSP1_TPL,O,100.0,160,150.0,8680,12296.0,,,1441.37684,1375.94673,171.0,162.0,,,,,0,0,0,4,0
1821,DUSP1_TPL,O,100.0,160,150.0,6443,8998.0,,,1173.39671,1179.92454,66.0,114.0,,,,,0,0,0,4,0
1822,DUSP1_TPL,O,100.0,160,150.0,7654,11453.0,,,1386.42893,1418.20161,68.0,153.0,,,,,0,0,0,4,0
1823,DUSP1_TPL,O,100.0,160,150.0,8287,11007.0,,,1168.29818,1171.20669,36.0,86.0,,,,,0,0,0,4,0
1824,DUSP1_TPL,O,100.0,160,150.0,8025,11682.0,,,1211.41034,1194.3793,44.0,68.0,,,,,0,0,0,4,0
1825,DUSP1_TPL,O,100.0,160,150.0,8569,8157.0,,,1195.26806,1175.89567,112.0,87.0,,,,,0,0,0,4,0
1826,DUSP1_TPL,O,100.0,160,150.0,7760,13549.0,,,1356.22951,1439.07565,102.0,222.0,,,,,0,0,0,4,0
1827,DUSP1_TPL,O,100.0,160,150.0,8513,15890.0,,,1484.04781,1489.90277,132.0,255.0,,,,,0,0,0,4,0
1828,DUSP1_TPL,O,100.0,160,150.0,8040,10769.0,,,1271.44403,1336.30012,111.0,206.0,,,,,0,0,0,4,0
1829,DUSP1_TPL,O,100.0,160,150.0,7975,15247.0,,,1418.96439,1390.22037,73.0,120.0,,,,,0,0,0,4,0
1830,DUSP1_TPL,O,100.0,160,150.0,8736,19644.0,,,1410.18601,1408.90654,93.0,179.0,,,,,0,0,0,4,0
1831,DUSP1_TPL,O,100.0,160,150.0,8385,12767.0,,,1252.85987,1360.52409,63.0,169.0,,,,,0,0,0,4,0
1832,DUSP1_TPL,O,100.0,160,150.0,8261,19212.0,,,1372.54437,1377.28222,123.0,278.0,,,,,0,0,0,4,0
1833,DUSP1_TPL,O,100.0,160,150.0,8027,19072.0,,,1156.73552,1235.90887,89.0,331.0,,,,,0,0,0,4,0
1834,DUSP1_TPL,O,100.0,160,150.0,7914,12813.0,,,1264.51074,1237.2158,35.0,54.0,,,,,0,0,0,4,0
1835,DUSP1_TPL,O,100.0,160,150.0,7891,13043.0,,,1355.02281,1364.34095,126.0,216.0,,,,,0,0,0,4,0
1836,DUSP1_TPL,O,100.0,160,150.0,7145,9562.0,,,1387.56893,1359.72903,78.0,78.0,,,,,0,0,0,4,0
1837,DUSP1_TPL,O,100.0,160,150.0,7393,8975.0,,,1516.58907,1524.65058,117.0,158.0,7.0,,,,0,0,0,4,0
1838,DUSP1_TPL,O,100.0,160,150.0,8509,13463.0,,,1386.83594,1402.1796,128.0,189.0,,,,,0,0,0,4,0
1839,DUSP1_TPL,O,100.0,160,150.0,6244,6674.0,,,1049.92745,1010.06248,14.0,12.0,,,,,0,0,0,4,0
1840,DUSP1_TPL,O,100.0,160,150.0,8398,14671.0,,,1165.93177,1115.7992,71.0,62.0,,,,,0,0,0,4,0
1841,DUSP1_TPL,O,100.0,160,150.0,8672,11328.0,,,1327.03413,1312.40704,111.0,137.0,,,,,0,0,0,4,0
1842,DUSP1_TPL,O,100.0,160,150.0,6486,5880.0,,,1162.58171,1200.25646,91.0,110.0,,,,,0,0,0,4,0
1843,DUSP1_TPL,O,100.0,160,150.0,7850,11816.0,,,1468.60599,1435.71124,125.0,163.0,,,,,0,0,0,4,0
1844,DUSP1_TPL,O,100.0,160,150.0,8248,11983.0,,,1494.93683,1475.11174,131.0,164.0,,,,,0,0,0,4,0
1845,DUSP1_TPL,O,100.0,160,150.0,8766,9550.0,,,1309.11054,1359.89791,115.0,164.0,,,,,0,0,0,4,0
1846,DUSP1_TPL,O,100.0,160,150.0,7328,14534.0,,,1122.23963,1138.86363,66.0,172.0,,,,,0,0,0,4,0
1847,DUSP1_TPL,O,100.0,160,150.0,7648,7403.0,,,1238.20973,1211.0774,35.0,36.0,,,,,0,0,0,4,0
1848,DUSP1_TPL,O,100.0,160,150.0,6447,7515.0,,,1203.47216,1181.21583,57.0,74.0,,,,,0,0,0,4,0
1849,DUSP1_TPL,O,100.0,160,150.0,8027,15064.0,,,1030.78535,1023.51268,54.0,102.0,,,,,0,0,0,4,0
1850,DUSP1_TPL,O,100.0,160,150.0,7469,8504.0,,,1338.23189,1373.21566,77.0,118.0,4.0,,,,0,0,0,4,0
1851,DUSP1_TPL,O,100.0,160,150.0,6493,9708.0,,,1394.66518,1471.29604,80.0,160.0,,,,,0,0,0,4,0
1852,DUSP1_TPL,O,100.0,160,150.0,8634,15831.0,,,1445.92263,1369.0067,168.0,218.0,,,,,0,0,0,4,0
1853,DUSP1_TPL,O,100.0,160,150.0,7532,13107.0,,,1462.9222,1465.94591,96.0,171.0,,,,,0,0,0,4,0
1854,DUSP1_TPL,O,100.0,160,150.0,8371,7964.0,,,1498.97252,1587.35761,114.0,158.0,,,,,0,0,0,4,0
1855,DUSP1_TPL,O,100.0,160,150.0,7735,9434.0,,,1433.82456,1455.8499,66.0,117.0,,,,,0,0,0,4,0
1856,DUSP1_TPL,O,100.0,160,150.0,6348,11652.0,,,1425.39997,1442.96121,48.0,117.0,,,,,0,0,0,4,0
1857,DUSP1_TPL,O,100.0,160,150.0,8083,15483.0,,,1540.23123,1525.33379,117.0,213.0,,,,,0,0,0,4,0
1858,DUSP1_TPL,O,100.0,160,150.0,7642,7531.0,,,1440.15834,1516.75939,87.0,129.0,,,,,0,0,0,4,0
1859,DUSP1_TPL,O,100.0,160,150.0,7026,8881.0,,,1394.97652,1427.22858,125.0,190.0,,,,,0,0,0,4,0
1860,DUSP1_TPL,O,100.0,160,150.0,8181,10097.0,,,1358.25706,1311.89611,79.0,99.0,,,,,0,0,0,4,0
1861,DUSP1_TPL,O,100.0,160,150.0,6798,7368.0,,,1391.29435,1406.5874,67.0,105.0,,,,,0,0,0,4,0
1862,DUSP1_TPL,O,100.0,160,150.0,7677,9166.0,,,1220.80565,1251.48309,68.0,107.0,,,,,0,0,0,4,0
1863,DUSP1_TPL,O,100.0,160,150.0,6661,9425.0,,,1248.59075,1227.16064,46.0,76.0,,,,,0,0,0,4,0
1864,DUSP1_TPL,O,100.0,160,150.0,8188,11198.0,,,1086.06522,1103.36024,54.0,88.0,,,,,0,0,0,4,0
1865,DUSP1_TPL,O,100.0,160,150.0,8032,13147.0,,,1104.07532,1090.83586,54.0,94.0,,,,,0,0,0,4,0
1866,DUSP1_TPL,O,100.0,160,150.0,8382,16144.0,,,1346.52995,1331.74232,97.0,174.0,,,,,0,0,0,4,0
1867,DUSP1_TPL,O,100.0,160,150.0,7227,10332.0,,,1137.43171,1102.77749,40.0,60.0,,,,,0,0,0,4,0
1868,DUSP1_TPL,O,100.0,160,150.0,8538,12036.0,,,1473.53432,1485.82627,123.0,203.0,,,,,0,0,0,4,0
1869,DUSP1_TPL,O,100.0,160,150.0,7566,8098.0,,,1675.79051,1677.62312,188.0,182.0,,,,,0,0,0,4,0
1870,DUSP1_TPL,O,100.0,160,150.0,6521,9198.0,,,1530.51725,1506.68732,103.0,127.0,,,,,0,0,0,4,0
1871,DUSP1_TPL,O,100.0,160,150.0,7777,11779.0,,,1275.92221,1268.89532,50.0,92.0,,,,,0,0,0,4,0
1872,DUSP1_TPL,O,100.0,160,150.0,7120,16126.0,,,1302.80225,1274.43749,31.0,70.0,,,,,0,0,0,4,0
1873,DUSP1_TPL,O,100.0,160,150.0,8608,19565.0,,,1345.824,1303.58211,58.0,124.0,,,,,0,0,0,4,0
1874,DUSP1_TPL,O,100.0,160,150.0,8261,16551.0,,,1091.87459,1032.12259,27.0,47.0,,,,,0,0,0,4,0
1875,DUSP1_TPL,O,100.0,160,150.0,8669,15775.0,,,1196.85454,1241.05718,50.0,142.0,,,,,0,0,0,4,0
1876,DUSP1_TPL,O,100.0,160,150.0,6444,11593.0,,,1130.60335,1167.74485,29.0,114.0,,,,,0,0,0,4,0
1877,DUSP1_TPL,O,100.0,160,150.0,8537,7577.0,,,1198.0157,1159.24297,142.0,100.0,,,,,0,0,0,4,0
1878,DUSP1_TPL,O,100.0,160,150.0,8056,13391.0,,,1445.29643,1450.7225,129.0,197.0,,,,,0,0,0,4,0
1879,DUSP1_TPL,O,100.0,160,150.0,7996,9496.0,,,1344.07754,1291.30866,117.0,104.0,,,,,0,0,0,4,0
1880,DUSP1_TPL,O,100.0,160,150.0,8759,13879.0,,,1371.59619,1375.31126,70.0,123.0,,,,,0,0,0,4,0
1881,DUSP1_TPL,O,100.0,160,150.0,6856,10430.0,,,1394.27305,1443.9791,47.0,114.0,,,,,0,0,0,4,0
1882,DUSP1_TPL,O,100.0,160,150.0,7492,15028.0,,,1486.7528,1442.97451,117.0,184.0,,,,,0,0,0,4,0
1883,DUSP1_TPL,O,100.0,160,150.0,8278,11132.0,,,1336.67915,1302.10295,93.0,125.0,,,,,0,0,0,4,0
1884,DUSP1_TPL,O,100.0,160,150.0,7098,10330.0,,,1444.22401,1436.86447,69.0,110.0,6.0,,,,0,0,0,4,0
1885,DUSP1_TPL,O,100.0,160,150.0,7946,13438.0,,,1466.61591,1471.35266,111.0,192.0,,,,,0,0,0,4,0
1886,DUSP1_TPL,O,100.0,160,150.0,7871,12720.0,,,1259.96481,1260.66392,46.0,105.0,,,,,0,0,0,4,0
1887,DUSP1_TPL,O,100.0,160,150.0,7046,11593.0,,,1285.00809,1283.64366,43.0,87.0,,,,,0,0,0,4,0
1888,DUSP1_TPL,O,100.0,160,150.0,7266,13736.0,,,1126.16254,1131.3742,37.0,71.0,,,,,0,0,0,4,0
1889,DUSP1_TPL,O,100.0,160,150.0,7057,10648.0,,,1208.23594,1219.14003,112.0,176.0,,,,,0,0,0,4,0
1890,DUSP1_TPL,O,100.0,160,150.0,6478,12476.0,,,1342.76304,1255.33344,69.0,87.0,,,,,0,0,0,4,0
1891,DUSP1_TPL,O,100.0,160,150.0,7734,12142.0,,,1477.70403,1467.36913,123.0,182.0,,,,,0,0,0,4,0
1892,DUSP1_TPL,O,100.0,160,150.0,6715,6183.0,,,1574.99672,1592.83972,130.0,136.0,,,,,0,0,0,4,0
