nucGRint,cytoGRint,time,dex_conc,unique_cell_id,normGRcyt,normGRnuc
5948.65125494401,1494.9368664730764,30,100,872,5,22
7116.153716707938,1584.5964926146112,30,100,873,6,28
5652.403977343146,1489.5234056221277,30,100,875,5,21
6266.312198701908,1564.785248083543,30,100,878,6,24
5861.968128790062,1464.1681063700685,30,100,880,5,22
5558.191794049872,1501.7751364111768,30,100,881,5,20
5475.479119940702,1428.4779054592482,30,100,882,4,20
5311.631580086642,1432.4609776928996,30,100,883,4,19
5421.801097315766,1475.719278870282,30,100,884,5,19
5480.114272431103,1467.2456812480443,30,100,887,5,20
5672.257518410675,1416.6821737235352,30,100,888,4,21
5413.722167750799,1543.4924321914295,30,100,889,5,19
5880.647388839175,1716.0024692666768,30,100,891,7,22
6037.386724462362,1544.7922766951472,30,100,894,5,23
4090.931144024025,1404.8800244036668,30,100,895,4,12
5934.311023396082,1578.2924640481187,30,100,896,6,22
5382.078427471859,1519.519548369859,30,100,898,5,19
5043.538914999648,1471.5475670043868,30,100,899,5,17
5439.15222142986,1388.698254018533,30,100,902,4,19
5890.046098269946,1420.6524175472268,30,100,903,4,22
5719.047165148788,1485.019323846292,30,100,904,5,21
5851.141617968053,1526.2122016706858,30,100,906,5,22
5976.935343750294,1540.892851510628,30,100,907,5,22
4546.389898856646,1422.2375610091017,30,100,914,4,15
5329.081241398934,1520.0935253802927,30,100,916,5,19
5848.977470577103,1548.1595595284643,30,100,918,5,22
4744.368001764004,1444.5429960675183,30,100,919,4,16
4649.706910993562,1428.8138726006407,30,100,922,4,15
4939.482491374321,1390.194034790077,30,100,923,4,17
5789.829805741635,1444.6982761897696,30,100,925,4,21
5755.494132378184,1447.1274433764934,30,100,928,4,21
6023.230246192308,1505.912813084845,30,100,929,5,23
5371.181794441826,1446.657850491985,30,100,931,4,19
5607.205606390651,1439.3214056457723,30,100,932,4,20
6050.280786659992,1502.6066056986183,30,100,933,5,23
5060.577016631197,1487.932068907147,30,100,936,5,17
6053.615582913437,1457.9896916258504,30,100,941,5,23
4491.429241016701,1404.154841155594,30,100,942,4,14
6266.806920969518,1455.9369732297837,30,100,943,5,24
5759.37737880532,1486.3909844128343,30,100,944,5,21
4712.501509780748,1440.5814622177772,30,100,945,4,16
4467.757694488863,1354.0107390319376,30,100,946,4,14
6032.483866619843,1493.1645563004258,30,100,948,5,23
4810.816466532428,1379.0939133763427,30,100,949,4,16
5370.476600127779,1399.8188449483512,30,100,952,4,19
5787.110533352749,1466.5598867237202,30,100,958,5,21
6163.683624119579,1485.1846034290438,30,100,959,5,23
5426.142290005933,1415.4118641666855,30,100,961,4,19
4595.230365877931,1464.0303728669162,30,100,962,5,15
4841.483908149879,1405.041178097358,30,100,963,4,16
5651.475660155558,1697.5319047756925,30,100,965,7,21
5810.618807394919,1510.3235922007284,30,100,967,5,21
5777.153058680941,1533.0843980042469,30,100,970,5,21
4750.748781576278,1474.036685266763,30,100,971,5,16
5601.186665131088,1469.370517743441,30,100,973,5,20
5458.301947052507,1448.2980052586518,30,100,976,5,20
6065.081119012339,1628.756702710463,30,100,977,6,23
6836.203855246052,1643.6588559060997,30,100,978,6,27
6355.6895270710975,1688.7320169543607,30,100,979,7,24
5907.986729550835,1489.0515614747724,30,100,980,5,22
6495.841103358576,1542.5837445296283,30,100,982,5,25
6486.528312522769,1582.4351293147326,30,100,983,6,25
4945.717983147748,1482.6883125069942,30,100,984,5,17
5847.491638718625,1471.767876379956,30,100,988,5,22
6446.960839332257,1500.4935829543278,30,100,993,5,25
4785.636104321689,1484.6440407804737,30,100,996,5,16
4968.752142544094,1399.395247817971,30,100,997,4,17
5625.612571218607,1501.9318773477453,30,100,1002,5,20
4342.887146798279,1400.2047613983789,30,100,1003,4,14
4757.340876458463,1433.0954447474774,30,100,1004,4,16
4685.900890969909,1433.4209542094352,30,100,1006,4,15
6064.064705627078,1496.1730404776338,30,100,1007,5,23
4572.167811140366,1421.8556940877288,30,100,1008,4,15
5120.75329550428,1455.902354103737,30,100,1009,5,18
4601.549024944794,1423.0435985347654,30,100,1011,4,15
4257.083042168847,1443.1212724706195,30,100,1012,4,13
4810.854239205669,1574.537728512836,30,100,1013,6,16
3954.276871053244,1377.6413223751251,30,100,1015,4,12
4681.501864839969,1456.3695239159958,30,100,1018,5,15
4375.886553487631,1339.93568408537,30,100,1019,3,14
6288.809126719851,1518.086592195514,30,100,1020,5,24
4696.903170676861,1361.6871066399056,30,100,1021,4,16
4385.483902960092,1383.6657191115246,30,100,1022,4,14
5162.993393868249,1435.555707029927,30,100,1023,4,18
4789.79818266487,1418.6588296330008,30,100,1026,4,16
4993.631549638677,1469.157786263826,30,100,1028,5,17
5282.734242503607,1489.8068370555952,30,100,1029,5,19
4927.886404067499,1506.2794406179112,30,100,1034,5,17
5197.562626788603,1445.000573396281,30,100,1036,4,18
4787.210482421891,1386.230438148567,30,100,1037,4,16
4571.983176189557,1398.7379391220572,30,100,1038,4,15
5838.957622319902,1530.1705279668631,30,100,1042,5,22
4889.175740366199,1401.877594984505,30,100,1047,4,17
4724.233600534545,1428.197907383891,30,100,1048,4,16
5949.681619586532,1530.0449704938317,30,100,1049,5,22
5071.760456984129,1459.3716816367207,30,100,1052,5,18
4003.0918970650537,1406.1016933218168,30,100,1053,4,12
5619.313823069643,1462.0755041113905,30,100,1054,5,20
4489.704654166424,1422.8811049818796,30,100,1055,4,14
4052.7534517776585,1423.734759626608,30,100,1058,4,12
5005.898635562598,1465.4757130683538,30,100,1059,5,17
4780.456702117865,1479.7945183752045,30,100,1062,5,16
5060.39231043004,1483.3069572645056,30,100,1063,5,17
5436.881769257384,1468.136761435607,30,100,1068,5,19
4759.355969318771,1434.294046602166,30,100,1069,4,16
5669.655619397537,1512.0248452188307,30,100,1072,5,21
4285.370747107031,1433.1161271894805,30,100,1073,4,13
5195.059509284649,1443.4845353198446,30,100,1074,4,18
5346.35530152338,1494.33633427563,30,100,1075,5,19
4475.030084426543,1454.7417290316853,30,100,1077,5,14
5106.673588048789,1449.694674883455,30,100,1078,5,18
5040.710080056447,1531.2125208551292,30,100,1079,5,17
4806.880417467615,1467.08724516115,30,100,1080,5,16
7838.53310904214,1594.43688124994,30,100,1083,6,30
7695.951421833659,1635.253919571709,30,100,1084,6,30
5292.525355055856,1491.7663777176704,30,100,1085,5,19
4454.761718630006,1420.90082509645,30,100,1090,4,14
4141.708762844215,1498.7058736321726,180,100,1091,5,13
3860.8835310796135,1565.0585132000483,180,100,1093,6,11
4000.870787429359,1502.1283585031504,180,100,1094,5,12
4139.611321029458,1553.2261275542603,180,100,1095,6,13
3148.847585496382,1521.4515322705531,180,100,1096,5,7
3535.877695614732,1527.997274272742,180,100,1100,5,9
4182.144145472478,1518.393990518016,180,100,1101,5,13
3691.38279982499,1448.868051930525,180,100,1103,5,10
3887.590148505548,1491.6704074644467,180,100,1104,5,11
3439.316886240134,1468.4274884950796,180,100,1105,5,9
3743.8120700718105,1452.195246206341,180,100,1106,5,10
3931.168872786118,1485.8906498389924,180,100,1109,5,11
4906.911965898815,1570.510161518283,180,100,1110,6,17
3663.217519663209,1480.096661133047,180,100,1115,5,10
3922.116518852031,1457.091758595185,180,100,1116,5,11
4075.417202550748,1480.5713080656978,180,100,1119,5,12
3718.56198523649,1430.7518352450948,180,100,1122,4,10
3883.5769539324033,1479.0638838026066,180,100,1123,5,11
4155.552821226399,1470.1668228669794,180,100,1124,5,13
3671.7564027030535,1439.40425993567,180,100,1126,4,10
4980.264176612247,1535.8777802760517,180,100,1128,5,17
4633.487042348942,1541.7004243444403,180,100,1130,5,15
3588.314241452949,1437.8986443239237,180,100,1132,4,10
4707.39098547975,1523.8481240153574,180,100,1134,5,16
3497.023938373084,1464.0085692003145,180,100,1136,5,9
3876.897597517757,1477.5590287813118,180,100,1139,5,11
4608.943951562696,1515.076246335265,180,100,1140,5,15
4072.877505898313,1436.2619101137202,180,100,1141,4,12
3717.025447804901,1459.1285397302283,180,100,1142,5,10
4129.591902871414,1464.871497167754,180,100,1143,5,12
4747.073382463682,1442.3348152161336,180,100,1146,4,16
4090.883349165472,1533.1406974754898,180,100,1147,5,12
4582.903905280241,1483.2008961407028,180,100,1148,5,15
4084.307624815076,1448.1056311342095,180,100,1149,5,12
3996.81337862302,1423.345373986521,180,100,1150,4,12
3878.805150816711,1417.8408069931488,180,100,1151,4,11
